Rank,Team,Games,W-L,Assists,Per Game,Date,Academic Year
55,St. John's (NY) (Big East),10,1-9,48,4.80,04/04/2017,2017.0
56,High Point (SoCon),10,3-7,46,4.60,04/04/2017,2017.0
56,Monmouth (MAAC),10,7-3,46,4.60,04/04/2017,2017.0
58,Bellarmine (SoCon),9,2-7,40,4.44,04/04/2017,2017.0
59,Towson (CAA),8,5-3,35,4.38,04/04/2017,2017.0
60,UMBC (America East),9,4-5,39,4.33,04/04/2017,2017.0
61,Marquette (Big East),8,5-3,34,4.25,04/04/2017,2017.0
62,Cleveland St. (Independent),11,3-8,46,4.18,04/04/2017,2017.0
63,Holy Cross (Patriot),10,2-8,41,4.10,04/04/2017,2017.0
63,Lafayette (Patriot),10,1-9,41,4.10,04/04/2017,2017.0
65,Wagner (NEC),11,5-6,45,4.09,04/04/2017,2017.0
66,Fairfield (CAA),10,3-7,39,3.90,04/04/2017,2017.0
67,Saint Joseph's (NEC),10,3-7,37,3.70,04/04/2017,2017.0
68,Dartmouth (Ivy League),8,1-7,29,3.63,04/04/2017,2017.0
69,Hampton (DI Independent),6,1-5,20,3.33,04/04/2017,2017.0
-,UMass Lowell (America East),11,2-9,64,5.82,04/04/2017,2017.0
1,UAlbany (America East),9,8-1,94,10.44,04/03/2017,2017.0
2,Princeton (Ivy League),9,6-3,89,9.89,04/03/2017,2017.0
3,Virginia (ACC),10,6-4,98,9.80,04/03/2017,2017.0
4,Loyola Maryland (Patriot),10,6-4,92,9.20,04/03/2017,2017.0
5,Syracuse (ACC),8,7-1,70,8.75,04/03/2017,2017.0
6,Penn St. (Big Ten),10,10-0,85,8.50,04/03/2017,2017.0
7,Duke (ACC),11,8-3,90,8.18,04/03/2017,2017.0
8,Brown (Ivy League),8,4-4,65,8.13,04/03/2017,2017.0
9,Villanova (Big East),10,6-4,81,8.10,04/03/2017,2017.0
10,Yale (Ivy League),8,5-3,64,8.00,04/03/2017,2017.0
11,Denver (Big East),9,7-2,68,7.56,04/03/2017,2017.0
12,Maryland (Big Ten),8,6-2,60,7.50,04/03/2017,2017.0
13,Richmond (SoCon),10,8-2,74,7.40,04/03/2017,2017.0
14,Lehigh (Patriot),9,5-4,65,7.22,04/03/2017,2017.0
15,Boston U. (Patriot),11,9-2,79,7.18,04/03/2017,2017.0
16,Hartford (America East),9,4-5,64,7.11,04/03/2017,2017.0
17,Rutgers (Big Ten),10,8-2,68,6.80,04/03/2017,2017.0
18,Hofstra (CAA),9,9-0,61,6.78,04/03/2017,2017.0
18,Canisius (MAAC),9,4-5,61,6.78,04/03/2017,2017.0
20,Bucknell (Patriot),10,4-6,67,6.70,04/03/2017,2017.0
21,Stony Brook (America East),9,5-4,60,6.67,04/03/2017,2017.0
22,Michigan (Big Ten),10,8-2,66,6.60,04/03/2017,2017.0
22,Robert Morris (NEC),10,7-3,66,6.60,04/03/2017,2017.0
24,Binghamton (America East),9,8-1,59,6.56,04/03/2017,2017.0
25,Vermont (America East),10,4-6,65,6.50,04/03/2017,2017.0
26,Bryant (NEC),11,6-5,71,6.45,04/03/2017,2017.0
27,Johns Hopkins (Big Ten),9,6-3,58,6.44,04/03/2017,2017.0
28,Furman (SoCon),10,4-6,63,6.30,04/03/2017,2017.0
29,Notre Dame (ACC),7,5-2,44,6.29,04/03/2017,2017.0
30,Harvard (Ivy League),9,5-4,56,6.22,04/03/2017,2017.0
31,Army West Point (Patriot),10,9-1,62,6.20,04/03/2017,2017.0
32,Navy (Patriot),11,5-6,68,6.18,04/03/2017,2017.0
33,Cornell (Ivy League),8,2-6,49,6.13,04/03/2017,2017.0
34,Air Force (SoCon),11,7-4,66,6.00,04/03/2017,2017.0
34,Hobart (NEC),9,4-5,54,6.00,04/03/2017,2017.0
36,Sacred Heart (NEC),9,6-3,53,5.89,04/03/2017,2017.0
37,Quinnipiac (MAAC),8,2-6,47,5.88,04/03/2017,2017.0
38,Delaware (CAA),11,7-4,63,5.73,04/03/2017,2017.0
39,Siena (MAAC),10,0-10,57,5.70,04/03/2017,2017.0
39,Colgate (Patriot),10,3-7,57,5.70,04/03/2017,2017.0
41,Ohio St. (Big Ten),11,9-2,62,5.64,04/03/2017,2017.0
42,Providence (Big East),10,7-3,56,5.60,04/03/2017,2017.0
43,Manhattan (MAAC),10,2-8,55,5.50,04/03/2017,2017.0
44,Jacksonville (SoCon),9,0-9,49,5.44,04/03/2017,2017.0
44,Massachusetts (CAA),9,4-5,49,5.44,04/03/2017,2017.0
46,Marist (MAAC),10,5-5,54,5.40,04/03/2017,2017.0
47,Penn (Ivy League),8,4-4,43,5.38,04/03/2017,2017.0
48,VMI (SoCon),9,2-7,48,5.33,04/03/2017,2017.0
48,Mount St. Mary's (NEC),9,3-6,48,5.33,04/03/2017,2017.0
48,Mercer (SoCon),9,4-5,48,5.33,04/03/2017,2017.0
51,Georgetown (Big East),10,2-8,53,5.30,04/03/2017,2017.0
52,Detroit Mercy (MAAC),11,5-6,58,5.27,04/03/2017,2017.0
53,North Carolina (ACC),10,5-5,51,5.10,04/03/2017,2017.0
54,Drexel (CAA),9,3-6,45,5.00,04/03/2017,2017.0
55,Monmouth (MAAC),9,6-3,43,4.78,04/03/2017,2017.0
56,St. John's (NY) (Big East),9,1-8,42,4.67,04/03/2017,2017.0
57,High Point (SoCon),10,3-7,46,4.60,04/03/2017,2017.0
58,Bellarmine (SoCon),9,2-7,40,4.44,04/03/2017,2017.0
59,Towson (CAA),8,5-3,35,4.38,04/03/2017,2017.0
60,Lafayette (Patriot),9,1-8,39,4.33,04/03/2017,2017.0
61,Cleveland St. (Independent),10,3-7,43,4.30,04/03/2017,2017.0
62,Marquette (Big East),8,5-3,34,4.25,04/03/2017,2017.0
63,UMBC (America East),9,4-5,38,4.22,04/03/2017,2017.0
64,Holy Cross (Patriot),10,2-8,41,4.10,04/03/2017,2017.0
65,Wagner (NEC),11,5-6,45,4.09,04/03/2017,2017.0
66,Fairfield (CAA),10,3-7,39,3.90,04/03/2017,2017.0
67,Saint Joseph's (NEC),10,3-7,37,3.70,04/03/2017,2017.0
68,Dartmouth (Ivy League),8,1-7,29,3.63,04/03/2017,2017.0
69,Hampton (DI Independent),6,1-5,20,3.33,04/03/2017,2017.0
-,UMass Lowell (America East),11,2-9,64,5.82,04/03/2017,2017.0
1,UAlbany (America East),9,8-1,94,10.44,04/02/2017,2017.0
2,Princeton (Ivy League),9,6-3,89,9.89,04/02/2017,2017.0
3,Virginia (ACC),10,6-4,98,9.80,04/02/2017,2017.0
4,Loyola Maryland (Patriot),10,6-4,92,9.20,04/02/2017,2017.0
5,Syracuse (ACC),8,7-1,70,8.75,04/02/2017,2017.0
6,Penn St. (Big Ten),10,10-0,85,8.50,04/02/2017,2017.0
7,Duke (ACC),11,8-3,90,8.18,04/02/2017,2017.0
8,Brown (Ivy League),8,4-4,65,8.13,04/02/2017,2017.0
9,Villanova (Big East),10,6-4,81,8.10,04/02/2017,2017.0
10,Yale (Ivy League),8,5-3,64,8.00,04/02/2017,2017.0
11,Denver (Big East),9,7-2,68,7.56,04/02/2017,2017.0
12,Maryland (Big Ten),8,6-2,60,7.50,04/02/2017,2017.0
13,Richmond (SoCon),10,8-2,74,7.40,04/02/2017,2017.0
14,Lehigh (Patriot),9,5-4,65,7.22,04/02/2017,2017.0
15,Boston U. (Patriot),11,9-2,79,7.18,04/02/2017,2017.0
16,Hartford (America East),9,4-5,64,7.11,04/02/2017,2017.0
17,Rutgers (Big Ten),10,8-2,68,6.80,04/02/2017,2017.0
18,Hofstra (CAA),9,9-0,61,6.78,04/02/2017,2017.0
18,Canisius (MAAC),9,4-5,61,6.78,04/02/2017,2017.0
20,Bucknell (Patriot),10,4-6,67,6.70,04/02/2017,2017.0
21,Stony Brook (America East),9,5-4,60,6.67,04/02/2017,2017.0
22,Michigan (Big Ten),10,8-2,66,6.60,04/02/2017,2017.0
22,Robert Morris (NEC),10,7-3,66,6.60,04/02/2017,2017.0
24,Binghamton (America East),9,8-1,59,6.56,04/02/2017,2017.0
25,Vermont (America East),10,4-6,65,6.50,04/02/2017,2017.0
26,Bryant (NEC),11,6-5,71,6.45,04/02/2017,2017.0
27,Johns Hopkins (Big Ten),9,6-3,58,6.44,04/02/2017,2017.0
28,Furman (SoCon),10,4-6,63,6.30,04/02/2017,2017.0
29,Notre Dame (ACC),7,5-2,44,6.29,04/02/2017,2017.0
30,Harvard (Ivy League),9,5-4,56,6.22,04/02/2017,2017.0
31,Army West Point (Patriot),10,9-1,62,6.20,04/02/2017,2017.0
32,Navy (Patriot),11,5-6,68,6.18,04/02/2017,2017.0
33,Cornell (Ivy League),8,2-6,49,6.13,04/02/2017,2017.0
34,Air Force (SoCon),11,7-4,66,6.00,04/02/2017,2017.0
34,Hobart (NEC),9,4-5,54,6.00,04/02/2017,2017.0
36,Sacred Heart (NEC),9,6-3,53,5.89,04/02/2017,2017.0
37,Quinnipiac (MAAC),8,2-6,47,5.88,04/02/2017,2017.0
38,Delaware (CAA),11,7-4,63,5.73,04/02/2017,2017.0
39,Siena (MAAC),10,0-10,57,5.70,04/02/2017,2017.0
39,Colgate (Patriot),10,3-7,57,5.70,04/02/2017,2017.0
41,Ohio St. (Big Ten),11,9-2,62,5.64,04/02/2017,2017.0
42,Providence (Big East),10,7-3,56,5.60,04/02/2017,2017.0
43,Manhattan (MAAC),10,2-8,55,5.50,04/02/2017,2017.0
44,Jacksonville (SoCon),9,0-9,49,5.44,04/02/2017,2017.0
44,Massachusetts (CAA),9,4-5,49,5.44,04/02/2017,2017.0
46,Marist (MAAC),10,5-5,54,5.40,04/02/2017,2017.0
47,Penn (Ivy League),8,4-4,43,5.38,04/02/2017,2017.0
48,VMI (SoCon),9,2-7,48,5.33,04/02/2017,2017.0
48,Mount St. Mary's (NEC),9,3-6,48,5.33,04/02/2017,2017.0
48,Mercer (SoCon),9,4-5,48,5.33,04/02/2017,2017.0
51,Georgetown (Big East),10,2-8,53,5.30,04/02/2017,2017.0
52,Detroit Mercy (MAAC),11,5-6,58,5.27,04/02/2017,2017.0
53,North Carolina (ACC),10,5-5,51,5.10,04/02/2017,2017.0
54,Drexel (CAA),9,3-6,45,5.00,04/02/2017,2017.0
55,Monmouth (MAAC),9,6-3,43,4.78,04/02/2017,2017.0
56,St. John's (NY) (Big East),9,1-8,42,4.67,04/02/2017,2017.0
57,High Point (SoCon),10,3-7,46,4.60,04/02/2017,2017.0
58,Bellarmine (SoCon),9,2-7,40,4.44,04/02/2017,2017.0
59,Towson (CAA),8,5-3,35,4.38,04/02/2017,2017.0
60,Lafayette (Patriot),9,1-8,39,4.33,04/02/2017,2017.0
61,Cleveland St. (Independent),10,3-7,43,4.30,04/02/2017,2017.0
62,Marquette (Big East),8,5-3,34,4.25,04/02/2017,2017.0
63,UMBC (America East),9,4-5,38,4.22,04/02/2017,2017.0
64,Holy Cross (Patriot),10,2-8,41,4.10,04/02/2017,2017.0
65,Wagner (NEC),11,5-6,45,4.09,04/02/2017,2017.0
66,Fairfield (CAA),10,3-7,39,3.90,04/02/2017,2017.0
67,Saint Joseph's (NEC),10,3-7,37,3.70,04/02/2017,2017.0
68,Dartmouth (Ivy League),8,1-7,29,3.63,04/02/2017,2017.0
69,Hampton (DI Independent),6,1-5,20,3.33,04/02/2017,2017.0
-,UMass Lowell (America East),11,2-9,64,5.82,04/02/2017,2017.0
1,UAlbany (America East),8,7-1,86,10.75,03/29/2017,2017.0
2,Virginia (ACC),9,5-4,93,10.33,03/29/2017,2017.0
3,Loyola Maryland (Patriot),9,5-4,86,9.56,03/29/2017,2017.0
4,Princeton (Ivy League),8,5-3,74,9.25,03/29/2017,2017.0
5,Penn St. (Big Ten),9,9-0,82,9.11,03/29/2017,2017.0
6,Syracuse (ACC),7,6-1,62,8.86,03/29/2017,2017.0
7,Villanova (Big East),9,5-4,77,8.56,03/29/2017,2017.0
8,Brown (Ivy League),7,4-3,58,8.29,03/29/2017,2017.0
9,Duke (ACC),10,7-3,81,8.10,03/29/2017,2017.0
10,Richmond (SoCon),9,8-1,71,7.89,03/29/2017,2017.0
11,Yale (Ivy League),7,4-3,55,7.86,03/29/2017,2017.0
12,Maryland (Big Ten),7,5-2,54,7.71,03/29/2017,2017.0
13,Boston U. (Patriot),10,9-1,73,7.30,03/29/2017,2017.0
14,Rutgers (Big Ten),9,8-1,65,7.22,03/29/2017,2017.0
15,Lehigh (Patriot),8,4-4,57,7.13,03/29/2017,2017.0
16,Michigan (Big Ten),9,8-1,63,7.00,03/29/2017,2017.0
16,Stony Brook (America East),8,5-3,56,7.00,03/29/2017,2017.0
18,Hofstra (CAA),8,8-0,54,6.75,03/29/2017,2017.0
18,Denver (Big East),8,6-2,54,6.75,03/29/2017,2017.0
20,Bucknell (Patriot),9,4-5,60,6.67,03/29/2017,2017.0
20,Vermont (America East),9,4-5,60,6.67,03/29/2017,2017.0
20,Canisius (MAAC),9,4-5,60,6.67,03/29/2017,2017.0
23,Binghamton (America East),8,7-1,53,6.63,03/29/2017,2017.0
24,Bryant (NEC),10,5-5,66,6.60,03/29/2017,2017.0
25,Robert Morris (NEC),9,6-3,59,6.56,03/29/2017,2017.0
26,Notre Dame (ACC),6,5-1,39,6.50,03/29/2017,2017.0
26,Johns Hopkins (Big Ten),8,5-3,52,6.50,03/29/2017,2017.0
26,Hartford (America East),8,3-5,52,6.50,03/29/2017,2017.0
29,Harvard (Ivy League),9,5-4,56,6.22,03/29/2017,2017.0
30,Ohio St. (Big Ten),10,9-1,61,6.10,03/29/2017,2017.0
31,Hobart (NEC),9,4-5,54,6.00,03/29/2017,2017.0
31,Navy (Patriot),10,4-6,60,6.00,03/29/2017,2017.0
31,Marist (MAAC),9,5-4,54,6.00,03/29/2017,2017.0
31,Siena (MAAC),9,0-9,54,6.00,03/29/2017,2017.0
31,Colgate (Patriot),9,3-6,54,6.00,03/29/2017,2017.0
36,Army West Point (Patriot),9,8-1,53,5.89,03/29/2017,2017.0
36,Furman (SoCon),9,3-6,53,5.89,03/29/2017,2017.0
38,Delaware (CAA),10,7-3,58,5.80,03/29/2017,2017.0
39,Mount St. Mary's (NEC),8,3-5,46,5.75,03/29/2017,2017.0
40,Quinnipiac (MAAC),7,1-6,40,5.71,03/29/2017,2017.0
41,Manhattan (MAAC),9,2-7,50,5.56,03/29/2017,2017.0
42,Penn (Ivy League),7,4-3,38,5.43,03/29/2017,2017.0
43,Sacred Heart (NEC),8,5-3,43,5.38,03/29/2017,2017.0
44,Providence (Big East),9,6-3,48,5.33,03/29/2017,2017.0
45,Detroit Mercy (MAAC),10,4-6,53,5.30,03/29/2017,2017.0
46,Cornell (Ivy League),7,1-6,37,5.29,03/29/2017,2017.0
47,Georgetown (Big East),9,2-7,47,5.22,03/29/2017,2017.0
48,Monmouth (MAAC),8,5-3,41,5.13,03/29/2017,2017.0
49,North Carolina (ACC),9,5-4,46,5.11,03/29/2017,2017.0
50,Air Force (SoCon),10,6-4,51,5.10,03/29/2017,2017.0
51,Massachusetts (CAA),8,3-5,40,5.00,03/29/2017,2017.0
51,Drexel (CAA),8,3-5,40,5.00,03/29/2017,2017.0
51,Jacksonville (SoCon),8,0-8,40,5.00,03/29/2017,2017.0
54,High Point (SoCon),9,3-6,44,4.89,03/29/2017,2017.0
55,Bellarmine (SoCon),8,2-6,39,4.88,03/29/2017,2017.0
56,Mercer (SoCon),8,3-5,38,4.75,03/29/2017,2017.0
57,VMI (SoCon),8,1-7,37,4.63,03/29/2017,2017.0
57,St. John's (NY) (Big East),8,1-7,37,4.63,03/29/2017,2017.0
59,Towson (CAA),7,4-3,32,4.57,03/29/2017,2017.0
60,Wagner (NEC),10,5-5,45,4.50,03/29/2017,2017.0
61,Cleveland St. (Independent),10,3-7,43,4.30,03/29/2017,2017.0
62,Marquette (Big East),7,5-2,30,4.29,03/29/2017,2017.0
63,UMBC (America East),8,3-5,34,4.25,03/29/2017,2017.0
64,Holy Cross (Patriot),9,2-7,38,4.22,03/29/2017,2017.0
65,Lafayette (Patriot),8,1-7,33,4.13,03/29/2017,2017.0
66,Dartmouth (Ivy League),7,1-6,27,3.86,03/29/2017,2017.0
67,Hampton (DI Independent),5,1-4,19,3.80,03/29/2017,2017.0
68,Fairfield (CAA),9,3-6,34,3.78,03/29/2017,2017.0
69,Saint Joseph's (NEC),9,3-6,33,3.67,03/29/2017,2017.0
-,UMass Lowell (America East),10,2-8,60,6.00,03/29/2017,2017.0
1,UAlbany (America East),7,6-1,77,11.00,03/28/2017,2017.0
2,Virginia (ACC),9,5-4,93,10.33,03/28/2017,2017.0
3,Loyola Maryland (Patriot),9,5-4,86,9.56,03/28/2017,2017.0
4,Princeton (Ivy League),8,5-3,74,9.25,03/28/2017,2017.0
5,Penn St. (Big Ten),9,9-0,82,9.11,03/28/2017,2017.0
6,Syracuse (ACC),7,6-1,62,8.86,03/28/2017,2017.0
7,Villanova (Big East),9,5-4,77,8.56,03/28/2017,2017.0
8,Brown (Ivy League),7,4-3,58,8.29,03/28/2017,2017.0
9,Duke (ACC),10,7-3,81,8.10,03/28/2017,2017.0
10,Richmond (SoCon),9,8-1,71,7.89,03/28/2017,2017.0
11,Yale (Ivy League),7,4-3,55,7.86,03/28/2017,2017.0
12,Maryland (Big Ten),7,5-2,54,7.71,03/28/2017,2017.0
13,Boston U. (Patriot),10,9-1,73,7.30,03/28/2017,2017.0
14,Rutgers (Big Ten),9,8-1,65,7.22,03/28/2017,2017.0
15,Lehigh (Patriot),8,4-4,57,7.13,03/28/2017,2017.0
16,Michigan (Big Ten),9,8-1,63,7.00,03/28/2017,2017.0
16,Stony Brook (America East),8,5-3,56,7.00,03/28/2017,2017.0
18,Hofstra (CAA),8,8-0,54,6.75,03/28/2017,2017.0
18,Denver (Big East),8,6-2,54,6.75,03/28/2017,2017.0
20,Bucknell (Patriot),9,4-5,60,6.67,03/28/2017,2017.0
20,Vermont (America East),9,4-5,60,6.67,03/28/2017,2017.0
20,Canisius (MAAC),9,4-5,60,6.67,03/28/2017,2017.0
23,Binghamton (America East),8,7-1,53,6.63,03/28/2017,2017.0
24,Bryant (NEC),10,5-5,66,6.60,03/28/2017,2017.0
25,Robert Morris (NEC),9,6-3,59,6.56,03/28/2017,2017.0
26,Notre Dame (ACC),6,5-1,39,6.50,03/28/2017,2017.0
26,Harvard (Ivy League),8,5-3,52,6.50,03/28/2017,2017.0
26,Johns Hopkins (Big Ten),8,5-3,52,6.50,03/28/2017,2017.0
26,Hartford (America East),8,3-5,52,6.50,03/28/2017,2017.0
30,Ohio St. (Big Ten),10,9-1,61,6.10,03/28/2017,2017.0
31,Hobart (NEC),9,4-5,54,6.00,03/28/2017,2017.0
31,Navy (Patriot),10,4-6,60,6.00,03/28/2017,2017.0
31,Marist (MAAC),9,5-4,54,6.00,03/28/2017,2017.0
31,Siena (MAAC),9,0-9,54,6.00,03/28/2017,2017.0
31,Colgate (Patriot),9,3-6,54,6.00,03/28/2017,2017.0
36,Army West Point (Patriot),9,8-1,53,5.89,03/28/2017,2017.0
36,Furman (SoCon),9,3-6,53,5.89,03/28/2017,2017.0
38,Delaware (CAA),10,7-3,58,5.80,03/28/2017,2017.0
39,Mount St. Mary's (NEC),8,3-5,46,5.75,03/28/2017,2017.0
40,Quinnipiac (MAAC),7,1-6,40,5.71,03/28/2017,2017.0
41,Manhattan (MAAC),9,2-7,50,5.56,03/28/2017,2017.0
42,Penn (Ivy League),7,4-3,38,5.43,03/28/2017,2017.0
43,Sacred Heart (NEC),8,5-3,43,5.38,03/28/2017,2017.0
44,Providence (Big East),9,6-3,48,5.33,03/28/2017,2017.0
45,Detroit Mercy (MAAC),10,4-6,53,5.30,03/28/2017,2017.0
46,Cornell (Ivy League),7,1-6,37,5.29,03/28/2017,2017.0
47,Georgetown (Big East),9,2-7,47,5.22,03/28/2017,2017.0
48,Monmouth (MAAC),8,5-3,41,5.13,03/28/2017,2017.0
49,North Carolina (ACC),9,5-4,46,5.11,03/28/2017,2017.0
50,Air Force (SoCon),10,6-4,51,5.10,03/28/2017,2017.0
51,Massachusetts (CAA),8,3-5,40,5.00,03/28/2017,2017.0
51,Drexel (CAA),8,3-5,40,5.00,03/28/2017,2017.0
51,Jacksonville (SoCon),8,0-8,40,5.00,03/28/2017,2017.0
54,High Point (SoCon),9,3-6,44,4.89,03/28/2017,2017.0
55,Bellarmine (SoCon),8,2-6,39,4.88,03/28/2017,2017.0
56,Mercer (SoCon),8,3-5,38,4.75,03/28/2017,2017.0
57,VMI (SoCon),8,1-7,37,4.63,03/28/2017,2017.0
57,St. John's (NY) (Big East),8,1-7,37,4.63,03/28/2017,2017.0
59,Towson (CAA),7,4-3,32,4.57,03/28/2017,2017.0
60,Wagner (NEC),10,5-5,45,4.50,03/28/2017,2017.0
61,Cleveland St. (Independent),10,3-7,43,4.30,03/28/2017,2017.0
62,Marquette (Big East),7,5-2,30,4.29,03/28/2017,2017.0
63,UMBC (America East),8,3-5,34,4.25,03/28/2017,2017.0
64,Holy Cross (Patriot),9,2-7,38,4.22,03/28/2017,2017.0
65,Lafayette (Patriot),8,1-7,33,4.13,03/28/2017,2017.0
66,Dartmouth (Ivy League),7,1-6,27,3.86,03/28/2017,2017.0
67,Hampton (DI Independent),5,1-4,19,3.80,03/28/2017,2017.0
68,Fairfield (CAA),9,3-6,34,3.78,03/28/2017,2017.0
69,Saint Joseph's (NEC),9,3-6,33,3.67,03/28/2017,2017.0
-,UMass Lowell (America East),10,2-8,60,6.00,03/28/2017,2017.0
1,UAlbany (America East),7,6-1,77,11.00,03/26/2017,2017.0
2,Virginia (ACC),9,5-4,93,10.33,03/26/2017,2017.0
3,Loyola Maryland (Patriot),9,5-4,86,9.56,03/26/2017,2017.0
4,Princeton (Ivy League),8,5-3,74,9.25,03/26/2017,2017.0
5,Penn St. (Big Ten),9,9-0,82,9.11,03/26/2017,2017.0
6,Syracuse (ACC),7,6-1,62,8.86,03/26/2017,2017.0
7,Villanova (Big East),9,5-4,77,8.56,03/26/2017,2017.0
8,Brown (Ivy League),7,4-3,58,8.29,03/26/2017,2017.0
9,Duke (ACC),10,7-3,81,8.10,03/26/2017,2017.0
10,Richmond (SoCon),9,8-1,71,7.89,03/26/2017,2017.0
11,Yale (Ivy League),7,4-3,55,7.86,03/26/2017,2017.0
12,Maryland (Big Ten),7,5-2,54,7.71,03/26/2017,2017.0
13,Boston U. (Patriot),10,9-1,73,7.30,03/26/2017,2017.0
14,Rutgers (Big Ten),9,8-1,65,7.22,03/26/2017,2017.0
15,Canisius (MAAC),8,4-4,57,7.13,03/26/2017,2017.0
15,Lehigh (Patriot),8,4-4,57,7.13,03/26/2017,2017.0
17,Stony Brook (America East),8,5-3,56,7.00,03/26/2017,2017.0
17,Michigan (Big Ten),9,8-1,63,7.00,03/26/2017,2017.0
19,Denver (Big East),8,6-2,54,6.75,03/26/2017,2017.0
19,Hofstra (CAA),8,8-0,54,6.75,03/26/2017,2017.0
21,Vermont (America East),9,4-5,60,6.67,03/26/2017,2017.0
21,Bucknell (Patriot),9,4-5,60,6.67,03/26/2017,2017.0
23,Bryant (NEC),10,5-5,66,6.60,03/26/2017,2017.0
24,Binghamton (America East),7,6-1,46,6.57,03/26/2017,2017.0
25,Robert Morris (NEC),9,6-3,59,6.56,03/26/2017,2017.0
26,Hartford (America East),8,3-5,52,6.50,03/26/2017,2017.0
26,Harvard (Ivy League),8,5-3,52,6.50,03/26/2017,2017.0
26,Notre Dame (ACC),6,5-1,39,6.50,03/26/2017,2017.0
26,Johns Hopkins (Big Ten),8,5-3,52,6.50,03/26/2017,2017.0
30,Ohio St. (Big Ten),10,9-1,61,6.10,03/26/2017,2017.0
31,Siena (MAAC),9,0-9,54,6.00,03/26/2017,2017.0
31,Marist (MAAC),9,5-4,54,6.00,03/26/2017,2017.0
31,Colgate (Patriot),9,3-6,54,6.00,03/26/2017,2017.0
31,Navy (Patriot),10,4-6,60,6.00,03/26/2017,2017.0
31,Hobart (NEC),9,4-5,54,6.00,03/26/2017,2017.0
36,Army West Point (Patriot),9,8-1,53,5.89,03/26/2017,2017.0
37,Delaware (CAA),10,7-3,58,5.80,03/26/2017,2017.0
38,Furman (SoCon),9,3-6,52,5.78,03/26/2017,2017.0
39,Quinnipiac (MAAC),7,1-6,40,5.71,03/26/2017,2017.0
40,Manhattan (MAAC),9,2-7,50,5.56,03/26/2017,2017.0
41,Air Force (SoCon),9,6-3,49,5.44,03/26/2017,2017.0
42,Penn (Ivy League),7,4-3,38,5.43,03/26/2017,2017.0
43,Sacred Heart (NEC),8,5-3,43,5.38,03/26/2017,2017.0
44,Providence (Big East),9,6-3,48,5.33,03/26/2017,2017.0
45,Detroit Mercy (MAAC),10,4-6,53,5.30,03/26/2017,2017.0
46,Cornell (Ivy League),7,1-6,37,5.29,03/26/2017,2017.0
47,Georgetown (Big East),9,2-7,47,5.22,03/26/2017,2017.0
48,Mount St. Mary's (NEC),7,2-5,36,5.14,03/26/2017,2017.0
49,Monmouth (MAAC),8,5-3,41,5.13,03/26/2017,2017.0
50,North Carolina (ACC),9,5-4,46,5.11,03/26/2017,2017.0
51,Jacksonville (SoCon),8,0-8,40,5.00,03/26/2017,2017.0
51,Drexel (CAA),8,3-5,40,5.00,03/26/2017,2017.0
51,Massachusetts (CAA),8,3-5,40,5.00,03/26/2017,2017.0
54,High Point (SoCon),9,3-6,44,4.89,03/26/2017,2017.0
55,Bellarmine (SoCon),8,2-6,39,4.88,03/26/2017,2017.0
56,Mercer (SoCon),8,3-5,37,4.63,03/26/2017,2017.0
56,St. John's (NY) (Big East),8,1-7,37,4.63,03/26/2017,2017.0
58,Towson (CAA),7,4-3,32,4.57,03/26/2017,2017.0
59,Wagner (NEC),10,5-5,45,4.50,03/26/2017,2017.0
60,Cleveland St. (Independent),10,3-7,43,4.30,03/26/2017,2017.0
61,VMI (SoCon),7,1-6,30,4.29,03/26/2017,2017.0
62,UMBC (America East),8,3-5,34,4.25,03/26/2017,2017.0
63,Holy Cross (Patriot),9,2-7,38,4.22,03/26/2017,2017.0
64,Marquette (Big East),6,4-2,25,4.17,03/26/2017,2017.0
65,Lafayette (Patriot),8,1-7,33,4.13,03/26/2017,2017.0
66,Dartmouth (Ivy League),7,1-6,27,3.86,03/26/2017,2017.0
67,Hampton (DI Independent),5,1-4,19,3.80,03/26/2017,2017.0
68,Fairfield (CAA),9,3-6,34,3.78,03/26/2017,2017.0
69,Saint Joseph's (NEC),9,3-6,33,3.67,03/26/2017,2017.0
-,UMass Lowell (America East),10,2-8,60,6.00,03/26/2017,2017.0
1,Virginia (ACC),8,5-3,83,10.38,03/22/2017,2017.0
2,UAlbany (America East),6,5-1,62,10.33,03/22/2017,2017.0
3,Loyola Maryland (Patriot),8,5-3,79,9.88,03/22/2017,2017.0
4,Princeton (Ivy League),7,5-2,64,9.14,03/22/2017,2017.0
5,Penn St. (Big Ten),8,8-0,73,9.13,03/22/2017,2017.0
6,Brown (Ivy League),6,3-3,54,9.00,03/22/2017,2017.0
6,Syracuse (ACC),6,5-1,54,9.00,03/22/2017,2017.0
8,Villanova (Big East),8,4-4,67,8.38,03/22/2017,2017.0
9,Duke (ACC),9,7-2,74,8.22,03/22/2017,2017.0
10,Richmond (SoCon),8,7-1,64,8.00,03/22/2017,2017.0
11,Yale (Ivy League),6,3-3,46,7.67,03/22/2017,2017.0
12,Rutgers (Big Ten),8,8-0,59,7.38,03/22/2017,2017.0
12,Vermont (America East),8,4-4,59,7.38,03/22/2017,2017.0
14,Boston U. (Patriot),9,8-1,66,7.33,03/22/2017,2017.0
15,Canisius (MAAC),7,3-4,51,7.29,03/22/2017,2017.0
16,Lehigh (Patriot),7,4-3,50,7.14,03/22/2017,2017.0
