Rank,Team,Games,W-L,Saves,Per Game,Date,Academic Year
23,VMI (SoCon),5,1-4,57,11.40,03/06/2016,2016.0
25,High Point (SoCon),6,3-3,68,11.33,03/06/2016,2016.0
26,Vermont (America East),5,2-3,56,11.20,03/06/2016,2016.0
27,Princeton (Ivy League),3,1-2,33,11.00,03/06/2016,2016.0
27,Furman (SoCon),4,0-4,44,11.00,03/06/2016,2016.0
29,Duke (ACC),6,4-2,65,10.83,03/06/2016,2016.0
29,Boston U. (Patriot),6,5-1,65,10.83,03/06/2016,2016.0
31,Mercer (SoCon),4,2-2,43,10.75,03/06/2016,2016.0
32,Mount St. Mary's (NEC),5,3-2,53,10.60,03/06/2016,2016.0
33,Dartmouth (Ivy League),4,0-4,42,10.50,03/06/2016,2016.0
34,UMBC (America East),3,0-3,31,10.33,03/06/2016,2016.0
34,Monmouth (MAAC),3,2-1,31,10.33,03/06/2016,2016.0
36,Massachusetts (CAA),5,2-3,51,10.20,03/06/2016,2016.0
37,Bucknell (Patriot),5,3-2,50,10.00,03/06/2016,2016.0
37,Binghamton (America East),3,0-3,30,10.00,03/06/2016,2016.0
37,Rutgers (Big Ten),5,5-0,50,10.00,03/06/2016,2016.0
37,Notre Dame (ACC),4,4-0,40,10.00,03/06/2016,2016.0
41,Colgate (Patriot),4,2-2,39,9.75,03/06/2016,2016.0
42,Quinnipiac (MAAC),3,2-1,29,9.67,03/06/2016,2016.0
43,Army West Point (Patriot),5,3-2,48,9.60,03/06/2016,2016.0
44,Sacred Heart (NEC),6,2-4,57,9.50,03/06/2016,2016.0
44,Hobart (NEC),4,2-2,38,9.50,03/06/2016,2016.0
44,Saint Joseph's (NEC),4,3-1,38,9.50,03/06/2016,2016.0
47,Siena (MAAC),5,1-4,47,9.40,03/06/2016,2016.0
48,Bellarmine (SoCon),6,2-4,56,9.33,03/06/2016,2016.0
49,Penn St. (Big Ten),5,3-2,46,9.20,03/06/2016,2016.0
49,Lehigh (Patriot),5,4-1,46,9.20,03/06/2016,2016.0
49,Denver (Big East),5,5-0,46,9.20,03/06/2016,2016.0
52,Air Force (SoCon),6,4-2,55,9.17,03/06/2016,2016.0
53,Wagner (NEC),5,2-3,45,9.00,03/06/2016,2016.0
53,Towson (CAA),5,5-0,45,9.00,03/06/2016,2016.0
53,Loyola Maryland (Patriot),5,4-1,45,9.00,03/06/2016,2016.0
56,Virginia (ACC),5,2-3,44,8.80,03/06/2016,2016.0
56,Richmond (SoCon),5,4-1,44,8.80,03/06/2016,2016.0
58,Ohio St. (Big Ten),6,5-1,52,8.67,03/06/2016,2016.0
58,Delaware (CAA),6,1-5,52,8.67,03/06/2016,2016.0
60,North Carolina (ACC),5,3-2,43,8.60,03/06/2016,2016.0
61,Syracuse (ACC),4,4-0,34,8.50,03/06/2016,2016.0
62,Cornell (Ivy League),3,1-2,25,8.33,03/06/2016,2016.0
63,Villanova (Big East),4,3-1,33,8.25,03/06/2016,2016.0
63,Hartford (America East),4,2-2,33,8.25,03/06/2016,2016.0
65,Maryland (Big Ten),3,1-2,24,8.00,03/06/2016,2016.0
66,Marquette (Big East),4,3-1,30,7.50,03/06/2016,2016.0
67,Yale (Ivy League),3,3-0,22,7.33,03/06/2016,2016.0
68,Navy (Patriot),5,3-2,36,7.20,03/06/2016,2016.0
-,UMass Lowell (America East),5,1-4,49,9.80,03/06/2016,2016.0
1,Marist (MAAC),2,1-1,35,17.50,03/04/2016,2016.0
2,Stony Brook (America East),3,2-1,47,15.67,03/04/2016,2016.0
2,Drexel (CAA),3,0-3,47,15.67,03/04/2016,2016.0
4,Brown (Ivy League),2,2-0,31,15.50,03/04/2016,2016.0
5,Jacksonville (SoCon),4,2-2,59,14.75,03/04/2016,2016.0
6,UAlbany (America East),2,1-1,29,14.50,03/04/2016,2016.0
7,Providence (Big East),4,2-2,56,14.00,03/04/2016,2016.0
7,Penn (Ivy League),2,1-1,28,14.00,03/04/2016,2016.0
9,Fairfield (CAA),4,1-3,53,13.25,03/04/2016,2016.0
10,Manhattan (MAAC),4,0-4,51,12.75,03/04/2016,2016.0
10,Robert Morris (NEC),4,1-3,51,12.75,03/04/2016,2016.0
12,Harvard (Ivy League),3,3-0,37,12.33,03/04/2016,2016.0
12,Georgetown (Big East),3,0-3,37,12.33,03/04/2016,2016.0
12,Johns Hopkins (Big Ten),3,1-2,37,12.33,03/04/2016,2016.0
15,Detroit Mercy (MAAC),4,0-4,49,12.25,03/04/2016,2016.0
16,High Point (SoCon),5,2-3,61,12.20,03/04/2016,2016.0
17,Bryant (NEC),4,3-1,47,11.75,03/04/2016,2016.0
18,Lafayette (Patriot),3,1-2,35,11.67,03/04/2016,2016.0
18,Hofstra (CAA),3,3-0,35,11.67,03/04/2016,2016.0
20,VMI (SoCon),4,1-3,46,11.50,03/04/2016,2016.0
21,Dartmouth (Ivy League),3,0-3,34,11.33,03/04/2016,2016.0
22,Vermont (America East),4,2-2,45,11.25,03/04/2016,2016.0
23,Boston U. (Patriot),5,4-1,55,11.00,03/04/2016,2016.0
23,Furman (SoCon),3,0-3,33,11.00,03/04/2016,2016.0
23,Michigan (Big Ten),4,2-2,44,11.00,03/04/2016,2016.0
23,Notre Dame (ACC),3,3-0,33,11.00,03/04/2016,2016.0
27,Mercer (SoCon),4,2-2,43,10.75,03/04/2016,2016.0
27,Rutgers (Big Ten),4,4-0,43,10.75,03/04/2016,2016.0
27,St. John's (NY) (Big East),4,0-4,43,10.75,03/04/2016,2016.0
27,Bucknell (Patriot),4,3-1,43,10.75,03/04/2016,2016.0
31,NJIT (Independent),5,0-5,53,10.60,03/04/2016,2016.0
32,Holy Cross (Patriot),4,0-4,42,10.50,03/04/2016,2016.0
32,Binghamton (America East),2,0-2,21,10.50,03/04/2016,2016.0
32,Towson (CAA),4,4-0,42,10.50,03/04/2016,2016.0
32,Mount St. Mary's (NEC),4,2-2,42,10.50,03/04/2016,2016.0
36,Hobart (NEC),3,1-2,31,10.33,03/04/2016,2016.0
37,Army West Point (Patriot),4,2-2,41,10.25,03/04/2016,2016.0
38,Duke (ACC),5,4-1,51,10.20,03/04/2016,2016.0
39,Villanova (Big East),3,2-1,30,10.00,03/04/2016,2016.0
39,UMBC (America East),2,0-2,20,10.00,03/04/2016,2016.0
39,Denver (Big East),4,4-0,40,10.00,03/04/2016,2016.0
42,Air Force (SoCon),5,3-2,49,9.80,03/04/2016,2016.0
43,Saint Joseph's (NEC),3,3-0,29,9.67,03/04/2016,2016.0
44,Richmond (SoCon),4,3-1,38,9.50,03/04/2016,2016.0
44,Monmouth (MAAC),2,2-0,19,9.50,03/04/2016,2016.0
46,Bellarmine (SoCon),5,2-3,47,9.40,03/04/2016,2016.0
47,Penn St. (Big Ten),4,3-1,37,9.25,03/04/2016,2016.0
47,Massachusetts (CAA),4,2-2,37,9.25,03/04/2016,2016.0
47,Loyola Maryland (Patriot),4,3-1,37,9.25,03/04/2016,2016.0
50,Sacred Heart (NEC),5,2-3,46,9.20,03/04/2016,2016.0
51,Hartford (America East),3,1-2,27,9.00,03/04/2016,2016.0
51,Colgate (Patriot),3,2-1,27,9.00,03/04/2016,2016.0
53,Virginia (ACC),5,2-3,44,8.80,03/04/2016,2016.0
54,Lehigh (Patriot),4,3-1,35,8.75,03/04/2016,2016.0
55,Ohio St. (Big Ten),5,4-1,43,8.60,03/04/2016,2016.0
56,Syracuse (ACC),4,4-0,34,8.50,03/04/2016,2016.0
56,Quinnipiac (MAAC),2,1-1,17,8.50,03/04/2016,2016.0
58,Wagner (NEC),4,1-3,33,8.25,03/04/2016,2016.0
59,Siena (MAAC),4,1-3,32,8.00,03/04/2016,2016.0
59,Cornell (Ivy League),2,1-1,16,8.00,03/04/2016,2016.0
59,Delaware (CAA),5,1-4,40,8.00,03/04/2016,2016.0
62,North Carolina (ACC),4,3-1,31,7.75,03/04/2016,2016.0
63,Maryland (Big Ten),2,1-1,15,7.50,03/04/2016,2016.0
64,Marquette (Big East),3,2-1,22,7.33,03/04/2016,2016.0
65,Princeton (Ivy League),2,1-1,13,6.50,03/04/2016,2016.0
66,Navy (Patriot),4,2-2,24,6.00,03/04/2016,2016.0
67,Yale (Ivy League),2,2-0,11,5.50,03/04/2016,2016.0
-,UMass Lowell (America East),4,0-4,40,10.00,03/04/2016,2016.0
1,Marist (MAAC),2,1-1,35,17.50,03/02/2016,2016.0
2,Stony Brook (America East),3,2-1,47,15.67,03/02/2016,2016.0
2,Drexel (CAA),3,0-3,47,15.67,03/02/2016,2016.0
4,Brown (Ivy League),2,2-0,31,15.50,03/02/2016,2016.0
5,Jacksonville (SoCon),4,2-2,59,14.75,03/02/2016,2016.0
6,UAlbany (America East),2,1-1,29,14.50,03/02/2016,2016.0
7,Providence (Big East),4,2-2,56,14.00,03/02/2016,2016.0
7,Penn (Ivy League),2,1-1,28,14.00,03/02/2016,2016.0
9,Fairfield (CAA),4,1-3,53,13.25,03/02/2016,2016.0
10,Detroit Mercy (MAAC),3,0-3,39,13.00,03/02/2016,2016.0
11,Manhattan (MAAC),4,0-4,51,12.75,03/02/2016,2016.0
11,Robert Morris (NEC),4,1-3,51,12.75,03/02/2016,2016.0
13,Georgetown (Big East),3,0-3,37,12.33,03/02/2016,2016.0
13,Harvard (Ivy League),3,3-0,37,12.33,03/02/2016,2016.0
13,Johns Hopkins (Big Ten),3,1-2,37,12.33,03/02/2016,2016.0
16,High Point (SoCon),5,2-3,61,12.20,03/02/2016,2016.0
17,Bryant (NEC),4,3-1,47,11.75,03/02/2016,2016.0
18,Lafayette (Patriot),3,1-2,35,11.67,03/02/2016,2016.0
18,Hofstra (CAA),3,3-0,35,11.67,03/02/2016,2016.0
20,VMI (SoCon),4,1-3,46,11.50,03/02/2016,2016.0
21,Dartmouth (Ivy League),3,0-3,34,11.33,03/02/2016,2016.0
22,Vermont (America East),4,2-2,45,11.25,03/02/2016,2016.0
23,Boston U. (Patriot),5,4-1,55,11.00,03/02/2016,2016.0
23,Furman (SoCon),3,0-3,33,11.00,03/02/2016,2016.0
23,Michigan (Big Ten),4,2-2,44,11.00,03/02/2016,2016.0
23,Notre Dame (ACC),3,3-0,33,11.00,03/02/2016,2016.0
27,Mercer (SoCon),4,2-2,43,10.75,03/02/2016,2016.0
27,Rutgers (Big Ten),4,4-0,43,10.75,03/02/2016,2016.0
27,St. John's (NY) (Big East),4,0-4,43,10.75,03/02/2016,2016.0
27,Bucknell (Patriot),4,3-1,43,10.75,03/02/2016,2016.0
31,NJIT (Independent),5,0-5,53,10.60,03/02/2016,2016.0
32,Holy Cross (Patriot),4,0-4,42,10.50,03/02/2016,2016.0
32,Binghamton (America East),2,0-2,21,10.50,03/02/2016,2016.0
32,Towson (CAA),4,4-0,42,10.50,03/02/2016,2016.0
32,Mount St. Mary's (NEC),4,2-2,42,10.50,03/02/2016,2016.0
36,Hobart (NEC),3,1-2,31,10.33,03/02/2016,2016.0
37,Army West Point (Patriot),4,2-2,41,10.25,03/02/2016,2016.0
38,Duke (ACC),5,4-1,51,10.20,03/02/2016,2016.0
39,Denver (Big East),4,4-0,40,10.00,03/02/2016,2016.0
39,UMBC (America East),2,0-2,20,10.00,03/02/2016,2016.0
39,Villanova (Big East),3,2-1,30,10.00,03/02/2016,2016.0
42,Air Force (SoCon),5,3-2,49,9.80,03/02/2016,2016.0
43,Saint Joseph's (NEC),3,3-0,29,9.67,03/02/2016,2016.0
44,Monmouth (MAAC),2,2-0,19,9.50,03/02/2016,2016.0
44,Bellarmine (SoCon),4,1-3,38,9.50,03/02/2016,2016.0
44,Richmond (SoCon),4,3-1,38,9.50,03/02/2016,2016.0
47,Penn St. (Big Ten),4,3-1,37,9.25,03/02/2016,2016.0
47,Massachusetts (CAA),4,2-2,37,9.25,03/02/2016,2016.0
47,Loyola Maryland (Patriot),4,3-1,37,9.25,03/02/2016,2016.0
47,Virginia (ACC),4,2-2,37,9.25,03/02/2016,2016.0
51,Sacred Heart (NEC),5,2-3,46,9.20,03/02/2016,2016.0
52,Hartford (America East),3,1-2,27,9.00,03/02/2016,2016.0
52,Colgate (Patriot),3,2-1,27,9.00,03/02/2016,2016.0
54,Lehigh (Patriot),4,3-1,35,8.75,03/02/2016,2016.0
55,Quinnipiac (MAAC),2,1-1,17,8.50,03/02/2016,2016.0
56,Wagner (NEC),4,1-3,33,8.25,03/02/2016,2016.0
57,Siena (MAAC),4,1-3,32,8.00,03/02/2016,2016.0
57,Cornell (Ivy League),2,1-1,16,8.00,03/02/2016,2016.0
57,Delaware (CAA),5,1-4,40,8.00,03/02/2016,2016.0
60,North Carolina (ACC),4,3-1,31,7.75,03/02/2016,2016.0
61,Marquette (Big East),2,2-0,15,7.50,03/02/2016,2016.0
61,Maryland (Big Ten),2,1-1,15,7.50,03/02/2016,2016.0
63,Syracuse (ACC),3,3-0,21,7.00,03/02/2016,2016.0
64,Ohio St. (Big Ten),4,3-1,27,6.75,03/02/2016,2016.0
65,Princeton (Ivy League),2,1-1,13,6.50,03/02/2016,2016.0
66,Navy (Patriot),4,2-2,24,6.00,03/02/2016,2016.0
67,Yale (Ivy League),2,2-0,11,5.50,03/02/2016,2016.0
-,UMass Lowell (America East),4,0-4,40,10.00,03/02/2016,2016.0
1,Marist (MAAC),2,1-1,35,17.50,03/01/2016,2016.0
2,Stony Brook (America East),3,2-1,47,15.67,03/01/2016,2016.0
2,Drexel (CAA),3,0-3,47,15.67,03/01/2016,2016.0
4,Brown (Ivy League),2,2-0,31,15.50,03/01/2016,2016.0
5,Jacksonville (SoCon),4,2-2,59,14.75,03/01/2016,2016.0
6,UAlbany (America East),2,1-1,29,14.50,03/01/2016,2016.0
7,Providence (Big East),4,2-2,56,14.00,03/01/2016,2016.0
7,Penn (Ivy League),2,1-1,28,14.00,03/01/2016,2016.0
9,Fairfield (CAA),4,1-3,53,13.25,03/01/2016,2016.0
10,Detroit Mercy (MAAC),3,0-3,39,13.00,03/01/2016,2016.0
11,Manhattan (MAAC),4,0-4,51,12.75,03/01/2016,2016.0
11,Robert Morris (NEC),4,1-3,51,12.75,03/01/2016,2016.0
13,Georgetown (Big East),3,0-3,37,12.33,03/01/2016,2016.0
13,Harvard (Ivy League),3,3-0,37,12.33,03/01/2016,2016.0
13,Johns Hopkins (Big Ten),3,1-2,37,12.33,03/01/2016,2016.0
16,High Point (SoCon),5,2-3,61,12.20,03/01/2016,2016.0
17,Bryant (NEC),4,3-1,47,11.75,03/01/2016,2016.0
18,Lafayette (Patriot),3,1-2,35,11.67,03/01/2016,2016.0
18,Hofstra (CAA),3,3-0,35,11.67,03/01/2016,2016.0
20,VMI (SoCon),4,1-3,46,11.50,03/01/2016,2016.0
21,Dartmouth (Ivy League),3,0-3,34,11.33,03/01/2016,2016.0
22,Vermont (America East),4,2-2,45,11.25,03/01/2016,2016.0
23,St. John's (NY) (Big East),3,0-3,33,11.00,03/01/2016,2016.0
23,Furman (SoCon),3,0-3,33,11.00,03/01/2016,2016.0
23,Boston U. (Patriot),5,4-1,55,11.00,03/01/2016,2016.0
23,Notre Dame (ACC),3,3-0,33,11.00,03/01/2016,2016.0
23,Michigan (Big Ten),4,2-2,44,11.00,03/01/2016,2016.0
28,Mercer (SoCon),4,2-2,43,10.75,03/01/2016,2016.0
28,Rutgers (Big Ten),4,4-0,43,10.75,03/01/2016,2016.0
28,Bucknell (Patriot),4,3-1,43,10.75,03/01/2016,2016.0
31,NJIT (Independent),5,0-5,53,10.60,03/01/2016,2016.0
32,Holy Cross (Patriot),4,0-4,42,10.50,03/01/2016,2016.0
32,Binghamton (America East),2,0-2,21,10.50,03/01/2016,2016.0
32,Mount St. Mary's (NEC),4,2-2,42,10.50,03/01/2016,2016.0
35,Hobart (NEC),3,1-2,31,10.33,03/01/2016,2016.0
36,Army West Point (Patriot),4,2-2,41,10.25,03/01/2016,2016.0
37,Duke (ACC),5,4-1,51,10.20,03/01/2016,2016.0
38,Villanova (Big East),3,2-1,30,10.00,03/01/2016,2016.0
38,Loyola Maryland (Patriot),3,3-0,30,10.00,03/01/2016,2016.0
38,UMBC (America East),2,0-2,20,10.00,03/01/2016,2016.0
38,Denver (Big East),4,4-0,40,10.00,03/01/2016,2016.0
42,Air Force (SoCon),5,3-2,49,9.80,03/01/2016,2016.0
43,Bellarmine (SoCon),4,1-3,38,9.50,03/01/2016,2016.0
43,Richmond (SoCon),4,3-1,38,9.50,03/01/2016,2016.0
43,Monmouth (MAAC),2,2-0,19,9.50,03/01/2016,2016.0
46,Massachusetts (CAA),4,2-2,37,9.25,03/01/2016,2016.0
46,Virginia (ACC),4,2-2,37,9.25,03/01/2016,2016.0
46,Penn St. (Big Ten),4,3-1,37,9.25,03/01/2016,2016.0
49,Sacred Heart (NEC),5,2-3,46,9.20,03/01/2016,2016.0
50,Colgate (Patriot),3,2-1,27,9.00,03/01/2016,2016.0
50,Hartford (America East),3,1-2,27,9.00,03/01/2016,2016.0
52,Lehigh (Patriot),4,3-1,35,8.75,03/01/2016,2016.0
53,Towson (CAA),3,3-0,26,8.67,03/01/2016,2016.0
54,Quinnipiac (MAAC),2,1-1,17,8.50,03/01/2016,2016.0
54,Saint Joseph's (NEC),2,2-0,17,8.50,03/01/2016,2016.0
56,Wagner (NEC),4,1-3,33,8.25,03/01/2016,2016.0
57,Cornell (Ivy League),2,1-1,16,8.00,03/01/2016,2016.0
57,Siena (MAAC),4,1-3,32,8.00,03/01/2016,2016.0
57,Delaware (CAA),5,1-4,40,8.00,03/01/2016,2016.0
60,North Carolina (ACC),4,3-1,31,7.75,03/01/2016,2016.0
61,Marquette (Big East),2,2-0,15,7.50,03/01/2016,2016.0
61,Maryland (Big Ten),2,1-1,15,7.50,03/01/2016,2016.0
63,Syracuse (ACC),3,3-0,21,7.00,03/01/2016,2016.0
64,Ohio St. (Big Ten),4,3-1,27,6.75,03/01/2016,2016.0
65,Princeton (Ivy League),2,1-1,13,6.50,03/01/2016,2016.0
66,Navy (Patriot),4,2-2,24,6.00,03/01/2016,2016.0
67,Yale (Ivy League),2,2-0,11,5.50,03/01/2016,2016.0
-,UMass Lowell (America East),4,0-4,40,10.00,03/01/2016,2016.0
1,Marist (MAAC),2,1-1,35,17.50,02/29/2016,2016.0
2,Drexel (CAA),2,0-2,33,16.50,02/29/2016,2016.0
3,Fairfield (CAA),3,0-3,49,16.33,02/29/2016,2016.0
4,Stony Brook (America East),3,2-1,47,15.67,02/29/2016,2016.0
5,Brown (Ivy League),2,2-0,31,15.50,02/29/2016,2016.0
6,Jacksonville (SoCon),4,2-2,59,14.75,02/29/2016,2016.0
7,UAlbany (America East),2,1-1,29,14.50,02/29/2016,2016.0
8,Penn (Ivy League),2,1-1,28,14.00,02/29/2016,2016.0
8,Providence (Big East),4,2-2,56,14.00,02/29/2016,2016.0
10,Georgetown (Big East),2,0-2,26,13.00,02/29/2016,2016.0
10,Detroit Mercy (MAAC),3,0-3,39,13.00,02/29/2016,2016.0
10,Hofstra (CAA),2,2-0,26,13.00,02/29/2016,2016.0
13,Robert Morris (NEC),4,1-3,51,12.75,02/29/2016,2016.0
13,Manhattan (MAAC),4,0-4,51,12.75,02/29/2016,2016.0
15,Johns Hopkins (Big Ten),3,1-2,37,12.33,02/29/2016,2016.0
15,Harvard (Ivy League),3,3-0,37,12.33,02/29/2016,2016.0
17,High Point (SoCon),5,2-3,61,12.20,02/29/2016,2016.0
18,Bryant (NEC),4,3-1,47,11.75,02/29/2016,2016.0
19,Lafayette (Patriot),3,1-2,35,11.67,02/29/2016,2016.0
20,Villanova (Big East),2,1-1,23,11.50,02/29/2016,2016.0
21,Dartmouth (Ivy League),3,0-3,34,11.33,02/29/2016,2016.0
22,Vermont (America East),4,2-2,45,11.25,02/29/2016,2016.0
23,Furman (SoCon),3,0-3,33,11.00,02/29/2016,2016.0
23,Michigan (Big Ten),4,2-2,44,11.00,02/29/2016,2016.0
23,Notre Dame (ACC),3,3-0,33,11.00,02/29/2016,2016.0
23,Boston U. (Patriot),5,4-1,55,11.00,02/29/2016,2016.0
23,VMI (SoCon),3,1-2,33,11.00,02/29/2016,2016.0
23,St. John's (NY) (Big East),3,0-3,33,11.00,02/29/2016,2016.0
29,Bucknell (Patriot),4,3-1,43,10.75,02/29/2016,2016.0
29,Mercer (SoCon),4,2-2,43,10.75,02/29/2016,2016.0
31,Massachusetts (CAA),3,1-2,32,10.67,02/29/2016,2016.0
32,Holy Cross (Patriot),4,0-4,42,10.50,02/29/2016,2016.0
32,Binghamton (America East),2,0-2,21,10.50,02/29/2016,2016.0
34,Hobart (NEC),3,1-2,31,10.33,02/29/2016,2016.0
35,Army West Point (Patriot),4,2-2,41,10.25,02/29/2016,2016.0
36,Duke (ACC),5,4-1,51,10.20,02/29/2016,2016.0
37,Rutgers (Big Ten),3,3-0,30,10.00,02/29/2016,2016.0
37,Loyola Maryland (Patriot),3,3-0,30,10.00,02/29/2016,2016.0
37,UMBC (America East),2,0-2,20,10.00,02/29/2016,2016.0
37,Denver (Big East),4,4-0,40,10.00,02/29/2016,2016.0
41,Air Force (SoCon),5,3-2,49,9.80,02/29/2016,2016.0
42,Mount St. Mary's (NEC),3,1-2,29,9.67,02/29/2016,2016.0
43,Bellarmine (SoCon),4,1-3,38,9.50,02/29/2016,2016.0
43,Monmouth (MAAC),2,2-0,19,9.50,02/29/2016,2016.0
43,Richmond (SoCon),4,3-1,38,9.50,02/29/2016,2016.0
43,NJIT (Independent),4,0-4,38,9.50,02/29/2016,2016.0
47,Penn St. (Big Ten),4,3-1,37,9.25,02/29/2016,2016.0
47,Virginia (ACC),4,2-2,37,9.25,02/29/2016,2016.0
49,Sacred Heart (NEC),5,2-3,46,9.20,02/29/2016,2016.0
50,Colgate (Patriot),3,2-1,27,9.00,02/29/2016,2016.0
51,Delaware (CAA),4,0-4,35,8.75,02/29/2016,2016.0
51,Lehigh (Patriot),4,3-1,35,8.75,02/29/2016,2016.0
53,Towson (CAA),3,3-0,26,8.67,02/29/2016,2016.0
54,Quinnipiac (MAAC),2,1-1,17,8.50,02/29/2016,2016.0
54,Hartford (America East),2,1-1,17,8.50,02/29/2016,2016.0
54,Saint Joseph's (NEC),2,2-0,17,8.50,02/29/2016,2016.0
57,Siena (MAAC),4,1-3,32,8.00,02/29/2016,2016.0
57,Cornell (Ivy League),2,1-1,16,8.00,02/29/2016,2016.0
59,North Carolina (ACC),4,3-1,31,7.75,02/29/2016,2016.0
60,Wagner (NEC),3,1-2,23,7.67,02/29/2016,2016.0
61,Maryland (Big Ten),2,1-1,15,7.50,02/29/2016,2016.0
61,Marquette (Big East),2,2-0,15,7.50,02/29/2016,2016.0
63,Syracuse (ACC),3,3-0,21,7.00,02/29/2016,2016.0
64,Ohio St. (Big Ten),4,3-1,27,6.75,02/29/2016,2016.0
65,Princeton (Ivy League),2,1-1,13,6.50,02/29/2016,2016.0
66,Navy (Patriot),4,2-2,24,6.00,02/29/2016,2016.0
67,Yale (Ivy League),2,2-0,11,5.50,02/29/2016,2016.0
-,UMass Lowell (America East),3,0-3,31,10.33,02/29/2016,2016.0
1,Marist (MAAC),2,1-1,35,17.50,02/28/2016,2016.0
2,Drexel (CAA),2,0-2,33,16.50,02/28/2016,2016.0
3,Fairfield (CAA),3,0-3,49,16.33,02/28/2016,2016.0
4,Stony Brook (America East),3,2-1,47,15.67,02/28/2016,2016.0
5,Brown (Ivy League),2,2-0,31,15.50,02/28/2016,2016.0
6,Jacksonville (SoCon),4,2-2,59,14.75,02/28/2016,2016.0
7,UAlbany (America East),2,1-1,29,14.50,02/28/2016,2016.0
8,Penn (Ivy League),2,1-1,28,14.00,02/28/2016,2016.0
9,Detroit Mercy (MAAC),3,0-3,39,13.00,02/28/2016,2016.0
9,Hofstra (CAA),2,2-0,26,13.00,02/28/2016,2016.0
9,Georgetown (Big East),2,0-2,26,13.00,02/28/2016,2016.0
12,Robert Morris (NEC),4,1-3,51,12.75,02/28/2016,2016.0
12,Manhattan (MAAC),4,0-4,51,12.75,02/28/2016,2016.0
14,Harvard (Ivy League),3,3-0,37,12.33,02/28/2016,2016.0
14,Mercer (SoCon),3,2-1,37,12.33,02/28/2016,2016.0
14,Johns Hopkins (Big Ten),3,1-2,37,12.33,02/28/2016,2016.0
17,Providence (Big East),4,2-2,49,12.25,02/28/2016,2016.0
18,High Point (SoCon),5,2-3,61,12.20,02/28/2016,2016.0
19,Bryant (NEC),4,3-1,47,11.75,02/28/2016,2016.0
20,Lafayette (Patriot),3,1-2,35,11.67,02/28/2016,2016.0
21,Villanova (Big East),2,1-1,23,11.50,02/28/2016,2016.0
22,Dartmouth (Ivy League),3,0-3,34,11.33,02/28/2016,2016.0
23,Michigan (Big Ten),4,2-2,44,11.00,02/28/2016,2016.0
23,Furman (SoCon),3,0-3,33,11.00,02/28/2016,2016.0
23,Notre Dame (ACC),3,3-0,33,11.00,02/28/2016,2016.0
23,VMI (SoCon),3,1-2,33,11.00,02/28/2016,2016.0
23,St. John's (NY) (Big East),3,0-3,33,11.00,02/28/2016,2016.0
23,Boston U. (Patriot),5,4-1,55,11.00,02/28/2016,2016.0
29,Duke (ACC),4,3-1,43,10.75,02/28/2016,2016.0
29,Bucknell (Patriot),4,3-1,43,10.75,02/28/2016,2016.0
31,Massachusetts (CAA),3,1-2,32,10.67,02/28/2016,2016.0
32,Holy Cross (Patriot),4,0-4,42,10.50,02/28/2016,2016.0
32,Vermont (America East),4,2-2,42,10.50,02/28/2016,2016.0
32,Binghamton (America East),2,0-2,21,10.50,02/28/2016,2016.0
35,Hobart (NEC),3,1-2,31,10.33,02/28/2016,2016.0
36,Army West Point (Patriot),4,2-2,41,10.25,02/28/2016,2016.0
37,Loyola Maryland (Patriot),3,3-0,30,10.00,02/28/2016,2016.0
37,UMBC (America East),2,0-2,20,10.00,02/28/2016,2016.0
37,Denver (Big East),4,4-0,40,10.00,02/28/2016,2016.0
37,Rutgers (Big Ten),3,3-0,30,10.00,02/28/2016,2016.0
41,Air Force (SoCon),5,3-2,49,9.80,02/28/2016,2016.0
42,Mount St. Mary's (NEC),3,1-2,29,9.67,02/28/2016,2016.0
43,Bellarmine (SoCon),4,1-3,38,9.50,02/28/2016,2016.0
43,Monmouth (MAAC),2,2-0,19,9.50,02/28/2016,2016.0
43,Richmond (SoCon),4,3-1,38,9.50,02/28/2016,2016.0
43,NJIT (Independent),4,0-4,38,9.50,02/28/2016,2016.0
47,Penn St. (Big Ten),4,3-1,37,9.25,02/28/2016,2016.0
47,Virginia (ACC),4,2-2,37,9.25,02/28/2016,2016.0
49,Sacred Heart (NEC),5,2-3,46,9.20,02/28/2016,2016.0
50,Colgate (Patriot),3,2-1,27,9.00,02/28/2016,2016.0
51,Delaware (CAA),4,0-4,35,8.75,02/28/2016,2016.0
51,Lehigh (Patriot),4,3-1,35,8.75,02/28/2016,2016.0
53,Towson (CAA),3,3-0,26,8.67,02/28/2016,2016.0
54,Quinnipiac (MAAC),2,1-1,17,8.50,02/28/2016,2016.0
54,Hartford (America East),2,1-1,17,8.50,02/28/2016,2016.0
54,Saint Joseph's (NEC),2,2-0,17,8.50,02/28/2016,2016.0
57,Siena (MAAC),4,1-3,32,8.00,02/28/2016,2016.0
57,Cornell (Ivy League),2,1-1,16,8.00,02/28/2016,2016.0
59,North Carolina (ACC),4,3-1,31,7.75,02/28/2016,2016.0
60,Wagner (NEC),3,1-2,23,7.67,02/28/2016,2016.0
61,Maryland (Big Ten),2,1-1,15,7.50,02/28/2016,2016.0
61,Marquette (Big East),2,2-0,15,7.50,02/28/2016,2016.0
63,Syracuse (ACC),3,3-0,21,7.00,02/28/2016,2016.0
64,Ohio St. (Big Ten),4,3-1,27,6.75,02/28/2016,2016.0
65,Princeton (Ivy League),2,1-1,13,6.50,02/28/2016,2016.0
