Rank,Team,Games,W-L,Goals,Per Game,Date,Academic Year
26,Rutgers (Big Ten),15,5-10,155,10.33,05/09/2015,2015.0
27,Marquette (Big East),16,10-6,163,10.19,05/09/2015,2015.0
27,Maryland (Big Ten),16,13-3,163,10.19,05/09/2015,2015.0
27,Lehigh (Patriot),16,7-9,163,10.19,05/09/2015,2015.0
30,Penn (Ivy League),13,6-7,131,10.08,05/09/2015,2015.0
31,Detroit Mercy (MAAC),14,8-6,139,9.93,05/09/2015,2015.0
32,Bellarmine (SoCon),12,4-8,119,9.92,05/09/2015,2015.0
33,Quinnipiac (MAAC),15,7-8,148,9.87,05/09/2015,2015.0
34,St. John's (NY) (Big East),14,3-11,138,9.86,05/09/2015,2015.0
35,Michigan (Big Ten),13,5-8,128,9.85,05/09/2015,2015.0
36,Ohio St. (Big Ten),18,12-6,177,9.83,05/09/2015,2015.0
37,Hartford (America East),15,7-8,147,9.80,05/09/2015,2015.0
38,Navy (Patriot),14,9-5,137,9.79,05/09/2015,2015.0
39,Massachusetts (CAA),15,5-10,146,9.73,05/09/2015,2015.0
40,Air Force (ECAC),15,8-7,145,9.67,05/09/2015,2015.0
41,Fairfield (CAA),15,9-6,144,9.60,05/09/2015,2015.0
41,Bucknell (Patriot),15,9-6,144,9.60,05/09/2015,2015.0
43,Hofstra (CAA),14,5-9,133,9.50,05/09/2015,2015.0
43,Robert Morris (NEC),14,3-11,133,9.50,05/09/2015,2015.0
45,Villanova (Big East),14,6-8,131,9.36,05/09/2015,2015.0
46,Siena (MAAC),14,5-9,130,9.29,05/09/2015,2015.0
47,Holy Cross (Patriot),13,6-7,120,9.23,05/09/2015,2015.0
48,Penn St. (Big Ten),14,5-9,129,9.21,05/09/2015,2015.0
49,Jacksonville (SoCon),12,4-8,109,9.08,05/09/2015,2015.0
50,Lafayette (Patriot),14,4-10,127,9.07,05/09/2015,2015.0
51,Delaware (CAA),15,5-10,136,9.07,05/09/2015,2015.0
52,Dartmouth (Ivy League),13,5-8,114,8.77,05/09/2015,2015.0
53,Drexel (CAA),15,7-8,130,8.67,05/09/2015,2015.0
54,Sacred Heart (NEC),13,6-7,112,8.62,05/09/2015,2015.0
55,Towson (CAA),18,12-6,154,8.56,05/09/2015,2015.0
56,UMBC (America East),13,5-8,111,8.54,05/09/2015,2015.0
57,Hobart (NEC),14,7-7,118,8.43,05/09/2015,2015.0
58,Mercer (SoCon),13,5-8,108,8.31,05/09/2015,2015.0
59,Bryant (NEC),18,8-10,149,8.28,05/09/2015,2015.0
60,Providence (Big East),14,5-9,113,8.07,05/09/2015,2015.0
61,Canisius (MAAC),15,3-12,118,7.87,05/09/2015,2015.0
62,Mount St. Mary's (NEC),15,5-10,110,7.33,05/09/2015,2015.0
63,Furman (SoCon),13,4-9,94,7.23,05/09/2015,2015.0
64,Wagner (NEC),13,4-9,93,7.15,05/09/2015,2015.0
65,Monmouth (MAAC),14,6-8,93,6.64,05/09/2015,2015.0
66,VMI (SoCon),15,1-14,78,5.20,05/09/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,4.93,05/09/2015,2015.0
68,NJIT (Independent),12,0-12,54,4.50,05/09/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,6.79,05/09/2015,2015.0
1,UAlbany (America East),17,15-2,296,17.41,05/06/2015,2015.0
2,North Carolina (ACC),15,12-3,218,14.53,05/06/2015,2015.0
3,Syracuse (ACC),14,12-2,203,14.50,05/06/2015,2015.0
4,Duke (ACC),17,12-5,246,14.47,05/06/2015,2015.0
5,Brown (Ivy League),16,12-4,228,14.25,05/06/2015,2015.0
6,Denver (Big East),15,13-2,210,14.00,05/06/2015,2015.0
7,Stony Brook (America East),18,13-5,250,13.89,05/06/2015,2015.0
8,Notre Dame (ACC),12,10-2,163,13.58,05/06/2015,2015.0
9,Johns Hopkins (Big Ten),15,9-6,188,12.53,05/06/2015,2015.0
10,Virginia (ACC),14,10-4,174,12.43,05/06/2015,2015.0
11,Harvard (Ivy League),14,7-7,172,12.29,05/06/2015,2015.0
12,Vermont (America East),16,6-10,194,12.13,05/06/2015,2015.0
13,Marist (MAAC),17,14-3,204,12.00,05/06/2015,2015.0
13,Princeton (Ivy League),15,9-6,180,12.00,05/06/2015,2015.0
15,Richmond (SoCon),16,11-5,188,11.75,05/06/2015,2015.0
16,Yale (Ivy League),15,11-4,175,11.67,05/06/2015,2015.0
17,Georgetown (Big East),16,10-6,186,11.63,05/06/2015,2015.0
18,Cornell (Ivy League),15,10-5,174,11.60,05/06/2015,2015.0
19,Army West Point (Patriot),17,10-7,191,11.24,05/06/2015,2015.0
20,Loyola Maryland (Patriot),15,7-8,168,11.20,05/06/2015,2015.0
21,High Point (SoCon),17,10-7,184,10.82,05/06/2015,2015.0
22,Binghamton (America East),13,4-9,140,10.77,05/06/2015,2015.0
23,Boston U. (Patriot),14,6-8,150,10.71,05/06/2015,2015.0
24,Saint Joseph's (NEC),17,11-6,182,10.71,05/06/2015,2015.0
25,Colgate (Patriot),15,10-5,157,10.47,05/06/2015,2015.0
26,Maryland (Big Ten),15,12-3,155,10.33,05/06/2015,2015.0
26,Rutgers (Big Ten),15,5-10,155,10.33,05/06/2015,2015.0
28,Marquette (Big East),16,10-6,163,10.19,05/06/2015,2015.0
28,Lehigh (Patriot),16,7-9,163,10.19,05/06/2015,2015.0
30,Penn (Ivy League),13,6-7,131,10.08,05/06/2015,2015.0
31,Detroit Mercy (MAAC),14,8-6,139,9.93,05/06/2015,2015.0
32,Bellarmine (SoCon),12,4-8,119,9.92,05/06/2015,2015.0
33,Quinnipiac (MAAC),15,7-8,148,9.87,05/06/2015,2015.0
34,St. John's (NY) (Big East),14,3-11,138,9.86,05/06/2015,2015.0
35,Michigan (Big Ten),13,5-8,128,9.85,05/06/2015,2015.0
36,Hartford (America East),15,7-8,147,9.80,05/06/2015,2015.0
37,Navy (Patriot),14,9-5,137,9.79,05/06/2015,2015.0
38,Massachusetts (CAA),15,5-10,146,9.73,05/06/2015,2015.0
39,Air Force (ECAC),15,8-7,145,9.67,05/06/2015,2015.0
40,Fairfield (CAA),15,9-6,144,9.60,05/06/2015,2015.0
40,Bucknell (Patriot),15,9-6,144,9.60,05/06/2015,2015.0
42,Robert Morris (NEC),14,3-11,133,9.50,05/06/2015,2015.0
42,Hofstra (CAA),14,5-9,133,9.50,05/06/2015,2015.0
44,Ohio St. (Big Ten),17,11-6,161,9.47,05/06/2015,2015.0
45,Villanova (Big East),14,6-8,131,9.36,05/06/2015,2015.0
46,Siena (MAAC),14,5-9,130,9.29,05/06/2015,2015.0
47,Holy Cross (Patriot),13,6-7,120,9.23,05/06/2015,2015.0
48,Penn St. (Big Ten),14,5-9,129,9.21,05/06/2015,2015.0
49,Jacksonville (SoCon),12,4-8,109,9.08,05/06/2015,2015.0
50,Lafayette (Patriot),14,4-10,127,9.07,05/06/2015,2015.0
51,Delaware (CAA),15,5-10,136,9.07,05/06/2015,2015.0
52,Dartmouth (Ivy League),13,5-8,114,8.77,05/06/2015,2015.0
53,Drexel (CAA),15,7-8,130,8.67,05/06/2015,2015.0
54,Sacred Heart (NEC),13,6-7,112,8.62,05/06/2015,2015.0
55,UMBC (America East),13,5-8,111,8.54,05/06/2015,2015.0
56,Towson (CAA),17,12-5,144,8.47,05/06/2015,2015.0
57,Hobart (NEC),14,7-7,118,8.43,05/06/2015,2015.0
58,Mercer (SoCon),13,5-8,108,8.31,05/06/2015,2015.0
59,Bryant (NEC),18,8-10,149,8.28,05/06/2015,2015.0
60,Providence (Big East),14,5-9,113,8.07,05/06/2015,2015.0
61,Canisius (MAAC),15,3-12,118,7.87,05/06/2015,2015.0
62,Mount St. Mary's (NEC),15,5-10,110,7.33,05/06/2015,2015.0
63,Furman (SoCon),13,4-9,94,7.23,05/06/2015,2015.0
64,Wagner (NEC),13,4-9,93,7.15,05/06/2015,2015.0
65,Monmouth (MAAC),14,6-8,93,6.64,05/06/2015,2015.0
66,VMI (SoCon),15,1-14,78,5.20,05/06/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,4.93,05/06/2015,2015.0
68,NJIT (Independent),12,0-12,54,4.50,05/06/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,6.79,05/06/2015,2015.0
1,UAlbany (America East),17,15-2,296,17.41,05/03/2015,2015.0
2,North Carolina (ACC),15,12-3,218,14.53,05/03/2015,2015.0
3,Syracuse (ACC),14,12-2,203,14.50,05/03/2015,2015.0
4,Duke (ACC),17,12-5,246,14.47,05/03/2015,2015.0
5,Brown (Ivy League),16,12-4,228,14.25,05/03/2015,2015.0
6,Denver (Big East),15,13-2,210,14.00,05/03/2015,2015.0
7,Stony Brook (America East),18,13-5,250,13.89,05/03/2015,2015.0
8,Notre Dame (ACC),12,10-2,163,13.58,05/03/2015,2015.0
9,Johns Hopkins (Big Ten),15,9-6,188,12.53,05/03/2015,2015.0
10,Virginia (ACC),14,10-4,174,12.43,05/03/2015,2015.0
11,Harvard (Ivy League),14,7-7,172,12.29,05/03/2015,2015.0
12,Marist (MAAC),16,13-3,194,12.13,05/03/2015,2015.0
12,Vermont (America East),16,6-10,194,12.13,05/03/2015,2015.0
14,Princeton (Ivy League),15,9-6,180,12.00,05/03/2015,2015.0
15,Richmond (SoCon),16,11-5,188,11.75,05/03/2015,2015.0
16,Yale (Ivy League),15,11-4,175,11.67,05/03/2015,2015.0
17,Georgetown (Big East),16,10-6,186,11.63,05/03/2015,2015.0
18,Cornell (Ivy League),15,10-5,174,11.60,05/03/2015,2015.0
19,Army West Point (Patriot),17,10-7,191,11.24,05/03/2015,2015.0
20,Loyola Maryland (Patriot),15,7-8,168,11.20,05/03/2015,2015.0
21,High Point (SoCon),16,10-6,176,11.00,05/03/2015,2015.0
22,Binghamton (America East),13,4-9,140,10.77,05/03/2015,2015.0
23,Boston U. (Patriot),14,6-8,150,10.71,05/03/2015,2015.0
24,Saint Joseph's (NEC),17,11-6,182,10.71,05/03/2015,2015.0
25,Colgate (Patriot),15,10-5,157,10.47,05/03/2015,2015.0
26,Maryland (Big Ten),15,12-3,155,10.33,05/03/2015,2015.0
26,Rutgers (Big Ten),15,5-10,155,10.33,05/03/2015,2015.0
28,Marquette (Big East),16,10-6,163,10.19,05/03/2015,2015.0
28,Lehigh (Patriot),16,7-9,163,10.19,05/03/2015,2015.0
30,Penn (Ivy League),13,6-7,131,10.08,05/03/2015,2015.0
31,Detroit Mercy (MAAC),14,8-6,139,9.93,05/03/2015,2015.0
32,Bellarmine (SoCon),12,4-8,119,9.92,05/03/2015,2015.0
33,Quinnipiac (MAAC),15,7-8,148,9.87,05/03/2015,2015.0
34,St. John's (NY) (Big East),14,3-11,138,9.86,05/03/2015,2015.0
35,Michigan (Big Ten),13,5-8,128,9.85,05/03/2015,2015.0
36,Hartford (America East),15,7-8,147,9.80,05/03/2015,2015.0
37,Navy (Patriot),14,9-5,137,9.79,05/03/2015,2015.0
38,Massachusetts (CAA),15,5-10,146,9.73,05/03/2015,2015.0
39,Air Force (ECAC),15,8-7,145,9.67,05/03/2015,2015.0
40,Fairfield (CAA),15,9-6,144,9.60,05/03/2015,2015.0
40,Bucknell (Patriot),15,9-6,144,9.60,05/03/2015,2015.0
42,Robert Morris (NEC),14,3-11,133,9.50,05/03/2015,2015.0
42,Hofstra (CAA),14,5-9,133,9.50,05/03/2015,2015.0
44,Ohio St. (Big Ten),17,11-6,161,9.47,05/03/2015,2015.0
45,Villanova (Big East),14,6-8,131,9.36,05/03/2015,2015.0
46,Siena (MAAC),14,5-9,130,9.29,05/03/2015,2015.0
47,Holy Cross (Patriot),13,6-7,120,9.23,05/03/2015,2015.0
48,Penn St. (Big Ten),14,5-9,129,9.21,05/03/2015,2015.0
49,Jacksonville (SoCon),12,4-8,109,9.08,05/03/2015,2015.0
50,Lafayette (Patriot),14,4-10,127,9.07,05/03/2015,2015.0
51,Delaware (CAA),15,5-10,136,9.07,05/03/2015,2015.0
52,Dartmouth (Ivy League),13,5-8,114,8.77,05/03/2015,2015.0
53,Drexel (CAA),15,7-8,130,8.67,05/03/2015,2015.0
54,Sacred Heart (NEC),13,6-7,112,8.62,05/03/2015,2015.0
55,UMBC (America East),13,5-8,111,8.54,05/03/2015,2015.0
56,Hobart (NEC),14,7-7,118,8.43,05/03/2015,2015.0
57,Bryant (NEC),17,8-9,143,8.41,05/03/2015,2015.0
58,Towson (CAA),16,11-5,134,8.38,05/03/2015,2015.0
59,Mercer (SoCon),13,5-8,108,8.31,05/03/2015,2015.0
60,Providence (Big East),14,5-9,113,8.07,05/03/2015,2015.0
61,Canisius (MAAC),15,3-12,118,7.87,05/03/2015,2015.0
62,Mount St. Mary's (NEC),15,5-10,110,7.33,05/03/2015,2015.0
63,Furman (SoCon),13,4-9,94,7.23,05/03/2015,2015.0
64,Wagner (NEC),13,4-9,93,7.15,05/03/2015,2015.0
65,Monmouth (MAAC),14,6-8,93,6.64,05/03/2015,2015.0
66,VMI (SoCon),15,1-14,78,5.20,05/03/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,4.93,05/03/2015,2015.0
68,NJIT (Independent),12,0-12,54,4.50,05/03/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,6.79,05/03/2015,2015.0
1,UAlbany (America East),17,15-2,296,17.41,05/02/2015,2015.0
2,Duke (ACC),16,11-5,233,14.56,05/02/2015,2015.0
3,North Carolina (ACC),15,12-3,218,14.53,05/02/2015,2015.0
4,Syracuse (ACC),14,12-2,203,14.50,05/02/2015,2015.0
5,Brown (Ivy League),16,12-4,228,14.25,05/02/2015,2015.0
6,Denver (Big East),15,13-2,210,14.00,05/02/2015,2015.0
7,Stony Brook (America East),18,13-5,250,13.89,05/02/2015,2015.0
8,Notre Dame (ACC),12,10-2,163,13.58,05/02/2015,2015.0
9,Johns Hopkins (Big Ten),15,9-6,188,12.53,05/02/2015,2015.0
10,Virginia (ACC),14,10-4,174,12.43,05/02/2015,2015.0
11,Harvard (Ivy League),14,7-7,172,12.29,05/02/2015,2015.0
12,Princeton (Ivy League),14,9-5,170,12.14,05/02/2015,2015.0
13,Marist (MAAC),16,13-3,194,12.13,05/02/2015,2015.0
13,Vermont (America East),16,6-10,194,12.13,05/02/2015,2015.0
15,Richmond (SoCon),16,11-5,188,11.75,05/02/2015,2015.0
16,Yale (Ivy League),14,10-4,164,11.71,05/02/2015,2015.0
17,Georgetown (Big East),16,10-6,186,11.63,05/02/2015,2015.0
18,Cornell (Ivy League),15,10-5,174,11.60,05/02/2015,2015.0
19,Army West Point (Patriot),17,10-7,191,11.24,05/02/2015,2015.0
20,Loyola Maryland (Patriot),15,7-8,168,11.20,05/02/2015,2015.0
21,High Point (SoCon),16,10-6,176,11.00,05/02/2015,2015.0
21,Boston U. (Patriot),13,6-7,143,11.00,05/02/2015,2015.0
23,Binghamton (America East),13,4-9,140,10.77,05/02/2015,2015.0
24,Saint Joseph's (NEC),17,11-6,182,10.71,05/02/2015,2015.0
25,Colgate (Patriot),15,10-5,157,10.47,05/02/2015,2015.0
26,Maryland (Big Ten),15,12-3,155,10.33,05/02/2015,2015.0
26,Rutgers (Big Ten),15,5-10,155,10.33,05/02/2015,2015.0
28,Marquette (Big East),16,10-6,163,10.19,05/02/2015,2015.0
28,Lehigh (Patriot),16,7-9,163,10.19,05/02/2015,2015.0
30,Penn (Ivy League),13,6-7,131,10.08,05/02/2015,2015.0
31,Detroit Mercy (MAAC),14,8-6,139,9.93,05/02/2015,2015.0
32,Bellarmine (SoCon),12,4-8,119,9.92,05/02/2015,2015.0
33,Quinnipiac (MAAC),15,7-8,148,9.87,05/02/2015,2015.0
34,St. John's (NY) (Big East),14,3-11,138,9.86,05/02/2015,2015.0
35,Michigan (Big Ten),13,5-8,128,9.85,05/02/2015,2015.0
36,Hartford (America East),15,7-8,147,9.80,05/02/2015,2015.0
37,Navy (Patriot),14,9-5,137,9.79,05/02/2015,2015.0
38,Massachusetts (CAA),15,5-10,146,9.73,05/02/2015,2015.0
39,Air Force (ECAC),15,8-7,145,9.67,05/02/2015,2015.0
40,Fairfield (CAA),15,9-6,144,9.60,05/02/2015,2015.0
40,Bucknell (Patriot),15,9-6,144,9.60,05/02/2015,2015.0
42,Robert Morris (NEC),14,3-11,133,9.50,05/02/2015,2015.0
42,Hofstra (CAA),14,5-9,133,9.50,05/02/2015,2015.0
44,Ohio St. (Big Ten),17,11-6,161,9.47,05/02/2015,2015.0
45,Villanova (Big East),14,6-8,131,9.36,05/02/2015,2015.0
46,Siena (MAAC),14,5-9,130,9.29,05/02/2015,2015.0
47,Holy Cross (Patriot),13,6-7,120,9.23,05/02/2015,2015.0
48,Penn St. (Big Ten),14,5-9,129,9.21,05/02/2015,2015.0
49,Jacksonville (SoCon),12,4-8,109,9.08,05/02/2015,2015.0
50,Lafayette (Patriot),14,4-10,127,9.07,05/02/2015,2015.0
51,Delaware (CAA),15,5-10,136,9.07,05/02/2015,2015.0
52,Dartmouth (Ivy League),13,5-8,114,8.77,05/02/2015,2015.0
53,Drexel (CAA),15,7-8,130,8.67,05/02/2015,2015.0
54,Sacred Heart (NEC),13,6-7,112,8.62,05/02/2015,2015.0
55,UMBC (America East),13,5-8,111,8.54,05/02/2015,2015.0
56,Hobart (NEC),14,7-7,118,8.43,05/02/2015,2015.0
57,Bryant (NEC),17,8-9,143,8.41,05/02/2015,2015.0
58,Towson (CAA),16,11-5,134,8.38,05/02/2015,2015.0
59,Mercer (SoCon),13,5-8,108,8.31,05/02/2015,2015.0
60,Providence (Big East),14,5-9,113,8.07,05/02/2015,2015.0
61,Canisius (MAAC),15,3-12,118,7.87,05/02/2015,2015.0
62,Mount St. Mary's (NEC),15,5-10,110,7.33,05/02/2015,2015.0
63,Furman (SoCon),13,4-9,94,7.23,05/02/2015,2015.0
64,Wagner (NEC),13,4-9,93,7.15,05/02/2015,2015.0
65,Monmouth (MAAC),14,6-8,93,6.64,05/02/2015,2015.0
66,VMI (SoCon),15,1-14,78,5.20,05/02/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,4.93,05/02/2015,2015.0
68,NJIT (Independent),12,0-12,54,4.50,05/02/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,6.79,05/02/2015,2015.0
1,UAlbany (America East),16,14-2,274,17.13,05/01/2015,2015.0
2,Syracuse (ACC),13,11-2,194,14.92,05/01/2015,2015.0
3,Duke (ACC),16,11-5,233,14.56,05/01/2015,2015.0
4,North Carolina (ACC),15,12-3,218,14.53,05/01/2015,2015.0
5,Brown (Ivy League),16,12-4,228,14.25,05/01/2015,2015.0
6,Stony Brook (America East),17,13-4,241,14.18,05/01/2015,2015.0
7,Denver (Big East),14,12-2,194,13.86,05/01/2015,2015.0
8,Notre Dame (ACC),11,9-2,146,13.27,05/01/2015,2015.0
9,Johns Hopkins (Big Ten),14,8-6,175,12.50,05/01/2015,2015.0
10,Virginia (ACC),14,10-4,174,12.43,05/01/2015,2015.0
11,Harvard (Ivy League),14,7-7,172,12.29,05/01/2015,2015.0
12,Princeton (Ivy League),14,9-5,170,12.14,05/01/2015,2015.0
13,Vermont (America East),16,6-10,194,12.13,05/01/2015,2015.0
14,Richmond (SoCon),15,11-4,180,12.00,05/01/2015,2015.0
15,Marist (MAAC),15,12-3,178,11.87,05/01/2015,2015.0
15,Georgetown (Big East),15,10-5,178,11.87,05/01/2015,2015.0
17,Yale (Ivy League),14,10-4,164,11.71,05/01/2015,2015.0
18,Cornell (Ivy League),15,10-5,174,11.60,05/01/2015,2015.0
19,Army West Point (Patriot),16,10-6,183,11.44,05/01/2015,2015.0
20,Loyola Maryland (Patriot),15,7-8,168,11.20,05/01/2015,2015.0
21,High Point (SoCon),15,9-6,167,11.13,05/01/2015,2015.0
22,Saint Joseph's (NEC),16,11-5,176,11.00,05/01/2015,2015.0
22,Boston U. (Patriot),13,6-7,143,11.00,05/01/2015,2015.0
24,Binghamton (America East),13,4-9,140,10.77,05/01/2015,2015.0
25,Colgate (Patriot),14,10-4,150,10.71,05/01/2015,2015.0
26,Maryland (Big Ten),15,12-3,155,10.33,05/01/2015,2015.0
26,Rutgers (Big Ten),15,5-10,155,10.33,05/01/2015,2015.0
28,Marquette (Big East),16,10-6,163,10.19,05/01/2015,2015.0
28,Lehigh (Patriot),16,7-9,163,10.19,05/01/2015,2015.0
30,Penn (Ivy League),13,6-7,131,10.08,05/01/2015,2015.0
31,Detroit Mercy (MAAC),14,8-6,139,9.93,05/01/2015,2015.0
32,Bellarmine (SoCon),12,4-8,119,9.92,05/01/2015,2015.0
33,St. John's (NY) (Big East),14,3-11,138,9.86,05/01/2015,2015.0
33,Massachusetts (CAA),14,5-9,138,9.86,05/01/2015,2015.0
35,Navy (Patriot),13,8-5,128,9.85,05/01/2015,2015.0
35,Michigan (Big Ten),13,5-8,128,9.85,05/01/2015,2015.0
37,Hartford (America East),15,7-8,147,9.80,05/01/2015,2015.0
38,Air Force (ECAC),14,8-6,137,9.79,05/01/2015,2015.0
39,Ohio St. (Big Ten),16,11-5,155,9.69,05/01/2015,2015.0
40,Fairfield (CAA),15,9-6,144,9.60,05/01/2015,2015.0
40,Bucknell (Patriot),15,9-6,144,9.60,05/01/2015,2015.0
42,Quinnipiac (MAAC),14,7-7,134,9.57,05/01/2015,2015.0
43,Hofstra (CAA),14,5-9,133,9.50,05/01/2015,2015.0
43,Robert Morris (NEC),14,3-11,133,9.50,05/01/2015,2015.0
45,Villanova (Big East),14,6-8,131,9.36,05/01/2015,2015.0
46,Siena (MAAC),14,5-9,130,9.29,05/01/2015,2015.0
47,Holy Cross (Patriot),13,6-7,120,9.23,05/01/2015,2015.0
48,Penn St. (Big Ten),14,5-9,129,9.21,05/01/2015,2015.0
49,Jacksonville (SoCon),12,4-8,109,9.08,05/01/2015,2015.0
50,Lafayette (Patriot),14,4-10,127,9.07,05/01/2015,2015.0
51,Delaware (CAA),15,5-10,136,9.07,05/01/2015,2015.0
52,Dartmouth (Ivy League),13,5-8,114,8.77,05/01/2015,2015.0
53,Drexel (CAA),15,7-8,130,8.67,05/01/2015,2015.0
54,Sacred Heart (NEC),13,6-7,112,8.62,05/01/2015,2015.0
55,UMBC (America East),13,5-8,111,8.54,05/01/2015,2015.0
56,Hobart (NEC),14,7-7,118,8.43,05/01/2015,2015.0
57,Towson (CAA),15,10-5,125,8.33,05/01/2015,2015.0
58,Bryant (NEC),16,7-9,133,8.31,05/01/2015,2015.0
59,Mercer (SoCon),13,5-8,108,8.31,05/01/2015,2015.0
60,Providence (Big East),14,5-9,113,8.07,05/01/2015,2015.0
61,Canisius (MAAC),15,3-12,118,7.87,05/01/2015,2015.0
62,Mount St. Mary's (NEC),15,5-10,110,7.33,05/01/2015,2015.0
63,Furman (SoCon),13,4-9,94,7.23,05/01/2015,2015.0
64,Wagner (NEC),13,4-9,93,7.15,05/01/2015,2015.0
65,Monmouth (MAAC),14,6-8,93,6.64,05/01/2015,2015.0
66,VMI (SoCon),15,1-14,78,5.20,05/01/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,4.93,05/01/2015,2015.0
68,NJIT (Independent),12,0-12,54,4.50,05/01/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,6.79,05/01/2015,2015.0
1,UAlbany (America East),16,14-2,274,17.13,04/30/2015,2015.0
2,Syracuse (ACC),13,11-2,194,14.92,04/30/2015,2015.0
3,Brown (Ivy League),15,12-3,222,14.80,04/30/2015,2015.0
4,Duke (ACC),16,11-5,233,14.56,04/30/2015,2015.0
5,North Carolina (ACC),15,12-3,218,14.53,04/30/2015,2015.0
6,Stony Brook (America East),17,13-4,241,14.18,04/30/2015,2015.0
7,Denver (Big East),14,12-2,194,13.86,04/30/2015,2015.0
8,Notre Dame (ACC),11,9-2,146,13.27,04/30/2015,2015.0
9,Johns Hopkins (Big Ten),14,8-6,175,12.50,04/30/2015,2015.0
10,Virginia (ACC),14,10-4,174,12.43,04/30/2015,2015.0
11,Harvard (Ivy League),14,7-7,172,12.29,04/30/2015,2015.0
12,Princeton (Ivy League),13,8-5,159,12.23,04/30/2015,2015.0
13,Vermont (America East),16,6-10,194,12.13,04/30/2015,2015.0
14,Richmond (SoCon),15,11-4,180,12.00,04/30/2015,2015.0
15,Cornell (Ivy League),14,10-4,167,11.93,04/30/2015,2015.0
16,Marist (MAAC),15,12-3,178,11.87,04/30/2015,2015.0
16,Georgetown (Big East),15,10-5,178,11.87,04/30/2015,2015.0
18,Yale (Ivy League),13,9-4,154,11.85,04/30/2015,2015.0
19,Army West Point (Patriot),16,10-6,183,11.44,04/30/2015,2015.0
20,Loyola Maryland (Patriot),15,7-8,168,11.20,04/30/2015,2015.0
21,High Point (SoCon),15,9-6,167,11.13,04/30/2015,2015.0
22,Saint Joseph's (NEC),16,11-5,176,11.00,04/30/2015,2015.0
22,Boston U. (Patriot),13,6-7,143,11.00,04/30/2015,2015.0
24,Binghamton (America East),13,4-9,140,10.77,04/30/2015,2015.0
25,Colgate (Patriot),14,10-4,150,10.71,04/30/2015,2015.0
26,Maryland (Big Ten),15,12-3,155,10.33,04/30/2015,2015.0
26,Rutgers (Big Ten),15,5-10,155,10.33,04/30/2015,2015.0
28,Marquette (Big East),16,10-6,163,10.19,04/30/2015,2015.0
28,Lehigh (Patriot),16,7-9,163,10.19,04/30/2015,2015.0
30,Penn (Ivy League),13,6-7,131,10.08,04/30/2015,2015.0
31,Detroit Mercy (MAAC),14,8-6,139,9.93,04/30/2015,2015.0
32,Bellarmine (SoCon),12,4-8,119,9.92,04/30/2015,2015.0
33,St. John's (NY) (Big East),14,3-11,138,9.86,04/30/2015,2015.0
33,Massachusetts (CAA),14,5-9,138,9.86,04/30/2015,2015.0
35,Navy (Patriot),13,8-5,128,9.85,04/30/2015,2015.0
35,Michigan (Big Ten),13,5-8,128,9.85,04/30/2015,2015.0
37,Hartford (America East),15,7-8,147,9.80,04/30/2015,2015.0
38,Air Force (ECAC),14,8-6,137,9.79,04/30/2015,2015.0
39,Ohio St. (Big Ten),16,11-5,155,9.69,04/30/2015,2015.0
40,Fairfield (CAA),15,9-6,144,9.60,04/30/2015,2015.0
40,Bucknell (Patriot),15,9-6,144,9.60,04/30/2015,2015.0
42,Quinnipiac (MAAC),14,7-7,134,9.57,04/30/2015,2015.0
43,Hofstra (CAA),14,5-9,133,9.50,04/30/2015,2015.0
43,Robert Morris (NEC),14,3-11,133,9.50,04/30/2015,2015.0
45,Villanova (Big East),14,6-8,131,9.36,04/30/2015,2015.0
46,Siena (MAAC),14,5-9,130,9.29,04/30/2015,2015.0
47,Holy Cross (Patriot),13,6-7,120,9.23,04/30/2015,2015.0
48,Penn St. (Big Ten),14,5-9,129,9.21,04/30/2015,2015.0
49,Jacksonville (SoCon),12,4-8,109,9.08,04/30/2015,2015.0
50,Lafayette (Patriot),14,4-10,127,9.07,04/30/2015,2015.0
51,Delaware (CAA),15,5-10,136,9.07,04/30/2015,2015.0
52,Dartmouth (Ivy League),13,5-8,114,8.77,04/30/2015,2015.0
53,Drexel (CAA),15,7-8,130,8.67,04/30/2015,2015.0
54,Sacred Heart (NEC),13,6-7,112,8.62,04/30/2015,2015.0
55,UMBC (America East),13,5-8,111,8.54,04/30/2015,2015.0
56,Hobart (NEC),14,7-7,118,8.43,04/30/2015,2015.0
57,Towson (CAA),15,10-5,125,8.33,04/30/2015,2015.0
58,Bryant (NEC),16,7-9,133,8.31,04/30/2015,2015.0
59,Mercer (SoCon),13,5-8,108,8.31,04/30/2015,2015.0
60,Providence (Big East),14,5-9,113,8.07,04/30/2015,2015.0
61,Canisius (MAAC),15,3-12,118,7.87,04/30/2015,2015.0
62,Mount St. Mary's (NEC),15,5-10,110,7.33,04/30/2015,2015.0
63,Furman (SoCon),13,4-9,94,7.23,04/30/2015,2015.0
