Rank,Team,Games,W-L,FOs Won,FOs Lost,TM FOT,Pct.,Date,Academic Year
70,UMass Lowell (America East),2,1-1,13,29,42,0.310,02/18/2020,2020.0
71,Furman (SoCon),3,1-2,25,56,81,0.309,02/18/2020,2020.0
72,UMBC (America East),1,0-1,5,19,24,0.208,02/18/2020,2020.0
73,Binghamton (America East),2,0-2,7,36,43,0.163,02/18/2020,2020.0
74,St. Bonaventure (MAAC),2,0-2,7,42,49,0.143,02/18/2020,2020.0
1,Navy (Patriot),2,2-0,33,10,43,0.767,02/15/2020,2020.0
2,Syracuse (ACC),2,2-0,46,18,64,0.719,02/15/2020,2020.0
3,Yale (Ivy League),1,1-0,24,10,34,0.706,02/15/2020,2020.0
4,Robert Morris (Independent),1,1-0,24,11,35,0.686,02/15/2020,2020.0
5,Saint Joseph's (NEC),2,1-1,37,17,54,0.685,02/15/2020,2020.0
6,Georgetown (Big East),2,2-0,32,15,47,0.681,02/15/2020,2020.0
7,Boston U. (Patriot),3,1-2,40,19,59,0.678,02/15/2020,2020.0
8,Penn St. (Big Ten),3,3-0,57,29,86,0.663,02/15/2020,2020.0
9,Mercer (SoCon),2,1-1,33,17,50,0.660,02/15/2020,2020.0
10,Cornell (Ivy League),1,1-0,21,11,32,0.656,02/15/2020,2020.0
11,Marist (MAAC),2,1-1,30,16,46,0.652,02/15/2020,2020.0
12,Brown (Ivy League),1,1-0,13,7,20,0.650,02/15/2020,2020.0
13,St. John's (NY) (Big East),3,1-2,57,31,88,0.648,02/15/2020,2020.0
14,Hofstra (CAA),2,2-0,38,21,59,0.644,02/15/2020,2020.0
15,Holy Cross (Patriot),3,2-1,41,23,64,0.641,02/15/2020,2020.0
16,Princeton (Ivy League),1,1-0,21,12,33,0.636,02/15/2020,2020.0
17,Duke (ACC),3,2-1,54,32,86,0.628,02/15/2020,2020.0
18,Mount St. Mary's (NEC),2,1-1,31,19,50,0.620,02/15/2020,2020.0
19,Johns Hopkins (Big Ten),2,1-1,28,18,46,0.609,02/15/2020,2020.0
20,Bucknell (Patriot),3,3-0,48,33,81,0.593,02/15/2020,2020.0
21,Loyola Maryland (Patriot),2,1-1,26,18,44,0.591,02/15/2020,2020.0
22,Michigan (Big Ten),2,1-1,30,21,51,0.588,02/15/2020,2020.0
23,Lehigh (Patriot),2,1-1,31,22,53,0.585,02/15/2020,2020.0
24,Hobart (NEC),2,2-0,41,30,71,0.577,02/15/2020,2020.0
24,Army West Point (Patriot),3,3-0,41,30,71,0.577,02/15/2020,2020.0
26,Denver (Big East),2,1-1,30,24,54,0.556,02/15/2020,2020.0
27,North Carolina (ACC),3,3-0,48,40,88,0.545,02/15/2020,2020.0
28,Hampton (DI Independent),3,0-3,46,42,88,0.523,02/15/2020,2020.0
29,Quinnipiac (MAAC),3,0-3,39,36,75,0.520,02/15/2020,2020.0
30,Cleveland St. (DI Independent),3,0-3,41,38,79,0.519,02/15/2020,2020.0
31,High Point (SoCon),3,1-2,50,47,97,0.515,02/15/2020,2020.0
32,Penn (Ivy League),1,0-1,18,17,35,0.514,02/15/2020,2020.0
33,Bellarmine (SoCon),4,2-2,52,50,102,0.510,02/15/2020,2020.0
34,Richmond (SoCon),2,1-1,30,29,59,0.508,02/15/2020,2020.0
35,Detroit Mercy (MAAC),2,1-1,35,34,69,0.507,02/15/2020,2020.0
36,Stony Brook (America East),2,1-1,33,33,66,0.500,02/15/2020,2020.0
36,Massachusetts (CAA),2,1-1,21,21,42,0.500,02/15/2020,2020.0
38,Utah (DI Independent),3,1-2,39,40,79,0.494,02/15/2020,2020.0
39,Maryland (Big Ten),3,3-0,50,53,103,0.485,02/15/2020,2020.0
40,NJIT (NEC),4,1-3,47,50,97,0.485,02/15/2020,2020.0
41,Hartford (America East),2,0-2,27,29,56,0.482,02/15/2020,2020.0
42,Dartmouth (Ivy League),1,1-0,13,14,27,0.481,02/15/2020,2020.0
43,Jacksonville (SoCon),2,1-1,27,30,57,0.474,02/15/2020,2020.0
43,Manhattan (MAAC),2,1-1,18,20,38,0.474,02/15/2020,2020.0
45,Marquette (Big East),3,2-1,33,37,70,0.471,02/15/2020,2020.0
46,Sacred Heart (NEC),2,1-1,26,31,57,0.456,02/15/2020,2020.0
47,Delaware (CAA),2,2-0,20,24,44,0.455,02/15/2020,2020.0
48,Bryant (NEC),2,0-2,24,29,53,0.453,02/15/2020,2020.0
49,Virginia (ACC),2,2-0,21,26,47,0.447,02/15/2020,2020.0
50,Siena (MAAC),2,1-1,30,38,68,0.441,02/15/2020,2020.0
51,Wagner (NEC),2,1-1,25,32,57,0.439,02/15/2020,2020.0
52,Ohio St. (Big Ten),3,2-1,31,40,71,0.437,02/15/2020,2020.0
53,Merrimack (NEC),2,0-2,24,31,55,0.436,02/15/2020,2020.0
53,Monmouth (MAAC),2,1-1,24,31,55,0.436,02/15/2020,2020.0
55,Fairfield (CAA),1,1-0,16,21,37,0.432,02/15/2020,2020.0
56,VMI (SoCon),1,0-1,9,12,21,0.429,02/15/2020,2020.0
57,Providence (Big East),3,3-0,26,37,63,0.413,02/15/2020,2020.0
58,Notre Dame (ACC),1,1-0,11,17,28,0.393,02/15/2020,2020.0
59,LIU (NEC),2,0-2,20,31,51,0.392,02/15/2020,2020.0
60,Vermont (America East),1,0-1,9,14,23,0.391,02/15/2020,2020.0
61,Colgate (Patriot),2,0-2,26,41,67,0.388,02/15/2020,2020.0
62,Rutgers (Big Ten),3,2-1,33,53,86,0.384,02/15/2020,2020.0
63,Canisius (MAAC),2,0-2,26,42,68,0.382,02/15/2020,2020.0
64,Drexel (CAA),1,0-1,13,22,35,0.371,02/15/2020,2020.0
65,Lafayette (Patriot),3,0-3,30,56,86,0.349,02/15/2020,2020.0
66,UAlbany (America East),1,0-1,11,21,32,0.344,02/15/2020,2020.0
67,Air Force (SoCon),3,2-1,24,49,73,0.329,02/15/2020,2020.0
68,Towson (CAA),2,0-2,16,34,50,0.320,02/15/2020,2020.0
69,Villanova (Big East),2,0-2,21,45,66,0.318,02/15/2020,2020.0
70,UMass Lowell (America East),2,1-1,13,29,42,0.310,02/15/2020,2020.0
71,Furman (SoCon),3,1-2,25,56,81,0.309,02/15/2020,2020.0
72,UMBC (America East),1,0-1,5,19,24,0.208,02/15/2020,2020.0
73,Binghamton (America East),2,0-2,7,36,43,0.163,02/15/2020,2020.0
74,St. Bonaventure (MAAC),2,0-2,7,42,49,0.143,02/15/2020,2020.0
1,Saint Joseph's (NEC),1,1-0,24,3,27,0.889,02/14/2020,2020.0
2,Boston U. (Patriot),2,0-2,30,9,39,0.769,02/14/2020,2020.0
2,Johns Hopkins (Big Ten),1,1-0,20,6,26,0.769,02/14/2020,2020.0
4,Hofstra (CAA),1,1-0,27,9,36,0.750,02/14/2020,2020.0
5,Denver (Big East),1,1-0,17,6,23,0.739,02/14/2020,2020.0
6,Penn St. (Big Ten),2,2-0,43,16,59,0.729,02/14/2020,2020.0
7,St. John's (NY) (Big East),2,0-2,42,18,60,0.700,02/14/2020,2020.0
8,Mercer (SoCon),2,1-1,33,17,50,0.660,02/14/2020,2020.0
9,Holy Cross (Patriot),2,1-1,27,14,41,0.659,02/14/2020,2020.0
10,Duke (ACC),2,1-1,36,19,55,0.655,02/14/2020,2020.0
11,Mount St. Mary's (NEC),1,0-1,17,9,26,0.654,02/14/2020,2020.0
12,Marist (MAAC),2,1-1,30,16,46,0.652,02/14/2020,2020.0
13,Navy (Patriot),1,1-0,11,6,17,0.647,02/14/2020,2020.0
14,Michigan (Big Ten),1,1-0,18,10,28,0.643,02/14/2020,2020.0
15,Syracuse (ACC),1,1-0,25,14,39,0.641,02/14/2020,2020.0
16,Lehigh (Patriot),1,1-0,19,11,30,0.633,02/14/2020,2020.0
17,Bucknell (Patriot),2,2-0,31,21,52,0.596,02/14/2020,2020.0
18,Loyola Maryland (Patriot),1,0-1,14,10,24,0.583,02/14/2020,2020.0
19,Quinnipiac (MAAC),2,0-2,32,23,55,0.582,02/14/2020,2020.0
20,Georgetown (Big East),1,1-0,13,10,23,0.565,02/14/2020,2020.0
21,Hobart (NEC),1,1-0,18,15,33,0.545,02/14/2020,2020.0
21,Monmouth (MAAC),1,1-0,12,10,22,0.545,02/14/2020,2020.0
23,Army West Point (Patriot),2,2-0,26,23,49,0.531,02/14/2020,2020.0
24,Hampton (DI Independent),3,0-3,46,42,88,0.523,02/14/2020,2020.0
25,Massachusetts (CAA),1,0-1,13,12,25,0.520,02/14/2020,2020.0
26,North Carolina (ACC),2,2-0,27,25,52,0.519,02/14/2020,2020.0
27,Richmond (SoCon),2,1-1,30,29,59,0.508,02/14/2020,2020.0
28,Detroit Mercy (MAAC),2,1-1,35,34,69,0.507,02/14/2020,2020.0
29,NJIT (NEC),3,1-2,40,39,79,0.506,02/14/2020,2020.0
30,Siena (MAAC),1,1-0,15,15,30,0.500,02/14/2020,2020.0
30,LIU (NEC),1,0-1,15,15,30,0.500,02/14/2020,2020.0
30,Hartford (America East),1,0-1,14,14,28,0.500,02/14/2020,2020.0
30,Sacred Heart (NEC),1,1-0,14,14,28,0.500,02/14/2020,2020.0
34,Maryland (Big Ten),2,2-0,33,35,68,0.485,02/14/2020,2020.0
35,Utah (DI Independent),2,1-1,28,31,59,0.475,02/14/2020,2020.0
36,Cleveland St. (DI Independent),2,0-2,24,27,51,0.471,02/14/2020,2020.0
37,Bryant (NEC),1,0-1,11,13,24,0.458,02/14/2020,2020.0
38,Marquette (Big East),2,2-0,21,25,46,0.457,02/14/2020,2020.0
39,Canisius (MAAC),1,0-1,15,18,33,0.455,02/14/2020,2020.0
39,Jacksonville (SoCon),1,0-1,15,18,33,0.455,02/14/2020,2020.0
41,High Point (SoCon),2,0-2,28,34,62,0.452,02/14/2020,2020.0
42,Bellarmine (SoCon),3,1-2,34,46,80,0.425,02/14/2020,2020.0
43,Virginia (ACC),1,1-0,10,14,24,0.417,02/14/2020,2020.0
44,Stony Brook (America East),1,1-0,12,17,29,0.414,02/14/2020,2020.0
45,Ohio St. (Big Ten),2,2-0,22,32,54,0.407,02/14/2020,2020.0
46,Rutgers (Big Ten),2,2-0,26,38,64,0.406,02/14/2020,2020.0
47,Colgate (Patriot),2,0-2,26,41,67,0.388,02/14/2020,2020.0
48,Furman (SoCon),2,1-1,21,34,55,0.382,02/14/2020,2020.0
49,Merrimack (NEC),1,0-1,10,18,28,0.357,02/14/2020,2020.0
50,Manhattan (MAAC),1,0-1,6,11,17,0.353,02/14/2020,2020.0
51,Delaware (CAA),1,1-0,9,17,26,0.346,02/14/2020,2020.0
52,Villanova (Big East),1,0-1,11,21,32,0.344,02/14/2020,2020.0
53,Lafayette (Patriot),2,0-2,15,35,50,0.300,02/14/2020,2020.0
54,Providence (Big East),2,2-0,10,24,34,0.294,02/14/2020,2020.0
55,Air Force (SoCon),2,1-1,15,38,53,0.283,02/14/2020,2020.0
56,Wagner (NEC),1,0-1,9,27,36,0.250,02/14/2020,2020.0
57,Towson (CAA),1,0-1,6,20,26,0.231,02/14/2020,2020.0
58,Binghamton (America East),1,0-1,3,15,18,0.167,02/14/2020,2020.0
59,UMass Lowell (America East),1,1-0,3,19,22,0.136,02/14/2020,2020.0
60,St. Bonaventure (MAAC),1,0-1,3,24,27,0.111,02/14/2020,2020.0
1,Saint Joseph's (NEC),1,1-0,24,3,27,0.889,02/11/2020,2020.0
2,Marist (MAAC),1,1-0,15,3,18,0.833,02/11/2020,2020.0
3,Boston U. (Patriot),2,0-2,30,9,39,0.769,02/11/2020,2020.0
3,Johns Hopkins (Big Ten),1,1-0,20,6,26,0.769,02/11/2020,2020.0
5,Hofstra (CAA),1,1-0,27,9,36,0.750,02/11/2020,2020.0
6,Denver (Big East),1,1-0,17,6,23,0.739,02/11/2020,2020.0
7,Penn St. (Big Ten),2,2-0,43,16,59,0.729,02/11/2020,2020.0
8,St. John's (NY) (Big East),2,0-2,42,18,60,0.700,02/11/2020,2020.0
9,Mercer (SoCon),2,1-1,33,17,50,0.660,02/11/2020,2020.0
10,Holy Cross (Patriot),2,1-1,27,14,41,0.659,02/11/2020,2020.0
11,Duke (ACC),2,1-1,36,19,55,0.655,02/11/2020,2020.0
12,Mount St. Mary's (NEC),1,0-1,17,9,26,0.654,02/11/2020,2020.0
13,Navy (Patriot),1,1-0,11,6,17,0.647,02/11/2020,2020.0
14,Michigan (Big Ten),1,1-0,18,10,28,0.643,02/11/2020,2020.0
15,Syracuse (ACC),1,1-0,25,14,39,0.641,02/11/2020,2020.0
16,Lehigh (Patriot),1,1-0,19,11,30,0.633,02/11/2020,2020.0
17,Bucknell (Patriot),2,2-0,31,21,52,0.596,02/11/2020,2020.0
18,Loyola Maryland (Patriot),1,0-1,14,10,24,0.583,02/11/2020,2020.0
19,Quinnipiac (MAAC),2,0-2,32,23,55,0.582,02/11/2020,2020.0
20,Georgetown (Big East),1,1-0,13,10,23,0.565,02/11/2020,2020.0
21,Richmond (SoCon),1,0-1,17,14,31,0.548,02/11/2020,2020.0
22,Hobart (NEC),1,1-0,18,15,33,0.545,02/11/2020,2020.0
22,Monmouth (MAAC),1,1-0,12,10,22,0.545,02/11/2020,2020.0
24,Army West Point (Patriot),2,2-0,26,23,49,0.531,02/11/2020,2020.0
25,Hampton (DI Independent),3,0-3,46,42,88,0.523,02/11/2020,2020.0
26,Massachusetts (CAA),1,0-1,13,12,25,0.520,02/11/2020,2020.0
27,North Carolina (ACC),2,2-0,27,25,52,0.519,02/11/2020,2020.0
28,Detroit Mercy (MAAC),2,1-1,35,34,69,0.507,02/11/2020,2020.0
29,NJIT (NEC),3,1-2,40,39,79,0.506,02/11/2020,2020.0
30,Siena (MAAC),1,1-0,15,15,30,0.500,02/11/2020,2020.0
30,LIU (NEC),1,0-1,15,15,30,0.500,02/11/2020,2020.0
30,Hartford (America East),1,0-1,14,14,28,0.500,02/11/2020,2020.0
30,Sacred Heart (NEC),1,1-0,14,14,28,0.500,02/11/2020,2020.0
34,Maryland (Big Ten),2,2-0,33,35,68,0.485,02/11/2020,2020.0
35,Utah (DI Independent),2,1-1,28,31,59,0.475,02/11/2020,2020.0
36,Cleveland St. (DI Independent),2,0-2,24,27,51,0.471,02/11/2020,2020.0
37,Bryant (NEC),1,0-1,11,13,24,0.458,02/11/2020,2020.0
38,Marquette (Big East),2,2-0,21,25,46,0.457,02/11/2020,2020.0
39,Canisius (MAAC),1,0-1,15,18,33,0.455,02/11/2020,2020.0
39,Jacksonville (SoCon),1,0-1,15,18,33,0.455,02/11/2020,2020.0
41,High Point (SoCon),2,0-2,28,34,62,0.452,02/11/2020,2020.0
42,Bellarmine (SoCon),3,1-2,34,46,80,0.425,02/11/2020,2020.0
43,Virginia (ACC),1,1-0,10,14,24,0.417,02/11/2020,2020.0
44,Stony Brook (America East),1,1-0,12,17,29,0.414,02/11/2020,2020.0
45,Ohio St. (Big Ten),2,2-0,22,32,54,0.407,02/11/2020,2020.0
46,Rutgers (Big Ten),2,2-0,26,38,64,0.406,02/11/2020,2020.0
47,Colgate (Patriot),2,0-2,26,41,67,0.388,02/11/2020,2020.0
48,Furman (SoCon),2,1-1,21,34,55,0.382,02/11/2020,2020.0
49,Merrimack (NEC),1,0-1,10,18,28,0.357,02/11/2020,2020.0
50,Manhattan (MAAC),1,0-1,6,11,17,0.353,02/11/2020,2020.0
51,Delaware (CAA),1,1-0,9,17,26,0.346,02/11/2020,2020.0
52,Villanova (Big East),1,0-1,11,21,32,0.344,02/11/2020,2020.0
53,Lafayette (Patriot),2,0-2,15,35,50,0.300,02/11/2020,2020.0
54,Providence (Big East),2,2-0,10,24,34,0.294,02/11/2020,2020.0
55,Air Force (SoCon),2,1-1,15,38,53,0.283,02/11/2020,2020.0
56,Wagner (NEC),1,0-1,9,27,36,0.250,02/11/2020,2020.0
57,Towson (CAA),1,0-1,6,20,26,0.231,02/11/2020,2020.0
58,Binghamton (America East),1,0-1,3,15,18,0.167,02/11/2020,2020.0
59,UMass Lowell (America East),1,1-0,3,19,22,0.136,02/11/2020,2020.0
60,St. Bonaventure (MAAC),1,0-1,3,24,27,0.111,02/11/2020,2020.0
1,Saint Joseph's (NEC),1,1-0,24,3,27,0.889,02/10/2020,2020.0
2,Marist (MAAC),1,1-0,15,3,18,0.833,02/10/2020,2020.0
3,St. John's (NY) (Big East),1,0-1,25,6,31,0.806,02/10/2020,2020.0
4,Boston U. (Patriot),2,0-2,30,9,39,0.769,02/10/2020,2020.0
4,Johns Hopkins (Big Ten),1,1-0,20,6,26,0.769,02/10/2020,2020.0
6,Hofstra (CAA),1,1-0,27,9,36,0.750,02/10/2020,2020.0
7,Denver (Big East),1,1-0,17,6,23,0.739,02/10/2020,2020.0
8,Penn St. (Big Ten),2,2-0,43,16,59,0.729,02/10/2020,2020.0
9,Mercer (SoCon),2,1-1,33,17,50,0.660,02/10/2020,2020.0
10,Holy Cross (Patriot),2,1-1,27,14,41,0.659,02/10/2020,2020.0
11,Duke (ACC),2,1-1,36,19,55,0.655,02/10/2020,2020.0
12,Mount St. Mary's (NEC),1,0-1,17,9,26,0.654,02/10/2020,2020.0
13,Navy (Patriot),1,1-0,11,6,17,0.647,02/10/2020,2020.0
14,Michigan (Big Ten),1,1-0,18,10,28,0.643,02/10/2020,2020.0
15,Syracuse (ACC),1,1-0,25,14,39,0.641,02/10/2020,2020.0
16,Lehigh (Patriot),1,1-0,19,11,30,0.633,02/10/2020,2020.0
17,Bucknell (Patriot),2,2-0,31,21,52,0.596,02/10/2020,2020.0
18,Loyola Maryland (Patriot),1,0-1,14,10,24,0.583,02/10/2020,2020.0
19,Quinnipiac (MAAC),2,0-2,32,23,55,0.582,02/10/2020,2020.0
20,Georgetown (Big East),1,1-0,13,10,23,0.565,02/10/2020,2020.0
21,Richmond (SoCon),1,0-1,17,14,31,0.548,02/10/2020,2020.0
22,Canisius (MAAC),1,0-1,18,15,33,0.545,02/10/2020,2020.0
22,Monmouth (MAAC),1,1-0,12,10,22,0.545,02/10/2020,2020.0
24,Army West Point (Patriot),2,2-0,26,24,50,0.520,02/10/2020,2020.0
24,Massachusetts (CAA),1,0-1,13,12,25,0.520,02/10/2020,2020.0
26,North Carolina (ACC),2,2-0,27,25,52,0.519,02/10/2020,2020.0
27,NJIT (NEC),3,1-2,41,39,80,0.513,02/10/2020,2020.0
28,Detroit Mercy (MAAC),2,1-1,35,34,69,0.507,02/10/2020,2020.0
29,LIU (NEC),1,0-1,15,15,30,0.500,02/10/2020,2020.0
29,Siena (MAAC),1,1-0,15,15,30,0.500,02/10/2020,2020.0
29,Sacred Heart (NEC),1,1-0,14,14,28,0.500,02/10/2020,2020.0
29,Hartford (America East),1,0-1,14,14,28,0.500,02/10/2020,2020.0
33,Maryland (Big Ten),2,2-0,33,35,68,0.485,02/10/2020,2020.0
34,Hampton (DI Independent),2,0-2,29,31,60,0.483,02/10/2020,2020.0
35,Utah (DI Independent),2,1-1,28,31,59,0.475,02/10/2020,2020.0
36,Cleveland St. (DI Independent),2,0-2,24,27,51,0.471,02/10/2020,2020.0
37,Bryant (NEC),1,0-1,11,13,24,0.458,02/10/2020,2020.0
38,Marquette (Big East),2,2-0,21,25,46,0.457,02/10/2020,2020.0
39,Jacksonville (SoCon),1,0-1,15,18,33,0.455,02/10/2020,2020.0
39,Hobart (NEC),1,1-0,15,18,33,0.455,02/10/2020,2020.0
41,High Point (SoCon),2,0-2,28,34,62,0.452,02/10/2020,2020.0
42,Bellarmine (SoCon),2,0-2,23,29,52,0.442,02/10/2020,2020.0
43,Virginia (ACC),1,1-0,10,14,24,0.417,02/10/2020,2020.0
44,Ohio St. (Big Ten),2,2-0,22,32,54,0.407,02/10/2020,2020.0
45,Rutgers (Big Ten),2,2-0,26,38,64,0.406,02/10/2020,2020.0
46,Colgate (Patriot),2,0-2,26,41,67,0.388,02/10/2020,2020.0
47,Furman (SoCon),2,1-1,21,34,55,0.382,02/10/2020,2020.0
48,Merrimack (NEC),1,0-1,10,18,28,0.357,02/10/2020,2020.0
49,Manhattan (MAAC),1,0-1,6,11,17,0.353,02/10/2020,2020.0
50,Delaware (CAA),1,1-0,9,17,26,0.346,02/10/2020,2020.0
51,Villanova (Big East),1,0-1,11,21,32,0.344,02/10/2020,2020.0
52,Lafayette (Patriot),2,0-2,15,35,50,0.300,02/10/2020,2020.0
53,Providence (Big East),2,2-0,10,24,34,0.294,02/10/2020,2020.0
54,Air Force (SoCon),2,1-1,15,38,53,0.283,02/10/2020,2020.0
55,Wagner (NEC),1,0-1,9,27,36,0.250,02/10/2020,2020.0
56,Towson (CAA),1,0-1,6,20,26,0.231,02/10/2020,2020.0
57,Binghamton (America East),1,0-1,3,15,18,0.167,02/10/2020,2020.0
58,UMass Lowell (America East),1,1-0,3,19,22,0.136,02/10/2020,2020.0
59,St. Bonaventure (MAAC),1,0-1,3,24,27,0.111,02/10/2020,2020.0
1,Saint Joseph's (NEC),1,1-0,24,3,27,0.889,02/09/2020,2020.0
2,Marist (MAAC),1,1-0,15,3,18,0.833,02/09/2020,2020.0
3,St. John's (NY) (Big East),1,0-1,25,6,31,0.806,02/09/2020,2020.0
4,Boston U. (Patriot),2,0-2,30,9,39,0.769,02/09/2020,2020.0
4,Johns Hopkins (Big Ten),1,1-0,20,6,26,0.769,02/09/2020,2020.0
6,Hofstra (CAA),1,1-0,27,9,36,0.750,02/09/2020,2020.0
7,Denver (Big East),1,1-0,17,6,23,0.739,02/09/2020,2020.0
8,Penn St. (Big Ten),2,2-0,43,16,59,0.729,02/09/2020,2020.0
9,Mercer (SoCon),2,1-1,33,17,50,0.660,02/09/2020,2020.0
10,Holy Cross (Patriot),2,1-1,27,14,41,0.659,02/09/2020,2020.0
11,Duke (ACC),2,1-1,36,19,55,0.655,02/09/2020,2020.0
12,Mount St. Mary's (NEC),1,0-1,17,9,26,0.654,02/09/2020,2020.0
13,Navy (Patriot),1,1-0,11,6,17,0.647,02/09/2020,2020.0
14,Michigan (Big Ten),1,1-0,18,10,28,0.643,02/09/2020,2020.0
15,Syracuse (ACC),1,1-0,25,14,39,0.641,02/09/2020,2020.0
16,Bucknell (Patriot),2,2-0,31,21,52,0.596,02/09/2020,2020.0
17,Loyola Maryland (Patriot),1,0-1,14,10,24,0.583,02/09/2020,2020.0
18,Quinnipiac (MAAC),2,0-2,32,23,55,0.582,02/09/2020,2020.0
19,Lehigh (Patriot),1,1-0,17,13,30,0.567,02/09/2020,2020.0
20,Georgetown (Big East),1,1-0,13,10,23,0.565,02/09/2020,2020.0
21,Richmond (SoCon),1,0-1,17,14,31,0.548,02/09/2020,2020.0
22,NJIT (NEC),2,1-1,30,25,55,0.545,02/09/2020,2020.0
22,Canisius (MAAC),1,0-1,18,15,33,0.545,02/09/2020,2020.0
22,Monmouth (MAAC),1,1-0,12,10,22,0.545,02/09/2020,2020.0
25,Massachusetts (CAA),1,0-1,13,12,25,0.520,02/09/2020,2020.0
26,North Carolina (ACC),2,2-0,27,25,52,0.519,02/09/2020,2020.0
27,Utah (DI Independent),2,1-1,30,29,59,0.508,02/09/2020,2020.0
28,Detroit Mercy (MAAC),2,1-1,35,34,69,0.507,02/09/2020,2020.0
29,LIU (NEC),1,0-1,15,15,30,0.500,02/09/2020,2020.0
29,Siena (MAAC),1,1-0,15,15,30,0.500,02/09/2020,2020.0
29,Sacred Heart (NEC),1,1-0,14,14,28,0.500,02/09/2020,2020.0
29,Hartford (America East),1,0-1,14,14,28,0.500,02/09/2020,2020.0
33,Maryland (Big Ten),2,2-0,33,35,68,0.485,02/09/2020,2020.0
34,Hampton (DI Independent),2,0-2,29,31,60,0.483,02/09/2020,2020.0
35,Army West Point (Patriot),1,1-0,12,13,25,0.480,02/09/2020,2020.0
36,Cleveland St. (DI Independent),2,0-2,24,27,51,0.471,02/09/2020,2020.0
37,Bryant (NEC),1,0-1,11,13,24,0.458,02/09/2020,2020.0
38,Marquette (Big East),2,2-0,21,25,46,0.457,02/09/2020,2020.0
39,Hobart (NEC),1,1-0,15,18,33,0.455,02/09/2020,2020.0
39,Jacksonville (SoCon),1,0-1,15,18,33,0.455,02/09/2020,2020.0
41,High Point (SoCon),2,0-2,28,34,62,0.452,02/09/2020,2020.0
42,Bellarmine (SoCon),2,0-2,23,29,52,0.442,02/09/2020,2020.0
43,Virginia (ACC),1,1-0,10,14,24,0.417,02/09/2020,2020.0
44,Ohio St. (Big Ten),2,2-0,22,32,54,0.407,02/09/2020,2020.0
45,Rutgers (Big Ten),2,2-0,26,38,64,0.406,02/09/2020,2020.0
46,Colgate (Patriot),2,0-2,26,41,67,0.388,02/09/2020,2020.0
47,Furman (SoCon),2,1-1,21,34,55,0.382,02/09/2020,2020.0
48,Merrimack (NEC),1,0-1,10,18,28,0.357,02/09/2020,2020.0
49,Manhattan (MAAC),1,0-1,6,11,17,0.353,02/09/2020,2020.0
50,Delaware (CAA),1,1-0,9,17,26,0.346,02/09/2020,2020.0
51,Villanova (Big East),1,0-1,11,21,32,0.344,02/09/2020,2020.0
52,Lafayette (Patriot),2,0-2,15,35,50,0.300,02/09/2020,2020.0
53,Providence (Big East),2,2-0,10,24,34,0.294,02/09/2020,2020.0
54,Air Force (SoCon),2,1-1,15,38,53,0.283,02/09/2020,2020.0
55,Wagner (NEC),1,0-1,9,27,36,0.250,02/09/2020,2020.0
56,Towson (CAA),1,0-1,6,20,26,0.231,02/09/2020,2020.0
57,Binghamton (America East),1,0-1,3,15,18,0.167,02/09/2020,2020.0
58,UMass Lowell (America East),1,1-0,3,19,22,0.136,02/09/2020,2020.0
59,St. Bonaventure (MAAC),1,0-1,3,24,27,0.111,02/09/2020,2020.0
1,Penn St. (Big Ten),1,1-0,22,5,27,0.815,02/07/2020,2020.0
2,Mercer (SoCon),1,1-0,20,6,26,0.769,02/07/2020,2020.0
3,Boston U. (Patriot),1,0-1,15,6,21,0.714,02/07/2020,2020.0
4,Duke (ACC),1,0-1,21,9,30,0.700,02/07/2020,2020.0
5,Navy (Patriot),1,1-0,11,6,17,0.647,02/07/2020,2020.0
6,Holy Cross (Patriot),1,1-0,18,10,28,0.643,02/07/2020,2020.0
6,Bucknell (Patriot),1,1-0,18,10,28,0.643,02/07/2020,2020.0
8,Syracuse (ACC),1,1-0,25,14,39,0.641,02/07/2020,2020.0
9,Cleveland St. (DI Independent),1,0-1,14,9,23,0.609,02/07/2020,2020.0
10,Rutgers (Big Ten),1,1-0,20,13,33,0.606,02/07/2020,2020.0
10,NJIT (NEC),1,1-0,20,13,33,0.606,02/07/2020,2020.0
12,Utah (DI Independent),1,1-0,17,12,29,0.586,02/07/2020,2020.0
13,North Carolina (ACC),1,1-0,16,12,28,0.571,02/07/2020,2020.0
14,Ohio St. (Big Ten),1,1-0,19,17,36,0.528,02/07/2020,2020.0
15,Maryland (Big Ten),1,1-0,19,18,37,0.514,02/07/2020,2020.0
16,Detroit Mercy (MAAC),2,1-1,35,34,69,0.507,02/07/2020,2020.0
17,High Point (SoCon),1,0-1,18,19,37,0.486,02/07/2020,2020.0
18,Jacksonville (SoCon),1,0-1,15,18,33,0.455,02/07/2020,2020.0
19,Bellarmine (SoCon),1,0-1,12,17,29,0.414,02/07/2020,2020.0
20,Quinnipiac (MAAC),1,0-1,13,20,33,0.394,02/07/2020,2020.0
20,Hampton (DI Independent),1,0-1,13,20,33,0.394,02/07/2020,2020.0
22,Marquette (Big East),1,1-0,9,14,23,0.391,02/07/2020,2020.0
23,Colgate (Patriot),2,0-2,26,41,67,0.388,02/07/2020,2020.0
24,Furman (SoCon),1,0-1,10,18,28,0.357,02/07/2020,2020.0
24,Merrimack (NEC),1,0-1,10,18,28,0.357,02/07/2020,2020.0
26,Manhattan (MAAC),1,0-1,6,11,17,0.353,02/07/2020,2020.0
