Rank,Team,Games,W-L,Goals,Goals Allowed,Margin,Date,Academic Year
5,Cornell (Ivy League),13,11-2,193,132,4.69,05/02/2023,2023.0
7,Army West Point (Patriot),13,10-3,164,109,4.23,05/02/2023,2023.0
8,Jacksonville (ASUN),16,12-4,231,164,4.19,05/02/2023,2023.0
9,Duke (ACC),14,12-2,216,158,4.14,05/02/2023,2023.0
10,Saint Joseph's (Atlantic 10),14,10-4,203,147,4.00,05/02/2023,2023.0
11,Penn St. (Big Ten),12,9-3,163,122,3.42,05/02/2023,2023.0
12,Georgetown (Big East),13,10-3,186,142,3.38,05/02/2023,2023.0
13,Bryant (America East),14,10-4,209,165,3.14,05/02/2023,2023.0
14,Boston U. (Patriot),13,10-3,182,143,3.00,05/02/2023,2023.0
14,Princeton (Ivy League),12,6-6,171,135,3.00,05/02/2023,2023.0
16,Lehigh (Patriot),14,10-4,193,154,2.79,05/02/2023,2023.0
17,Villanova (Big East),14,10-4,185,147,2.71,05/02/2023,2023.0
18,Bellarmine (ASUN),16,11-5,219,176,2.69,05/02/2023,2023.0
19,UMBC (America East),13,8-5,154,125,2.23,05/02/2023,2023.0
20,Syracuse (ACC),15,8-7,215,182,2.20,05/02/2023,2023.0
21,Air Force (ASUN),15,10-5,185,155,2.00,05/02/2023,2023.0
21,Maryland (Big Ten),13,9-4,162,136,2.00,05/02/2023,2023.0
23,Binghamton (America East),13,9-4,176,152,1.85,05/02/2023,2023.0
23,Denver (Big East),13,9-4,153,129,1.85,05/02/2023,2023.0
25,Stony Brook (CAA),14,8-6,186,161,1.79,05/02/2023,2023.0
25,Towson (CAA),14,6-8,171,146,1.79,05/02/2023,2023.0
25,Manhattan (MAAC),14,10-4,134,109,1.79,05/02/2023,2023.0
28,Yale (Ivy League),12,8-4,178,157,1.75,05/02/2023,2023.0
29,Richmond (Atlantic 10),13,9-4,168,147,1.62,05/02/2023,2023.0
30,Rutgers (Big Ten),14,8-6,173,151,1.57,05/02/2023,2023.0
31,High Point (Atlantic 10),15,8-7,216,193,1.53,05/02/2023,2023.0
32,Vermont (America East),13,9-4,153,134,1.46,05/02/2023,2023.0
33,Johns Hopkins (Big Ten),15,11-4,186,165,1.40,05/02/2023,2023.0
34,Massachusetts (Atlantic 10),13,8-5,133,117,1.23,05/02/2023,2023.0
35,Drexel (CAA),13,8-5,163,151,0.92,05/02/2023,2023.0
36,Marquette (Big East),14,6-8,186,175,0.79,05/02/2023,2023.0
37,Michigan (Big Ten),13,7-6,176,166,0.77,05/02/2023,2023.0
38,Penn (Ivy League),12,7-5,146,137,0.75,05/02/2023,2023.0
39,Marist (MAAC),15,8-7,201,191,0.67,05/02/2023,2023.0
40,Robert Morris (ASUN),15,8-7,182,176,0.40,05/02/2023,2023.0
41,Siena (MAAC),14,8-6,161,159,0.14,05/02/2023,2023.0
42,Navy (Patriot),16,8-8,164,167,-0.19,05/02/2023,2023.0
43,Hofstra (CAA),14,5-9,145,149,-0.29,05/02/2023,2023.0
44,Mount St. Mary's (MAAC),15,8-7,165,174,-0.60,05/02/2023,2023.0
45,Fairfield (CAA),14,5-9,168,178,-0.71,05/02/2023,2023.0
46,Brown (Ivy League),14,6-8,173,185,-0.86,05/02/2023,2023.0
47,Loyola Maryland (Patriot),15,8-7,165,178,-0.87,05/02/2023,2023.0
48,Colgate (Patriot),11,2-9,122,132,-0.91,05/02/2023,2023.0
49,Harvard (Ivy League),12,5-7,150,161,-0.92,05/02/2023,2023.0
50,Hobart (Atlantic 10),13,5-8,172,187,-1.15,05/02/2023,2023.0
50,Bucknell (Patriot),13,3-10,147,162,-1.15,05/02/2023,2023.0
52,LIU (MAAC),14,5-9,150,169,-1.36,05/02/2023,2023.0
53,Cleveland St. (ASUN),13,6-7,150,168,-1.38,05/02/2023,2023.0
54,Sacred Heart (MAAC),15,5-10,155,176,-1.40,05/02/2023,2023.0
55,Quinnipiac (MAAC),14,7-7,183,203,-1.43,05/02/2023,2023.0
56,UAlbany (America East),14,5-9,150,172,-1.57,05/02/2023,2023.0
57,Lafayette (Patriot),16,6-10,178,205,-1.69,05/02/2023,2023.0
58,Ohio St. (Big Ten),14,5-9,158,182,-1.71,05/02/2023,2023.0
59,NJIT (America East),13,3-10,136,170,-2.62,05/02/2023,2023.0
60,Dartmouth (Ivy League),12,6-6,140,173,-2.75,05/02/2023,2023.0
61,Providence (Big East),14,6-8,156,195,-2.79,05/02/2023,2023.0
61,Monmouth (CAA),14,5-9,129,168,-2.79,05/02/2023,2023.0
63,Mercer (ASUN),16,6-10,169,215,-2.88,05/02/2023,2023.0
64,VMI (MAAC),15,6-9,155,200,-3.00,05/02/2023,2023.0
65,Canisius (MAAC),15,2-13,155,206,-3.40,05/02/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,05/02/2023,2023.0
67,St. John's (NY) (Big East),14,0-14,130,216,-6.14,05/02/2023,2023.0
68,Holy Cross (Patriot),14,1-13,123,221,-7.00,05/02/2023,2023.0
69,Detroit Mercy (ASUN),13,2-11,112,204,-7.08,05/02/2023,2023.0
70,UMass Lowell (America East),13,0-13,103,205,-7.85,05/02/2023,2023.0
71,St. Bonaventure (Atlantic 10),14,1-13,108,219,-7.93,05/02/2023,2023.0
72,Hampton (CAA),14,2-12,104,235,-9.36,05/02/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,05/02/2023,2023.0
-,Merrimack (America East),13,7-6,145,143,0.15,05/02/2023,2023.0
-,Lindenwood (ASUN),12,2-10,113,176,-5.25,05/02/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,117,224,-7.64,05/02/2023,2023.0
1,Notre Dame (ACC),11,9-2,172,109,5.73,04/30/2023,2023.0
2,Virginia (ACC),14,11-3,247,171,5.43,04/30/2023,2023.0
3,Delaware (CAA),14,10-4,205,130,5.36,04/30/2023,2023.0
4,Utah (ASUN),14,10-4,239,171,4.86,04/30/2023,2023.0
5,North Carolina (ACC),13,7-6,196,135,4.69,04/30/2023,2023.0
5,Cornell (Ivy League),13,11-2,193,132,4.69,04/30/2023,2023.0
7,Jacksonville (ASUN),15,12-3,223,155,4.53,04/30/2023,2023.0
8,Army West Point (Patriot),13,10-3,164,109,4.23,04/30/2023,2023.0
9,Duke (ACC),14,12-2,216,158,4.14,04/30/2023,2023.0
10,Saint Joseph's (Atlantic 10),14,10-4,203,147,4.00,04/30/2023,2023.0
11,Penn St. (Big Ten),12,9-3,163,122,3.42,04/30/2023,2023.0
12,Georgetown (Big East),13,10-3,186,142,3.38,04/30/2023,2023.0
13,Bryant (America East),14,10-4,209,165,3.14,04/30/2023,2023.0
14,Boston U. (Patriot),13,10-3,182,143,3.00,04/30/2023,2023.0
14,Princeton (Ivy League),12,6-6,171,135,3.00,04/30/2023,2023.0
16,Bellarmine (ASUN),15,10-5,205,163,2.80,04/30/2023,2023.0
17,Villanova (Big East),14,10-4,185,147,2.71,04/30/2023,2023.0
18,Lehigh (Patriot),13,9-4,181,146,2.69,04/30/2023,2023.0
19,UMBC (America East),13,8-5,154,125,2.23,04/30/2023,2023.0
20,Syracuse (ACC),15,8-7,215,182,2.20,04/30/2023,2023.0
21,Air Force (ASUN),15,10-5,185,155,2.00,04/30/2023,2023.0
21,Maryland (Big Ten),13,9-4,162,136,2.00,04/30/2023,2023.0
23,Binghamton (America East),13,9-4,176,152,1.85,04/30/2023,2023.0
23,Denver (Big East),13,9-4,153,129,1.85,04/30/2023,2023.0
25,Stony Brook (CAA),14,8-6,186,161,1.79,04/30/2023,2023.0
25,Towson (CAA),14,6-8,171,146,1.79,04/30/2023,2023.0
25,Manhattan (MAAC),14,10-4,134,109,1.79,04/30/2023,2023.0
28,Yale (Ivy League),12,8-4,178,157,1.75,04/30/2023,2023.0
29,Richmond (Atlantic 10),13,9-4,168,147,1.62,04/30/2023,2023.0
30,Rutgers (Big Ten),14,8-6,173,151,1.57,04/30/2023,2023.0
31,High Point (Atlantic 10),15,8-7,216,193,1.53,04/30/2023,2023.0
32,Vermont (America East),13,9-4,153,134,1.46,04/30/2023,2023.0
33,Johns Hopkins (Big Ten),15,11-4,186,165,1.40,04/30/2023,2023.0
34,Massachusetts (Atlantic 10),13,8-5,133,117,1.23,04/30/2023,2023.0
35,Drexel (CAA),13,8-5,163,151,0.92,04/30/2023,2023.0
36,Marquette (Big East),14,6-8,186,175,0.79,04/30/2023,2023.0
37,Michigan (Big Ten),13,7-6,176,166,0.77,04/30/2023,2023.0
38,Penn (Ivy League),12,7-5,146,137,0.75,04/30/2023,2023.0
39,Marist (MAAC),15,8-7,201,191,0.67,04/30/2023,2023.0
40,Robert Morris (ASUN),14,7-7,173,168,0.36,04/30/2023,2023.0
41,Siena (MAAC),14,8-6,161,159,0.14,04/30/2023,2023.0
42,Navy (Patriot),15,8-7,157,155,0.13,04/30/2023,2023.0
43,Hofstra (CAA),14,5-9,145,149,-0.29,04/30/2023,2023.0
44,Mount St. Mary's (MAAC),15,8-7,165,174,-0.60,04/30/2023,2023.0
45,Fairfield (CAA),14,5-9,168,178,-0.71,04/30/2023,2023.0
46,Brown (Ivy League),14,6-8,173,185,-0.86,04/30/2023,2023.0
47,Colgate (Patriot),11,2-9,122,132,-0.91,04/30/2023,2023.0
48,Harvard (Ivy League),12,5-7,150,161,-0.92,04/30/2023,2023.0
49,Hobart (Atlantic 10),13,5-8,172,187,-1.15,04/30/2023,2023.0
49,Bucknell (Patriot),13,3-10,147,162,-1.15,04/30/2023,2023.0
51,Loyola Maryland (Patriot),14,7-7,153,171,-1.29,04/30/2023,2023.0
52,LIU (MAAC),14,5-9,150,169,-1.36,04/30/2023,2023.0
53,Cleveland St. (ASUN),13,6-7,150,168,-1.38,04/30/2023,2023.0
54,Sacred Heart (MAAC),15,5-10,155,176,-1.40,04/30/2023,2023.0
55,Quinnipiac (MAAC),14,7-7,183,203,-1.43,04/30/2023,2023.0
56,Lafayette (Patriot),15,6-9,170,193,-1.53,04/30/2023,2023.0
57,UAlbany (America East),14,5-9,150,172,-1.57,04/30/2023,2023.0
58,Ohio St. (Big Ten),14,5-9,158,182,-1.71,04/30/2023,2023.0
59,NJIT (America East),13,3-10,136,170,-2.62,04/30/2023,2023.0
60,Dartmouth (Ivy League),12,6-6,140,173,-2.75,04/30/2023,2023.0
61,Providence (Big East),14,6-8,156,195,-2.79,04/30/2023,2023.0
61,Monmouth (CAA),14,5-9,129,168,-2.79,04/30/2023,2023.0
63,Mercer (ASUN),15,6-9,156,201,-3.00,04/30/2023,2023.0
63,VMI (MAAC),15,6-9,155,200,-3.00,04/30/2023,2023.0
65,Canisius (MAAC),15,2-13,155,206,-3.40,04/30/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,04/30/2023,2023.0
67,St. John's (NY) (Big East),14,0-14,130,216,-6.14,04/30/2023,2023.0
68,Holy Cross (Patriot),14,1-13,123,221,-7.00,04/30/2023,2023.0
69,Detroit Mercy (ASUN),13,2-11,112,204,-7.08,04/30/2023,2023.0
70,UMass Lowell (America East),13,0-13,103,205,-7.85,04/30/2023,2023.0
71,St. Bonaventure (Atlantic 10),14,1-13,108,219,-7.93,04/30/2023,2023.0
72,Hampton (CAA),14,2-12,104,235,-9.36,04/30/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,04/30/2023,2023.0
-,Merrimack (America East),13,7-6,145,143,0.15,04/30/2023,2023.0
-,Lindenwood (ASUN),12,2-10,113,176,-5.25,04/30/2023,2023.0
-,Queens (NC) (ASUN),14,2-12,117,224,-7.64,04/30/2023,2023.0
1,Notre Dame (ACC),10,9-1,164,97,6.70,04/26/2023,2023.0
2,Delaware (CAA),13,10-3,195,115,6.15,04/26/2023,2023.0
3,Virginia (ACC),13,10-3,235,163,5.54,04/26/2023,2023.0
4,Cornell (Ivy League),12,10-2,179,119,5.00,04/26/2023,2023.0
5,Jacksonville (ASUN),14,11-3,210,143,4.79,04/26/2023,2023.0
6,North Carolina (ACC),13,7-6,196,135,4.69,04/26/2023,2023.0
7,Army West Point (Patriot),12,10-2,153,97,4.67,04/26/2023,2023.0
8,Utah (ASUN),13,9-4,221,165,4.31,04/26/2023,2023.0
9,Duke (ACC),13,11-2,198,143,4.23,04/26/2023,2023.0
10,Saint Joseph's (Atlantic 10),13,9-4,186,136,3.85,04/26/2023,2023.0
11,Bryant (America East),13,10-3,200,153,3.62,04/26/2023,2023.0
12,Penn St. (Big Ten),12,9-3,163,122,3.42,04/26/2023,2023.0
13,Princeton (Ivy League),11,6-5,158,121,3.36,04/26/2023,2023.0
14,Georgetown (Big East),12,9-3,174,134,3.33,04/26/2023,2023.0
15,Villanova (Big East),13,10-3,177,135,3.23,04/26/2023,2023.0
16,Boston U. (Patriot),12,9-3,170,132,3.17,04/26/2023,2023.0
17,Bellarmine (ASUN),14,10-4,193,150,3.07,04/26/2023,2023.0
18,UMBC (America East),12,8-4,147,114,2.75,04/26/2023,2023.0
19,Syracuse (ACC),14,8-6,200,164,2.57,04/26/2023,2023.0
20,Lehigh (Patriot),12,8-4,166,137,2.42,04/26/2023,2023.0
21,High Point (Atlantic 10),14,8-6,205,176,2.07,04/26/2023,2023.0
22,Rutgers (Big Ten),13,8-5,162,137,1.92,04/26/2023,2023.0
23,Binghamton (America East),12,8-4,161,138,1.92,04/26/2023,2023.0
23,Maryland (Big Ten),12,8-4,148,125,1.92,04/26/2023,2023.0
23,Denver (Big East),12,8-4,138,115,1.92,04/26/2023,2023.0
26,Stony Brook (CAA),13,7-6,175,151,1.85,04/26/2023,2023.0
27,Manhattan (MAAC),14,10-4,134,109,1.79,04/26/2023,2023.0
28,Yale (Ivy League),11,7-4,164,146,1.64,04/26/2023,2023.0
29,Air Force (ASUN),14,9-5,172,150,1.57,04/26/2023,2023.0
30,Towson (CAA),13,5-8,156,136,1.54,04/26/2023,2023.0
31,Johns Hopkins (Big Ten),15,11-4,186,165,1.40,04/26/2023,2023.0
32,Vermont (America East),12,8-4,142,127,1.25,04/26/2023,2023.0
33,Robert Morris (ASUN),13,7-6,168,155,1.00,04/26/2023,2023.0
33,Massachusetts (Atlantic 10),12,7-5,120,108,1.00,04/26/2023,2023.0
35,Marquette (Big East),13,6-7,172,160,0.92,04/26/2023,2023.0
36,Penn (Ivy League),12,7-5,146,137,0.75,04/26/2023,2023.0
37,Michigan (Big Ten),12,6-6,162,156,0.50,04/26/2023,2023.0
38,Richmond (Atlantic 10),12,8-4,142,137,0.42,04/26/2023,2023.0
39,Drexel (CAA),12,7-5,147,144,0.25,04/26/2023,2023.0
40,Marist (MAAC),14,7-7,172,172,0.00,04/26/2023,2023.0
40,Siena (MAAC),13,7-6,148,148,0.00,04/26/2023,2023.0
42,Navy (Patriot),14,7-7,145,146,-0.07,04/26/2023,2023.0
43,Hofstra (CAA),13,5-8,135,138,-0.23,04/26/2023,2023.0
44,Mount St. Mary's (MAAC),15,8-7,165,174,-0.60,04/26/2023,2023.0
45,Harvard (Ivy League),11,5-6,139,147,-0.73,04/26/2023,2023.0
46,Quinnipiac (MAAC),13,7-6,164,174,-0.77,04/26/2023,2023.0
47,Hobart (Atlantic 10),12,5-7,163,174,-0.92,04/26/2023,2023.0
48,Loyola Maryland (Patriot),13,7-6,144,156,-0.92,04/26/2023,2023.0
49,Bucknell (Patriot),12,3-9,138,150,-1.00,04/26/2023,2023.0
50,Brown (Ivy League),13,5-8,160,174,-1.08,04/26/2023,2023.0
51,LIU (MAAC),14,5-9,150,169,-1.36,04/26/2023,2023.0
51,Sacred Heart (MAAC),14,5-9,144,163,-1.36,04/26/2023,2023.0
53,Lafayette (Patriot),15,6-9,170,193,-1.53,04/26/2023,2023.0
54,Ohio St. (Big Ten),13,5-8,148,168,-1.54,04/26/2023,2023.0
55,UAlbany (America East),13,5-8,136,157,-1.62,04/26/2023,2023.0
56,Cleveland St. (ASUN),12,5-7,136,156,-1.67,04/26/2023,2023.0
57,Fairfield (CAA),13,4-9,146,172,-2.00,04/26/2023,2023.0
58,Colgate (Patriot),10,1-9,100,123,-2.30,04/26/2023,2023.0
59,Monmouth (CAA),13,5-8,122,152,-2.31,04/26/2023,2023.0
60,Dartmouth (Ivy League),11,6-5,129,160,-2.82,04/26/2023,2023.0
61,NJIT (America East),12,2-10,125,160,-2.92,04/26/2023,2023.0
62,VMI (MAAC),15,6-9,155,200,-3.00,04/26/2023,2023.0
63,Providence (Big East),13,5-8,144,184,-3.08,04/26/2023,2023.0
64,Canisius (MAAC),15,2-13,155,206,-3.40,04/26/2023,2023.0
65,Mercer (ASUN),14,5-9,144,193,-3.50,04/26/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,04/26/2023,2023.0
67,St. John's (NY) (Big East),13,0-13,119,204,-6.54,04/26/2023,2023.0
67,Holy Cross (Patriot),13,1-12,114,199,-6.54,04/26/2023,2023.0
69,St. Bonaventure (Atlantic 10),13,1-12,98,193,-7.31,04/26/2023,2023.0
70,Detroit Mercy (ASUN),12,2-10,100,190,-7.50,04/26/2023,2023.0
71,UMass Lowell (America East),12,0-12,93,194,-8.42,04/26/2023,2023.0
72,Hampton (CAA),13,2-11,98,213,-8.85,04/26/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,04/26/2023,2023.0
-,Merrimack (America East),12,6-6,133,134,-0.08,04/26/2023,2023.0
-,Lindenwood (ASUN),11,2-9,105,164,-5.36,04/26/2023,2023.0
-,Queens (NC) (ASUN),13,2-11,111,206,-7.31,04/26/2023,2023.0
1,Notre Dame (ACC),10,9-1,164,97,6.70,04/25/2023,2023.0
2,Delaware (CAA),13,10-3,195,115,6.15,04/25/2023,2023.0
3,Virginia (ACC),13,10-3,235,163,5.54,04/25/2023,2023.0
4,Cornell (Ivy League),12,10-2,179,119,5.00,04/25/2023,2023.0
5,Jacksonville (ASUN),14,11-3,210,143,4.79,04/25/2023,2023.0
6,North Carolina (ACC),13,7-6,196,135,4.69,04/25/2023,2023.0
7,Army West Point (Patriot),12,10-2,153,97,4.67,04/25/2023,2023.0
8,Utah (ASUN),13,9-4,221,165,4.31,04/25/2023,2023.0
9,Duke (ACC),13,11-2,198,143,4.23,04/25/2023,2023.0
10,Saint Joseph's (Atlantic 10),13,9-4,186,136,3.85,04/25/2023,2023.0
11,Bryant (America East),13,10-3,200,153,3.62,04/25/2023,2023.0
12,Penn St. (Big Ten),12,9-3,163,122,3.42,04/25/2023,2023.0
13,Princeton (Ivy League),11,6-5,158,121,3.36,04/25/2023,2023.0
14,Georgetown (Big East),12,9-3,174,134,3.33,04/25/2023,2023.0
15,Villanova (Big East),13,10-3,177,135,3.23,04/25/2023,2023.0
16,Boston U. (Patriot),12,9-3,170,132,3.17,04/25/2023,2023.0
17,Bellarmine (ASUN),14,10-4,193,150,3.07,04/25/2023,2023.0
18,UMBC (America East),12,8-4,147,114,2.75,04/25/2023,2023.0
19,Syracuse (ACC),14,8-6,200,164,2.57,04/25/2023,2023.0
20,Lehigh (Patriot),12,8-4,166,137,2.42,04/25/2023,2023.0
21,High Point (Atlantic 10),14,8-6,205,176,2.07,04/25/2023,2023.0
22,Rutgers (Big Ten),13,8-5,162,137,1.92,04/25/2023,2023.0
23,Binghamton (America East),12,8-4,161,138,1.92,04/25/2023,2023.0
23,Maryland (Big Ten),12,8-4,148,125,1.92,04/25/2023,2023.0
23,Denver (Big East),12,8-4,138,115,1.92,04/25/2023,2023.0
26,Stony Brook (CAA),13,7-6,175,151,1.85,04/25/2023,2023.0
27,Manhattan (MAAC),14,10-4,134,109,1.79,04/25/2023,2023.0
28,Yale (Ivy League),11,7-4,164,146,1.64,04/25/2023,2023.0
29,Air Force (ASUN),14,9-5,172,150,1.57,04/25/2023,2023.0
30,Towson (CAA),13,5-8,156,136,1.54,04/25/2023,2023.0
31,Johns Hopkins (Big Ten),15,11-4,186,165,1.40,04/25/2023,2023.0
32,Vermont (America East),12,8-4,142,127,1.25,04/25/2023,2023.0
33,Robert Morris (ASUN),13,7-6,168,155,1.00,04/25/2023,2023.0
33,Massachusetts (Atlantic 10),12,7-5,120,108,1.00,04/25/2023,2023.0
35,Marquette (Big East),13,6-7,172,160,0.92,04/25/2023,2023.0
36,Penn (Ivy League),11,6-5,132,126,0.55,04/25/2023,2023.0
37,Michigan (Big Ten),12,6-6,162,156,0.50,04/25/2023,2023.0
38,Richmond (Atlantic 10),12,8-4,142,137,0.42,04/25/2023,2023.0
39,Drexel (CAA),12,7-5,147,144,0.25,04/25/2023,2023.0
40,Marist (MAAC),14,7-7,172,172,0.00,04/25/2023,2023.0
40,Siena (MAAC),13,7-6,148,148,0.00,04/25/2023,2023.0
42,Navy (Patriot),14,7-7,145,146,-0.07,04/25/2023,2023.0
43,Hofstra (CAA),13,5-8,135,138,-0.23,04/25/2023,2023.0
44,Mount St. Mary's (MAAC),15,8-7,165,174,-0.60,04/25/2023,2023.0
45,Harvard (Ivy League),11,5-6,139,147,-0.73,04/25/2023,2023.0
46,Quinnipiac (MAAC),13,7-6,164,174,-0.77,04/25/2023,2023.0
47,Hobart (Atlantic 10),12,5-7,163,174,-0.92,04/25/2023,2023.0
48,Loyola Maryland (Patriot),13,7-6,144,156,-0.92,04/25/2023,2023.0
49,Bucknell (Patriot),12,3-9,138,150,-1.00,04/25/2023,2023.0
50,Brown (Ivy League),13,5-8,160,174,-1.08,04/25/2023,2023.0
51,LIU (MAAC),14,5-9,150,169,-1.36,04/25/2023,2023.0
51,Sacred Heart (MAAC),14,5-9,144,163,-1.36,04/25/2023,2023.0
53,UAlbany (America East),12,5-7,125,143,-1.50,04/25/2023,2023.0
54,Lafayette (Patriot),15,6-9,170,193,-1.53,04/25/2023,2023.0
55,Ohio St. (Big Ten),13,5-8,148,168,-1.54,04/25/2023,2023.0
56,Cleveland St. (ASUN),12,5-7,136,156,-1.67,04/25/2023,2023.0
57,Fairfield (CAA),13,4-9,146,172,-2.00,04/25/2023,2023.0
58,Colgate (Patriot),10,1-9,100,123,-2.30,04/25/2023,2023.0
59,Monmouth (CAA),13,5-8,122,152,-2.31,04/25/2023,2023.0
60,Dartmouth (Ivy League),11,6-5,129,160,-2.82,04/25/2023,2023.0
61,NJIT (America East),12,2-10,125,160,-2.92,04/25/2023,2023.0
62,VMI (MAAC),15,6-9,155,200,-3.00,04/25/2023,2023.0
63,Providence (Big East),13,5-8,144,184,-3.08,04/25/2023,2023.0
64,Canisius (MAAC),15,2-13,155,206,-3.40,04/25/2023,2023.0
65,Mercer (ASUN),14,5-9,144,193,-3.50,04/25/2023,2023.0
66,Wagner (MAAC),14,3-11,108,164,-4.00,04/25/2023,2023.0
67,St. John's (NY) (Big East),13,0-13,119,204,-6.54,04/25/2023,2023.0
67,Holy Cross (Patriot),13,1-12,114,199,-6.54,04/25/2023,2023.0
69,St. Bonaventure (Atlantic 10),13,1-12,98,193,-7.31,04/25/2023,2023.0
70,Detroit Mercy (ASUN),12,2-10,100,190,-7.50,04/25/2023,2023.0
71,UMass Lowell (America East),12,0-12,93,194,-8.42,04/25/2023,2023.0
72,Hampton (CAA),13,2-11,98,213,-8.85,04/25/2023,2023.0
-,Hartford (DI Independent),6,6-0,91,21,11.67,04/25/2023,2023.0
-,Merrimack (America East),12,6-6,133,134,-0.08,04/25/2023,2023.0
-,Lindenwood (ASUN),11,2-9,105,164,-5.36,04/25/2023,2023.0
-,Queens (NC) (ASUN),13,2-11,111,206,-7.31,04/25/2023,2023.0
1,Notre Dame (ACC),10,9-1,164,97,6.70,04/24/2023,2023.0
2,Delaware (CAA),13,10-3,195,115,6.15,04/24/2023,2023.0
3,Virginia (ACC),12,9-3,215,152,5.25,04/24/2023,2023.0
4,Cornell (Ivy League),12,10-2,179,119,5.00,04/24/2023,2023.0
5,Jacksonville (ASUN),14,11-3,210,143,4.79,04/24/2023,2023.0
6,North Carolina (ACC),13,7-6,196,135,4.69,04/24/2023,2023.0
7,Army West Point (Patriot),12,10-2,153,97,4.67,04/24/2023,2023.0
8,Utah (ASUN),13,9-4,221,165,4.31,04/24/2023,2023.0
9,Duke (ACC),13,11-2,198,143,4.23,04/24/2023,2023.0
10,Saint Joseph's (Atlantic 10),13,9-4,186,136,3.85,04/24/2023,2023.0
11,Bryant (America East),12,9-3,183,141,3.50,04/24/2023,2023.0
12,Penn St. (Big Ten),12,9-3,163,122,3.42,04/24/2023,2023.0
13,Princeton (Ivy League),11,6-5,158,121,3.36,04/24/2023,2023.0
14,Georgetown (Big East),12,9-3,174,134,3.33,04/24/2023,2023.0
15,Villanova (Big East),13,10-3,177,135,3.23,04/24/2023,2023.0
16,Boston U. (Patriot),12,9-3,170,132,3.17,04/24/2023,2023.0
17,Bellarmine (ASUN),14,10-4,193,150,3.07,04/24/2023,2023.0
18,UMBC (America East),12,8-4,147,114,2.75,04/24/2023,2023.0
19,Syracuse (ACC),14,8-6,200,164,2.57,04/24/2023,2023.0
20,Lehigh (Patriot),12,8-4,166,137,2.42,04/24/2023,2023.0
21,High Point (Atlantic 10),14,8-6,205,176,2.07,04/24/2023,2023.0
22,Rutgers (Big Ten),13,8-5,162,137,1.92,04/24/2023,2023.0
23,Binghamton (America East),12,8-4,161,138,1.92,04/24/2023,2023.0
23,Maryland (Big Ten),12,8-4,148,125,1.92,04/24/2023,2023.0
23,Denver (Big East),12,8-4,138,115,1.92,04/24/2023,2023.0
26,Stony Brook (CAA),13,7-6,175,151,1.85,04/24/2023,2023.0
27,Manhattan (MAAC),14,10-4,134,109,1.79,04/24/2023,2023.0
28,Yale (Ivy League),11,7-4,164,146,1.64,04/24/2023,2023.0
29,Air Force (ASUN),14,9-5,172,150,1.57,04/24/2023,2023.0
30,Towson (CAA),13,5-8,156,136,1.54,04/24/2023,2023.0
31,Johns Hopkins (Big Ten),15,11-4,186,165,1.40,04/24/2023,2023.0
32,Vermont (America East),12,8-4,142,127,1.25,04/24/2023,2023.0
33,Robert Morris (ASUN),13,7-6,168,155,1.00,04/24/2023,2023.0
33,Massachusetts (Atlantic 10),12,7-5,120,108,1.00,04/24/2023,2023.0
35,Marquette (Big East),13,6-7,172,160,0.92,04/24/2023,2023.0
36,Penn (Ivy League),11,6-5,132,126,0.55,04/24/2023,2023.0
37,Michigan (Big Ten),12,6-6,162,156,0.50,04/24/2023,2023.0
38,Richmond (Atlantic 10),12,8-4,142,137,0.42,04/24/2023,2023.0
39,Drexel (CAA),12,7-5,147,144,0.25,04/24/2023,2023.0
40,Marist (MAAC),14,7-7,172,172,0.00,04/24/2023,2023.0
40,Siena (MAAC),13,7-6,148,148,0.00,04/24/2023,2023.0
42,Navy (Patriot),14,7-7,145,146,-0.07,04/24/2023,2023.0
43,Hofstra (CAA),13,5-8,135,138,-0.23,04/24/2023,2023.0
44,Mount St. Mary's (MAAC),15,8-7,165,174,-0.60,04/24/2023,2023.0
45,Harvard (Ivy League),11,5-6,139,147,-0.73,04/24/2023,2023.0
46,Brown (Ivy League),12,5-7,148,157,-0.75,04/24/2023,2023.0
47,Quinnipiac (MAAC),13,7-6,164,174,-0.77,04/24/2023,2023.0
48,Hobart (Atlantic 10),12,5-7,163,174,-0.92,04/24/2023,2023.0
49,Loyola Maryland (Patriot),13,7-6,144,156,-0.92,04/24/2023,2023.0
50,Lafayette (Patriot),14,6-8,159,173,-1.00,04/24/2023,2023.0
50,Bucknell (Patriot),12,3-9,138,150,-1.00,04/24/2023,2023.0
52,LIU (MAAC),14,5-9,150,169,-1.36,04/24/2023,2023.0
52,Sacred Heart (MAAC),14,5-9,144,163,-1.36,04/24/2023,2023.0
54,UAlbany (America East),12,5-7,125,143,-1.50,04/24/2023,2023.0
55,Ohio St. (Big Ten),13,5-8,148,168,-1.54,04/24/2023,2023.0
56,Cleveland St. (ASUN),12,5-7,136,156,-1.67,04/24/2023,2023.0
