Rank,Team,Games,W-L,EMO Goals,Attempts,Pct.,Date,Academic Year
31,NJIT (NEC),2,1-1,3,9,0.333,02/09/2020,2020.0
31,Air Force (SoCon),2,1-1,1,3,0.333,02/09/2020,2020.0
31,Towson (CAA),1,0-1,1,3,0.333,02/09/2020,2020.0
31,Wagner (NEC),1,0-1,1,3,0.333,02/09/2020,2020.0
35,Holy Cross (Patriot),2,1-1,2,7,0.286,02/09/2020,2020.0
36,Duke (ACC),2,1-1,2,8,0.250,02/09/2020,2020.0
36,Bellarmine (SoCon),2,0-2,2,8,0.250,02/09/2020,2020.0
36,Mercer (SoCon),2,1-1,2,8,0.250,02/09/2020,2020.0
36,Hartford (America East),1,0-1,1,4,0.250,02/09/2020,2020.0
36,Saint Joseph's (NEC),1,1-0,1,4,0.250,02/09/2020,2020.0
36,Jacksonville (SoCon),1,0-1,1,4,0.250,02/09/2020,2020.0
36,Utah (DI Independent),2,1-1,1,4,0.250,02/09/2020,2020.0
36,Marquette (Big East),2,2-0,1,4,0.250,02/09/2020,2020.0
36,Canisius (MAAC),1,0-1,1,4,0.250,02/09/2020,2020.0
45,Delaware (CAA),1,1-0,1,5,0.200,02/09/2020,2020.0
45,Lafayette (Patriot),2,0-2,1,5,0.200,02/09/2020,2020.0
45,Boston U. (Patriot),2,0-2,1,5,0.200,02/09/2020,2020.0
45,Hampton (DI Independent),2,0-2,1,5,0.200,02/09/2020,2020.0
49,Cleveland St. (DI Independent),2,0-2,1,6,0.167,02/09/2020,2020.0
49,LIU (NEC),1,0-1,1,6,0.167,02/09/2020,2020.0
51,High Point (SoCon),2,0-2,1,9,0.111,02/09/2020,2020.0
1,Penn St. (Big Ten),1,1-0,4,4,1.000,02/07/2020,2020.0
1,Merrimack (NEC),1,0-1,2,2,1.000,02/07/2020,2020.0
3,Bucknell (Patriot),1,1-0,3,4,0.750,02/07/2020,2020.0
3,North Carolina (ACC),1,1-0,3,4,0.750,02/07/2020,2020.0
5,Holy Cross (Patriot),1,1-0,2,3,0.667,02/07/2020,2020.0
6,Detroit Mercy (MAAC),2,1-1,3,5,0.600,02/07/2020,2020.0
7,NJIT (NEC),1,1-0,2,4,0.500,02/07/2020,2020.0
7,Rutgers (Big Ten),1,1-0,2,4,0.500,02/07/2020,2020.0
7,Furman (SoCon),1,0-1,2,4,0.500,02/07/2020,2020.0
7,Navy (Patriot),1,1-0,1,2,0.500,02/07/2020,2020.0
7,Providence (Big East),1,1-0,1,2,0.500,02/07/2020,2020.0
7,Syracuse (ACC),1,1-0,1,2,0.500,02/07/2020,2020.0
13,Colgate (Patriot),2,0-2,5,12,0.417,02/07/2020,2020.0
14,Mercer (SoCon),1,1-0,2,6,0.333,02/07/2020,2020.0
14,Maryland (Big Ten),1,1-0,1,3,0.333,02/07/2020,2020.0
16,Lafayette (Patriot),1,0-1,1,4,0.250,02/07/2020,2020.0
16,Cleveland St. (DI Independent),1,0-1,1,4,0.250,02/07/2020,2020.0
16,Jacksonville (SoCon),1,0-1,1,4,0.250,02/07/2020,2020.0
1,Penn St. (Big Ten),1,1-0,4,4,1.000,02/04/2020,2020.0
1,Merrimack (NEC),1,0-1,2,2,1.000,02/04/2020,2020.0
3,Bucknell (Patriot),1,1-0,3,4,0.750,02/04/2020,2020.0
3,North Carolina (ACC),1,1-0,3,4,0.750,02/04/2020,2020.0
5,Holy Cross (Patriot),1,1-0,2,3,0.667,02/04/2020,2020.0
6,Detroit Mercy (MAAC),2,1-1,3,5,0.600,02/04/2020,2020.0
7,Rutgers (Big Ten),1,1-0,2,4,0.500,02/04/2020,2020.0
7,Furman (SoCon),1,0-1,2,4,0.500,02/04/2020,2020.0
7,NJIT (NEC),1,1-0,2,4,0.500,02/04/2020,2020.0
7,Providence (Big East),1,1-0,1,2,0.500,02/04/2020,2020.0
11,Mercer (SoCon),1,1-0,2,6,0.333,02/04/2020,2020.0
11,Colgate (Patriot),1,0-1,2,6,0.333,02/04/2020,2020.0
11,Maryland (Big Ten),1,1-0,1,3,0.333,02/04/2020,2020.0
14,Lafayette (Patriot),1,0-1,1,4,0.250,02/04/2020,2020.0
14,Cleveland St. (DI Independent),1,0-1,1,4,0.250,02/04/2020,2020.0
14,Jacksonville (SoCon),1,0-1,1,4,0.250,02/04/2020,2020.0
1,Penn St. (Big Ten),1,1-0,4,4,1.000,02/01/2020,2020.0
2,Bucknell (Patriot),1,1-0,3,4,0.750,02/01/2020,2020.0
2,North Carolina (ACC),1,1-0,3,4,0.750,02/01/2020,2020.0
4,Holy Cross (Patriot),1,1-0,2,3,0.667,02/01/2020,2020.0
5,Detroit Mercy (MAAC),1,1-0,3,5,0.600,02/01/2020,2020.0
6,NJIT (NEC),1,1-0,2,4,0.500,02/01/2020,2020.0
6,Furman (SoCon),1,0-1,2,4,0.500,02/01/2020,2020.0
6,Providence (Big East),1,1-0,1,2,0.500,02/01/2020,2020.0
6,Merrimack (NEC),1,0-1,1,2,0.500,02/01/2020,2020.0
6,Bellarmine (SoCon),1,0-1,1,2,0.500,02/01/2020,2020.0
11,Colgate (Patriot),1,0-1,2,6,0.333,02/01/2020,2020.0
11,Mercer (SoCon),1,1-0,2,6,0.333,02/01/2020,2020.0
11,Rutgers (Big Ten),1,1-0,1,3,0.333,02/01/2020,2020.0
11,Maryland (Big Ten),1,1-0,1,3,0.333,02/01/2020,2020.0
15,Jacksonville (SoCon),1,0-1,1,4,0.250,02/01/2020,2020.0
15,Cleveland St. (DI Independent),1,0-1,1,4,0.250,02/01/2020,2020.0
15,Lafayette (Patriot),1,0-1,1,4,0.250,02/01/2020,2020.0
1,Richmond (SoCon),13,7-6,26,41,0.634,05/31/2021-Final Statistics,2021.0
2,Notre Dame (ACC),12,8-4,23,42,0.548,05/31/2021-Final Statistics,2021.0
3,Rutgers (Big Ten),13,9-4,15,28,0.536,05/31/2021-Final Statistics,2021.0
4,Villanova (Big East),12,7-5,22,46,0.478,05/31/2021-Final Statistics,2021.0
5,UAlbany (America East),13,8-5,21,44,0.477,05/31/2021-Final Statistics,2021.0
6,Duke (ACC),17,14-3,24,51,0.471,05/31/2021-Final Statistics,2021.0
7,Syracuse (ACC),13,7-6,14,31,0.452,05/31/2021-Final Statistics,2021.0
8,Michigan (Big Ten),12,3-9,16,36,0.444,05/31/2021-Final Statistics,2021.0
9,Stony Brook (America East),14,8-6,23,53,0.434,05/31/2021-Final Statistics,2021.0
10,Boston U. (Patriot),11,6-5,13,30,0.433,05/31/2021-Final Statistics,2021.0
10,Navy (Patriot),9,6-3,13,30,0.433,05/31/2021-Final Statistics,2021.0
12,Utah (DI Independent),11,4-7,18,42,0.429,05/31/2021-Final Statistics,2021.0
12,Johns Hopkins (Big Ten),13,4-9,15,35,0.429,05/31/2021-Final Statistics,2021.0
14,Fairfield (CAA),11,2-9,17,40,0.425,05/31/2021-Final Statistics,2021.0
15,Massachusetts (CAA),10,4-6,15,36,0.417,05/31/2021-Final Statistics,2021.0
16,High Point (SoCon),14,8-6,21,51,0.412,05/31/2021-Final Statistics,2021.0
17,Vermont (America East),14,9-5,20,49,0.408,05/31/2021-Final Statistics,2021.0
18,UMBC (America East),11,8-3,12,30,0.400,05/31/2021-Final Statistics,2021.0
19,Ohio St. (Big Ten),11,4-7,9,23,0.391,05/31/2021-Final Statistics,2021.0
20,Maryland (Big Ten),16,15-1,16,41,0.390,05/31/2021-Final Statistics,2021.0
21,Colgate (Patriot),10,3-7,13,35,0.371,05/31/2021-Final Statistics,2021.0
22,Hofstra (CAA),14,8-6,21,57,0.368,05/31/2021-Final Statistics,2021.0
22,Monmouth (MAAC),11,8-3,14,38,0.368,05/31/2021-Final Statistics,2021.0
24,Mount St. Mary's (NEC),13,4-9,10,28,0.357,05/31/2021-Final Statistics,2021.0
25,Canisius (MAAC),10,5-5,16,45,0.356,05/31/2021-Final Statistics,2021.0
26,Binghamton (America East),9,5-4,7,20,0.350,05/31/2021-Final Statistics,2021.0
27,Lehigh (Patriot),12,10-2,15,43,0.349,05/31/2021-Final Statistics,2021.0
28,St. Bonaventure (MAAC),10,5-5,12,35,0.343,05/31/2021-Final Statistics,2021.0
29,Loyola Maryland (Patriot),16,10-6,19,56,0.339,05/31/2021-Final Statistics,2021.0
30,Robert Morris (DI Independent),13,7-6,17,51,0.333,05/31/2021-Final Statistics,2021.0
30,North Carolina (ACC),16,13-3,15,45,0.333,05/31/2021-Final Statistics,2021.0
30,Marquette (Big East),12,4-8,12,36,0.333,05/31/2021-Final Statistics,2021.0
30,Army West Point (Patriot),11,7-4,11,33,0.333,05/31/2021-Final Statistics,2021.0
34,Georgetown (Big East),16,13-3,14,43,0.326,05/31/2021-Final Statistics,2021.0
35,Denver (Big East),17,12-5,21,66,0.318,05/31/2021-Final Statistics,2021.0
35,Bellarmine (SoCon),15,5-10,14,44,0.318,05/31/2021-Final Statistics,2021.0
37,Virginia (ACC),18,14-4,13,41,0.317,05/31/2021-Final Statistics,2021.0
38,St. John's (NY) (Big East),11,1-10,12,38,0.316,05/31/2021-Final Statistics,2021.0
39,Jacksonville (SoCon),14,7-7,15,48,0.313,05/31/2021-Final Statistics,2021.0
40,Bucknell (Patriot),8,2-6,9,29,0.310,05/31/2021-Final Statistics,2021.0
41,LIU (NEC),11,6-5,11,36,0.306,05/31/2021-Final Statistics,2021.0
41,Penn St. (Big Ten),11,4-7,11,36,0.306,05/31/2021-Final Statistics,2021.0
43,Drexel (CAA),13,10-3,14,46,0.304,05/31/2021-Final Statistics,2021.0
44,Manhattan (MAAC),10,5-5,9,30,0.300,05/31/2021-Final Statistics,2021.0
45,Detroit Mercy (MAAC),7,3-4,9,31,0.290,05/31/2021-Final Statistics,2021.0
46,Mercer (SoCon),13,5-8,12,42,0.286,05/31/2021-Final Statistics,2021.0
46,VMI (SoCon),11,1-10,10,35,0.286,05/31/2021-Final Statistics,2021.0
48,Bryant (NEC),13,9-4,16,58,0.276,05/31/2021-Final Statistics,2021.0
49,Towson (CAA),14,6-8,12,44,0.273,05/31/2021-Final Statistics,2021.0
50,Saint Joseph's (NEC),13,9-4,12,47,0.255,05/31/2021-Final Statistics,2021.0
51,Delaware (CAA),13,10-3,13,52,0.250,05/31/2021-Final Statistics,2021.0
51,Sacred Heart (NEC),12,1-11,13,52,0.250,05/31/2021-Final Statistics,2021.0
53,UMass Lowell (America East),9,1-8,8,34,0.235,05/31/2021-Final Statistics,2021.0
54,Hobart (NEC),9,6-3,10,44,0.227,05/31/2021-Final Statistics,2021.0
55,Air Force (SoCon),13,4-9,9,40,0.225,05/31/2021-Final Statistics,2021.0
56,NJIT (America East),11,1-10,9,41,0.220,05/31/2021-Final Statistics,2021.0
57,Holy Cross (Patriot),6,2-4,5,23,0.217,05/31/2021-Final Statistics,2021.0
58,Providence (Big East),13,4-9,8,37,0.216,05/31/2021-Final Statistics,2021.0
59,Siena (MAAC),8,0-8,5,24,0.208,05/31/2021-Final Statistics,2021.0
60,Quinnipiac (MAAC),7,4-3,6,29,0.207,05/31/2021-Final Statistics,2021.0
61,Hartford (America East),7,2-5,4,20,0.200,05/31/2021-Final Statistics,2021.0
62,Lafayette (Patriot),11,0-11,7,37,0.189,05/31/2021-Final Statistics,2021.0
63,Wagner (NEC),9,0-9,6,41,0.146,05/31/2021-Final Statistics,2021.0
64,Cleveland St. (DI Independent),10,3-7,5,38,0.132,05/31/2021-Final Statistics,2021.0
-,Merrimack (NEC),10,5-5,17,43,0.395,05/31/2021-Final Statistics,2021.0
1,Rutgers (Big Ten),2,1-1,2,2,1.000,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
2,Duke (ACC),3,2-1,4,6,0.667,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
3,Denver (Big East),1,0-1,2,4,0.500,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
3,Vermont (America East),1,0-1,1,2,0.500,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
5,Loyola Maryland (Patriot),2,1-1,3,8,0.375,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
6,Maryland (Big Ten),4,3-1,4,12,0.333,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
6,Bryant (NEC),1,0-1,1,3,0.333,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
6,Monmouth (MAAC),1,0-1,1,3,0.333,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
9,Georgetown (Big East),2,1-1,3,12,0.250,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
9,High Point (SoCon),1,0-1,1,4,0.250,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
11,Notre Dame (ACC),2,1-1,1,5,0.200,05/15/2021 - 05/31/2021-2021 NCAA MLA Championship,2021.0
1,Richmond (SoCon),13,7-6,26,41,0.634,05/29/2021,2021.0
2,Notre Dame (ACC),12,8-4,23,42,0.548,05/29/2021,2021.0
3,Rutgers (Big Ten),13,9-4,15,28,0.536,05/29/2021,2021.0
4,Marist (MAAC),4,3-1,7,14,0.500,05/29/2021,2021.0
5,Villanova (Big East),12,7-5,22,46,0.478,05/29/2021,2021.0
6,UAlbany (America East),13,8-5,21,44,0.477,05/29/2021,2021.0
7,Duke (ACC),17,14-3,24,51,0.471,05/29/2021,2021.0
8,Syracuse (ACC),13,7-6,14,31,0.452,05/29/2021,2021.0
9,Michigan (Big Ten),12,3-9,16,36,0.444,05/29/2021,2021.0
10,Stony Brook (America East),14,8-6,23,53,0.434,05/29/2021,2021.0
11,Boston U. (Patriot),11,6-5,13,30,0.433,05/29/2021,2021.0
11,Navy (Patriot),9,6-3,13,30,0.433,05/29/2021,2021.0
13,Utah (DI Independent),11,4-7,18,42,0.429,05/29/2021,2021.0
13,Johns Hopkins (Big Ten),13,4-9,15,35,0.429,05/29/2021,2021.0
15,Fairfield (CAA),11,2-9,17,40,0.425,05/29/2021,2021.0
16,Massachusetts (CAA),10,4-6,15,36,0.417,05/29/2021,2021.0
17,High Point (SoCon),14,8-6,21,51,0.412,05/29/2021,2021.0
18,Vermont (America East),14,9-5,20,49,0.408,05/29/2021,2021.0
19,UMBC (America East),11,8-3,12,30,0.400,05/29/2021,2021.0
20,Ohio St. (Big Ten),11,4-7,9,23,0.391,05/29/2021,2021.0
21,Maryland (Big Ten),15,15-0,15,39,0.385,05/29/2021,2021.0
22,Colgate (Patriot),10,3-7,13,35,0.371,05/29/2021,2021.0
23,Hofstra (CAA),14,8-6,21,57,0.368,05/29/2021,2021.0
23,Monmouth (MAAC),11,8-3,14,38,0.368,05/29/2021,2021.0
25,Mount St. Mary's (NEC),13,4-9,10,28,0.357,05/29/2021,2021.0
26,Canisius (MAAC),10,5-5,16,45,0.356,05/29/2021,2021.0
27,Binghamton (America East),9,5-4,7,20,0.350,05/29/2021,2021.0
28,Lehigh (Patriot),12,10-2,15,43,0.349,05/29/2021,2021.0
29,St. Bonaventure (MAAC),10,5-5,12,35,0.343,05/29/2021,2021.0
30,Loyola Maryland (Patriot),16,10-6,19,56,0.339,05/29/2021,2021.0
31,Robert Morris (DI Independent),13,7-6,17,51,0.333,05/29/2021,2021.0
31,North Carolina (ACC),16,13-3,15,45,0.333,05/29/2021,2021.0
31,Virginia (ACC),17,13-4,13,39,0.333,05/29/2021,2021.0
31,Marquette (Big East),12,4-8,12,36,0.333,05/29/2021,2021.0
31,Army West Point (Patriot),11,7-4,11,33,0.333,05/29/2021,2021.0
36,Georgetown (Big East),16,13-3,14,43,0.326,05/29/2021,2021.0
37,Denver (Big East),17,12-5,21,66,0.318,05/29/2021,2021.0
37,Bellarmine (SoCon),15,5-10,14,44,0.318,05/29/2021,2021.0
39,St. John's (NY) (Big East),11,1-10,12,38,0.316,05/29/2021,2021.0
40,Jacksonville (SoCon),14,7-7,15,48,0.313,05/29/2021,2021.0
41,Bucknell (Patriot),8,2-6,9,29,0.310,05/29/2021,2021.0
42,LIU (NEC),11,6-5,11,36,0.306,05/29/2021,2021.0
42,Penn St. (Big Ten),11,4-7,11,36,0.306,05/29/2021,2021.0
44,Drexel (CAA),13,10-3,14,46,0.304,05/29/2021,2021.0
45,Manhattan (MAAC),10,5-5,9,30,0.300,05/29/2021,2021.0
46,Detroit Mercy (MAAC),7,3-4,9,31,0.290,05/29/2021,2021.0
47,Mercer (SoCon),13,5-8,12,42,0.286,05/29/2021,2021.0
47,VMI (SoCon),11,1-10,10,35,0.286,05/29/2021,2021.0
49,Bryant (NEC),13,9-4,16,58,0.276,05/29/2021,2021.0
50,Towson (CAA),14,6-8,12,44,0.273,05/29/2021,2021.0
51,Saint Joseph's (NEC),13,9-4,12,47,0.255,05/29/2021,2021.0
52,Delaware (CAA),13,10-3,13,52,0.250,05/29/2021,2021.0
52,Sacred Heart (NEC),12,1-11,13,52,0.250,05/29/2021,2021.0
54,UMass Lowell (America East),9,1-8,8,34,0.235,05/29/2021,2021.0
55,Hobart (NEC),9,6-3,10,44,0.227,05/29/2021,2021.0
56,Air Force (SoCon),13,4-9,9,40,0.225,05/29/2021,2021.0
57,NJIT (America East),11,1-10,9,41,0.220,05/29/2021,2021.0
58,Holy Cross (Patriot),6,2-4,5,23,0.217,05/29/2021,2021.0
59,Providence (Big East),13,4-9,8,37,0.216,05/29/2021,2021.0
60,Siena (MAAC),8,0-8,5,24,0.208,05/29/2021,2021.0
61,Quinnipiac (MAAC),7,4-3,6,29,0.207,05/29/2021,2021.0
62,Hartford (America East),7,2-5,4,20,0.200,05/29/2021,2021.0
63,Lafayette (Patriot),11,0-11,7,37,0.189,05/29/2021,2021.0
64,Wagner (NEC),9,0-9,6,41,0.146,05/29/2021,2021.0
65,Cleveland St. (DI Independent),10,3-7,5,38,0.132,05/29/2021,2021.0
-,Merrimack (NEC),10,5-5,17,43,0.395,05/29/2021,2021.0
1,Richmond (SoCon),13,7-6,26,41,0.634,05/23/2021,2021.0
2,Notre Dame (ACC),12,8-4,23,42,0.548,05/23/2021,2021.0
3,Rutgers (Big Ten),13,9-4,15,28,0.536,05/23/2021,2021.0
4,Marist (MAAC),4,3-1,7,14,0.500,05/23/2021,2021.0
5,Duke (ACC),16,14-2,24,49,0.490,05/23/2021,2021.0
6,Villanova (Big East),12,7-5,22,46,0.478,05/23/2021,2021.0
7,UAlbany (America East),13,8-5,21,44,0.477,05/23/2021,2021.0
8,Syracuse (ACC),13,7-6,14,31,0.452,05/23/2021,2021.0
9,Michigan (Big Ten),12,3-9,16,36,0.444,05/23/2021,2021.0
10,Stony Brook (America East),14,8-6,23,53,0.434,05/23/2021,2021.0
11,Boston U. (Patriot),11,6-5,13,30,0.433,05/23/2021,2021.0
11,Navy (Patriot),9,6-3,13,30,0.433,05/23/2021,2021.0
13,Utah (DI Independent),11,4-7,18,42,0.429,05/23/2021,2021.0
13,Johns Hopkins (Big Ten),13,4-9,15,35,0.429,05/23/2021,2021.0
15,Fairfield (CAA),11,2-9,17,40,0.425,05/23/2021,2021.0
16,Massachusetts (CAA),10,4-6,15,36,0.417,05/23/2021,2021.0
17,High Point (SoCon),14,8-6,21,51,0.412,05/23/2021,2021.0
18,Vermont (America East),14,9-5,20,49,0.408,05/23/2021,2021.0
19,UMBC (America East),11,8-3,12,30,0.400,05/23/2021,2021.0
20,Ohio St. (Big Ten),11,4-7,9,23,0.391,05/23/2021,2021.0
21,Maryland (Big Ten),14,14-0,14,36,0.389,05/23/2021,2021.0
22,North Carolina (ACC),15,13-2,15,40,0.375,05/23/2021,2021.0
23,Colgate (Patriot),10,3-7,13,35,0.371,05/23/2021,2021.0
24,Hofstra (CAA),14,8-6,21,57,0.368,05/23/2021,2021.0
24,Monmouth (MAAC),11,8-3,14,38,0.368,05/23/2021,2021.0
26,Mount St. Mary's (NEC),13,4-9,10,28,0.357,05/23/2021,2021.0
27,Canisius (MAAC),10,5-5,16,45,0.356,05/23/2021,2021.0
28,Binghamton (America East),9,5-4,7,20,0.350,05/23/2021,2021.0
29,Lehigh (Patriot),12,10-2,15,43,0.349,05/23/2021,2021.0
30,St. Bonaventure (MAAC),10,5-5,12,35,0.343,05/23/2021,2021.0
31,Virginia (ACC),16,12-4,13,38,0.342,05/23/2021,2021.0
32,Loyola Maryland (Patriot),16,10-6,19,56,0.339,05/23/2021,2021.0
33,Robert Morris (DI Independent),13,7-6,17,51,0.333,05/23/2021,2021.0
33,Marquette (Big East),12,4-8,12,36,0.333,05/23/2021,2021.0
33,Army West Point (Patriot),11,7-4,11,33,0.333,05/23/2021,2021.0
36,Georgetown (Big East),16,13-3,14,43,0.326,05/23/2021,2021.0
37,Denver (Big East),17,12-5,21,66,0.318,05/23/2021,2021.0
37,Bellarmine (SoCon),15,5-10,14,44,0.318,05/23/2021,2021.0
39,St. John's (NY) (Big East),11,1-10,12,38,0.316,05/23/2021,2021.0
40,Jacksonville (SoCon),14,7-7,15,48,0.313,05/23/2021,2021.0
41,Bucknell (Patriot),8,2-6,9,29,0.310,05/23/2021,2021.0
42,LIU (NEC),11,6-5,11,36,0.306,05/23/2021,2021.0
42,Penn St. (Big Ten),11,4-7,11,36,0.306,05/23/2021,2021.0
44,Drexel (CAA),13,10-3,14,46,0.304,05/23/2021,2021.0
45,Manhattan (MAAC),10,5-5,9,30,0.300,05/23/2021,2021.0
46,Detroit Mercy (MAAC),7,3-4,9,31,0.290,05/23/2021,2021.0
47,Mercer (SoCon),13,5-8,12,42,0.286,05/23/2021,2021.0
47,VMI (SoCon),11,1-10,10,35,0.286,05/23/2021,2021.0
49,Bryant (NEC),13,9-4,16,58,0.276,05/23/2021,2021.0
50,Towson (CAA),14,6-8,12,44,0.273,05/23/2021,2021.0
51,Saint Joseph's (NEC),13,9-4,12,47,0.255,05/23/2021,2021.0
52,Delaware (CAA),13,10-3,13,52,0.250,05/23/2021,2021.0
52,Sacred Heart (NEC),12,1-11,13,52,0.250,05/23/2021,2021.0
54,UMass Lowell (America East),9,1-8,8,34,0.235,05/23/2021,2021.0
55,Hobart (NEC),9,6-3,10,44,0.227,05/23/2021,2021.0
56,Air Force (SoCon),13,4-9,9,40,0.225,05/23/2021,2021.0
57,NJIT (America East),11,1-10,9,41,0.220,05/23/2021,2021.0
58,Holy Cross (Patriot),6,2-4,5,23,0.217,05/23/2021,2021.0
59,Providence (Big East),13,4-9,8,37,0.216,05/23/2021,2021.0
60,Siena (MAAC),8,0-8,5,24,0.208,05/23/2021,2021.0
61,Quinnipiac (MAAC),7,4-3,6,29,0.207,05/23/2021,2021.0
62,Hartford (America East),7,2-5,4,20,0.200,05/23/2021,2021.0
63,Lafayette (Patriot),11,0-11,7,37,0.189,05/23/2021,2021.0
64,Wagner (NEC),9,0-9,6,41,0.146,05/23/2021,2021.0
65,Cleveland St. (DI Independent),10,3-7,5,38,0.132,05/23/2021,2021.0
-,Merrimack (NEC),10,5-5,17,43,0.395,05/23/2021,2021.0
1,Richmond (SoCon),13,7-6,26,41,0.634,05/22/2021,2021.0
2,Notre Dame (ACC),11,8-3,22,40,0.550,05/22/2021,2021.0
3,Rutgers (Big Ten),13,9-4,15,28,0.536,05/22/2021,2021.0
4,Marist (MAAC),4,3-1,7,14,0.500,05/22/2021,2021.0
5,Villanova (Big East),12,7-5,22,46,0.478,05/22/2021,2021.0
6,UAlbany (America East),13,8-5,21,44,0.477,05/22/2021,2021.0
7,Duke (ACC),15,13-2,22,47,0.468,05/22/2021,2021.0
8,Syracuse (ACC),13,7-6,14,31,0.452,05/22/2021,2021.0
9,Michigan (Big Ten),12,3-9,16,36,0.444,05/22/2021,2021.0
10,Stony Brook (America East),14,8-6,23,53,0.434,05/22/2021,2021.0
11,Boston U. (Patriot),11,6-5,13,30,0.433,05/22/2021,2021.0
11,Navy (Patriot),9,6-3,13,30,0.433,05/22/2021,2021.0
13,Utah (DI Independent),11,4-7,18,42,0.429,05/22/2021,2021.0
13,Johns Hopkins (Big Ten),13,4-9,15,35,0.429,05/22/2021,2021.0
15,Fairfield (CAA),11,2-9,17,40,0.425,05/22/2021,2021.0
16,Massachusetts (CAA),10,4-6,15,36,0.417,05/22/2021,2021.0
17,High Point (SoCon),14,8-6,21,51,0.412,05/22/2021,2021.0
18,Vermont (America East),14,9-5,20,49,0.408,05/22/2021,2021.0
19,UMBC (America East),11,8-3,12,30,0.400,05/22/2021,2021.0
20,Ohio St. (Big Ten),11,4-7,9,23,0.391,05/22/2021,2021.0
21,North Carolina (ACC),15,13-2,15,40,0.375,05/22/2021,2021.0
22,Colgate (Patriot),10,3-7,13,35,0.371,05/22/2021,2021.0
23,Hofstra (CAA),14,8-6,21,57,0.368,05/22/2021,2021.0
23,Monmouth (MAAC),11,8-3,14,38,0.368,05/22/2021,2021.0
25,Maryland (Big Ten),13,13-0,12,33,0.364,05/22/2021,2021.0
26,Loyola Maryland (Patriot),15,10-5,19,53,0.358,05/22/2021,2021.0
27,Mount St. Mary's (NEC),13,4-9,10,28,0.357,05/22/2021,2021.0
28,Canisius (MAAC),10,5-5,16,45,0.356,05/22/2021,2021.0
29,Binghamton (America East),9,5-4,7,20,0.350,05/22/2021,2021.0
30,Lehigh (Patriot),12,10-2,15,43,0.349,05/22/2021,2021.0
31,St. Bonaventure (MAAC),10,5-5,12,35,0.343,05/22/2021,2021.0
32,Virginia (ACC),16,12-4,13,38,0.342,05/22/2021,2021.0
33,Robert Morris (DI Independent),13,7-6,17,51,0.333,05/22/2021,2021.0
33,Marquette (Big East),12,4-8,12,36,0.333,05/22/2021,2021.0
33,Army West Point (Patriot),11,7-4,11,33,0.333,05/22/2021,2021.0
36,Georgetown (Big East),16,13-3,14,43,0.326,05/22/2021,2021.0
37,Denver (Big East),17,12-5,21,66,0.318,05/22/2021,2021.0
37,Bellarmine (SoCon),15,5-10,14,44,0.318,05/22/2021,2021.0
39,St. John's (NY) (Big East),11,1-10,12,38,0.316,05/22/2021,2021.0
40,Jacksonville (SoCon),14,7-7,15,48,0.313,05/22/2021,2021.0
41,Bucknell (Patriot),8,2-6,9,29,0.310,05/22/2021,2021.0
42,LIU (NEC),11,6-5,11,36,0.306,05/22/2021,2021.0
42,Penn St. (Big Ten),11,4-7,11,36,0.306,05/22/2021,2021.0
44,Drexel (CAA),13,10-3,14,46,0.304,05/22/2021,2021.0
45,Manhattan (MAAC),10,5-5,9,30,0.300,05/22/2021,2021.0
46,Detroit Mercy (MAAC),7,3-4,9,31,0.290,05/22/2021,2021.0
47,Mercer (SoCon),13,5-8,12,42,0.286,05/22/2021,2021.0
47,VMI (SoCon),11,1-10,10,35,0.286,05/22/2021,2021.0
49,Bryant (NEC),13,9-4,16,58,0.276,05/22/2021,2021.0
50,Towson (CAA),14,6-8,12,44,0.273,05/22/2021,2021.0
51,Saint Joseph's (NEC),13,9-4,12,47,0.255,05/22/2021,2021.0
52,Delaware (CAA),13,10-3,13,52,0.250,05/22/2021,2021.0
52,Sacred Heart (NEC),12,1-11,13,52,0.250,05/22/2021,2021.0
54,UMass Lowell (America East),9,1-8,8,34,0.235,05/22/2021,2021.0
55,Hobart (NEC),9,6-3,10,44,0.227,05/22/2021,2021.0
56,Air Force (SoCon),13,4-9,9,40,0.225,05/22/2021,2021.0
57,NJIT (America East),11,1-10,9,41,0.220,05/22/2021,2021.0
58,Holy Cross (Patriot),6,2-4,5,23,0.217,05/22/2021,2021.0
59,Providence (Big East),13,4-9,8,37,0.216,05/22/2021,2021.0
60,Siena (MAAC),8,0-8,5,24,0.208,05/22/2021,2021.0
61,Quinnipiac (MAAC),7,4-3,6,29,0.207,05/22/2021,2021.0
62,Hartford (America East),7,2-5,4,20,0.200,05/22/2021,2021.0
63,Lafayette (Patriot),11,0-11,7,37,0.189,05/22/2021,2021.0
64,Wagner (NEC),9,0-9,6,41,0.146,05/22/2021,2021.0
