Date,Team,Man Down Defense Percent
2015-03-11,Denver,0.409
2015-03-11,Mercer,0.333
2015-03-11,Notre Dame,0.333
2015-03-11,UAlbany,0.313
2015-03-10,Ohio St.,1.0
2015-03-10,Saint Joseph's,0.857
2015-03-10,Marist,0.826
2015-03-10,Lafayette,0.818
2015-03-10,Brown,0.789
2015-03-10,Penn,0.789
2015-03-10,Providence,0.778
2015-03-10,Maryland,0.765
2015-03-10,UMass Lowell,0.75
2015-03-10,Richmond,0.737
2015-03-10,Dartmouth,0.733
2015-03-10,High Point,0.727
2015-03-10,Marquette,0.724
2015-03-10,North Carolina,0.722
2015-03-10,Cornell,0.722
2015-03-10,Quinnipiac,0.714
2015-03-10,Detroit Mercy,0.714
2015-03-10,Monmouth,0.714
2015-03-10,Army West Point,0.706
2015-03-10,Furman,0.7
2015-03-10,Towson,0.688
2015-03-10,Stony Brook,0.684
2015-03-10,Penn St.,0.684
2015-03-10,Johns Hopkins,0.684
2015-03-10,Air Force,0.667
2015-03-10,Fairfield,0.667
2015-03-10,Siena,0.652
2015-03-10,Delaware,0.647
2015-03-10,Colgate,0.643
2015-03-10,Lehigh,0.64
2015-03-10,Michigan,0.636
2015-03-10,Manhattan,0.633
2015-03-10,Villanova,0.625
2015-03-10,Georgetown,0.625
2015-03-10,Harvard,0.621
2015-03-10,Mount St. Mary's,0.619
2015-03-10,Jacksonville,0.615
2015-03-10,Hobart,0.615
2015-03-10,Vermont,0.6
2015-03-10,Massachusetts,0.591
2015-03-10,Bucknell,0.588
2015-03-10,Yale,0.583
2015-03-10,Syracuse,0.583
2015-03-10,Holy Cross,0.579
2015-03-10,VMI,0.579
2015-03-10,Bellarmine,0.579
2015-03-10,Navy,0.577
2015-03-10,Robert Morris,0.571
2015-03-10,Boston U.,0.565
2015-03-10,St. John's,0.565
2015-03-10,Virginia,0.565
2015-03-10,Drexel,0.556
2015-03-10,Hofstra,0.545
2015-03-10,Bryant,0.545
2015-03-10,Loyola Maryland,0.533
2015-03-10,UMBC,0.533
2015-03-10,Wagner,0.529
2015-03-10,Hartford,0.529
2015-03-10,Canisius,0.5
2015-03-10,Rutgers,0.471
2015-03-10,Duke,0.455
2015-03-10,Sacred Heart,0.455
2015-03-10,Princeton,0.444
2015-03-10,Binghamton,0.417
2015-03-10,NJIT,0.412
2015-03-10,Denver,0.409
2015-03-10,Mercer,0.375
2015-03-10,Notre Dame,0.333
2015-03-10,UAlbany,0.313
2015-03-09,Ohio St.,1.0
2015-03-09,Saint Joseph's,0.889
2015-03-09,Lafayette,0.813
2015-03-09,Brown,0.789
2015-03-09,Penn,0.789
2015-03-09,Marist,0.778
2015-03-09,Maryland,0.765
2015-03-09,Quinnipiac,0.75
2015-03-09,Richmond,0.737
2015-03-09,Dartmouth,0.733
2015-03-09,Georgetown,0.727
2015-03-09,High Point,0.727
2015-03-09,Marquette,0.724
2015-03-09,North Carolina,0.722
2015-03-09,Cornell,0.722
2015-03-09,Providence,0.714
2015-03-09,Detroit Mercy,0.714
2015-03-09,Monmouth,0.714
2015-03-09,Army West Point,0.706
2015-03-09,Furman,0.7
2015-03-09,Towson,0.688
2015-03-09,Stony Brook,0.684
2015-03-09,Johns Hopkins,0.684
2015-03-09,Air Force,0.667
2015-03-09,Lehigh,0.667
2015-03-09,Penn St.,0.667
2015-03-09,UMass Lowell,0.667
2015-03-09,Siena,0.652
2015-03-09,Virginia,0.65
2015-03-09,Delaware,0.647
2015-03-09,Colgate,0.643
2015-03-09,Michigan,0.636
2015-03-09,Manhattan,0.633
2015-03-09,Holy Cross,0.632
2015-03-09,Fairfield,0.625
2015-03-09,Harvard,0.621
2015-03-09,Mount St. Mary's,0.619
2015-03-09,Jacksonville,0.615
2015-03-09,Massachusetts,0.588
2015-03-09,Syracuse,0.583
2015-03-09,Hobart,0.583
2015-03-09,Yale,0.583
2015-03-09,Bucknell,0.583
2015-03-09,VMI,0.579
2015-03-09,Bellarmine,0.579
2015-03-09,Vermont,0.571
2015-03-09,Villanova,0.571
2015-03-09,Robert Morris,0.571
2015-03-09,Boston U.,0.565
2015-03-09,St. John's,0.565
2015-03-09,Drexel,0.556
2015-03-09,Wagner,0.556
2015-03-09,Bryant,0.556
2015-03-09,Hofstra,0.545
2015-03-09,UMBC,0.533
2015-03-09,Loyola Maryland,0.533
2015-03-09,Hartford,0.529
2015-03-09,Navy,0.524
2015-03-09,Canisius,0.5
2015-03-09,Rutgers,0.471
2015-03-09,Duke,0.455
2015-03-09,Sacred Heart,0.455
2015-03-09,Princeton,0.444
2015-03-09,Binghamton,0.417
2015-03-09,NJIT,0.412
2015-03-09,Denver,0.409
2015-03-09,Mercer,0.375
2015-03-09,Notre Dame,0.333
2015-03-09,UAlbany,0.313
2015-03-08,Ohio St.,1.0
2015-03-08,Saint Joseph's,0.889
2015-03-08,Lafayette,0.813
2015-03-08,Brown,0.789
2015-03-08,Penn,0.789
2015-03-08,Marist,0.778
2015-03-08,Maryland,0.765
2015-03-08,Quinnipiac,0.75
2015-03-08,Richmond,0.737
2015-03-08,Dartmouth,0.733
2015-03-08,Georgetown,0.727
2015-03-08,High Point,0.727
2015-03-08,Marquette,0.724
2015-03-08,North Carolina,0.722
2015-03-08,Cornell,0.722
2015-03-08,Providence,0.714
2015-03-08,Detroit Mercy,0.714
2015-03-08,Monmouth,0.714
2015-03-08,Army West Point,0.706
2015-03-08,Furman,0.7
2015-03-08,Towson,0.688
2015-03-08,Stony Brook,0.684
2015-03-08,Johns Hopkins,0.684
2015-03-08,Air Force,0.667
2015-03-08,Lehigh,0.667
2015-03-08,Penn St.,0.667
2015-03-08,UMass Lowell,0.667
2015-03-08,Siena,0.652
2015-03-08,Virginia,0.65
2015-03-08,Delaware,0.647
2015-03-08,Colgate,0.643
2015-03-08,Holy Cross,0.643
2015-03-08,Michigan,0.636
2015-03-08,Manhattan,0.633
2015-03-08,Fairfield,0.625
2015-03-08,Harvard,0.619
2015-03-08,Mount St. Mary's,0.619
2015-03-08,Jacksonville,0.615
2015-03-08,Massachusetts,0.588
2015-03-08,Syracuse,0.583
2015-03-08,Yale,0.583
2015-03-08,Bucknell,0.583
2015-03-08,Hobart,0.583
2015-03-08,VMI,0.579
2015-03-08,Bellarmine,0.579
2015-03-08,Vermont,0.571
2015-03-08,Villanova,0.571
2015-03-08,Robert Morris,0.571
2015-03-08,St. John's,0.565
2015-03-08,Boston U.,0.565
2015-03-08,Drexel,0.556
2015-03-08,Wagner,0.556
2015-03-08,Bryant,0.556
2015-03-08,Hofstra,0.545
2015-03-08,UMBC,0.533
2015-03-08,Loyola Maryland,0.533
2015-03-08,Hartford,0.529
2015-03-08,Navy,0.524
2015-03-08,Canisius,0.5
2015-03-08,Rutgers,0.471
2015-03-08,Duke,0.455
2015-03-08,Sacred Heart,0.455
2015-03-08,Princeton,0.444
2015-03-08,Binghamton,0.417
2015-03-08,NJIT,0.412
2015-03-08,Denver,0.409
2015-03-08,Mercer,0.375
2015-03-08,Notre Dame,0.333
2015-03-08,UAlbany,0.313
2015-03-07,Ohio St.,1.0
2015-03-07,Saint Joseph's,0.889
2015-03-07,Brown,0.875
2015-03-07,Marist,0.833
2015-03-07,Lafayette,0.813
2015-03-07,Penn,0.789
2015-03-07,Maryland,0.765
2015-03-07,Quinnipiac,0.75
2015-03-07,Richmond,0.737
2015-03-07,Dartmouth,0.733
2015-03-07,Georgetown,0.727
2015-03-07,High Point,0.727
2015-03-07,North Carolina,0.722
2015-03-07,Cornell,0.722
2015-03-07,Detroit Mercy,0.714
2015-03-07,Providence,0.714
2015-03-07,Monmouth,0.714
2015-03-07,Army West Point,0.706
2015-03-07,Furman,0.7
2015-03-07,Towson,0.688
2015-03-07,Delaware,0.688
2015-03-07,Johns Hopkins,0.684
2015-03-07,Marquette,0.682
2015-03-07,Lehigh,0.667
2015-03-07,Penn St.,0.667
2015-03-07,UMass Lowell,0.667
2015-03-07,Air Force,0.652
2015-03-07,Siena,0.652
2015-03-07,Virginia,0.65
2015-03-07,Stony Brook,0.647
2015-03-07,VMI,0.647
2015-03-07,Colgate,0.643
2015-03-07,Holy Cross,0.643
2015-03-07,Michigan,0.636
2015-03-07,Manhattan,0.633
2015-03-07,Fairfield,0.625
2015-03-07,Harvard,0.619
2015-03-07,Mount St. Mary's,0.619
2015-03-07,Jacksonville,0.615
2015-03-07,Massachusetts,0.588
2015-03-07,St. John's,0.583
2015-03-07,Hobart,0.583
2015-03-07,Syracuse,0.583
2015-03-07,Bucknell,0.583
2015-03-07,Yale,0.583
2015-03-07,Bellarmine,0.579
2015-03-07,Vermont,0.571
2015-03-07,Villanova,0.571
2015-03-07,Robert Morris,0.571
2015-03-07,Boston U.,0.565
2015-03-07,Drexel,0.556
2015-03-07,Wagner,0.556
2015-03-07,Bryant,0.556
2015-03-07,Hofstra,0.545
2015-03-07,Loyola Maryland,0.533
2015-03-07,UMBC,0.533
2015-03-07,Hartford,0.529
2015-03-07,Navy,0.524
2015-03-07,Rutgers,0.5
2015-03-07,Canisius,0.5
2015-03-07,Duke,0.455
2015-03-07,Sacred Heart,0.455
2015-03-07,Princeton,0.444
2015-03-07,NJIT,0.412
2015-03-07,Denver,0.409
2015-03-07,Mercer,0.357
2015-03-07,Notre Dame,0.333
2015-03-07,Binghamton,0.333
2015-03-07,UAlbany,0.313
2015-03-05,Ohio St.,1.0
2015-03-05,Brown,0.875
2015-03-05,Saint Joseph's,0.867
2015-03-05,Penn,0.857
2015-03-05,Marist,0.846
2015-03-05,Lafayette,0.813
2015-03-05,Dartmouth,0.8
2015-03-05,Georgetown,0.778
2015-03-05,Providence,0.75
2015-03-05,Maryland,0.733
2015-03-05,Jacksonville,0.727
2015-03-05,Quinnipiac,0.727
2015-03-05,Detroit Mercy,0.714
2015-03-05,High Point,0.714
2015-03-05,Cornell,0.714
2015-03-05,North Carolina,0.71
2015-03-05,Furman,0.706
2015-03-05,Siena,0.7
2015-03-05,Army West Point,0.688
2015-03-05,Towson,0.688
2015-03-05,Richmond,0.688
2015-03-05,Delaware,0.688
2015-03-05,Marquette,0.684
2015-03-05,Johns Hopkins,0.667
2015-03-05,Colgate,0.667
2015-03-05,Monmouth,0.667
2015-03-05,UMass Lowell,0.667
2015-03-05,Fairfield,0.667
2015-03-05,Stony Brook,0.647
2015-03-05,Villanova,0.647
2015-03-05,Air Force,0.647
2015-03-05,Manhattan,0.643
2015-03-05,VMI,0.643
2015-03-05,Michigan,0.636
2015-03-05,Holy Cross,0.636
2015-03-05,Penn St.,0.636
2015-03-05,Massachusetts,0.6
2015-03-05,Virginia,0.6
2015-03-05,Yale,0.6
2015-03-05,Lehigh,0.588
2015-03-05,St. John's,0.588
2015-03-05,Bellarmine,0.579
2015-03-05,Bryant,0.571
2015-03-05,Syracuse,0.571
2015-03-05,Bucknell,0.571
2015-03-05,Mount St. Mary's,0.563
2015-03-05,Hartford,0.563
2015-03-05,Vermont,0.542
2015-03-05,Drexel,0.538
2015-03-05,Wagner,0.533
2015-03-05,Harvard,0.529
2015-03-05,Hofstra,0.529
2015-03-05,Boston U.,0.526
2015-03-05,Denver,0.5
2015-03-05,Rutgers,0.5
2015-03-05,UMBC,0.5
2015-03-05,Loyola Maryland,0.5
2015-03-05,Hobart,0.5
2015-03-05,Canisius,0.5
2015-03-05,Robert Morris,0.5
2015-03-05,Navy,0.467
2015-03-05,Duke,0.429
2015-03-05,Princeton,0.417
2015-03-05,UAlbany,0.357
2015-03-05,Mercer,0.357
2015-03-05,NJIT,0.333
2015-03-05,Notre Dame,0.333
2015-03-05,Sacred Heart,0.333
2015-03-05,Binghamton,0.333
2015-03-04,Ohio St.,1.0
2015-03-04,Brown,0.875
2015-03-04,Saint Joseph's,0.867
2015-03-04,Penn,0.857
2015-03-04,Marist,0.846
2015-03-04,Lafayette,0.813
2015-03-04,Dartmouth,0.8
2015-03-04,Georgetown,0.778
2015-03-04,Providence,0.75
2015-03-04,Maryland,0.733
2015-03-04,Jacksonville,0.727
2015-03-04,Quinnipiac,0.727
2015-03-04,Detroit Mercy,0.714
2015-03-04,High Point,0.714
2015-03-04,Cornell,0.714
2015-03-04,North Carolina,0.71
2015-03-04,Furman,0.706
2015-03-04,Siena,0.7
2015-03-04,Army West Point,0.688
2015-03-04,Towson,0.688
2015-03-04,Richmond,0.688
2015-03-04,Delaware,0.688
2015-03-04,Marquette,0.684
2015-03-04,Johns Hopkins,0.667
2015-03-04,Colgate,0.667
2015-03-04,Monmouth,0.667
2015-03-04,UMass Lowell,0.667
2015-03-04,Fairfield,0.667
2015-03-04,Stony Brook,0.647
2015-03-04,Villanova,0.647
2015-03-04,Air Force,0.647
2015-03-04,Manhattan,0.643
2015-03-04,VMI,0.643
2015-03-04,Michigan,0.636
2015-03-04,Holy Cross,0.636
2015-03-04,Penn St.,0.636
2015-03-04,Massachusetts,0.6
2015-03-04,Virginia,0.6
2015-03-04,Yale,0.6
2015-03-04,Lehigh,0.588
2015-03-04,St. John's,0.588
2015-03-04,Bellarmine,0.579
2015-03-04,Bryant,0.571
2015-03-04,Syracuse,0.571
2015-03-04,Bucknell,0.571
2015-03-04,Mount St. Mary's,0.563
2015-03-04,Hartford,0.563
2015-03-04,Vermont,0.542
2015-03-04,Drexel,0.538
2015-03-04,Wagner,0.533
2015-03-04,Harvard,0.529
2015-03-04,Hofstra,0.529
2015-03-04,Boston U.,0.526
2015-03-04,Denver,0.5
2015-03-04,Rutgers,0.5
2015-03-04,UMBC,0.5
2015-03-04,Loyola Maryland,0.5
2015-03-04,Hobart,0.5
2015-03-04,Canisius,0.5
2015-03-04,Robert Morris,0.5
2015-03-04,Navy,0.467
2015-03-04,Duke,0.429
2015-03-04,Princeton,0.417
2015-03-04,UAlbany,0.357
2015-03-04,Mercer,0.357
2015-03-04,NJIT,0.333
2015-03-04,Notre Dame,0.333
2015-03-04,Sacred Heart,0.333
2015-03-04,Binghamton,0.333
2015-03-03,Ohio St.,1.0
2015-03-03,Marist,0.889
2015-03-03,Saint Joseph's,0.867
2015-03-03,Penn,0.857
2015-03-03,Brown,0.818
2015-03-03,Lafayette,0.813
2015-03-03,Stony Brook,0.8
2015-03-03,Providence,0.75
2015-03-03,Georgetown,0.733
2015-03-03,Maryland,0.733
2015-03-03,Jacksonville,0.727
2015-03-03,Quinnipiac,0.727
2015-03-03,High Point,0.714
2015-03-03,Cornell,0.714
2015-03-03,North Carolina,0.71
2015-03-03,Furman,0.706
2015-03-03,Siena,0.7
2015-03-03,Richmond,0.688
2015-03-03,Army West Point,0.688
2015-03-03,Towson,0.688
2015-03-03,Delaware,0.688
2015-03-03,Marquette,0.684
2015-03-03,Detroit Mercy,0.684
2015-03-03,Johns Hopkins,0.667
2015-03-03,Monmouth,0.667
2015-03-03,Colgate,0.667
2015-03-03,UMass Lowell,0.667
2015-03-03,Fairfield,0.667
2015-03-03,Villanova,0.647
2015-03-03,Air Force,0.647
2015-03-03,Manhattan,0.643
2015-03-03,VMI,0.643
2015-03-03,Michigan,0.636
2015-03-03,Holy Cross,0.636
2015-03-03,Hartford,0.636
2015-03-03,Penn St.,0.636
2015-03-03,Virginia,0.6
2015-03-03,Massachusetts,0.6
2015-03-03,Yale,0.6
2015-03-03,St. John's,0.588
2015-03-03,Lehigh,0.588
2015-03-03,Bellarmine,0.579
2015-03-03,Bucknell,0.571
2015-03-03,Syracuse,0.571
2015-03-03,Bryant,0.571
2015-03-03,Vermont,0.542
2015-03-03,Drexel,0.538
2015-03-03,Mount St. Mary's,0.538
2015-03-03,Wagner,0.533
2015-03-03,Hofstra,0.529
2015-03-03,Harvard,0.529
2015-03-03,Boston U.,0.526
2015-03-03,Denver,0.5
2015-03-03,Rutgers,0.5
2015-03-03,UMBC,0.5
2015-03-03,Loyola Maryland,0.5
2015-03-03,Canisius,0.5
2015-03-03,Hobart,0.5
2015-03-03,Robert Morris,0.5
2015-03-03,Dartmouth,0.5
2015-03-03,Navy,0.467
2015-03-03,Duke,0.429
2015-03-03,Princeton,0.417
2015-03-03,UAlbany,0.357
2015-03-03,NJIT,0.333
2015-03-03,Notre Dame,0.333
2015-03-03,Binghamton,0.333
2015-03-03,Mercer,0.273
2015-03-01,Ohio St.,1.0
2015-03-01,Brown,0.9
2015-03-01,Marist,0.889
2015-03-01,Monmouth,0.875
2015-03-01,Quinnipiac,0.875
2015-03-01,Yale,0.857
2015-03-01,Saint Joseph's,0.846
2015-03-01,Penn,0.818
2015-03-01,Stony Brook,0.8
2015-03-01,Providence,0.75
2015-03-01,Army West Point,0.75
2015-03-01,Maryland,0.733
2015-03-01,Georgetown,0.733
2015-03-01,Lafayette,0.727
2015-03-01,Penn St.,0.727
2015-03-01,High Point,0.714
2015-03-01,Michigan,0.714
2015-03-01,Cornell,0.714
2015-03-01,North Carolina,0.71
2015-03-01,Furman,0.706
2015-03-01,Siena,0.7
2015-03-01,Richmond,0.688
2015-03-01,Delaware,0.688
2015-03-01,Marquette,0.684
2015-03-01,Detroit Mercy,0.684
2015-03-01,Johns Hopkins,0.667
2015-03-01,Colgate,0.667
2015-03-01,UMass Lowell,0.667
2015-03-01,Jacksonville,0.667
2015-03-01,Fairfield,0.667
2015-03-01,Villanova,0.647
2015-03-01,Air Force,0.647
2015-03-01,Manhattan,0.643
2015-03-01,Towson,0.643
2015-03-01,VMI,0.643
2015-03-01,Hartford,0.636
2015-03-01,Virginia,0.6
2015-03-01,Massachusetts,0.6
2015-03-01,Lehigh,0.588
2015-03-01,St. John's,0.588
2015-03-01,Bellarmine,0.579
2015-03-01,Bucknell,0.571
2015-03-01,Syracuse,0.571
2015-03-01,Bryant,0.571
2015-03-01,Hofstra,0.556
2015-03-01,Holy Cross,0.556
2015-03-01,Vermont,0.55
2015-03-01,Harvard,0.538
2015-03-01,Mount St. Mary's,0.538
2015-03-01,Boston U.,0.526
2015-03-01,Denver,0.5
2015-03-01,UMBC,0.5
2015-03-01,Loyola Maryland,0.5
2015-03-01,Navy,0.5
2015-03-01,Hobart,0.5
2015-03-01,Canisius,0.5
2015-03-01,Robert Morris,0.5
2015-03-01,Dartmouth,0.5
2015-03-01,Drexel,0.474
2015-03-01,Rutgers,0.467
2015-03-01,Duke,0.429
2015-03-01,Princeton,0.417
2015-03-01,NJIT,0.417
2015-03-01,Wagner,0.375
2015-03-01,UAlbany,0.357
2015-03-01,Notre Dame,0.333
2015-03-01,Binghamton,0.333
2015-03-01,Mercer,0.273
2015-02-28,Ohio St.,1.0
2015-02-28,Brown,0.9
2015-02-28,Monmouth,0.889
2015-02-28,Marist,0.889
2015-02-28,Virginia,0.875
2015-02-28,Quinnipiac,0.875
2015-02-28,Yale,0.857
2015-02-28,Saint Joseph's,0.846
2015-02-28,Penn,0.818
2015-02-28,Stony Brook,0.8
2015-02-28,Providence,0.769
2015-02-28,Bellarmine,0.75
2015-02-28,Army West Point,0.75
2015-02-28,Maryland,0.733
2015-02-28,Georgetown,0.733
2015-02-28,Penn St.,0.727
2015-02-28,Lafayette,0.727
2015-02-28,High Point,0.714
2015-02-28,Michigan,0.714
2015-02-28,Marquette,0.714
2015-02-28,Cornell,0.714
2015-02-28,North Carolina,0.71
2015-02-28,Furman,0.706
2015-02-28,Siena,0.7
2015-02-28,Richmond,0.688
2015-02-28,Delaware,0.688
2015-02-28,Johns Hopkins,0.667
2015-02-28,Colgate,0.667
2015-02-28,UMass Lowell,0.667
2015-02-28,Jacksonville,0.667
2015-02-28,Fairfield,0.667
2015-02-28,Air Force,0.647
2015-02-28,Villanova,0.647
2015-02-28,Manhattan,0.643
2015-02-28,VMI,0.643
2015-02-28,Towson,0.643
2015-02-28,Hartford,0.636
2015-02-28,Massachusetts,0.6
2015-02-28,St. John's,0.588
2015-02-28,Lehigh,0.588
2015-02-28,Bryant,0.571
2015-02-28,Bucknell,0.571
2015-02-28,Hofstra,0.556
2015-02-28,Holy Cross,0.556
2015-02-28,Vermont,0.55
2015-02-28,Harvard,0.538
2015-02-28,Detroit Mercy,0.538
2015-02-28,Mount St. Mary's,0.538
2015-02-28,Boston U.,0.526
2015-02-28,Denver,0.5
2015-02-28,UMBC,0.5
2015-02-28,Loyola Maryland,0.5
2015-02-28,Navy,0.5
2015-02-28,Canisius,0.5
2015-02-28,Hobart,0.5
2015-02-28,Robert Morris,0.5
2015-02-28,Syracuse,0.5
2015-02-28,Dartmouth,0.5
2015-02-28,Drexel,0.474
2015-02-28,Rutgers,0.467
2015-02-28,Princeton,0.417
2015-02-28,NJIT,0.417
2015-02-28,Wagner,0.375
2015-02-28,UAlbany,0.357
2015-02-28,Duke,0.353
2015-02-28,Notre Dame,0.333
2015-02-28,Binghamton,0.333
2015-02-28,Mercer,0.273
2015-02-27,Brown,1.0
2015-02-27,Ohio St.,1.0
2015-02-27,Monmouth,1.0
2015-02-27,Dartmouth,1.0
2015-02-27,Johns Hopkins,0.9
2015-02-27,Marist,0.889
2015-02-27,Virginia,0.875
2015-02-27,Saint Joseph's,0.846
2015-02-27,Yale,0.8
2015-02-27,Penn St.,0.778
2015-02-27,Georgetown,0.778
2015-02-27,Providence,0.769
2015-02-27,Stony Brook,0.769
2015-02-27,Richmond,0.769
2015-02-27,High Point,0.75
2015-02-27,Bellarmine,0.75
2015-02-27,Michigan,0.75
2015-02-27,Penn,0.75
2015-02-27,Fairfield,0.75
2015-02-27,Bryant,0.75
2015-02-27,Army West Point,0.727
2015-02-27,Cornell,0.727
2015-02-27,Marquette,0.714
2015-02-27,Lafayette,0.714
2015-02-27,North Carolina,0.71
2015-02-27,Maryland,0.692
2015-02-27,Manhattan,0.667
2015-02-27,Massachusetts,0.667
2015-02-27,Jacksonville,0.667
2015-02-27,Holy Cross,0.667
2015-02-27,UMass Lowell,0.667
2015-02-27,VMI,0.643
2015-02-27,Towson,0.643
2015-02-27,Siena,0.643
2015-02-27,Delaware,0.643
2015-02-27,Villanova,0.625
2015-02-27,Colgate,0.6
2015-02-27,Canisius,0.6
2015-02-27,Hofstra,0.583
2015-02-27,Bucknell,0.571
2015-02-27,Navy,0.556
2015-02-27,Furman,0.545
2015-02-27,Air Force,0.538
2015-02-27,Mount St. Mary's,0.538
2015-02-27,Detroit Mercy,0.538
2015-02-27,St. John's,0.538
2015-02-27,Vermont,0.533
2015-02-27,Boston U.,0.529
2015-02-27,Denver,0.5
2015-02-27,Princeton,0.5
2015-02-27,Rutgers,0.5
2015-02-27,Loyola Maryland,0.5
2015-02-27,Syracuse,0.5
2015-02-27,Robert Morris,0.5
2015-02-27,Harvard,0.5
2015-02-27,Quinnipiac,0.5
2015-02-27,UMBC,0.455
2015-02-27,UAlbany,0.444
2015-02-27,Drexel,0.438
2015-02-27,Lehigh,0.417
2015-02-27,Notre Dame,0.4
2015-02-27,Hobart,0.333
2015-02-27,Duke,0.308
2015-02-27,Mercer,0.273
2015-02-27,Binghamton,0.25
2015-02-27,NJIT,0.25
2015-02-27,Wagner,0.2
2015-02-25,Brown,1.0
2015-02-25,Ohio St.,1.0
2015-02-25,Monmouth,1.0
2015-02-25,Dartmouth,1.0
2015-02-25,Johns Hopkins,0.9
2015-02-25,Marist,0.889
2015-02-25,Virginia,0.875
2015-02-25,Saint Joseph's,0.846
2015-02-25,Yale,0.8
2015-02-25,Penn St.,0.778
2015-02-25,Georgetown,0.778
2015-02-25,Providence,0.769
2015-02-25,Stony Brook,0.769
2015-02-25,Richmond,0.769
2015-02-25,High Point,0.75
2015-02-25,Michigan,0.75
2015-02-25,Penn,0.75
2015-02-25,Bellarmine,0.75
2015-02-25,Fairfield,0.75
2015-02-25,Bryant,0.75
2015-02-25,Army West Point,0.727
2015-02-25,Cornell,0.727
2015-02-25,Marquette,0.714
2015-02-25,Lafayette,0.714
2015-02-25,North Carolina,0.704
2015-02-25,Maryland,0.692
2015-02-25,Manhattan,0.667
2015-02-25,Massachusetts,0.667
2015-02-25,Jacksonville,0.667
2015-02-25,Holy Cross,0.667
2015-02-25,UMass Lowell,0.667
2015-02-25,VMI,0.643
2015-02-25,Siena,0.643
2015-02-25,Delaware,0.643
2015-02-25,Villanova,0.625
2015-02-25,Towson,0.615
2015-02-25,Colgate,0.6
2015-02-25,Canisius,0.6
2015-02-25,Hofstra,0.583
2015-02-25,Bucknell,0.571
2015-02-25,Navy,0.556
2015-02-25,Furman,0.545
2015-02-25,Mount St. Mary's,0.545
2015-02-25,Denver,0.545
2015-02-25,Air Force,0.538
2015-02-25,St. John's,0.538
2015-02-25,Vermont,0.533
2015-02-25,Boston U.,0.529
2015-02-25,Princeton,0.5
2015-02-25,Rutgers,0.5
2015-02-25,Loyola Maryland,0.5
2015-02-25,Robert Morris,0.5
2015-02-25,Syracuse,0.5
2015-02-25,Harvard,0.5
2015-02-25,Quinnipiac,0.5
2015-02-25,UMBC,0.455
2015-02-25,Detroit Mercy,0.444
2015-02-25,UAlbany,0.444
2015-02-25,Drexel,0.438
2015-02-25,Lehigh,0.417
2015-02-25,Notre Dame,0.4
2015-02-25,Hobart,0.333
2015-02-25,Duke,0.308
2015-02-25,Mercer,0.273
2015-02-25,Binghamton,0.25
2015-02-25,NJIT,0.25
2015-02-25,Wagner,0.2
2015-02-24,Brown,1.0
2015-02-24,Ohio St.,1.0
2015-02-24,Monmouth,1.0
2015-02-24,Dartmouth,1.0
2015-02-24,Johns Hopkins,0.9
2015-02-24,Marist,0.889
2015-02-24,Virginia,0.875
2015-02-24,Saint Joseph's,0.818
2015-02-24,Providence,0.8
2015-02-24,Yale,0.8
2015-02-24,Georgetown,0.778
2015-02-24,Penn St.,0.778
2015-02-24,Stony Brook,0.769
2015-02-24,Richmond,0.769
2015-02-24,High Point,0.75
2015-02-24,Michigan,0.75
2015-02-24,Penn,0.75
2015-02-24,Bellarmine,0.75
2015-02-24,Fairfield,0.75
2015-02-24,Bryant,0.75
2015-02-24,Army West Point,0.727
2015-02-24,Cornell,0.727
2015-02-24,Marquette,0.714
2015-02-24,Lafayette,0.714
2015-02-24,North Carolina,0.704
2015-02-24,Maryland,0.692
2015-02-24,Manhattan,0.667
2015-02-24,Massachusetts,0.667
2015-02-24,Jacksonville,0.667
2015-02-24,Holy Cross,0.667
2015-02-24,UMass Lowell,0.667
2015-02-24,Siena,0.643
2015-02-24,Delaware,0.643
2015-02-24,VMI,0.636
2015-02-24,Villanova,0.625
2015-02-24,Towson,0.615
2015-02-24,Colgate,0.6
2015-02-24,Canisius,0.6
2015-02-24,Hofstra,0.583
2015-02-24,Bucknell,0.571
2015-02-24,Navy,0.556
2015-02-24,Furman,0.545
2015-02-24,Denver,0.545
2015-02-24,Mount St. Mary's,0.545
2015-02-24,Air Force,0.538
2015-02-24,St. John's,0.538
2015-02-24,Vermont,0.533
2015-02-24,Princeton,0.5
2015-02-24,Rutgers,0.5
2015-02-24,Loyola Maryland,0.5
2015-02-24,Robert Morris,0.5
2015-02-24,Syracuse,0.5
2015-02-24,Harvard,0.5
2015-02-24,Quinnipiac,0.5
2015-02-24,UMBC,0.455
2015-02-24,UAlbany,0.444
2015-02-24,Detroit Mercy,0.444
2015-02-24,Drexel,0.438
2015-02-24,Boston U.,0.429
2015-02-24,Lehigh,0.417
2015-02-24,Notre Dame,0.4
2015-02-24,Hobart,0.333
2015-02-24,Duke,0.308
2015-02-24,Mercer,0.273
2015-02-24,Binghamton,0.25
2015-02-24,NJIT,0.25
2015-02-24,Wagner,0.2
2015-02-23,Brown,1.0
2015-02-23,Dartmouth,1.0
2015-02-23,Ohio St.,1.0
2015-02-23,Monmouth,1.0
2015-02-23,Johns Hopkins,0.9
2015-02-23,Marist,0.889
2015-02-23,Virginia,0.875
2015-02-23,Maryland,0.857
2015-02-23,Penn,0.833
2015-02-23,Saint Joseph's,0.818
2015-02-23,Providence,0.8
2015-02-23,Yale,0.8
2015-02-23,Georgetown,0.778
