Date,Team,Shot Percent
2016-02-01,Denver,0.37
2016-02-01,Duke,0.366
2016-02-01,North Carolina,0.366
2016-02-01,Jacksonville,0.361
2016-02-01,Michigan,0.358
2016-02-01,Hobart,0.353
2016-02-01,Lehigh,0.344
2016-02-01,St. John's,0.344
2016-02-01,Bucknell,0.343
2016-02-01,Wagner,0.341
2016-02-01,Providence,0.34
2016-02-01,Bellarmine,0.333
2016-02-01,Loyola Maryland,0.333
2016-02-01,Lafayette,0.32
2016-02-01,Massachusetts,0.313
2016-02-01,Furman,0.31
2016-02-01,Monmouth,0.306
2016-02-01,Sacred Heart,0.3
2016-02-01,Bryant,0.299
2016-02-01,Navy,0.296
2016-02-01,Siena,0.294
2016-02-01,Johns Hopkins,0.293
2016-02-01,Towson,0.289
2016-02-01,Vermont,0.286
2016-02-01,NJIT,0.286
2016-02-01,Ohio St.,0.264
2016-02-01,Air Force,0.259
2016-02-01,Manhattan,0.256
2016-02-01,Robert Morris,0.246
2016-02-01,Delaware,0.239
2016-02-01,Boston U.,0.233
2016-02-01,Army West Point,0.209
2016-02-01,Detroit Mercy,0.2
2016-02-01,Holy Cross,0.2
2016-02-01,Colgate,0.19
2016-02-01,High Point,0.162
2016-02-01,Mercer,0.118
2016-02-01,Virginia,0.1
2016-02-01,UMass Lowell,0.192
2016-02-01,Bucknell,0.382
2016-02-01,Bryant,0.291
2016-02-01,Boston U.,0.233
2016-02-01,North Carolina,0.465
2016-02-01,Jacksonville,0.447
2016-02-01,Penn St.,0.435
2016-02-01,Lehigh,0.429
2016-02-01,Michigan,0.4
2016-02-01,Bucknell,0.382
2016-02-01,Furman,0.368
2016-02-01,Air Force,0.333
2016-02-01,Navy,0.296
2016-02-01,Johns Hopkins,0.293
2016-02-01,Bryant,0.291
2016-02-01,NJIT,0.286
2016-02-01,Vermont,0.286
2016-02-01,Providence,0.263
2016-02-01,Robert Morris,0.226
2016-02-01,Ohio St.,0.211
2016-02-01,Boston U.,0.196
2016-02-01,Delaware,0.167
2016-02-01,Manhattan,0.143
2016-02-01,North Carolina,0.465
2016-02-01,Jacksonville,0.447
2016-02-01,Penn St.,0.435
2016-02-01,Lehigh,0.429
2016-02-01,Navy,0.417
2016-02-01,Michigan,0.4
2016-02-01,Bucknell,0.382
2016-02-01,Furman,0.368
2016-02-01,Air Force,0.333
2016-02-01,Bryant,0.291
2016-02-01,Vermont,0.286
2016-02-01,NJIT,0.286
2016-02-01,Providence,0.263
2016-02-01,Robert Morris,0.226
2016-02-01,Ohio St.,0.211
2016-02-01,Boston U.,0.196
2016-02-01,Delaware,0.167
2016-02-01,Manhattan,0.143
2017-05-29,Princeton,0.357
2017-05-29,Penn St.,0.353
2017-05-29,Hofstra,0.353
2017-05-29,Denver,0.348
2017-05-29,Duke,0.347
2017-05-29,Maryland,0.347
2017-05-29,UAlbany,0.344
2017-05-29,Ohio St.,0.335
2017-05-29,Vermont,0.331
2017-05-29,Jacksonville,0.324
2017-05-29,Drexel,0.322
2017-05-29,Syracuse,0.322
2017-05-29,Notre Dame,0.319
2017-05-29,Brown,0.318
2017-05-29,Boston U.,0.316
2017-05-29,Stony Brook,0.316
2017-05-29,Binghamton,0.315
2017-05-29,Harvard,0.315
2017-05-29,Yale,0.314
2017-05-29,Hartford,0.312
2017-05-29,Virginia,0.311
2017-05-29,Johns Hopkins,0.31
2017-05-29,Penn,0.308
2017-05-29,Navy,0.306
2017-05-29,Cornell,0.306
2017-05-29,Furman,0.305
2017-05-29,Canisius,0.304
2017-05-29,Richmond,0.302
2017-05-29,Loyola Maryland,0.301
2017-05-29,Villanova,0.291
2017-05-29,Rutgers,0.29
2017-05-29,Michigan,0.29
2017-05-29,North Carolina,0.289
2017-05-29,Air Force,0.288
2017-05-29,Sacred Heart,0.287
2017-05-29,Lehigh,0.287
2017-05-29,Bryant,0.286
2017-05-29,Cleveland St.,0.284
2017-05-29,Marist,0.283
2017-05-29,Robert Morris,0.282
2017-05-29,Hobart,0.279
2017-05-29,Delaware,0.277
2017-05-29,High Point,0.275
2017-05-29,Marquette,0.274
2017-05-29,Siena,0.274
2017-05-29,Army West Point,0.272
2017-05-29,Georgetown,0.269
2017-05-29,Saint Joseph's,0.267
2017-05-29,Bellarmine,0.264
2017-05-29,Monmouth,0.263
2017-05-29,NJIT,0.262
2017-05-29,Holy Cross,0.26
2017-05-29,Mount St. Mary's,0.258
2017-05-29,UMBC,0.258
2017-05-29,Bucknell,0.257
2017-05-29,Massachusetts,0.255
2017-05-29,Manhattan,0.255
2017-05-29,Towson,0.254
2017-05-29,Detroit Mercy,0.253
2017-05-29,Mercer,0.253
2017-05-29,Colgate,0.252
2017-05-29,Providence,0.252
2017-05-29,Quinnipiac,0.249
2017-05-29,Wagner,0.235
2017-05-29,Fairfield,0.232
2017-05-29,Hampton,0.229
2017-05-29,St. John's,0.229
2017-05-29,Lafayette,0.225
2017-05-29,Dartmouth,0.221
2017-05-29,UMass Lowell,0.254
2017-05-10,Air Force,0.435
2017-05-10,Denver,0.383
2017-05-10,Notre Dame,0.373
2017-05-10,Duke,0.366
2017-05-10,Ohio St.,0.354
2017-05-10,Penn St.,0.348
2017-05-10,Maryland,0.345
2017-05-10,UAlbany,0.32
2017-05-10,Bryant,0.308
2017-05-10,Syracuse,0.3
2017-05-10,North Carolina,0.279
2017-05-10,Monmouth,0.269
2017-05-10,Towson,0.26
2017-05-10,Marquette,0.257
2017-05-10,Johns Hopkins,0.24
2017-05-10,Yale,0.238
2017-05-10,Loyola Maryland,0.091
2017-05-27,Princeton,0.357
2017-05-27,Maryland,0.355
2017-05-27,Penn St.,0.353
2017-05-27,Hofstra,0.353
2017-05-27,Denver,0.348
2017-05-27,Duke,0.347
2017-05-27,UAlbany,0.344
2017-05-27,Ohio St.,0.339
2017-05-27,Vermont,0.331
2017-05-27,Jacksonville,0.324
2017-05-27,Drexel,0.322
2017-05-27,Syracuse,0.322
2017-05-27,Notre Dame,0.319
2017-05-27,Brown,0.318
2017-05-27,Boston U.,0.316
2017-05-27,Stony Brook,0.316
2017-05-27,Binghamton,0.315
2017-05-27,Harvard,0.315
2017-05-27,Yale,0.314
2017-05-27,Hartford,0.312
2017-05-27,Virginia,0.311
2017-05-27,Johns Hopkins,0.31
2017-05-27,Penn,0.308
2017-05-27,Navy,0.306
2017-05-27,Cornell,0.306
2017-05-27,Furman,0.305
2017-05-27,Canisius,0.304
2017-05-27,Richmond,0.302
2017-05-27,Loyola Maryland,0.301
2017-05-27,Villanova,0.291
2017-05-27,Rutgers,0.29
2017-05-27,Michigan,0.29
2017-05-27,North Carolina,0.289
2017-05-27,Air Force,0.288
2017-05-27,Sacred Heart,0.287
2017-05-27,Lehigh,0.287
2017-05-27,Bryant,0.286
2017-05-27,Cleveland St.,0.284
2017-05-27,Marist,0.283
2017-05-27,Robert Morris,0.282
2017-05-27,Hobart,0.279
2017-05-27,Delaware,0.277
2017-05-27,High Point,0.275
2017-05-27,Marquette,0.274
2017-05-27,Siena,0.274
2017-05-27,Army West Point,0.272
2017-05-27,Georgetown,0.269
2017-05-27,Saint Joseph's,0.267
2017-05-27,Bellarmine,0.264
2017-05-27,Monmouth,0.263
2017-05-27,NJIT,0.262
2017-05-27,Holy Cross,0.26
2017-05-27,Mount St. Mary's,0.258
2017-05-27,UMBC,0.258
2017-05-27,Bucknell,0.257
2017-05-27,Massachusetts,0.255
2017-05-27,Manhattan,0.255
2017-05-27,Towson,0.254
2017-05-27,Detroit Mercy,0.253
2017-05-27,Mercer,0.253
2017-05-27,Colgate,0.252
2017-05-27,Providence,0.252
2017-05-27,Quinnipiac,0.249
2017-05-27,Wagner,0.235
2017-05-27,Fairfield,0.232
2017-05-27,Hampton,0.229
2017-05-27,St. John's,0.229
2017-05-27,Lafayette,0.225
2017-05-27,Dartmouth,0.221
2017-05-27,UMass Lowell,0.254
2017-05-21,Maryland,0.359
2017-05-21,Princeton,0.357
2017-05-21,Penn St.,0.353
2017-05-21,Hofstra,0.353
2017-05-21,Denver,0.347
2017-05-21,Duke,0.347
2017-05-21,UAlbany,0.344
2017-05-21,Ohio St.,0.34
2017-05-21,Vermont,0.331
2017-05-21,Jacksonville,0.324
2017-05-21,Drexel,0.322
2017-05-21,Syracuse,0.322
2017-05-21,Notre Dame,0.319
2017-05-21,Brown,0.318
2017-05-21,Boston U.,0.316
2017-05-21,Stony Brook,0.316
2017-05-21,Binghamton,0.315
2017-05-21,Harvard,0.315
2017-05-21,Yale,0.314
2017-05-21,Hartford,0.312
2017-05-21,Virginia,0.311
2017-05-21,Johns Hopkins,0.31
2017-05-21,Penn,0.308
2017-05-21,Navy,0.306
2017-05-21,Cornell,0.306
2017-05-21,Furman,0.305
2017-05-21,Canisius,0.304
2017-05-21,Richmond,0.302
2017-05-21,Loyola Maryland,0.301
2017-05-21,Villanova,0.291
2017-05-21,Rutgers,0.29
2017-05-21,Michigan,0.29
2017-05-21,North Carolina,0.289
2017-05-21,Air Force,0.288
2017-05-21,Sacred Heart,0.287
2017-05-21,Lehigh,0.287
2017-05-21,Bryant,0.286
2017-05-21,Cleveland St.,0.284
2017-05-21,Marist,0.283
2017-05-21,Robert Morris,0.282
2017-05-21,Hobart,0.279
2017-05-21,Delaware,0.277
2017-05-21,High Point,0.275
2017-05-21,Marquette,0.274
2017-05-21,Siena,0.274
2017-05-21,Army West Point,0.272
2017-05-21,Georgetown,0.269
2017-05-21,Saint Joseph's,0.267
2017-05-21,Bellarmine,0.264
2017-05-21,Monmouth,0.263
2017-05-21,NJIT,0.262
2017-05-21,Holy Cross,0.26
2017-05-21,Mount St. Mary's,0.258
2017-05-21,UMBC,0.258
2017-05-21,Bucknell,0.257
2017-05-21,Massachusetts,0.255
2017-05-21,Manhattan,0.255
2017-05-21,Towson,0.254
2017-05-21,Detroit Mercy,0.253
2017-05-21,Mercer,0.253
2017-05-21,Colgate,0.252
2017-05-21,Providence,0.252
2017-05-21,Quinnipiac,0.249
2017-05-21,Wagner,0.235
2017-05-21,Fairfield,0.232
2017-05-21,Hampton,0.229
2017-05-21,St. John's,0.229
2017-05-21,Lafayette,0.225
2017-05-21,Dartmouth,0.221
2017-05-21,UMass Lowell,0.254
2017-05-20,Princeton,0.357
2017-05-20,Maryland,0.353
2017-05-20,Penn St.,0.353
2017-05-20,Hofstra,0.353
2017-05-20,Denver,0.347
2017-05-20,Duke,0.347
2017-05-20,UAlbany,0.345
2017-05-20,Ohio St.,0.34
2017-05-20,Vermont,0.331
2017-05-20,Syracuse,0.327
2017-05-20,Jacksonville,0.324
2017-05-20,Drexel,0.322
2017-05-20,Notre Dame,0.319
2017-05-20,Brown,0.318
2017-05-20,Boston U.,0.316
2017-05-20,Stony Brook,0.316
2017-05-20,Binghamton,0.315
2017-05-20,Harvard,0.315
2017-05-20,Yale,0.314
2017-05-20,Hartford,0.312
2017-05-20,Virginia,0.311
2017-05-20,Johns Hopkins,0.31
2017-05-20,Penn,0.308
2017-05-20,Navy,0.306
2017-05-20,Cornell,0.306
2017-05-20,Furman,0.305
2017-05-20,Canisius,0.304
2017-05-20,Richmond,0.302
2017-05-20,Loyola Maryland,0.301
2017-05-20,Villanova,0.291
2017-05-20,Rutgers,0.29
2017-05-20,Michigan,0.29
2017-05-20,North Carolina,0.289
2017-05-20,Air Force,0.288
2017-05-20,Sacred Heart,0.287
2017-05-20,Lehigh,0.287
2017-05-20,Bryant,0.286
2017-05-20,Cleveland St.,0.284
2017-05-20,Marist,0.283
2017-05-20,Robert Morris,0.282
2017-05-20,Hobart,0.279
2017-05-20,Delaware,0.277
2017-05-20,High Point,0.275
2017-05-20,Marquette,0.274
2017-05-20,Siena,0.274
2017-05-20,Army West Point,0.272
2017-05-20,Georgetown,0.269
2017-05-20,Saint Joseph's,0.267
2017-05-20,Bellarmine,0.264
2017-05-20,Monmouth,0.263
2017-05-20,NJIT,0.262
2017-05-20,Holy Cross,0.26
2017-05-20,Mount St. Mary's,0.258
2017-05-20,UMBC,0.258
2017-05-20,Bucknell,0.257
2017-05-20,Massachusetts,0.255
2017-05-20,Manhattan,0.255
2017-05-20,Towson,0.254
2017-05-20,Detroit Mercy,0.253
2017-05-20,Mercer,0.253
2017-05-20,Colgate,0.252
2017-05-20,Providence,0.252
2017-05-20,Quinnipiac,0.249
2017-05-20,Wagner,0.235
2017-05-20,Fairfield,0.232
2017-05-20,Hampton,0.229
2017-05-20,St. John's,0.229
2017-05-20,Lafayette,0.225
2017-05-20,Dartmouth,0.221
2017-05-20,UMass Lowell,0.254
2017-05-14,Princeton,0.357
2017-05-14,Duke,0.354
2017-05-14,Maryland,0.353
2017-05-14,Penn St.,0.353
2017-05-14,Hofstra,0.353
2017-05-14,UAlbany,0.345
2017-05-14,Denver,0.343
2017-05-14,Ohio St.,0.331
2017-05-14,Vermont,0.331
2017-05-14,Syracuse,0.327
2017-05-14,Jacksonville,0.324
2017-05-14,Drexel,0.322
2017-05-14,Notre Dame,0.322
2017-05-14,Brown,0.318
2017-05-14,Boston U.,0.316
2017-05-14,Stony Brook,0.316
2017-05-14,Binghamton,0.315
2017-05-14,Harvard,0.315
2017-05-14,Yale,0.314
2017-05-14,Hartford,0.312
2017-05-14,Virginia,0.311
2017-05-14,Johns Hopkins,0.31
2017-05-14,Penn,0.308
2017-05-14,Navy,0.306
2017-05-14,Cornell,0.306
2017-05-14,Furman,0.305
2017-05-14,Canisius,0.304
2017-05-14,Richmond,0.302
2017-05-14,Loyola Maryland,0.301
2017-05-14,Villanova,0.291
2017-05-14,Rutgers,0.29
2017-05-14,Michigan,0.29
2017-05-14,North Carolina,0.289
2017-05-14,Air Force,0.288
2017-05-14,Sacred Heart,0.287
2017-05-14,Lehigh,0.287
2017-05-14,Bryant,0.286
2017-05-14,Cleveland St.,0.284
2017-05-14,Marist,0.283
2017-05-14,Robert Morris,0.282
2017-05-14,Hobart,0.279
2017-05-14,Delaware,0.277
2017-05-14,High Point,0.275
2017-05-14,Marquette,0.274
2017-05-14,Siena,0.274
2017-05-14,Army West Point,0.272
2017-05-14,Georgetown,0.269
2017-05-14,Saint Joseph's,0.267
2017-05-14,Bellarmine,0.264
2017-05-14,Monmouth,0.263
2017-05-14,NJIT,0.262
2017-05-14,Holy Cross,0.26
2017-05-14,Mount St. Mary's,0.258
2017-05-14,UMBC,0.258
2017-05-14,Bucknell,0.257
2017-05-14,Massachusetts,0.255
2017-05-14,Manhattan,0.255
2017-05-14,Towson,0.254
2017-05-14,Detroit Mercy,0.253
2017-05-14,Mercer,0.253
2017-05-14,Colgate,0.252
2017-05-14,Providence,0.252
2017-05-14,Quinnipiac,0.249
2017-05-14,Wagner,0.235
2017-05-14,Fairfield,0.232
2017-05-14,Hampton,0.229
2017-05-14,St. John's,0.229
2017-05-14,Lafayette,0.225
2017-05-14,Dartmouth,0.221
2017-05-14,UMass Lowell,0.254
2017-05-13,Princeton,0.357
2017-05-13,Duke,0.354
2017-05-13,Penn St.,0.353
2017-05-13,Hofstra,0.353
2017-05-13,Maryland,0.348
2017-05-13,UAlbany,0.345
2017-05-13,Denver,0.343
2017-05-13,Ohio St.,0.332
2017-05-13,Vermont,0.331
2017-05-13,Syracuse,0.324
2017-05-13,Jacksonville,0.324
2017-05-13,Drexel,0.322
2017-05-13,Yale,0.319
2017-05-13,Brown,0.318
2017-05-13,Boston U.,0.316
2017-05-13,Loyola Maryland,0.316
2017-05-13,Stony Brook,0.316
2017-05-13,Binghamton,0.315
2017-05-13,Harvard,0.315
2017-05-13,Notre Dame,0.313
2017-05-13,Hartford,0.312
2017-05-13,Virginia,0.311
2017-05-13,Johns Hopkins,0.31
2017-05-13,Penn,0.308
2017-05-13,Navy,0.306
2017-05-13,Cornell,0.306
2017-05-13,Furman,0.305
2017-05-13,Canisius,0.304
2017-05-13,Richmond,0.302
2017-05-13,Villanova,0.291
2017-05-13,Rutgers,0.29
2017-05-13,Michigan,0.29
2017-05-13,North Carolina,0.289
2017-05-13,Air Force,0.288
2017-05-13,Sacred Heart,0.287
2017-05-13,Lehigh,0.287
2017-05-13,Bryant,0.286
2017-05-13,Cleveland St.,0.284
2017-05-13,Marist,0.283
2017-05-13,Robert Morris,0.282
2017-05-13,Hobart,0.279
2017-05-13,Delaware,0.277
2017-05-13,Marquette,0.275
2017-05-13,High Point,0.275
2017-05-13,Siena,0.274
2017-05-13,Army West Point,0.272
2017-05-13,Georgetown,0.269
2017-05-13,Saint Joseph's,0.267
2017-05-13,Bellarmine,0.264
2017-05-13,Monmouth,0.263
2017-05-13,NJIT,0.262
2017-05-13,Holy Cross,0.26
2017-05-13,Mount St. Mary's,0.258
2017-05-13,UMBC,0.258
2017-05-13,Bucknell,0.257
2017-05-13,Massachusetts,0.255
2017-05-13,Manhattan,0.255
2017-05-13,Towson,0.254
2017-05-13,Detroit Mercy,0.253
2017-05-13,Mercer,0.253
2017-05-13,Colgate,0.252
2017-05-13,Providence,0.252
2017-05-13,Quinnipiac,0.249
2017-05-13,Wagner,0.235
2017-05-13,Fairfield,0.232
2017-05-13,Hampton,0.229
2017-05-13,St. John's,0.229
2017-05-13,Lafayette,0.225
2017-05-13,Dartmouth,0.221
2017-05-13,UMass Lowell,0.254
2017-05-10,Princeton,0.357
2017-05-10,Penn St.,0.353
2017-05-10,Hofstra,0.353
2017-05-10,Maryland,0.348
2017-05-10,UAlbany,0.346
2017-05-10,Duke,0.345
2017-05-10,Denver,0.341
2017-05-10,Ohio St.,0.332
2017-05-10,Vermont,0.331
2017-05-10,Syracuse,0.324
2017-05-10,Jacksonville,0.324
2017-05-10,Drexel,0.322
2017-05-10,Yale,0.319
2017-05-10,Brown,0.318
2017-05-10,Boston U.,0.316
2017-05-10,Loyola Maryland,0.316
2017-05-10,Stony Brook,0.316
2017-05-10,Binghamton,0.315
2017-05-10,Harvard,0.315
2017-05-10,Notre Dame,0.313
2017-05-10,Johns Hopkins,0.313
2017-05-10,Hartford,0.312
2017-05-10,Virginia,0.311
2017-05-10,Penn,0.308
2017-05-10,Navy,0.306
2017-05-10,Cornell,0.306
2017-05-10,Furman,0.305
2017-05-10,Canisius,0.304
2017-05-10,Richmond,0.302
2017-05-10,Villanova,0.291
2017-05-10,Rutgers,0.29
2017-05-10,Michigan,0.29
2017-05-10,North Carolina,0.29
2017-05-10,Sacred Heart,0.287
2017-05-10,Lehigh,0.287
2017-05-10,Bryant,0.286
2017-05-10,Cleveland St.,0.284
2017-05-10,Marist,0.283
2017-05-10,Air Force,0.282
2017-05-10,Robert Morris,0.282
2017-05-10,Hobart,0.279
2017-05-10,Delaware,0.277
2017-05-10,Marquette,0.275
2017-05-10,High Point,0.275
2017-05-10,Siena,0.274
2017-05-10,Army West Point,0.272
2017-05-10,Georgetown,0.269
2017-05-10,Saint Joseph's,0.267
2017-05-10,Bellarmine,0.264
2017-05-10,Monmouth,0.263
2017-05-10,NJIT,0.262
2017-05-10,Holy Cross,0.26
2017-05-10,Mount St. Mary's,0.258
2017-05-10,UMBC,0.258
2017-05-10,Bucknell,0.257
2017-05-10,Massachusetts,0.255
2017-05-10,Manhattan,0.255
2017-05-10,Detroit Mercy,0.253
2017-05-10,Mercer,0.253
2017-05-10,Colgate,0.252
2017-05-10,Towson,0.252
2017-05-10,Providence,0.252
2017-05-10,Quinnipiac,0.249
2017-05-10,Wagner,0.235
2017-05-10,Fairfield,0.232
2017-05-10,Hampton,0.229
2017-05-10,St. John's,0.229
2017-05-10,Lafayette,0.225
2017-05-10,Dartmouth,0.221
2017-05-10,UMass Lowell,0.254
2017-05-07,Princeton,0.357
2017-05-07,Penn St.,0.353
2017-05-07,Hofstra,0.353
2017-05-07,Maryland,0.348
2017-05-07,UAlbany,0.346
2017-05-07,Duke,0.345
2017-05-07,Denver,0.341
2017-05-07,Ohio St.,0.332
2017-05-07,Vermont,0.331
2017-05-07,Syracuse,0.324
2017-05-07,Jacksonville,0.324
2017-05-07,Drexel,0.322
2017-05-07,Yale,0.319
2017-05-07,Brown,0.318
2017-05-07,Boston U.,0.316
2017-05-07,Loyola Maryland,0.316
2017-05-07,Stony Brook,0.316
2017-05-07,Binghamton,0.315
2017-05-07,Harvard,0.315
2017-05-07,Notre Dame,0.313
2017-05-07,Johns Hopkins,0.313
2017-05-07,Hartford,0.312
2017-05-07,Virginia,0.311
2017-05-07,Penn,0.308
2017-05-07,Navy,0.306
2017-05-07,Cornell,0.306
2017-05-07,Furman,0.305
2017-05-07,Canisius,0.304
2017-05-07,Richmond,0.302
2017-05-07,Villanova,0.291
2017-05-07,Rutgers,0.29
2017-05-07,Michigan,0.29
2017-05-07,North Carolina,0.29
2017-05-07,Sacred Heart,0.287
2017-05-07,Lehigh,0.287
2017-05-07,Cleveland St.,0.284
2017-05-07,Bryant,0.284
2017-05-07,Marist,0.283
2017-05-07,Air Force,0.282
2017-05-07,Robert Morris,0.282
2017-05-07,Hobart,0.279
2017-05-07,Delaware,0.277
2017-05-07,Marquette,0.275
2017-05-07,High Point,0.275
2017-05-07,Siena,0.274
2017-05-07,Army West Point,0.272
2017-05-07,Georgetown,0.269
2017-05-07,Saint Joseph's,0.267
2017-05-07,Bellarmine,0.264
2017-05-07,Monmouth,0.263
2017-05-07,NJIT,0.262
2017-05-07,Holy Cross,0.26
2017-05-07,Mount St. Mary's,0.258
2017-05-07,UMBC,0.258
2017-05-07,Bucknell,0.257
2017-05-07,Massachusetts,0.255
2017-05-07,Manhattan,0.255
2017-05-07,Detroit Mercy,0.253
2017-05-07,Mercer,0.253
2017-05-07,Colgate,0.252
2017-05-07,Towson,0.252
2017-05-07,Providence,0.252
2017-05-07,Quinnipiac,0.249
2017-05-07,Wagner,0.235
2017-05-07,Fairfield,0.232
2017-05-07,Hampton,0.229
2017-05-07,St. John's,0.229
2017-05-07,Lafayette,0.225
2017-05-07,Dartmouth,0.221
2017-05-07,UMass Lowell,0.254
2017-05-06,Princeton,0.357
2017-05-06,Penn St.,0.353
2017-05-06,Hofstra,0.353
2017-05-06,Maryland,0.348
2017-05-06,UAlbany,0.346
2017-05-06,Duke,0.342
2017-05-06,Denver,0.341
2017-05-06,Ohio St.,0.332
2017-05-06,Vermont,0.331
2017-05-06,Syracuse,0.324
2017-05-06,Jacksonville,0.324
2017-05-06,Brown,0.324
2017-05-06,Drexel,0.322
2017-05-06,Yale,0.322
2017-05-06,Boston U.,0.321
2017-05-06,Loyola Maryland,0.316
2017-05-06,Stony Brook,0.316
2017-05-06,Binghamton,0.315
2017-05-06,Harvard,0.315
2017-05-06,Notre Dame,0.313
2017-05-06,Johns Hopkins,0.313
2017-05-06,Hartford,0.312
2017-05-06,Virginia,0.311
2017-05-06,Penn,0.308
2017-05-06,Navy,0.306
2017-05-06,Cornell,0.306
2017-05-06,Furman,0.305
2017-05-06,Canisius,0.304
2017-05-06,Richmond,0.302
2017-05-06,Villanova,0.291
2017-05-06,Rutgers,0.29
2017-05-06,Michigan,0.29
2017-05-06,North Carolina,0.29
2017-05-06,Sacred Heart,0.287
2017-05-06,Lehigh,0.287
2017-05-06,Cleveland St.,0.284
2017-05-06,Bryant,0.284
2017-05-06,Air Force,0.282
2017-05-06,Marist,0.282
2017-05-06,Robert Morris,0.282
2017-05-06,Hobart,0.279
2017-05-06,Delaware,0.277
2017-05-06,Marquette,0.275
2017-05-06,High Point,0.275
2017-05-06,Siena,0.274
2017-05-06,Army West Point,0.272
2017-05-06,Georgetown,0.269
2017-05-06,Saint Joseph's,0.267
2017-05-06,Monmouth,0.266
2017-05-06,Bellarmine,0.264
2017-05-06,NJIT,0.262
2017-05-06,Holy Cross,0.26
2017-05-06,Mount St. Mary's,0.258
2017-05-06,UMBC,0.258
2017-05-06,Bucknell,0.257
2017-05-06,Massachusetts,0.255
2017-05-06,Manhattan,0.255
2017-05-06,Detroit Mercy,0.253
2017-05-06,Mercer,0.253
2017-05-06,Colgate,0.252
2017-05-06,Towson,0.252
2017-05-06,Providence,0.252
2017-05-06,Quinnipiac,0.249
2017-05-06,Wagner,0.235
2017-05-06,Fairfield,0.232
2017-05-06,Hampton,0.229
2017-05-06,St. John's,0.229
2017-05-06,Lafayette,0.225
2017-05-06,Dartmouth,0.221
2017-05-06,UMass Lowell,0.254
2017-05-05,Princeton,0.357
2017-05-05,Maryland,0.355
2017-05-05,Penn St.,0.353
2017-05-05,Hofstra,0.353
2017-05-05,UAlbany,0.343
2017-05-05,Duke,0.342
2017-05-05,Denver,0.341
2017-05-05,Ohio St.,0.334
2017-05-05,Vermont,0.331
2017-05-05,Syracuse,0.325
2017-05-05,Jacksonville,0.324
2017-05-05,Brown,0.324
2017-05-05,Drexel,0.322
2017-05-05,Yale,0.322
2017-05-05,Boston U.,0.321
2017-05-05,Binghamton,0.319
2017-05-05,Loyola Maryland,0.316
2017-05-05,Stony Brook,0.316
2017-05-05,Harvard,0.315
2017-05-05,Notre Dame,0.314
2017-05-05,Johns Hopkins,0.313
2017-05-05,Richmond,0.312
2017-05-05,Hartford,0.312
2017-05-05,Virginia,0.311
2017-05-05,Penn,0.308
2017-05-05,Navy,0.306
2017-05-05,Cornell,0.306
2017-05-05,Furman,0.305
2017-05-05,Canisius,0.304
2017-05-05,Villanova,0.291
2017-05-05,Rutgers,0.29
2017-05-05,Michigan,0.29
2017-05-05,North Carolina,0.29
2017-05-05,Hobart,0.288
2017-05-05,Sacred Heart,0.287
2017-05-05,Bryant,0.287
2017-05-05,Lehigh,0.287
2017-05-05,Cleveland St.,0.284
2017-05-05,Marist,0.282
2017-05-05,Robert Morris,0.282
2017-05-05,Air Force,0.279
2017-05-05,Delaware,0.277
2017-05-05,High Point,0.275
2017-05-05,Siena,0.274
2017-05-05,Army West Point,0.273
2017-05-05,Marquette,0.272
2017-05-05,Georgetown,0.269
2017-05-05,Saint Joseph's,0.267
2017-05-05,Monmouth,0.266
2017-05-05,Bellarmine,0.264
2017-05-05,Massachusetts,0.263
2017-05-05,NJIT,0.262
2017-05-05,Holy Cross,0.26
2017-05-05,Mount St. Mary's,0.258
2017-05-05,UMBC,0.258
2017-05-05,Bucknell,0.257
2017-05-05,Colgate,0.256
2017-05-05,Manhattan,0.255
2017-05-05,Providence,0.253
2017-05-05,Detroit Mercy,0.253
2017-05-05,Mercer,0.253
2017-05-05,Quinnipiac,0.249
2017-05-05,Towson,0.248
2017-05-05,Wagner,0.235
2017-05-05,Fairfield,0.232
2017-05-05,Hampton,0.229
2017-05-05,St. John's,0.229
2017-05-05,Lafayette,0.225
2017-05-05,Dartmouth,0.221
2017-05-05,UMass Lowell,0.254
2017-05-04,Princeton,0.363
2017-05-04,Maryland,0.355
2017-05-04,Penn St.,0.353
2017-05-04,Hofstra,0.353
2017-05-04,UAlbany,0.343
2017-05-04,Duke,0.342
2017-05-04,Denver,0.341
2017-05-04,Ohio St.,0.334
2017-05-04,Vermont,0.331
2017-05-04,Yale,0.326
2017-05-04,Syracuse,0.325
2017-05-04,Jacksonville,0.324
2017-05-04,Drexel,0.322
2017-05-04,Boston U.,0.321
2017-05-04,Binghamton,0.319
2017-05-04,Canisius,0.317
2017-05-04,Loyola Maryland,0.316
2017-05-04,Stony Brook,0.316
2017-05-04,Brown,0.316
2017-05-04,Harvard,0.315
2017-05-04,Notre Dame,0.314
2017-05-04,Johns Hopkins,0.313
2017-05-04,Richmond,0.312
2017-05-04,Hartford,0.312
2017-05-04,Virginia,0.311
2017-05-04,Navy,0.306
2017-05-04,Cornell,0.306
2017-05-04,Penn,0.305
2017-05-04,Furman,0.305
2017-05-04,Villanova,0.291
2017-05-04,Rutgers,0.29
2017-05-04,Michigan,0.29
2017-05-04,North Carolina,0.29
2017-05-04,Hobart,0.288
2017-05-04,Sacred Heart,0.287
2017-05-04,Bryant,0.287
2017-05-04,Lehigh,0.287
2017-05-04,Cleveland St.,0.284
