Date,Team,Shot Percent
2022-02-17,Colgate,0.253
2022-02-17,UMass Lowell,0.25
2022-02-17,Stony Brook,0.241
2022-02-17,Saint Joseph's,0.232
2022-02-17,Detroit Mercy,0.231
2022-02-17,Marist,0.228
2022-02-17,Boston U.,0.218
2022-02-17,Navy,0.211
2022-02-17,St. John's,0.207
2022-02-17,Mount St. Mary's,0.205
2022-02-17,Marquette,0.196
2022-02-17,Holy Cross,0.187
2022-02-17,Lehigh,0.179
2022-02-17,Merrimack,0.246
2022-02-15,Syracuse,0.571
2022-02-15,Army West Point,0.5
2022-02-15,Maryland,0.466
2022-02-15,Bucknell,0.4
2022-02-15,Penn St.,0.4
2022-02-15,Hofstra,0.397
2022-02-15,St. Bonaventure,0.393
2022-02-15,Jacksonville,0.381
2022-02-15,Delaware,0.377
2022-02-15,Richmond,0.375
2022-02-15,Hobart,0.367
2022-02-15,Michigan,0.35
2022-02-15,Duke,0.344
2022-02-15,Ohio St.,0.343
2022-02-15,Bryant,0.333
2022-02-15,Georgetown,0.333
2022-02-15,Virginia,0.333
2022-02-15,Denver,0.314
2022-02-15,Air Force,0.313
2022-02-15,Towson,0.313
2022-02-15,Lafayette,0.312
2022-02-15,Utah,0.312
2022-02-15,LIU,0.308
2022-02-15,Providence,0.307
2022-02-15,Manhattan,0.304
2022-02-15,Canisius,0.302
2022-02-15,Quinnipiac,0.3
2022-02-15,Rutgers,0.295
2022-02-15,Villanova,0.289
2022-02-15,Massachusetts,0.283
2022-02-15,Robert Morris,0.282
2022-02-15,Cleveland St.,0.281
2022-02-15,Sacred Heart,0.281
2022-02-15,High Point,0.274
2022-02-15,Fairfield,0.273
2022-02-15,Bellarmine,0.272
2022-02-15,Johns Hopkins,0.27
2022-02-15,North Carolina,0.264
2022-02-15,Mercer,0.26
2022-02-15,Loyola Maryland,0.258
2022-02-15,Colgate,0.253
2022-02-15,UMass Lowell,0.25
2022-02-15,Stony Brook,0.241
2022-02-15,VMI,0.24
2022-02-15,NJIT,0.237
2022-02-15,Saint Joseph's,0.232
2022-02-15,Detroit Mercy,0.231
2022-02-15,Marist,0.228
2022-02-15,Vermont,0.227
2022-02-15,Boston U.,0.218
2022-02-15,Navy,0.211
2022-02-15,St. John's,0.207
2022-02-15,Mount St. Mary's,0.205
2022-02-15,Marquette,0.196
2022-02-15,Binghamton,0.188
2022-02-15,Holy Cross,0.187
2022-02-15,Lehigh,0.179
2022-02-15,Siena,0.167
2022-02-15,Merrimack,0.246
2022-02-13,Syracuse,0.571
2022-02-13,Army West Point,0.5
2022-02-13,Maryland,0.466
2022-02-13,Bucknell,0.4
2022-02-13,Penn St.,0.4
2022-02-13,Hofstra,0.397
2022-02-13,St. Bonaventure,0.393
2022-02-13,Delaware,0.392
2022-02-13,Richmond,0.375
2022-02-13,Hobart,0.367
2022-02-13,Michigan,0.35
2022-02-13,Duke,0.344
2022-02-13,Ohio St.,0.343
2022-02-13,Bryant,0.333
2022-02-13,Georgetown,0.333
2022-02-13,Towson,0.333
2022-02-13,Virginia,0.333
2022-02-13,Denver,0.314
2022-02-13,Air Force,0.313
2022-02-13,Lafayette,0.312
2022-02-13,Utah,0.312
2022-02-13,Jacksonville,0.31
2022-02-13,LIU,0.308
2022-02-13,Providence,0.307
2022-02-13,Manhattan,0.304
2022-02-13,Canisius,0.302
2022-02-13,Quinnipiac,0.3
2022-02-13,Rutgers,0.295
2022-02-13,Villanova,0.289
2022-02-13,Massachusetts,0.283
2022-02-13,Robert Morris,0.282
2022-02-13,Cleveland St.,0.281
2022-02-13,Sacred Heart,0.281
2022-02-13,High Point,0.274
2022-02-13,Fairfield,0.273
2022-02-13,Bellarmine,0.272
2022-02-13,Johns Hopkins,0.27
2022-02-13,Mercer,0.269
2022-02-13,North Carolina,0.264
2022-02-13,Loyola Maryland,0.258
2022-02-13,Colgate,0.253
2022-02-13,UMass Lowell,0.25
2022-02-13,Stony Brook,0.241
2022-02-13,VMI,0.24
2022-02-13,NJIT,0.237
2022-02-13,Detroit Mercy,0.231
2022-02-13,Marist,0.228
2022-02-13,Vermont,0.227
2022-02-13,Boston U.,0.218
2022-02-13,Navy,0.211
2022-02-13,St. John's,0.207
2022-02-13,Mount St. Mary's,0.202
2022-02-13,Marquette,0.196
2022-02-13,Saint Joseph's,0.194
2022-02-13,Holy Cross,0.189
2022-02-13,Binghamton,0.188
2022-02-13,Lehigh,0.179
2022-02-13,Siena,0.167
2022-02-13,Merrimack,0.246
2022-02-06,Delaware,0.559
2022-02-06,Maryland,0.467
2022-02-06,Bucknell,0.444
2022-02-06,Virginia,0.412
2022-02-06,Duke,0.404
2022-02-06,Michigan,0.386
2022-02-06,Penn St.,0.385
2022-02-06,Providence,0.372
2022-02-06,Ohio St.,0.367
2022-02-06,Lafayette,0.366
2022-02-06,Air Force,0.355
2022-02-06,Denver,0.341
2022-02-06,High Point,0.333
2022-02-06,Utah,0.31
2022-02-06,NJIT,0.3
2022-02-06,Rutgers,0.294
2022-02-06,Mercer,0.288
2022-02-06,Robert Morris,0.286
2022-02-06,LIU,0.273
2022-02-06,Mount St. Mary's,0.268
2022-02-06,Bellarmine,0.266
2022-02-06,Detroit Mercy,0.259
2022-02-06,Hofstra,0.258
2022-02-06,Jacksonville,0.25
2022-02-06,Johns Hopkins,0.244
2022-02-06,Vermont,0.194
2022-02-06,Holy Cross,0.188
2022-02-06,Navy,0.18
2022-02-06,Merrimack,0.194
2023-05-29,Virginia,0.381
2023-05-29,Penn St.,0.343
2023-05-29,Lehigh,0.342
2023-05-29,Notre Dame,0.342
2023-05-29,Delaware,0.341
2023-05-29,Marquette,0.34
2023-05-29,Michigan,0.336
2023-05-29,Syracuse,0.336
2023-05-29,Georgetown,0.334
2023-05-29,Cornell,0.334
2023-05-29,Bellarmine,0.332
2023-05-29,North Carolina,0.33
2023-05-29,Bryant,0.329
2023-05-29,Johns Hopkins,0.329
2023-05-29,Denver,0.328
2023-05-29,Marist,0.326
2023-05-29,Duke,0.325
2023-05-29,Saint Joseph's,0.324
2023-05-29,Yale,0.324
2023-05-29,Cleveland St.,0.322
2023-05-29,Drexel,0.319
2023-05-29,Richmond,0.316
2023-05-29,Jacksonville,0.315
2023-05-29,Binghamton,0.314
2023-05-29,Ohio St.,0.31
2023-05-29,Boston U.,0.305
2023-05-29,High Point,0.305
2023-05-29,Providence,0.304
2023-05-29,Utah,0.304
2023-05-29,Army West Point,0.304
2023-05-29,Quinnipiac,0.304
2023-05-29,Stony Brook,0.302
2023-05-29,Air Force,0.302
2023-05-29,Sacred Heart,0.301
2023-05-29,Penn,0.3
2023-05-29,Princeton,0.3
2023-05-29,Hobart,0.299
2023-05-29,Fairfield,0.298
2023-05-29,Lafayette,0.298
2023-05-29,Robert Morris,0.295
2023-05-29,Maryland,0.293
2023-05-29,Dartmouth,0.293
2023-05-29,UMass Lowell,0.293
2023-05-29,Colgate,0.289
2023-05-29,Villanova,0.288
2023-05-29,Brown,0.285
2023-05-29,Loyola Maryland,0.283
2023-05-29,NJIT,0.283
2023-05-29,Towson,0.282
2023-05-29,UMBC,0.281
2023-05-29,Canisius,0.28
2023-05-29,Bucknell,0.272
2023-05-29,Harvard,0.271
2023-05-29,Rutgers,0.27
2023-05-29,Vermont,0.268
2023-05-29,Mercer,0.267
2023-05-29,Massachusetts,0.266
2023-05-29,LIU,0.266
2023-05-29,VMI,0.266
2023-05-29,Holy Cross,0.266
2023-05-29,Mount St. Mary's,0.257
2023-05-29,Siena,0.256
2023-05-29,Manhattan,0.253
2023-05-29,UAlbany,0.253
2023-05-29,Monmouth,0.251
2023-05-29,Hampton,0.25
2023-05-29,St. John's,0.25
2023-05-29,Hofstra,0.25
2023-05-29,Detroit Mercy,0.23
2023-05-29,St. Bonaventure,0.23
2023-05-29,Navy,0.226
2023-05-29,Wagner,0.211
2023-05-29,Hartford,0.312
2023-05-29,Merrimack,0.299
2023-05-29,Queens,0.268
2023-05-29,Lindenwood,0.25
2023-05-10,Virginia,0.418
2023-05-10,Penn St.,0.418
2023-05-10,Yale,0.405
2023-05-10,Marist,0.4
2023-05-10,Delaware,0.383
2023-05-10,Johns Hopkins,0.369
2023-05-10,Georgetown,0.337
2023-05-10,Army West Point,0.333
2023-05-10,Notre Dame,0.32
2023-05-10,Maryland,0.319
2023-05-10,Duke,0.308
2023-05-10,Cornell,0.304
2023-05-10,Michigan,0.291
2023-05-10,Princeton,0.261
2023-05-10,Richmond,0.229
2023-05-10,Bryant,0.222
2023-05-10,Utah,0.189
2023-05-27,Virginia,0.381
2023-05-27,Penn St.,0.343
2023-05-27,Notre Dame,0.343
2023-05-27,Lehigh,0.342
2023-05-27,Delaware,0.341
2023-05-27,Marquette,0.34
2023-05-27,Michigan,0.336
2023-05-27,Syracuse,0.336
2023-05-27,Georgetown,0.334
2023-05-27,Cornell,0.334
2023-05-27,Duke,0.333
2023-05-27,Bellarmine,0.332
2023-05-27,North Carolina,0.33
2023-05-27,Bryant,0.329
2023-05-27,Johns Hopkins,0.329
2023-05-27,Denver,0.328
2023-05-27,Marist,0.326
2023-05-27,Saint Joseph's,0.324
2023-05-27,Yale,0.324
2023-05-27,Cleveland St.,0.322
2023-05-27,Drexel,0.319
2023-05-27,Richmond,0.316
2023-05-27,Jacksonville,0.315
2023-05-27,Binghamton,0.314
2023-05-27,Ohio St.,0.31
2023-05-27,Boston U.,0.305
2023-05-27,High Point,0.305
2023-05-27,Providence,0.304
2023-05-27,Utah,0.304
2023-05-27,Army West Point,0.304
2023-05-27,Quinnipiac,0.304
2023-05-27,Stony Brook,0.302
2023-05-27,Air Force,0.302
2023-05-27,Sacred Heart,0.301
2023-05-27,Penn,0.3
2023-05-27,Princeton,0.3
2023-05-27,Hobart,0.299
2023-05-27,Fairfield,0.298
2023-05-27,Lafayette,0.298
2023-05-27,Robert Morris,0.295
2023-05-27,Maryland,0.293
2023-05-27,Dartmouth,0.293
2023-05-27,UMass Lowell,0.293
2023-05-27,Colgate,0.289
2023-05-27,Villanova,0.288
2023-05-27,Brown,0.285
2023-05-27,Loyola Maryland,0.283
2023-05-27,NJIT,0.283
2023-05-27,Towson,0.282
2023-05-27,UMBC,0.281
2023-05-27,Canisius,0.28
2023-05-27,Bucknell,0.272
2023-05-27,Harvard,0.271
2023-05-27,Rutgers,0.27
2023-05-27,Vermont,0.268
2023-05-27,Mercer,0.267
2023-05-27,Massachusetts,0.266
2023-05-27,LIU,0.266
2023-05-27,VMI,0.266
2023-05-27,Holy Cross,0.266
2023-05-27,Mount St. Mary's,0.257
2023-05-27,Siena,0.256
2023-05-27,Manhattan,0.253
2023-05-27,UAlbany,0.253
2023-05-27,Monmouth,0.251
2023-05-27,Hampton,0.25
2023-05-27,St. John's,0.25
2023-05-27,Hofstra,0.25
2023-05-27,Detroit Mercy,0.23
2023-05-27,St. Bonaventure,0.23
2023-05-27,Navy,0.226
2023-05-27,Wagner,0.211
2023-05-27,Hartford,0.312
2023-05-27,Merrimack,0.299
2023-05-27,Queens,0.268
2023-05-27,Lindenwood,0.25
2023-05-21,Virginia,0.384
2023-05-21,Notre Dame,0.349
2023-05-21,Lehigh,0.342
2023-05-21,Delaware,0.341
2023-05-21,Marquette,0.34
2023-05-21,Michigan,0.336
2023-05-21,Syracuse,0.336
2023-05-21,Penn St.,0.334
2023-05-21,Georgetown,0.334
2023-05-21,Cornell,0.334
2023-05-21,Bellarmine,0.332
2023-05-21,Duke,0.33
2023-05-21,North Carolina,0.33
2023-05-21,Bryant,0.329
2023-05-21,Johns Hopkins,0.329
2023-05-21,Denver,0.328
2023-05-21,Marist,0.326
2023-05-21,Saint Joseph's,0.324
2023-05-21,Yale,0.324
2023-05-21,Cleveland St.,0.322
2023-05-21,Drexel,0.319
2023-05-21,Richmond,0.316
2023-05-21,Jacksonville,0.315
2023-05-21,Binghamton,0.314
2023-05-21,Ohio St.,0.31
2023-05-21,Boston U.,0.305
2023-05-21,High Point,0.305
2023-05-21,Providence,0.304
2023-05-21,Utah,0.304
2023-05-21,Army West Point,0.304
2023-05-21,Quinnipiac,0.304
2023-05-21,Stony Brook,0.302
2023-05-21,Air Force,0.302
2023-05-21,Sacred Heart,0.301
2023-05-21,Penn,0.3
2023-05-21,Princeton,0.3
2023-05-21,Hobart,0.299
2023-05-21,Fairfield,0.298
2023-05-21,Lafayette,0.298
2023-05-21,Robert Morris,0.295
2023-05-21,Maryland,0.293
2023-05-21,Dartmouth,0.293
2023-05-21,UMass Lowell,0.293
2023-05-21,Colgate,0.289
2023-05-21,Villanova,0.288
2023-05-21,Brown,0.285
2023-05-21,Loyola Maryland,0.283
2023-05-21,NJIT,0.283
2023-05-21,Towson,0.282
2023-05-21,UMBC,0.281
2023-05-21,Canisius,0.28
2023-05-21,Bucknell,0.272
2023-05-21,Harvard,0.271
2023-05-21,Rutgers,0.27
2023-05-21,Vermont,0.268
2023-05-21,Mercer,0.267
2023-05-21,Massachusetts,0.266
2023-05-21,LIU,0.266
2023-05-21,VMI,0.266
2023-05-21,Holy Cross,0.266
2023-05-21,Mount St. Mary's,0.257
2023-05-21,Siena,0.256
2023-05-21,Manhattan,0.253
2023-05-21,UAlbany,0.253
2023-05-21,Monmouth,0.251
2023-05-21,Hampton,0.25
2023-05-21,St. John's,0.25
2023-05-21,Hofstra,0.25
2023-05-21,Detroit Mercy,0.23
2023-05-21,St. Bonaventure,0.23
2023-05-21,Navy,0.226
2023-05-21,Wagner,0.211
2023-05-21,Hartford,0.312
2023-05-21,Merrimack,0.299
2023-05-21,Queens,0.268
2023-05-21,Lindenwood,0.25
2023-05-20,Virginia,0.384
2023-05-20,Notre Dame,0.354
2023-05-20,Lehigh,0.342
2023-05-20,Delaware,0.341
2023-05-20,Marquette,0.34
2023-05-20,Michigan,0.336
2023-05-20,Syracuse,0.336
2023-05-20,Georgetown,0.334
2023-05-20,Cornell,0.334
2023-05-20,Penn St.,0.333
2023-05-20,Bellarmine,0.332
2023-05-20,Johns Hopkins,0.331
2023-05-20,Duke,0.33
2023-05-20,North Carolina,0.33
2023-05-20,Bryant,0.329
2023-05-20,Denver,0.328
2023-05-20,Marist,0.326
2023-05-20,Saint Joseph's,0.324
2023-05-20,Yale,0.324
2023-05-20,Cleveland St.,0.322
2023-05-20,Drexel,0.319
2023-05-20,Richmond,0.316
2023-05-20,Jacksonville,0.315
2023-05-20,Binghamton,0.314
2023-05-20,Army West Point,0.31
2023-05-20,Ohio St.,0.31
2023-05-20,Boston U.,0.305
2023-05-20,High Point,0.305
2023-05-20,Providence,0.304
2023-05-20,Utah,0.304
2023-05-20,Quinnipiac,0.304
2023-05-20,Stony Brook,0.302
2023-05-20,Air Force,0.302
2023-05-20,Sacred Heart,0.301
2023-05-20,Penn,0.3
2023-05-20,Princeton,0.3
2023-05-20,Hobart,0.299
2023-05-20,Fairfield,0.298
2023-05-20,Lafayette,0.298
2023-05-20,Robert Morris,0.295
2023-05-20,Maryland,0.293
2023-05-20,Dartmouth,0.293
2023-05-20,UMass Lowell,0.293
2023-05-20,Colgate,0.289
2023-05-20,Villanova,0.288
2023-05-20,Brown,0.285
2023-05-20,Loyola Maryland,0.283
2023-05-20,NJIT,0.283
2023-05-20,Towson,0.282
2023-05-20,UMBC,0.281
2023-05-20,Canisius,0.28
2023-05-20,Bucknell,0.272
2023-05-20,Harvard,0.271
2023-05-20,Rutgers,0.27
2023-05-20,Vermont,0.268
2023-05-20,Mercer,0.267
2023-05-20,Massachusetts,0.266
2023-05-20,LIU,0.266
2023-05-20,VMI,0.266
2023-05-20,Holy Cross,0.266
2023-05-20,Mount St. Mary's,0.257
2023-05-20,Siena,0.256
2023-05-20,Manhattan,0.253
2023-05-20,UAlbany,0.253
2023-05-20,Monmouth,0.251
2023-05-20,Hampton,0.25
2023-05-20,St. John's,0.25
2023-05-20,Hofstra,0.25
2023-05-20,Detroit Mercy,0.23
2023-05-20,St. Bonaventure,0.23
2023-05-20,Navy,0.226
2023-05-20,Wagner,0.211
2023-05-20,Hartford,0.312
2023-05-20,Merrimack,0.299
2023-05-20,Queens,0.268
2023-05-20,Lindenwood,0.25
2023-05-14,Virginia,0.382
2023-05-14,Notre Dame,0.354
2023-05-14,Michigan,0.344
2023-05-14,Lehigh,0.342
2023-05-14,Delaware,0.341
2023-05-14,Marquette,0.34
2023-05-14,Georgetown,0.337
2023-05-14,Syracuse,0.336
2023-05-14,Cornell,0.334
2023-05-14,Penn St.,0.333
2023-05-14,Bellarmine,0.332
2023-05-14,Johns Hopkins,0.331
2023-05-14,North Carolina,0.33
2023-05-14,Bryant,0.329
2023-05-14,Denver,0.328
2023-05-14,Marist,0.326
2023-05-14,Duke,0.326
2023-05-14,Saint Joseph's,0.324
2023-05-14,Yale,0.324
2023-05-14,Cleveland St.,0.322
2023-05-14,Drexel,0.319
2023-05-14,Richmond,0.316
2023-05-14,Jacksonville,0.315
2023-05-14,Binghamton,0.314
2023-05-14,Army West Point,0.31
2023-05-14,Ohio St.,0.31
2023-05-14,Boston U.,0.305
2023-05-14,High Point,0.305
2023-05-14,Providence,0.304
2023-05-14,Utah,0.304
2023-05-14,Quinnipiac,0.304
2023-05-14,Stony Brook,0.302
2023-05-14,Air Force,0.302
2023-05-14,Sacred Heart,0.301
2023-05-14,Penn,0.3
2023-05-14,Princeton,0.3
2023-05-14,Hobart,0.299
2023-05-14,Fairfield,0.298
2023-05-14,Lafayette,0.298
2023-05-14,Robert Morris,0.295
2023-05-14,Maryland,0.293
2023-05-14,Dartmouth,0.293
2023-05-14,UMass Lowell,0.293
2023-05-14,Colgate,0.289
2023-05-14,Villanova,0.288
2023-05-14,Brown,0.285
2023-05-14,Loyola Maryland,0.283
2023-05-14,NJIT,0.283
2023-05-14,Towson,0.282
2023-05-14,UMBC,0.281
2023-05-14,Canisius,0.28
2023-05-14,Bucknell,0.272
2023-05-14,Harvard,0.271
2023-05-14,Rutgers,0.27
2023-05-14,Vermont,0.268
2023-05-14,Mercer,0.267
2023-05-14,Massachusetts,0.266
2023-05-14,LIU,0.266
2023-05-14,VMI,0.266
2023-05-14,Holy Cross,0.266
2023-05-14,Mount St. Mary's,0.257
2023-05-14,Siena,0.256
2023-05-14,Manhattan,0.253
2023-05-14,UAlbany,0.253
2023-05-14,Monmouth,0.251
2023-05-14,Hampton,0.25
2023-05-14,St. John's,0.25
2023-05-14,Hofstra,0.25
2023-05-14,Detroit Mercy,0.23
2023-05-14,St. Bonaventure,0.23
2023-05-14,Navy,0.226
2023-05-14,Wagner,0.211
2023-05-14,Hartford,0.312
2023-05-14,Merrimack,0.299
2023-05-14,Queens,0.268
2023-05-14,Lindenwood,0.25
2023-05-13,Virginia,0.382
2023-05-13,Notre Dame,0.354
2023-05-13,Michigan,0.342
2023-05-13,Lehigh,0.342
2023-05-13,Marquette,0.34
2023-05-13,Delaware,0.34
2023-05-13,Georgetown,0.337
2023-05-13,Cornell,0.336
2023-05-13,Syracuse,0.336
2023-05-13,Bryant,0.335
2023-05-13,Bellarmine,0.332
2023-05-13,Penn St.,0.33
2023-05-13,North Carolina,0.33
2023-05-13,Duke,0.33
2023-05-13,Denver,0.328
2023-05-13,Marist,0.326
2023-05-13,Saint Joseph's,0.324
2023-05-13,Yale,0.324
2023-05-13,Johns Hopkins,0.323
2023-05-13,Cleveland St.,0.322
2023-05-13,Drexel,0.319
2023-05-13,Richmond,0.316
2023-05-13,Jacksonville,0.315
2023-05-13,Binghamton,0.314
2023-05-13,Army West Point,0.31
2023-05-13,Ohio St.,0.31
2023-05-13,Boston U.,0.305
2023-05-13,High Point,0.305
2023-05-13,Providence,0.304
2023-05-13,Utah,0.304
2023-05-13,Quinnipiac,0.304
2023-05-13,Stony Brook,0.302
2023-05-13,Princeton,0.302
2023-05-13,Air Force,0.302
2023-05-13,Sacred Heart,0.301
2023-05-13,Penn,0.3
2023-05-13,Hobart,0.299
2023-05-13,Fairfield,0.298
2023-05-13,Lafayette,0.298
2023-05-13,Robert Morris,0.295
2023-05-13,Maryland,0.293
2023-05-13,Dartmouth,0.293
2023-05-13,UMass Lowell,0.293
2023-05-13,Colgate,0.289
2023-05-13,Villanova,0.288
2023-05-13,Brown,0.285
2023-05-13,Loyola Maryland,0.283
2023-05-13,NJIT,0.283
2023-05-13,Towson,0.282
2023-05-13,UMBC,0.281
2023-05-13,Canisius,0.28
2023-05-13,Bucknell,0.272
2023-05-13,Harvard,0.271
2023-05-13,Rutgers,0.27
2023-05-13,Vermont,0.268
2023-05-13,Mercer,0.267
2023-05-13,Massachusetts,0.266
2023-05-13,LIU,0.266
2023-05-13,VMI,0.266
2023-05-13,Holy Cross,0.266
2023-05-13,Mount St. Mary's,0.257
2023-05-13,Siena,0.256
2023-05-13,Manhattan,0.253
2023-05-13,UAlbany,0.253
2023-05-13,Monmouth,0.251
2023-05-13,Hampton,0.25
2023-05-13,St. John's,0.25
2023-05-13,Hofstra,0.25
2023-05-13,Detroit Mercy,0.23
2023-05-13,St. Bonaventure,0.23
2023-05-13,Navy,0.226
2023-05-13,Wagner,0.211
2023-05-13,Hartford,0.312
2023-05-13,Merrimack,0.299
2023-05-13,Queens,0.268
2023-05-13,Lindenwood,0.25
2023-05-10,Virginia,0.375
2023-05-10,Notre Dame,0.349
2023-05-10,Michigan,0.342
2023-05-10,Lehigh,0.342
2023-05-10,Marquette,0.34
2023-05-10,Delaware,0.34
2023-05-10,Cornell,0.336
2023-05-10,Syracuse,0.336
2023-05-10,Bryant,0.335
2023-05-10,Georgetown,0.334
2023-05-10,Bellarmine,0.332
2023-05-10,Penn St.,0.33
2023-05-10,North Carolina,0.33
2023-05-10,Duke,0.33
2023-05-10,Denver,0.328
2023-05-10,Marist,0.326
2023-05-10,Saint Joseph's,0.324
2023-05-10,Johns Hopkins,0.323
2023-05-10,Cleveland St.,0.322
2023-05-10,Richmond,0.321
2023-05-10,Yale,0.319
2023-05-10,Drexel,0.319
2023-05-10,Jacksonville,0.315
2023-05-10,Binghamton,0.314
2023-05-10,Ohio St.,0.31
2023-05-10,Utah,0.309
2023-05-10,Boston U.,0.305
2023-05-10,High Point,0.305
2023-05-10,Providence,0.304
2023-05-10,Quinnipiac,0.304
2023-05-10,Stony Brook,0.302
2023-05-10,Princeton,0.302
2023-05-10,Air Force,0.302
2023-05-10,Sacred Heart,0.301
2023-05-10,Army West Point,0.301
2023-05-10,Penn,0.3
2023-05-10,Hobart,0.299
2023-05-10,Fairfield,0.298
2023-05-10,Lafayette,0.298
2023-05-10,Robert Morris,0.295
2023-05-10,Dartmouth,0.293
2023-05-10,UMass Lowell,0.293
2023-05-10,Maryland,0.291
2023-05-10,Colgate,0.289
2023-05-10,Villanova,0.288
2023-05-10,Brown,0.285
2023-05-10,Loyola Maryland,0.283
2023-05-10,NJIT,0.283
2023-05-10,Towson,0.282
2023-05-10,UMBC,0.281
2023-05-10,Canisius,0.28
2023-05-10,Bucknell,0.272
2023-05-10,Harvard,0.271
2023-05-10,Rutgers,0.27
2023-05-10,Vermont,0.268
2023-05-10,Mercer,0.267
2023-05-10,Massachusetts,0.266
2023-05-10,LIU,0.266
2023-05-10,VMI,0.266
2023-05-10,Holy Cross,0.266
2023-05-10,Mount St. Mary's,0.257
2023-05-10,Siena,0.256
2023-05-10,Manhattan,0.253
2023-05-10,UAlbany,0.253
2023-05-10,Monmouth,0.251
2023-05-10,Hampton,0.25
2023-05-10,St. John's,0.25
2023-05-10,Hofstra,0.25
2023-05-10,Detroit Mercy,0.23
2023-05-10,St. Bonaventure,0.23
2023-05-10,Navy,0.226
2023-05-10,Wagner,0.211
2023-05-10,Hartford,0.312
2023-05-10,Merrimack,0.299
2023-05-10,Queens,0.268
2023-05-10,Lindenwood,0.25
2023-05-07,Virginia,0.375
2023-05-07,Notre Dame,0.349
2023-05-07,Michigan,0.342
2023-05-07,Lehigh,0.342
2023-05-07,Marquette,0.34
2023-05-07,Cornell,0.336
2023-05-07,Syracuse,0.336
2023-05-07,Delaware,0.335
2023-05-07,Bryant,0.335
2023-05-07,Georgetown,0.334
2023-05-07,Bellarmine,0.332
2023-05-07,Penn St.,0.33
2023-05-07,North Carolina,0.33
2023-05-07,Duke,0.33
2023-05-07,Denver,0.328
2023-05-07,Saint Joseph's,0.324
2023-05-07,Marist,0.324
2023-05-07,Johns Hopkins,0.323
2023-05-07,Cleveland St.,0.322
2023-05-07,Richmond,0.321
2023-05-07,Yale,0.319
2023-05-07,Drexel,0.319
2023-05-07,Jacksonville,0.315
2023-05-07,Binghamton,0.314
2023-05-07,Ohio St.,0.31
2023-05-07,Utah,0.309
2023-05-07,Boston U.,0.305
2023-05-07,High Point,0.305
2023-05-07,Providence,0.304
2023-05-07,Quinnipiac,0.304
2023-05-07,Stony Brook,0.302
2023-05-07,Princeton,0.302
2023-05-07,Air Force,0.302
2023-05-07,Sacred Heart,0.301
2023-05-07,Army West Point,0.301
2023-05-07,Penn,0.3
2023-05-07,Hobart,0.299
2023-05-07,Fairfield,0.298
2023-05-07,Lafayette,0.298
2023-05-07,Robert Morris,0.295
2023-05-07,Dartmouth,0.293
2023-05-07,UMass Lowell,0.293
2023-05-07,Maryland,0.291
2023-05-07,Colgate,0.289
2023-05-07,Villanova,0.288
2023-05-07,Brown,0.285
2023-05-07,Loyola Maryland,0.283
2023-05-07,NJIT,0.283
2023-05-07,Towson,0.282
2023-05-07,UMBC,0.281
2023-05-07,Canisius,0.28
2023-05-07,Bucknell,0.272
2023-05-07,Harvard,0.271
2023-05-07,Rutgers,0.27
2023-05-07,Vermont,0.268
2023-05-07,Mercer,0.267
2023-05-07,Massachusetts,0.266
2023-05-07,LIU,0.266
2023-05-07,VMI,0.266
2023-05-07,Holy Cross,0.266
2023-05-07,Mount St. Mary's,0.257
2023-05-07,Siena,0.256
2023-05-07,Manhattan,0.253
2023-05-07,UAlbany,0.253
2023-05-07,Monmouth,0.251
2023-05-07,Hampton,0.25
2023-05-07,St. John's,0.25
2023-05-07,Hofstra,0.25
2023-05-07,Detroit Mercy,0.23
2023-05-07,St. Bonaventure,0.23
2023-05-07,Navy,0.226
2023-05-07,Wagner,0.211
2023-05-07,Hartford,0.312
2023-05-07,Merrimack,0.299
2023-05-07,Queens,0.268
2023-05-07,Lindenwood,0.25
2023-05-06,Virginia,0.375
2023-05-06,Notre Dame,0.349
2023-05-06,Michigan,0.342
2023-05-06,Lehigh,0.342
2023-05-06,Marquette,0.34
2023-05-06,Cornell,0.336
2023-05-06,Syracuse,0.336
2023-05-06,Delaware,0.335
2023-05-06,Bryant,0.335
2023-05-06,Georgetown,0.334
2023-05-06,Duke,0.333
2023-05-06,Bellarmine,0.332
2023-05-06,Yale,0.332
2023-05-06,Penn St.,0.33
2023-05-06,North Carolina,0.33
2023-05-06,Denver,0.328
2023-05-06,Saint Joseph's,0.324
2023-05-06,Marist,0.324
2023-05-06,Johns Hopkins,0.323
2023-05-06,Cleveland St.,0.322
2023-05-06,Richmond,0.321
2023-05-06,Drexel,0.319
2023-05-06,Jacksonville,0.315
2023-05-06,Binghamton,0.314
2023-05-06,Utah,0.311
2023-05-06,Ohio St.,0.31
2023-05-06,Air Force,0.308
2023-05-06,Boston U.,0.305
2023-05-06,High Point,0.305
2023-05-06,Providence,0.304
2023-05-06,Quinnipiac,0.304
2023-05-06,Army West Point,0.302
2023-05-06,Stony Brook,0.302
2023-05-06,Sacred Heart,0.301
2023-05-06,Penn,0.3
2023-05-06,Hobart,0.299
2023-05-06,Fairfield,0.298
2023-05-06,Lafayette,0.298
2023-05-06,Princeton,0.297
2023-05-06,Robert Morris,0.295
2023-05-06,Dartmouth,0.293
2023-05-06,UMass Lowell,0.293
2023-05-06,Maryland,0.291
2023-05-06,Loyola Maryland,0.29
2023-05-06,Colgate,0.289
2023-05-06,Villanova,0.288
