Date,Team,Opponent Clear Percent
2021-03-25,Massachusetts,0.813
2021-03-25,VMI,0.813
2021-03-25,Syracuse,0.815
2021-03-25,Georgetown,0.816
2021-03-25,Cleveland St.,0.82
2021-03-25,Johns Hopkins,0.822
2021-03-25,Ohio St.,0.825
2021-03-25,Bucknell,0.826
2021-03-25,Holy Cross,0.835
2021-03-25,Hofstra,0.836
2021-03-25,Vermont,0.836
2021-03-25,Towson,0.837
2021-03-25,Mount St. Mary's,0.838
2021-03-25,Villanova,0.841
2021-03-25,Saint Joseph's,0.843
2021-03-25,Notre Dame,0.843
2021-03-25,Duke,0.846
2021-03-25,Richmond,0.848
2021-03-25,Jacksonville,0.85
2021-03-25,North Carolina,0.85
2021-03-25,Lehigh,0.852
2021-03-25,Detroit Mercy,0.852
2021-03-25,Delaware,0.855
2021-03-25,Stony Brook,0.857
2021-03-25,UMass Lowell,0.857
2021-03-25,St. John's,0.858
2021-03-25,Penn St.,0.859
2021-03-25,Drexel,0.859
2021-03-25,Air Force,0.862
2021-03-25,Mercer,0.863
2021-03-25,Loyola Maryland,0.865
2021-03-25,Hobart,0.871
2021-03-25,Marquette,0.878
2021-03-25,Bryant,0.878
2021-03-25,Fairfield,0.879
2021-03-25,Colgate,0.88
2021-03-25,Army West Point,0.882
2021-03-25,Manhattan,0.887
2021-03-25,Marist,0.889
2021-03-25,Michigan,0.889
2021-03-25,St. Bonaventure,0.889
2021-03-25,LIU,0.893
2021-03-25,Sacred Heart,0.895
2021-03-25,Bellarmine,0.895
2021-03-25,Hartford,0.9
2021-03-25,Utah,0.908
2021-03-25,Binghamton,0.917
2021-03-25,Rutgers,0.923
2021-03-25,Wagner,0.923
2021-03-25,Quinnipiac,0.929
2021-03-25,Merrimack,0.752
2021-03-24,Navy,0.714
2021-03-24,Virginia,0.726
2021-03-24,High Point,0.745
2021-03-24,UMBC,0.75
2021-03-24,Denver,0.752
2021-03-24,Siena,0.768
2021-03-24,Canisius,0.778
2021-03-24,Lafayette,0.779
2021-03-24,Monmouth,0.781
2021-03-24,Boston U.,0.783
2021-03-24,NJIT,0.789
2021-03-24,Maryland,0.809
2021-03-24,Providence,0.81
2021-03-24,Robert Morris,0.812
2021-03-24,UAlbany,0.812
2021-03-24,Massachusetts,0.813
2021-03-24,VMI,0.813
2021-03-24,Georgetown,0.816
2021-03-24,Cleveland St.,0.82
2021-03-24,Syracuse,0.822
2021-03-24,Johns Hopkins,0.822
2021-03-24,Ohio St.,0.825
2021-03-24,Bucknell,0.826
2021-03-24,Holy Cross,0.835
2021-03-24,Hofstra,0.836
2021-03-24,Vermont,0.836
2021-03-24,Towson,0.837
2021-03-24,Mount St. Mary's,0.838
2021-03-24,Villanova,0.841
2021-03-24,Saint Joseph's,0.843
2021-03-24,Notre Dame,0.843
2021-03-24,Duke,0.844
2021-03-24,Richmond,0.848
2021-03-24,Jacksonville,0.85
2021-03-24,North Carolina,0.85
2021-03-24,Lehigh,0.852
2021-03-24,Detroit Mercy,0.852
2021-03-24,Delaware,0.855
2021-03-24,Stony Brook,0.857
2021-03-24,UMass Lowell,0.857
2021-03-24,St. John's,0.858
2021-03-24,Penn St.,0.859
2021-03-24,Drexel,0.859
2021-03-24,Air Force,0.862
2021-03-24,Mercer,0.863
2021-03-24,Loyola Maryland,0.865
2021-03-24,Hobart,0.871
2021-03-24,Marquette,0.878
2021-03-24,Bryant,0.878
2021-03-24,Fairfield,0.879
2021-03-24,Colgate,0.88
2021-03-24,Army West Point,0.882
2021-03-24,Manhattan,0.887
2021-03-24,Marist,0.889
2021-03-24,Michigan,0.889
2021-03-24,St. Bonaventure,0.889
2021-03-24,LIU,0.893
2021-03-24,Sacred Heart,0.895
2021-03-24,Bellarmine,0.895
2021-03-24,Hartford,0.9
2021-03-24,Utah,0.908
2021-03-24,Binghamton,0.917
2021-03-24,Rutgers,0.923
2021-03-24,Wagner,0.923
2021-03-24,Quinnipiac,0.929
2021-03-24,Merrimack,0.752
2021-03-23,Navy,0.714
2021-03-23,Virginia,0.726
2021-03-23,High Point,0.745
2021-03-23,UMBC,0.746
2021-03-23,Denver,0.752
2021-03-23,Siena,0.768
2021-03-23,Lafayette,0.774
2021-03-23,Canisius,0.778
2021-03-23,Monmouth,0.781
2021-03-23,Boston U.,0.783
2021-03-23,NJIT,0.789
2021-03-23,Maryland,0.809
2021-03-23,Providence,0.81
2021-03-23,Robert Morris,0.812
2021-03-23,UAlbany,0.812
2021-03-23,Massachusetts,0.813
2021-03-23,VMI,0.813
2021-03-23,Georgetown,0.816
2021-03-23,Cleveland St.,0.82
2021-03-23,Syracuse,0.822
2021-03-23,Johns Hopkins,0.822
2021-03-23,Ohio St.,0.825
2021-03-23,Bucknell,0.826
2021-03-23,Holy Cross,0.835
2021-03-23,Hofstra,0.836
2021-03-23,Vermont,0.836
2021-03-23,Towson,0.837
2021-03-23,Mount St. Mary's,0.838
2021-03-23,Villanova,0.841
2021-03-23,Saint Joseph's,0.843
2021-03-23,Notre Dame,0.843
2021-03-23,Duke,0.844
2021-03-23,Richmond,0.848
2021-03-23,Jacksonville,0.85
2021-03-23,North Carolina,0.85
2021-03-23,Lehigh,0.852
2021-03-23,Detroit Mercy,0.852
2021-03-23,Delaware,0.855
2021-03-23,Stony Brook,0.857
2021-03-23,UMass Lowell,0.857
2021-03-23,St. John's,0.858
2021-03-23,Penn St.,0.859
2021-03-23,Air Force,0.862
2021-03-23,Mercer,0.863
2021-03-23,Drexel,0.864
2021-03-23,Loyola Maryland,0.865
2021-03-23,Hobart,0.871
2021-03-23,Marquette,0.878
2021-03-23,Bryant,0.878
2021-03-23,Fairfield,0.879
2021-03-23,Colgate,0.88
2021-03-23,Army West Point,0.882
2021-03-23,Manhattan,0.887
2021-03-23,Marist,0.889
2021-03-23,Michigan,0.889
2021-03-23,St. Bonaventure,0.889
2021-03-23,LIU,0.893
2021-03-23,Sacred Heart,0.895
2021-03-23,Bellarmine,0.895
2021-03-23,Hartford,0.9
2021-03-23,Utah,0.908
2021-03-23,Rutgers,0.923
2021-03-23,Wagner,0.923
2021-03-23,Quinnipiac,0.929
2021-03-23,Binghamton,0.932
2021-03-23,Merrimack,0.752
2021-03-21,Navy,0.714
2021-03-21,Virginia,0.726
2021-03-21,High Point,0.745
2021-03-21,UMBC,0.746
2021-03-21,Denver,0.752
2021-03-21,Siena,0.768
2021-03-21,Massachusetts,0.773
2021-03-21,Lafayette,0.774
2021-03-21,Canisius,0.778
2021-03-21,Monmouth,0.781
2021-03-21,Boston U.,0.783
2021-03-21,NJIT,0.789
2021-03-21,Maryland,0.809
2021-03-21,Providence,0.81
2021-03-21,Robert Morris,0.812
2021-03-21,Georgetown,0.816
2021-03-21,Cleveland St.,0.82
2021-03-21,Syracuse,0.822
2021-03-21,Johns Hopkins,0.822
2021-03-21,Ohio St.,0.825
2021-03-21,Bucknell,0.826
2021-03-21,UAlbany,0.829
2021-03-21,Holy Cross,0.835
2021-03-21,Hofstra,0.836
2021-03-21,Vermont,0.836
2021-03-21,Towson,0.837
2021-03-21,Mount St. Mary's,0.838
2021-03-21,Villanova,0.841
2021-03-21,Saint Joseph's,0.843
2021-03-21,Notre Dame,0.843
2021-03-21,Duke,0.844
2021-03-21,Richmond,0.848
2021-03-21,Jacksonville,0.85
2021-03-21,North Carolina,0.85
2021-03-21,Lehigh,0.852
2021-03-21,Detroit Mercy,0.852
2021-03-21,Delaware,0.855
2021-03-21,Stony Brook,0.857
2021-03-21,UMass Lowell,0.857
2021-03-21,St. John's,0.858
2021-03-21,Penn St.,0.859
2021-03-21,Air Force,0.862
2021-03-21,Drexel,0.862
2021-03-21,Mercer,0.863
2021-03-21,Loyola Maryland,0.865
2021-03-21,Hobart,0.871
2021-03-21,Marquette,0.878
2021-03-21,VMI,0.878
2021-03-21,Bryant,0.878
2021-03-21,Fairfield,0.879
2021-03-21,Colgate,0.88
2021-03-21,Army West Point,0.882
2021-03-21,Manhattan,0.887
2021-03-21,Marist,0.889
2021-03-21,Michigan,0.889
2021-03-21,St. Bonaventure,0.889
2021-03-21,LIU,0.893
2021-03-21,Sacred Heart,0.895
2021-03-21,Bellarmine,0.895
2021-03-21,Hartford,0.9
2021-03-21,Utah,0.908
2021-03-21,Rutgers,0.923
2021-03-21,Wagner,0.923
2021-03-21,Quinnipiac,0.929
2021-03-21,Binghamton,0.932
2021-03-21,Merrimack,0.752
2021-03-20,Navy,0.714
2021-03-20,Virginia,0.726
2021-03-20,High Point,0.745
2021-03-20,UMBC,0.746
2021-03-20,Denver,0.752
2021-03-20,Siena,0.768
2021-03-20,Massachusetts,0.773
2021-03-20,Lafayette,0.774
2021-03-20,Canisius,0.778
2021-03-20,Monmouth,0.781
2021-03-20,Boston U.,0.783
2021-03-20,NJIT,0.789
2021-03-20,Maryland,0.809
2021-03-20,Providence,0.81
2021-03-20,Robert Morris,0.812
2021-03-20,Syracuse,0.814
2021-03-20,Georgetown,0.816
2021-03-20,Cleveland St.,0.82
2021-03-20,Johns Hopkins,0.822
2021-03-20,Ohio St.,0.825
2021-03-20,Bucknell,0.826
2021-03-20,UAlbany,0.829
2021-03-20,Holy Cross,0.835
2021-03-20,Hofstra,0.836
2021-03-20,Vermont,0.836
2021-03-20,Towson,0.837
2021-03-20,Mount St. Mary's,0.838
2021-03-20,Villanova,0.841
2021-03-20,Saint Joseph's,0.843
2021-03-20,Notre Dame,0.843
2021-03-20,Duke,0.844
2021-03-20,Jacksonville,0.845
2021-03-20,Richmond,0.848
2021-03-20,North Carolina,0.85
2021-03-20,Lehigh,0.852
2021-03-20,Detroit Mercy,0.852
2021-03-20,Delaware,0.855
2021-03-20,Stony Brook,0.857
2021-03-20,UMass Lowell,0.857
2021-03-20,St. John's,0.858
2021-03-20,Penn St.,0.859
2021-03-20,Air Force,0.862
2021-03-20,Drexel,0.862
2021-03-20,Loyola Maryland,0.865
2021-03-20,Mercer,0.869
2021-03-20,Hobart,0.871
2021-03-20,Marquette,0.878
2021-03-20,Bryant,0.878
2021-03-20,VMI,0.878
2021-03-20,Fairfield,0.879
2021-03-20,Colgate,0.88
2021-03-20,Army West Point,0.882
2021-03-20,Manhattan,0.887
2021-03-20,Marist,0.889
2021-03-20,Michigan,0.889
2021-03-20,St. Bonaventure,0.889
2021-03-20,LIU,0.893
2021-03-20,Sacred Heart,0.895
2021-03-20,Bellarmine,0.895
2021-03-20,Hartford,0.9
2021-03-20,Wagner,0.9
2021-03-20,Utah,0.908
2021-03-20,Rutgers,0.923
2021-03-20,Quinnipiac,0.929
2021-03-20,Binghamton,0.932
2021-03-20,Merrimack,0.752
2021-03-19,Virginia,0.699
2021-03-19,Navy,0.714
2021-03-19,Massachusetts,0.727
2021-03-19,UMBC,0.731
2021-03-19,High Point,0.745
2021-03-19,Canisius,0.75
2021-03-19,Denver,0.752
2021-03-19,Cleveland St.,0.768
2021-03-19,Lafayette,0.774
2021-03-19,Holy Cross,0.776
2021-03-19,Providence,0.784
2021-03-19,Bucknell,0.787
2021-03-19,Johns Hopkins,0.795
2021-03-19,Boston U.,0.796
2021-03-19,Georgetown,0.798
2021-03-19,Maryland,0.806
2021-03-19,Towson,0.812
2021-03-19,NJIT,0.814
2021-03-19,Monmouth,0.82
2021-03-19,Ohio St.,0.822
2021-03-19,UMass Lowell,0.823
2021-03-19,Notre Dame,0.828
2021-03-19,Robert Morris,0.829
2021-03-19,Siena,0.83
2021-03-19,Colgate,0.833
2021-03-19,Richmond,0.833
2021-03-19,Hofstra,0.836
2021-03-19,Mount St. Mary's,0.84
2021-03-19,Villanova,0.841
2021-03-19,Duke,0.844
2021-03-19,Syracuse,0.844
2021-03-19,Jacksonville,0.845
2021-03-19,Stony Brook,0.852
2021-03-19,Lehigh,0.852
2021-03-19,St. Bonaventure,0.853
2021-03-19,Saint Joseph's,0.855
2021-03-19,Detroit Mercy,0.857
2021-03-19,St. John's,0.858
2021-03-19,Hobart,0.86
2021-03-19,Air Force,0.861
2021-03-19,Delaware,0.863
2021-03-19,North Carolina,0.864
2021-03-19,Mercer,0.869
2021-03-19,UAlbany,0.871
2021-03-19,Vermont,0.871
2021-03-19,Penn St.,0.875
2021-03-19,Loyola Maryland,0.878
2021-03-19,Marquette,0.878
2021-03-19,Bryant,0.878
2021-03-19,VMI,0.878
2021-03-19,Fairfield,0.879
2021-03-19,Army West Point,0.882
2021-03-19,Hartford,0.884
2021-03-19,Marist,0.889
2021-03-19,Manhattan,0.897
2021-03-19,Michigan,0.898
2021-03-19,Wagner,0.9
2021-03-19,Bellarmine,0.901
2021-03-19,Utah,0.908
2021-03-19,Binghamton,0.913
2021-03-19,Sacred Heart,0.914
2021-03-19,Rutgers,0.915
2021-03-19,Drexel,0.917
2021-03-19,LIU,0.917
2021-03-19,Quinnipiac,0.929
2021-03-19,Merrimack,0.75
2021-03-17,Virginia,0.699
2021-03-17,Navy,0.714
2021-03-17,Massachusetts,0.727
2021-03-17,UMBC,0.731
2021-03-17,Canisius,0.75
2021-03-17,Denver,0.752
2021-03-17,High Point,0.757
2021-03-17,Cleveland St.,0.768
2021-03-17,Lafayette,0.774
2021-03-17,Holy Cross,0.776
2021-03-17,Providence,0.784
2021-03-17,Bucknell,0.787
2021-03-17,Johns Hopkins,0.795
2021-03-17,Boston U.,0.796
2021-03-17,Georgetown,0.798
2021-03-17,Maryland,0.806
2021-03-17,Towson,0.812
2021-03-17,NJIT,0.814
2021-03-17,Monmouth,0.82
2021-03-17,Ohio St.,0.822
2021-03-17,UMass Lowell,0.823
2021-03-17,Notre Dame,0.828
2021-03-17,Robert Morris,0.829
2021-03-17,Siena,0.83
2021-03-17,Colgate,0.833
2021-03-17,Richmond,0.833
2021-03-17,Hofstra,0.836
2021-03-17,Mount St. Mary's,0.84
2021-03-17,Villanova,0.841
2021-03-17,Duke,0.844
2021-03-17,Syracuse,0.844
2021-03-17,Jacksonville,0.845
2021-03-17,Stony Brook,0.852
2021-03-17,Lehigh,0.852
2021-03-17,St. Bonaventure,0.853
2021-03-17,Saint Joseph's,0.855
2021-03-17,Detroit Mercy,0.857
2021-03-17,St. John's,0.858
2021-03-17,Hobart,0.86
2021-03-17,Air Force,0.861
2021-03-17,Delaware,0.863
2021-03-17,North Carolina,0.864
2021-03-17,Mercer,0.869
2021-03-17,UAlbany,0.871
2021-03-17,Vermont,0.871
2021-03-17,Penn St.,0.875
2021-03-17,Loyola Maryland,0.878
2021-03-17,Marquette,0.878
2021-03-17,Bryant,0.878
2021-03-17,Fairfield,0.879
2021-03-17,Army West Point,0.882
2021-03-17,VMI,0.882
2021-03-17,Hartford,0.884
2021-03-17,Marist,0.889
2021-03-17,Manhattan,0.897
2021-03-17,Michigan,0.898
2021-03-17,Wagner,0.9
2021-03-17,Bellarmine,0.901
2021-03-17,Utah,0.908
2021-03-17,Binghamton,0.913
2021-03-17,Sacred Heart,0.914
2021-03-17,Rutgers,0.915
2021-03-17,Drexel,0.917
2021-03-17,LIU,0.917
2021-03-17,Quinnipiac,0.929
2021-03-17,Merrimack,0.75
2021-03-16,Virginia,0.699
2021-03-16,Navy,0.714
2021-03-16,Massachusetts,0.727
2021-03-16,UMBC,0.731
2021-03-16,Canisius,0.75
2021-03-16,Denver,0.752
2021-03-16,High Point,0.757
2021-03-16,Cleveland St.,0.768
2021-03-16,Lafayette,0.774
2021-03-16,Holy Cross,0.776
2021-03-16,Providence,0.784
2021-03-16,Bucknell,0.787
2021-03-16,Johns Hopkins,0.795
2021-03-16,Boston U.,0.796
2021-03-16,Georgetown,0.798
2021-03-16,Notre Dame,0.8
2021-03-16,Maryland,0.806
2021-03-16,Towson,0.812
2021-03-16,NJIT,0.814
2021-03-16,Monmouth,0.82
2021-03-16,Ohio St.,0.822
2021-03-16,UMass Lowell,0.823
2021-03-16,Robert Morris,0.829
2021-03-16,Siena,0.83
2021-03-16,Colgate,0.833
2021-03-16,Richmond,0.833
2021-03-16,Hofstra,0.836
2021-03-16,Mount St. Mary's,0.84
2021-03-16,Villanova,0.841
2021-03-16,Duke,0.844
2021-03-16,Syracuse,0.844
2021-03-16,Jacksonville,0.845
2021-03-16,Stony Brook,0.852
2021-03-16,Lehigh,0.852
2021-03-16,St. Bonaventure,0.853
2021-03-16,Saint Joseph's,0.855
2021-03-16,Detroit Mercy,0.857
2021-03-16,St. John's,0.858
2021-03-16,Hobart,0.86
2021-03-16,Air Force,0.861
2021-03-16,Delaware,0.863
2021-03-16,North Carolina,0.864
2021-03-16,Mercer,0.869
2021-03-16,UAlbany,0.871
2021-03-16,Vermont,0.871
2021-03-16,Marquette,0.872
2021-03-16,Penn St.,0.875
2021-03-16,Loyola Maryland,0.878
2021-03-16,Bryant,0.878
2021-03-16,Fairfield,0.88
2021-03-16,Army West Point,0.882
2021-03-16,VMI,0.882
2021-03-16,Hartford,0.884
2021-03-16,Marist,0.889
2021-03-16,Manhattan,0.897
2021-03-16,Michigan,0.898
2021-03-16,Wagner,0.9
2021-03-16,Bellarmine,0.901
2021-03-16,Utah,0.908
2021-03-16,Sacred Heart,0.908
2021-03-16,Binghamton,0.913
2021-03-16,Rutgers,0.915
2021-03-16,Drexel,0.917
2021-03-16,LIU,0.917
2021-03-16,Quinnipiac,0.929
2021-03-16,Merrimack,0.75
2021-03-14,Massachusetts,0.647
2021-03-14,Virginia,0.699
2021-03-14,Navy,0.714
2021-03-14,UMBC,0.731
2021-03-14,Canisius,0.75
2021-03-14,Denver,0.753
2021-03-14,High Point,0.757
2021-03-14,Cleveland St.,0.768
2021-03-14,Lafayette,0.774
2021-03-14,Holy Cross,0.776
2021-03-14,Providence,0.784
2021-03-14,Bucknell,0.787
2021-03-14,Georgetown,0.793
2021-03-14,Johns Hopkins,0.795
2021-03-14,Boston U.,0.796
2021-03-14,Notre Dame,0.8
2021-03-14,Maryland,0.806
2021-03-14,Towson,0.812
2021-03-14,NJIT,0.814
2021-03-14,Monmouth,0.82
2021-03-14,Ohio St.,0.822
2021-03-14,UMass Lowell,0.823
2021-03-14,Robert Morris,0.829
2021-03-14,Siena,0.83
2021-03-14,Colgate,0.833
2021-03-14,Richmond,0.833
2021-03-14,Hofstra,0.836
2021-03-14,Mount St. Mary's,0.84
2021-03-14,Villanova,0.841
2021-03-14,Duke,0.844
2021-03-14,Syracuse,0.844
2021-03-14,Jacksonville,0.845
2021-03-14,Stony Brook,0.852
2021-03-14,Lehigh,0.852
2021-03-14,St. Bonaventure,0.853
2021-03-14,Saint Joseph's,0.855
2021-03-14,Detroit Mercy,0.857
2021-03-14,St. John's,0.858
2021-03-14,Hobart,0.86
2021-03-14,Air Force,0.861
2021-03-14,Delaware,0.863
2021-03-14,North Carolina,0.864
2021-03-14,VMI,0.868
2021-03-14,Mercer,0.869
2021-03-14,UAlbany,0.871
2021-03-14,Vermont,0.871
2021-03-14,Marquette,0.872
2021-03-14,Penn St.,0.875
2021-03-14,Loyola Maryland,0.878
2021-03-14,Bryant,0.878
2021-03-14,Fairfield,0.881
2021-03-14,Army West Point,0.882
2021-03-14,Hartford,0.884
2021-03-14,Marist,0.889
2021-03-14,Manhattan,0.897
2021-03-14,Michigan,0.898
2021-03-14,Utah,0.9
2021-03-14,Wagner,0.9
2021-03-14,Bellarmine,0.901
2021-03-14,Sacred Heart,0.908
2021-03-14,Binghamton,0.913
2021-03-14,Rutgers,0.915
2021-03-14,Drexel,0.917
2021-03-14,LIU,0.917
2021-03-14,Quinnipiac,0.929
2021-03-14,Merrimack,0.75
2021-03-13,Virginia,0.699
2021-03-13,Navy,0.714
2021-03-13,Bucknell,0.731
2021-03-13,UMBC,0.731
2021-03-13,Canisius,0.75
2021-03-13,Denver,0.753
2021-03-13,High Point,0.757
2021-03-13,Cleveland St.,0.768
2021-03-13,Lafayette,0.774
2021-03-13,Holy Cross,0.776
2021-03-13,Providence,0.784
2021-03-13,Georgetown,0.793
2021-03-13,Johns Hopkins,0.795
2021-03-13,Boston U.,0.796
2021-03-13,NJIT,0.8
2021-03-13,Notre Dame,0.8
2021-03-13,Maryland,0.806
2021-03-13,Towson,0.812
2021-03-13,Monmouth,0.82
2021-03-13,UMass Lowell,0.823
2021-03-13,Robert Morris,0.829
2021-03-13,Siena,0.83
2021-03-13,Colgate,0.833
2021-03-13,Ohio St.,0.833
2021-03-13,Richmond,0.833
2021-03-13,Hofstra,0.836
2021-03-13,Mount St. Mary's,0.84
2021-03-13,Jacksonville,0.84
2021-03-13,Syracuse,0.844
2021-03-13,St. Bonaventure,0.853
2021-03-13,Saint Joseph's,0.855
2021-03-13,Detroit Mercy,0.857
2021-03-13,Fairfield,0.857
2021-03-13,St. John's,0.859
2021-03-13,Hobart,0.86
2021-03-13,Duke,0.861
2021-03-13,Air Force,0.861
2021-03-13,Delaware,0.863
2021-03-13,North Carolina,0.864
2021-03-13,VMI,0.868
2021-03-13,Mercer,0.869
2021-03-13,UAlbany,0.871
2021-03-13,Vermont,0.871
2021-03-13,Marquette,0.872
2021-03-13,Penn St.,0.875
2021-03-13,Stony Brook,0.875
2021-03-13,Loyola Maryland,0.878
2021-03-13,Bryant,0.878
2021-03-13,Army West Point,0.882
2021-03-13,Hartford,0.884
2021-03-13,Lehigh,0.886
2021-03-13,Marist,0.889
2021-03-13,Michigan,0.897
2021-03-13,Manhattan,0.897
2021-03-13,Utah,0.9
2021-03-13,Wagner,0.9
2021-03-13,Bellarmine,0.901
2021-03-13,Sacred Heart,0.908
2021-03-13,Villanova,0.911
2021-03-13,Binghamton,0.913
2021-03-13,Rutgers,0.915
2021-03-13,Drexel,0.917
2021-03-13,LIU,0.917
2021-03-13,Quinnipiac,0.929
2021-03-13,Merrimack,0.75
2021-03-12,Virginia,0.699
2021-03-12,Navy,0.714
2021-03-12,Bucknell,0.731
2021-03-12,UMBC,0.731
2021-03-12,Lafayette,0.738
2021-03-12,Denver,0.753
2021-03-12,UMass Lowell,0.756
2021-03-12,Providence,0.757
2021-03-12,High Point,0.757
2021-03-12,Holy Cross,0.776
2021-03-12,Maryland,0.778
2021-03-12,Cleveland St.,0.791
2021-03-12,Canisius,0.792
2021-03-12,Siena,0.792
2021-03-12,Georgetown,0.793
2021-03-12,Johns Hopkins,0.794
2021-03-12,Boston U.,0.796
2021-03-12,NJIT,0.8
2021-03-12,Notre Dame,0.8
2021-03-12,Towson,0.812
2021-03-12,VMI,0.822
2021-03-12,Hobart,0.824
2021-03-12,Saint Joseph's,0.824
2021-03-12,Vermont,0.826
2021-03-12,Colgate,0.833
2021-03-12,Monmouth,0.833
2021-03-12,Ohio St.,0.833
2021-03-12,Hofstra,0.836
2021-03-12,Mount St. Mary's,0.84
2021-03-12,Jacksonville,0.84
2021-03-12,Syracuse,0.844
2021-03-12,Robert Morris,0.845
2021-03-12,Air Force,0.854
2021-03-12,Delaware,0.857
2021-03-12,Fairfield,0.857
2021-03-12,St. John's,0.859
2021-03-12,Duke,0.861
2021-03-12,Penn St.,0.864
2021-03-12,North Carolina,0.864
2021-03-12,Richmond,0.868
2021-03-12,Mercer,0.869
2021-03-12,Hartford,0.87
2021-03-12,Marquette,0.87
2021-03-12,UAlbany,0.872
2021-03-12,Stony Brook,0.875
2021-03-12,Bryant,0.878
2021-03-12,Army West Point,0.882
2021-03-12,Lehigh,0.886
2021-03-12,Marist,0.889
2021-03-12,Bellarmine,0.892
2021-03-12,Rutgers,0.894
2021-03-12,Michigan,0.897
2021-03-12,Sacred Heart,0.902
2021-03-12,Wagner,0.903
2021-03-12,Detroit Mercy,0.905
2021-03-12,Loyola Maryland,0.908
2021-03-12,Utah,0.91
2021-03-12,Villanova,0.911
2021-03-12,Binghamton,0.913
2021-03-12,Quinnipiac,0.929
2021-03-12,St. Bonaventure,0.929
2021-03-12,LIU,0.94
2021-03-12,Drexel,1.0
2021-03-12,Manhattan,1.0
2021-03-12,Merrimack,0.8
2021-03-11,Holy Cross,0.684
2021-03-11,Virginia,0.706
2021-03-11,Navy,0.714
2021-03-11,Bucknell,0.731
2021-03-11,UMBC,0.731
2021-03-11,Lafayette,0.738
2021-03-11,Denver,0.753
2021-03-11,UMass Lowell,0.756
2021-03-11,Providence,0.757
2021-03-11,High Point,0.757
2021-03-11,Maryland,0.778
2021-03-11,Cleveland St.,0.791
2021-03-11,Canisius,0.792
2021-03-11,Siena,0.792
2021-03-11,Georgetown,0.793
2021-03-11,Johns Hopkins,0.794
2021-03-11,NJIT,0.8
2021-03-11,Notre Dame,0.8
2021-03-11,Boston U.,0.809
2021-03-11,Towson,0.812
2021-03-11,VMI,0.822
2021-03-11,Hobart,0.824
2021-03-11,Saint Joseph's,0.824
2021-03-11,Vermont,0.826
2021-03-11,Colgate,0.833
2021-03-11,Monmouth,0.833
2021-03-11,Ohio St.,0.833
2021-03-11,Hofstra,0.836
2021-03-11,Mount St. Mary's,0.84
2021-03-11,Jacksonville,0.84
2021-03-11,Robert Morris,0.845
2021-03-11,Air Force,0.854
2021-03-11,Delaware,0.857
2021-03-11,Fairfield,0.857
2021-03-11,St. John's,0.859
2021-03-11,Duke,0.861
2021-03-11,Penn St.,0.864
2021-03-11,North Carolina,0.864
2021-03-11,Richmond,0.868
2021-03-11,Mercer,0.869
2021-03-11,Hartford,0.87
2021-03-11,Marquette,0.87
2021-03-11,Syracuse,0.871
2021-03-11,UAlbany,0.872
2021-03-11,Bryant,0.878
2021-03-11,Army West Point,0.882
2021-03-11,Lehigh,0.886
2021-03-11,Marist,0.889
2021-03-11,Bellarmine,0.892
2021-03-11,Rutgers,0.894
2021-03-11,Michigan,0.897
2021-03-11,Stony Brook,0.901
2021-03-11,Sacred Heart,0.902
2021-03-11,Wagner,0.903
2021-03-11,Detroit Mercy,0.905
2021-03-11,Loyola Maryland,0.908
2021-03-11,Utah,0.91
2021-03-11,Villanova,0.911
2021-03-11,Binghamton,0.913
2021-03-11,Quinnipiac,0.929
2021-03-11,St. Bonaventure,0.929
2021-03-11,LIU,0.94
2021-03-11,Drexel,1.0
2021-03-11,Manhattan,1.0
2021-03-11,Merrimack,0.8
2021-03-10,Virginia,0.683
2021-03-10,Holy Cross,0.684
2021-03-10,Navy,0.714
2021-03-10,Bucknell,0.731
2021-03-10,UMBC,0.731
2021-03-10,Lafayette,0.738
2021-03-10,Denver,0.753
2021-03-10,UMass Lowell,0.756
2021-03-10,Providence,0.757
2021-03-10,High Point,0.757
2021-03-10,Maryland,0.778
2021-03-10,Cleveland St.,0.791
2021-03-10,Canisius,0.792
2021-03-10,Siena,0.792
2021-03-10,Georgetown,0.793
2021-03-10,Johns Hopkins,0.794
2021-03-10,NJIT,0.8
2021-03-10,Notre Dame,0.8
2021-03-10,Boston U.,0.809
2021-03-10,Towson,0.812
2021-03-10,VMI,0.822
2021-03-10,Hobart,0.824
2021-03-10,Saint Joseph's,0.824
2021-03-10,Vermont,0.826
2021-03-10,Colgate,0.833
2021-03-10,Monmouth,0.833
2021-03-10,Ohio St.,0.833
2021-03-10,Hofstra,0.836
2021-03-10,Mount St. Mary's,0.84
2021-03-10,Jacksonville,0.84
2021-03-10,Robert Morris,0.845
2021-03-10,Air Force,0.854
2021-03-10,Delaware,0.857
2021-03-10,Fairfield,0.857
2021-03-10,North Carolina,0.858
2021-03-10,St. John's,0.859
2021-03-10,Duke,0.861
2021-03-10,Penn St.,0.864
2021-03-10,Richmond,0.868
2021-03-10,Mercer,0.869
2021-03-10,Hartford,0.87
2021-03-10,Marquette,0.87
2021-03-10,Syracuse,0.871
2021-03-10,UAlbany,0.872
2021-03-10,Bryant,0.878
2021-03-10,Army West Point,0.882
2021-03-10,Lehigh,0.886
2021-03-10,Marist,0.889
2021-03-10,Bellarmine,0.892
2021-03-10,Rutgers,0.894
2021-03-10,Michigan,0.897
2021-03-10,Stony Brook,0.901
2021-03-10,Sacred Heart,0.902
