Date,Team,Saves per Game
2016-03-02,Notre Dame,11.0
2016-03-02,Mercer,10.75
2016-03-02,Rutgers,10.75
2016-03-02,St. John's,10.75
2016-03-02,Bucknell,10.75
2016-03-02,NJIT,10.6
2016-03-02,Holy Cross,10.5
2016-03-02,Binghamton,10.5
2016-03-02,Towson,10.5
2016-03-02,Mount St. Mary's,10.5
2016-03-02,Hobart,10.33
2016-03-02,Army West Point,10.25
2016-03-02,Duke,10.2
2016-03-02,Denver,10.0
2016-03-02,UMBC,10.0
2016-03-02,Villanova,10.0
2016-03-02,Air Force,9.8
2016-03-02,Saint Joseph's,9.67
2016-03-02,Monmouth,9.5
2016-03-02,Bellarmine,9.5
2016-03-02,Richmond,9.5
2016-03-02,Penn St.,9.25
2016-03-02,Massachusetts,9.25
2016-03-02,Loyola Maryland,9.25
2016-03-02,Virginia,9.25
2016-03-02,Sacred Heart,9.2
2016-03-02,Hartford,9.0
2016-03-02,Colgate,9.0
2016-03-02,Lehigh,8.75
2016-03-02,Quinnipiac,8.5
2016-03-02,Wagner,8.25
2016-03-02,Siena,8.0
2016-03-02,Cornell,8.0
2016-03-02,Delaware,8.0
2016-03-02,North Carolina,7.75
2016-03-02,Marquette,7.5
2016-03-02,Maryland,7.5
2016-03-02,Syracuse,7.0
2016-03-02,Ohio St.,6.75
2016-03-02,Princeton,6.5
2016-03-02,Navy,6.0
2016-03-02,Yale,5.5
2016-03-02,UMass Lowell,10.0
2016-03-01,Marist,17.5
2016-03-01,Stony Brook,15.67
2016-03-01,Drexel,15.67
2016-03-01,Brown,15.5
2016-03-01,Jacksonville,14.75
2016-03-01,UAlbany,14.5
2016-03-01,Providence,14.0
2016-03-01,Penn,14.0
2016-03-01,Fairfield,13.25
2016-03-01,Detroit Mercy,13.0
2016-03-01,Manhattan,12.75
2016-03-01,Robert Morris,12.75
2016-03-01,Georgetown,12.33
2016-03-01,Harvard,12.33
2016-03-01,Johns Hopkins,12.33
2016-03-01,High Point,12.2
2016-03-01,Bryant,11.75
2016-03-01,Lafayette,11.67
2016-03-01,Hofstra,11.67
2016-03-01,VMI,11.5
2016-03-01,Dartmouth,11.33
2016-03-01,Vermont,11.25
2016-03-01,St. John's,11.0
2016-03-01,Furman,11.0
2016-03-01,Boston U.,11.0
2016-03-01,Notre Dame,11.0
2016-03-01,Michigan,11.0
2016-03-01,Mercer,10.75
2016-03-01,Rutgers,10.75
2016-03-01,Bucknell,10.75
2016-03-01,NJIT,10.6
2016-03-01,Holy Cross,10.5
2016-03-01,Binghamton,10.5
2016-03-01,Mount St. Mary's,10.5
2016-03-01,Hobart,10.33
2016-03-01,Army West Point,10.25
2016-03-01,Duke,10.2
2016-03-01,Villanova,10.0
2016-03-01,Loyola Maryland,10.0
2016-03-01,UMBC,10.0
2016-03-01,Denver,10.0
2016-03-01,Air Force,9.8
2016-03-01,Bellarmine,9.5
2016-03-01,Richmond,9.5
2016-03-01,Monmouth,9.5
2016-03-01,Massachusetts,9.25
2016-03-01,Virginia,9.25
2016-03-01,Penn St.,9.25
2016-03-01,Sacred Heart,9.2
2016-03-01,Colgate,9.0
2016-03-01,Hartford,9.0
2016-03-01,Lehigh,8.75
2016-03-01,Towson,8.67
2016-03-01,Quinnipiac,8.5
2016-03-01,Saint Joseph's,8.5
2016-03-01,Wagner,8.25
2016-03-01,Cornell,8.0
2016-03-01,Siena,8.0
2016-03-01,Delaware,8.0
2016-03-01,North Carolina,7.75
2016-03-01,Marquette,7.5
2016-03-01,Maryland,7.5
2016-03-01,Syracuse,7.0
2016-03-01,Ohio St.,6.75
2016-03-01,Princeton,6.5
2016-03-01,Navy,6.0
2016-03-01,Yale,5.5
2016-03-01,UMass Lowell,10.0
2016-02-29,Marist,17.5
2016-02-29,Drexel,16.5
2016-02-29,Fairfield,16.33
2016-02-29,Stony Brook,15.67
2016-02-29,Brown,15.5
2016-02-29,Jacksonville,14.75
2016-02-29,UAlbany,14.5
2016-02-29,Penn,14.0
2016-02-29,Providence,14.0
2016-02-29,Georgetown,13.0
2016-02-29,Detroit Mercy,13.0
2016-02-29,Hofstra,13.0
2016-02-29,Robert Morris,12.75
2016-02-29,Manhattan,12.75
2016-02-29,Johns Hopkins,12.33
2016-02-29,Harvard,12.33
2016-02-29,High Point,12.2
2016-02-29,Bryant,11.75
2016-02-29,Lafayette,11.67
2016-02-29,Villanova,11.5
2016-02-29,Dartmouth,11.33
2016-02-29,Vermont,11.25
2016-02-29,Furman,11.0
2016-02-29,Michigan,11.0
2016-02-29,Notre Dame,11.0
2016-02-29,Boston U.,11.0
2016-02-29,VMI,11.0
2016-02-29,St. John's,11.0
2016-02-29,Bucknell,10.75
2016-02-29,Mercer,10.75
2016-02-29,Massachusetts,10.67
2016-02-29,Holy Cross,10.5
2016-02-29,Binghamton,10.5
2016-02-29,Hobart,10.33
2016-02-29,Army West Point,10.25
2016-02-29,Duke,10.2
2016-02-29,Rutgers,10.0
2016-02-29,Loyola Maryland,10.0
2016-02-29,UMBC,10.0
2016-02-29,Denver,10.0
2016-02-29,Air Force,9.8
2016-02-29,Mount St. Mary's,9.67
2016-02-29,Bellarmine,9.5
2016-02-29,Monmouth,9.5
2016-02-29,Richmond,9.5
2016-02-29,NJIT,9.5
2016-02-29,Penn St.,9.25
2016-02-29,Virginia,9.25
2016-02-29,Sacred Heart,9.2
2016-02-29,Colgate,9.0
2016-02-29,Delaware,8.75
2016-02-29,Lehigh,8.75
2016-02-29,Towson,8.67
2016-02-29,Quinnipiac,8.5
2016-02-29,Hartford,8.5
2016-02-29,Saint Joseph's,8.5
2016-02-29,Siena,8.0
2016-02-29,Cornell,8.0
2016-02-29,North Carolina,7.75
2016-02-29,Wagner,7.67
2016-02-29,Maryland,7.5
2016-02-29,Marquette,7.5
2016-02-29,Syracuse,7.0
2016-02-29,Ohio St.,6.75
2016-02-29,Princeton,6.5
2016-02-29,Navy,6.0
2016-02-29,Yale,5.5
2016-02-29,UMass Lowell,10.33
2016-02-28,Marist,17.5
2016-02-28,Drexel,16.5
2016-02-28,Fairfield,16.33
2016-02-28,Stony Brook,15.67
2016-02-28,Brown,15.5
2016-02-28,Jacksonville,14.75
2016-02-28,UAlbany,14.5
2016-02-28,Penn,14.0
2016-02-28,Detroit Mercy,13.0
2016-02-28,Hofstra,13.0
2016-02-28,Georgetown,13.0
2016-02-28,Robert Morris,12.75
2016-02-28,Manhattan,12.75
2016-02-28,Harvard,12.33
2016-02-28,Mercer,12.33
2016-02-28,Johns Hopkins,12.33
2016-02-28,Providence,12.25
2016-02-28,High Point,12.2
2016-02-28,Bryant,11.75
2016-02-28,Lafayette,11.67
2016-02-28,Villanova,11.5
2016-02-28,Dartmouth,11.33
2016-02-28,Michigan,11.0
2016-02-28,Furman,11.0
2016-02-28,Notre Dame,11.0
2016-02-28,VMI,11.0
2016-02-28,St. John's,11.0
2016-02-28,Boston U.,11.0
2016-02-28,Duke,10.75
2016-02-28,Bucknell,10.75
2016-02-28,Massachusetts,10.67
2016-02-28,Holy Cross,10.5
2016-02-28,Vermont,10.5
2016-02-28,Binghamton,10.5
2016-02-28,Hobart,10.33
2016-02-28,Army West Point,10.25
2016-02-28,Loyola Maryland,10.0
2016-02-28,UMBC,10.0
2016-02-28,Denver,10.0
2016-02-28,Rutgers,10.0
2016-02-28,Air Force,9.8
2016-02-28,Mount St. Mary's,9.67
2016-02-28,Bellarmine,9.5
2016-02-28,Monmouth,9.5
2016-02-28,Richmond,9.5
2016-02-28,NJIT,9.5
2016-02-28,Penn St.,9.25
2016-02-28,Virginia,9.25
2016-02-28,Sacred Heart,9.2
2016-02-28,Colgate,9.0
2016-02-28,Delaware,8.75
2016-02-28,Lehigh,8.75
2016-02-28,Towson,8.67
2016-02-28,Quinnipiac,8.5
2016-02-28,Hartford,8.5
2016-02-28,Saint Joseph's,8.5
2016-02-28,Siena,8.0
2016-02-28,Cornell,8.0
2016-02-28,North Carolina,7.75
2016-02-28,Wagner,7.67
2016-02-28,Maryland,7.5
2016-02-28,Marquette,7.5
2016-02-28,Syracuse,7.0
2016-02-28,Ohio St.,6.75
2016-02-28,Princeton,6.5
2016-02-28,Navy,6.0
2016-02-28,Yale,5.5
2016-02-28,UMass Lowell,10.33
2016-02-24,Fairfield,19.0
2016-02-24,UAlbany,17.0
2016-02-24,Marist,17.0
2016-02-24,Drexel,17.0
2016-02-24,Jacksonville,15.33
2016-02-24,Stony Brook,14.5
2016-02-24,VMI,14.5
2016-02-24,Johns Hopkins,14.5
2016-02-24,Providence,14.33
2016-02-24,Manhattan,13.33
2016-02-24,Dartmouth,13.0
2016-02-24,Harvard,13.0
2016-02-24,Georgetown,13.0
2016-02-24,Detroit Mercy,12.5
2016-02-24,Mercer,12.33
2016-02-24,High Point,12.25
2016-02-24,Hartford,12.0
2016-02-24,Penn,12.0
2016-02-24,UMBC,12.0
2016-02-24,Brown,12.0
2016-02-24,Vermont,12.0
2016-02-24,Loyola Maryland,12.0
2016-02-24,Robert Morris,11.67
2016-02-24,Lafayette,11.5
2016-02-24,Duke,11.33
2016-02-24,Bryant,11.33
2016-02-24,Furman,11.0
2016-02-24,Denver,11.0
2016-02-24,Villanova,11.0
2016-02-24,Notre Dame,11.0
2016-02-24,St. John's,11.0
2016-02-24,Hofstra,11.0
2016-02-24,Bellarmine,10.67
2016-02-24,Hobart,10.5
2016-02-24,Michigan,10.33
2016-02-24,Air Force,10.33
2016-02-24,Rutgers,10.0
2016-02-24,Boston U.,10.0
2016-02-24,Army West Point,10.0
2016-02-24,Saint Joseph's,10.0
2016-02-24,NJIT,10.0
2016-02-24,Mount St. Mary's,9.67
2016-02-24,Lehigh,9.67
2016-02-24,Monmouth,9.5
2016-02-24,Massachusetts,9.5
2016-02-24,Holy Cross,9.33
2016-02-24,Penn St.,9.0
2016-02-24,Binghamton,9.0
2016-02-24,Richmond,9.0
2016-02-24,Bucknell,8.67
2016-02-24,Colgate,8.5
2016-02-24,Virginia,8.33
2016-02-24,Delaware,8.33
2016-02-24,Sacred Heart,8.33
2016-02-24,Cornell,8.0
2016-02-24,Siena,8.0
2016-02-24,Quinnipiac,8.0
2016-02-24,Maryland,8.0
2016-02-24,North Carolina,8.0
2016-02-24,Wagner,7.67
2016-02-24,Towson,7.5
2016-02-24,Princeton,7.0
2016-02-24,Ohio St.,7.0
2016-02-24,Navy,6.33
2016-02-24,Marquette,6.0
2016-02-24,Syracuse,5.5
2016-02-24,Yale,5.0
2016-02-24,UMass Lowell,10.0
2016-02-23,Fairfield,19.0
2016-02-23,UAlbany,17.0
2016-02-23,Marist,17.0
2016-02-23,Drexel,17.0
2016-02-23,Jacksonville,15.33
2016-02-23,Stony Brook,14.5
2016-02-23,VMI,14.5
2016-02-23,Johns Hopkins,14.5
2016-02-23,Providence,14.33
2016-02-23,Notre Dame,14.0
2016-02-23,Manhattan,13.33
2016-02-23,Dartmouth,13.0
2016-02-23,Harvard,13.0
2016-02-23,Georgetown,13.0
2016-02-23,Detroit Mercy,12.5
2016-02-23,Mercer,12.33
2016-02-23,High Point,12.25
2016-02-23,Hartford,12.0
2016-02-23,Penn,12.0
2016-02-23,UMBC,12.0
2016-02-23,Brown,12.0
2016-02-23,Vermont,12.0
2016-02-23,Loyola Maryland,12.0
2016-02-23,Robert Morris,11.67
2016-02-23,Lafayette,11.5
2016-02-23,Duke,11.33
2016-02-23,Bryant,11.33
2016-02-23,Furman,11.0
2016-02-23,Denver,11.0
2016-02-23,Villanova,11.0
2016-02-23,St. John's,11.0
2016-02-23,Hofstra,11.0
2016-02-23,Hobart,10.5
2016-02-23,Bellarmine,10.5
2016-02-23,Air Force,10.33
2016-02-23,Michigan,10.33
2016-02-23,Saint Joseph's,10.0
2016-02-23,NJIT,10.0
2016-02-23,Boston U.,10.0
2016-02-23,Rutgers,10.0
2016-02-23,Army West Point,10.0
2016-02-23,Lehigh,9.67
2016-02-23,Mount St. Mary's,9.67
2016-02-23,Monmouth,9.5
2016-02-23,Massachusetts,9.5
2016-02-23,Holy Cross,9.33
2016-02-23,Penn St.,9.0
2016-02-23,Binghamton,9.0
2016-02-23,Richmond,9.0
2016-02-23,Bucknell,8.67
2016-02-23,Colgate,8.5
2016-02-23,Virginia,8.33
2016-02-23,Delaware,8.33
2016-02-23,Sacred Heart,8.33
2016-02-23,Cornell,8.0
2016-02-23,Siena,8.0
2016-02-23,Quinnipiac,8.0
2016-02-23,Maryland,8.0
2016-02-23,North Carolina,8.0
2016-02-23,Wagner,7.67
2016-02-23,Towson,7.5
2016-02-23,Princeton,7.0
2016-02-23,Ohio St.,7.0
2016-02-23,Navy,6.33
2016-02-23,Marquette,6.0
2016-02-23,Syracuse,5.5
2016-02-23,Yale,5.0
2016-02-23,UMass Lowell,10.0
2016-02-21,Harvard,19.0
2016-02-21,Fairfield,19.0
2016-02-21,Drexel,17.0
2016-02-21,Marist,17.0
2016-02-21,UAlbany,17.0
2016-02-21,Jacksonville,15.33
2016-02-21,Johns Hopkins,14.5
2016-02-21,VMI,14.5
2016-02-21,Stony Brook,14.5
2016-02-21,Providence,14.33
2016-02-21,Notre Dame,14.0
2016-02-21,Mercer,14.0
2016-02-21,Manhattan,13.33
2016-02-21,Dartmouth,13.0
2016-02-21,Georgetown,13.0
2016-02-21,Detroit Mercy,12.5
2016-02-21,Penn,12.0
2016-02-21,Mount St. Mary's,12.0
2016-02-21,UMBC,12.0
2016-02-21,Loyola Maryland,12.0
2016-02-21,Hartford,12.0
2016-02-21,Brown,12.0
2016-02-21,Vermont,12.0
2016-02-21,Robert Morris,11.67
2016-02-21,Lafayette,11.5
2016-02-21,Bryant,11.33
2016-02-21,Duke,11.33
2016-02-21,High Point,11.33
2016-02-21,Denver,11.0
2016-02-21,St. John's,11.0
2016-02-21,Villanova,11.0
2016-02-21,Hofstra,11.0
2016-02-21,Furman,11.0
2016-02-21,Hobart,10.5
2016-02-21,Bellarmine,10.5
2016-02-21,Michigan,10.33
2016-02-21,Air Force,10.33
2016-02-21,Army West Point,10.0
2016-02-21,Saint Joseph's,10.0
2016-02-21,Rutgers,10.0
2016-02-21,Boston U.,10.0
2016-02-21,NJIT,10.0
2016-02-21,Lehigh,9.67
2016-02-21,Massachusetts,9.5
2016-02-21,Virginia,9.5
2016-02-21,Holy Cross,9.5
2016-02-21,Binghamton,9.0
2016-02-21,Penn St.,9.0
2016-02-21,Bucknell,8.67
2016-02-21,Colgate,8.5
2016-02-21,Sacred Heart,8.33
2016-02-21,Delaware,8.33
2016-02-21,Quinnipiac,8.0
2016-02-21,Monmouth,8.0
2016-02-21,Maryland,8.0
2016-02-21,Cornell,8.0
2016-02-21,North Carolina,8.0
2016-02-21,Siena,8.0
2016-02-21,Towson,7.5
2016-02-21,Wagner,7.0
2016-02-21,Princeton,7.0
2016-02-21,Ohio St.,7.0
2016-02-21,Richmond,7.0
2016-02-21,Navy,6.33
2016-02-21,Marquette,6.0
2016-02-21,Syracuse,5.5
2016-02-21,Yale,5.0
2016-02-21,UMass Lowell,10.0
2016-02-18,Detroit Mercy,18.0
2016-02-18,Jacksonville,15.33
2016-02-18,Stony Brook,15.0
2016-02-18,Fairfield,15.0
2016-02-18,Manhattan,14.0
2016-02-18,Furman,14.0
2016-02-18,Loyola Maryland,14.0
2016-02-18,Duke,13.5
2016-02-18,Johns Hopkins,13.0
2016-02-18,Lafayette,13.0
2016-02-18,Denver,13.0
2016-02-18,Robert Morris,12.0
2016-02-18,Hobart,12.0
2016-02-18,NJIT,12.0
2016-02-18,Massachusetts,12.0
2016-02-18,Holy Cross,12.0
2016-02-18,Boston U.,11.0
2016-02-18,Providence,11.0
2016-02-18,Michigan,10.5
2016-02-18,St. John's,10.5
2016-02-18,Penn St.,10.0
2016-02-18,Bucknell,10.0
2016-02-18,Virginia,10.0
2016-02-18,Mercer,10.0
2016-02-18,Sacred Heart,10.0
2016-02-18,Vermont,9.5
2016-02-18,Mount St. Mary's,9.0
2016-02-18,High Point,9.0
2016-02-18,Rutgers,9.0
2016-02-18,Bryant,9.0
2016-02-18,Bellarmine,8.0
2016-02-18,Monmouth,8.0
2016-02-18,Colgate,8.0
2016-02-18,Ohio St.,7.5
2016-02-18,Delaware,7.5
2016-02-18,North Carolina,7.0
2016-02-18,Lehigh,7.0
2016-02-18,Towson,7.0
2016-02-18,Navy,6.5
2016-02-18,Air Force,6.0
2016-02-18,Wagner,6.0
2016-02-18,Richmond,6.0
2016-02-18,Syracuse,6.0
2016-02-18,Siena,5.0
2016-02-18,Army West Point,4.0
2016-02-18,UMass Lowell,7.0
2016-02-01,Detroit Mercy,18.0
2016-02-01,Fairfield,15.0
2016-02-01,Jacksonville,15.0
2016-02-01,Loyola Maryland,14.0
2016-02-01,Manhattan,14.0
2016-02-01,Furman,14.0
2016-02-01,Duke,13.5
2016-02-01,Denver,13.0
2016-02-01,Massachusetts,13.0
2016-02-01,Lafayette,13.0
2016-02-01,Johns Hopkins,13.0
2016-02-01,Hobart,12.0
2016-02-01,Holy Cross,12.0
2016-02-01,High Point,12.0
2016-02-01,Robert Morris,12.0
2016-02-01,NJIT,12.0
2016-02-01,St. John's,12.0
2016-02-01,Providence,11.0
2016-02-01,Michigan,10.5
2016-02-01,Mercer,10.0
2016-02-01,Virginia,10.0
2016-02-01,Bucknell,10.0
2016-02-01,Penn St.,10.0
2016-02-01,Mount St. Mary's,9.0
2016-02-01,Bryant,9.0
2016-02-01,Rutgers,9.0
2016-02-01,Monmouth,8.0
2016-02-01,Bellarmine,8.0
2016-02-01,Colgate,8.0
2016-02-01,Vermont,8.0
2016-02-01,Ohio St.,7.5
2016-02-01,Delaware,7.5
2016-02-01,Boston U.,7.5
2016-02-01,Lehigh,7.0
2016-02-01,Sacred Heart,7.0
2016-02-01,Towson,7.0
2016-02-01,North Carolina,7.0
2016-02-01,Navy,6.5
2016-02-01,Richmond,6.0
2016-02-01,Syracuse,6.0
2016-02-01,Air Force,6.0
2016-02-01,Wagner,6.0
2016-02-01,Siena,5.0
2016-02-01,Army West Point,3.0
2016-02-01,UMass Lowell,7.0
2016-02-01,Detroit Mercy,18.0
2016-02-01,Jacksonville,15.0
2016-02-01,Loyola Maryland,14.0
2016-02-01,Furman,14.0
2016-02-01,Manhattan,14.0
2016-02-01,Duke,13.5
2016-02-01,Denver,13.0
2016-02-01,Johns Hopkins,13.0
2016-02-01,Massachusetts,13.0
2016-02-01,Lafayette,13.0
2016-02-01,Holy Cross,12.0
2016-02-01,Hobart,12.0
2016-02-01,Robert Morris,12.0
2016-02-01,High Point,12.0
2016-02-01,NJIT,12.0
2016-02-01,St. John's,12.0
2016-02-01,Providence,11.0
2016-02-01,Michigan,10.5
2016-02-01,Penn St.,10.0
2016-02-01,Mercer,10.0
2016-02-01,Virginia,10.0
2016-02-01,Bucknell,10.0
2016-02-01,Bryant,9.0
2016-02-01,Mount St. Mary's,9.0
2016-02-01,Rutgers,9.0
2016-02-01,Colgate,8.0
2016-02-01,Vermont,8.0
2016-02-01,Monmouth,8.0
2016-02-01,Ohio St.,7.5
2016-02-01,Delaware,7.5
2016-02-01,Boston U.,7.5
2016-02-01,Bellarmine,7.0
2016-02-01,Sacred Heart,7.0
2016-02-01,Towson,7.0
2016-02-01,North Carolina,7.0
2016-02-01,Lehigh,7.0
2016-02-01,Navy,6.5
2016-02-01,Syracuse,6.0
2016-02-01,Air Force,6.0
2016-02-01,Wagner,6.0
2016-02-01,Siena,5.0
2016-02-01,Army West Point,3.0
2016-02-01,UMass Lowell,7.0
2016-02-01,Bucknell,10.0
2016-02-01,Boston U.,7.5
2016-02-01,Bryant,7.0
2016-02-01,Jacksonville,19.0
2016-02-01,Manhattan,17.0
2016-02-01,Johns Hopkins,13.0
2016-02-01,Robert Morris,13.0
2016-02-01,Furman,13.0
2016-02-01,NJIT,12.0
2016-02-01,Penn St.,12.0
2016-02-01,Providence,12.0
2016-02-01,Bucknell,10.0
2016-02-01,Vermont,8.0
2016-02-01,Delaware,8.0
2016-02-01,Bryant,7.0
2016-02-01,Navy,6.5
2016-02-01,Michigan,6.0
2016-02-01,Lehigh,6.0
2016-02-01,Air Force,6.0
2016-02-01,Boston U.,6.0
2016-02-01,North Carolina,5.0
2016-02-01,Ohio St.,5.0
2016-02-01,Jacksonville,19.0
2016-02-01,Manhattan,17.0
2016-02-01,Robert Morris,13.0
2016-02-01,Furman,13.0
2016-02-01,Penn St.,12.0
2016-02-01,Providence,12.0
2016-02-01,NJIT,12.0
2016-02-01,Bucknell,10.0
2016-02-01,Delaware,8.0
2016-02-01,Vermont,8.0
2016-02-01,Bryant,7.0
2016-02-01,Lehigh,6.0
2016-02-01,Boston U.,6.0
2016-02-01,Michigan,6.0
2016-02-01,Air Force,6.0
2016-02-01,North Carolina,5.0
2016-02-01,Ohio St.,5.0
2016-02-01,Navy,3.0
2017-05-29,Hampton,14.13
2017-05-29,Cleveland St.,13.43
2017-05-29,Brown,13.38
2017-05-29,Wagner,13.2
2017-05-29,NJIT,13.13
2017-05-29,Robert Morris,13.13
2017-05-29,Princeton,13.07
2017-05-29,Drexel,12.93
2017-05-29,Dartmouth,12.85
2017-05-29,Boston U.,12.71
2017-05-29,VMI,12.64
2017-05-29,High Point,12.57
2017-05-29,Marist,12.44
2017-05-29,Jacksonville,12.43
2017-05-29,Manhattan,12.36
2017-05-29,Harvard,12.23
2017-05-29,Richmond,12.13
2017-05-29,Saint Joseph's,12.0
2017-05-29,Cornell,12.0
2017-05-29,Hobart,11.69
2017-05-29,Fairfield,11.64
2017-05-29,Hofstra,11.57
2017-05-29,Virginia,11.47
2017-05-29,Vermont,11.46
2017-05-29,Georgetown,11.29
2017-05-29,Quinnipiac,11.27
2017-05-29,Michigan,11.21
2017-05-29,Colgate,11.21
2017-05-29,Lafayette,11.21
2017-05-29,Massachusetts,11.2
2017-05-29,Bellarmine,11.15
2017-05-29,Detroit Mercy,11.06
2017-05-29,Bucknell,11.0
2017-05-29,St. John's,11.0
2017-05-29,Lehigh,11.0
2017-05-29,Penn St.,10.88
2017-05-29,Delaware,10.87
2017-05-29,Maryland,10.84
2017-05-29,Mount St. Mary's,10.79
2017-05-29,Hartford,10.71
2017-05-29,Providence,10.71
2017-05-29,UAlbany,10.67
2017-05-29,Mercer,10.46
2017-05-29,Monmouth,10.39
2017-05-29,Notre Dame,10.27
2017-05-29,Rutgers,10.21
2017-05-29,Furman,10.2
2017-05-29,Penn,10.15
2017-05-29,North Carolina,10.13
2017-05-29,Sacred Heart,10.0
2017-05-29,Ohio St.,9.95
2017-05-29,Loyola Maryland,9.94
2017-05-29,Syracuse,9.94
2017-05-29,Bryant,9.79
2017-05-29,Marquette,9.75
2017-05-29,Villanova,9.73
2017-05-29,Canisius,9.73
2017-05-29,Duke,9.44
2017-05-29,Navy,9.43
2017-05-29,Yale,9.38
2017-05-29,Johns Hopkins,9.2
2017-05-29,Stony Brook,9.07
2017-05-29,Binghamton,9.06
2017-05-29,UMBC,8.86
2017-05-29,Army West Point,8.81
2017-05-29,Holy Cross,8.8
2017-05-29,Siena,8.57
2017-05-29,Denver,8.29
2017-05-29,Towson,7.88
2017-05-29,UMass Lowell,10.88
2017-05-10,Penn St.,16.0
2017-05-10,Syracuse,13.5
2017-05-10,Ohio St.,12.25
2017-05-10,UAlbany,11.5
2017-05-10,Notre Dame,11.5
2017-05-10,Air Force,10.0
2017-05-10,Maryland,10.0
2017-05-10,Towson,9.0
2017-05-10,Johns Hopkins,9.0
2017-05-10,Duke,9.0
2017-05-10,North Carolina,8.0
2017-05-10,Monmouth,8.0
2017-05-10,Marquette,8.0
2017-05-10,Bryant,7.0
2017-05-10,Denver,6.67
2017-05-10,Yale,5.0
2017-05-10,Loyola Maryland,4.0
2017-05-27,Hampton,14.13
2017-05-27,Cleveland St.,13.43
2017-05-27,Brown,13.38
2017-05-27,Wagner,13.2
2017-05-27,NJIT,13.13
2017-05-27,Robert Morris,13.13
2017-05-27,Princeton,13.07
2017-05-27,Drexel,12.93
2017-05-27,Dartmouth,12.85
2017-05-27,Boston U.,12.71
2017-05-27,VMI,12.64
2017-05-27,High Point,12.57
2017-05-27,Marist,12.44
2017-05-27,Jacksonville,12.43
2017-05-27,Manhattan,12.36
2017-05-27,Harvard,12.23
2017-05-27,Richmond,12.13
2017-05-27,Cornell,12.0
2017-05-27,Saint Joseph's,12.0
2017-05-27,Hobart,11.69
2017-05-27,Fairfield,11.64
2017-05-27,Hofstra,11.57
2017-05-27,Virginia,11.47
2017-05-27,Vermont,11.46
2017-05-27,Georgetown,11.29
2017-05-27,Quinnipiac,11.27
2017-05-27,Michigan,11.21
2017-05-27,Lafayette,11.21
2017-05-27,Colgate,11.21
2017-05-27,Massachusetts,11.2
2017-05-27,Bellarmine,11.15
2017-05-27,Detroit Mercy,11.06
2017-05-27,Lehigh,11.0
2017-05-27,Bucknell,11.0
2017-05-27,St. John's,11.0
2017-05-27,Penn St.,10.88
2017-05-27,Delaware,10.87
2017-05-27,Maryland,10.83
2017-05-27,Mount St. Mary's,10.79
2017-05-27,Hartford,10.71
2017-05-27,Providence,10.71
2017-05-27,UAlbany,10.67
2017-05-27,Mercer,10.46
2017-05-27,Monmouth,10.39
2017-05-27,Notre Dame,10.27
2017-05-27,Rutgers,10.21
2017-05-27,Furman,10.2
2017-05-27,Penn,10.15
2017-05-27,North Carolina,10.13
2017-05-27,Sacred Heart,10.0
2017-05-27,Syracuse,9.94
2017-05-27,Loyola Maryland,9.94
2017-05-27,Ohio St.,9.8
2017-05-27,Bryant,9.79
2017-05-27,Marquette,9.75
2017-05-27,Villanova,9.73
2017-05-27,Canisius,9.73
2017-05-27,Duke,9.44
2017-05-27,Navy,9.43
2017-05-27,Yale,9.38
2017-05-27,Johns Hopkins,9.2
2017-05-27,Stony Brook,9.07
2017-05-27,Binghamton,9.06
2017-05-27,UMBC,8.86
2017-05-27,Army West Point,8.81
2017-05-27,Holy Cross,8.8
2017-05-27,Siena,8.57
2017-05-27,Denver,8.29
2017-05-27,Towson,7.88
2017-05-27,UMass Lowell,10.88
2017-05-21,Hampton,14.13
2017-05-21,Cleveland St.,13.43
2017-05-21,Brown,13.38
2017-05-21,Wagner,13.2
2017-05-21,NJIT,13.13
2017-05-21,Robert Morris,13.13
2017-05-21,Princeton,13.07
2017-05-21,Drexel,12.93
2017-05-21,Dartmouth,12.85
2017-05-21,Boston U.,12.71
2017-05-21,VMI,12.64
2017-05-21,High Point,12.57
2017-05-21,Marist,12.44
2017-05-21,Jacksonville,12.43
2017-05-21,Manhattan,12.36
2017-05-21,Harvard,12.23
2017-05-21,Richmond,12.13
2017-05-21,Cornell,12.0
2017-05-21,Saint Joseph's,12.0
2017-05-21,Hobart,11.69
2017-05-21,Fairfield,11.64
2017-05-21,Hofstra,11.57
2017-05-21,Virginia,11.47
2017-05-21,Vermont,11.46
2017-05-21,Georgetown,11.29
2017-05-21,Quinnipiac,11.27
2017-05-21,Colgate,11.21
2017-05-21,Lafayette,11.21
2017-05-21,Michigan,11.21
2017-05-21,Massachusetts,11.2
2017-05-21,Bellarmine,11.15
2017-05-21,Detroit Mercy,11.06
2017-05-21,Bucknell,11.0
2017-05-21,Maryland,11.0
2017-05-21,St. John's,11.0
2017-05-21,Lehigh,11.0
2017-05-21,Penn St.,10.88
2017-05-21,Delaware,10.87
2017-05-21,Mount St. Mary's,10.79
2017-05-21,Hartford,10.71
2017-05-21,Providence,10.71
2017-05-21,UAlbany,10.67
2017-05-21,Mercer,10.46
2017-05-21,Monmouth,10.39
2017-05-21,Notre Dame,10.27
2017-05-21,Rutgers,10.21
2017-05-21,Furman,10.2
2017-05-21,Penn,10.15
2017-05-21,North Carolina,10.13
2017-05-21,Sacred Heart,10.0
2017-05-21,Loyola Maryland,9.94
