Date,Team,Saves per Game
2022-05-30,Quinnipiac,13.31
2022-05-30,Richmond,13.19
2022-05-30,Colgate,13.15
2022-05-30,Bryant,13.07
2022-05-30,Maryland,13.0
2022-05-30,North Carolina,13.0
2022-05-30,Rutgers,13.0
2022-05-30,Marquette,12.93
2022-05-30,Robert Morris,12.88
2022-05-30,Mercer,12.8
2022-05-30,Georgetown,12.71
2022-05-30,Mount St. Mary's,12.67
2022-05-30,Fairfield,12.64
2022-05-30,Drexel,12.57
2022-05-30,St. John's,12.57
2022-05-30,Massachusetts,12.5
2022-05-30,Michigan,12.4
2022-05-30,Harvard,12.38
2022-05-30,Air Force,12.27
2022-05-30,Army West Point,12.25
2022-05-30,Boston U.,12.24
2022-05-30,Hofstra,12.13
2022-05-30,VMI,12.13
2022-05-30,Villanova,12.13
2022-05-30,Cornell,12.0
2022-05-30,Ohio St.,12.0
2022-05-30,Denver,11.93
2022-05-30,Stony Brook,11.79
2022-05-30,High Point,11.73
2022-05-30,Lehigh,11.67
2022-05-30,Bellarmine,11.65
2022-05-30,Jacksonville,11.65
2022-05-30,Providence,11.57
2022-05-30,Virginia,11.5
2022-05-30,Delaware,11.42
2022-05-30,Navy,11.33
2022-05-30,Saint Joseph's,11.17
2022-05-30,Bucknell,11.07
2022-05-30,Vermont,11.05
2022-05-30,Johns Hopkins,11.0
2022-05-30,Hobart,10.85
2022-05-30,Loyola Maryland,10.75
2022-05-30,UMass Lowell,10.69
2022-05-30,Manhattan,10.6
2022-05-30,UAlbany,10.6
2022-05-30,UMBC,10.54
2022-05-30,Utah,10.36
2022-05-30,Syracuse,10.07
2022-05-30,Lafayette,9.47
2022-05-30,Merrimack,13.67
2022-05-11,Yale,18.0
2022-05-11,Maryland,17.5
2022-05-11,Rutgers,16.0
2022-05-11,Princeton,15.0
2022-05-11,Penn,14.5
2022-05-11,Manhattan,14.0
2022-05-11,Ohio St.,14.0
2022-05-11,Virginia,13.5
2022-05-11,Cornell,13.25
2022-05-11,Harvard,13.0
2022-05-11,Robert Morris,13.0
2022-05-11,Vermont,12.5
2022-05-11,Georgetown,12.0
2022-05-11,Delaware,11.67
2022-05-11,Richmond,11.0
2022-05-11,Boston U.,9.0
2022-05-11,Brown,9.0
2022-05-11,Saint Joseph's,9.0
2022-05-22,Hampton,18.7
2022-05-22,St. Bonaventure,17.47
2022-05-22,Penn St.,14.5
2022-05-22,Wagner,14.33
2022-05-22,Notre Dame,14.25
2022-05-22,NJIT,14.23
2022-05-22,Penn,14.19
2022-05-22,Detroit Mercy,14.18
2022-05-22,Yale,14.18
2022-05-22,Cleveland St.,14.15
2022-05-22,Princeton,14.13
2022-05-22,Siena,14.13
2022-05-22,Sacred Heart,14.0
2022-05-22,Holy Cross,13.79
2022-05-22,Monmouth,13.75
2022-05-22,Canisius,13.64
2022-05-22,Dartmouth,13.62
2022-05-22,Duke,13.59
2022-05-22,Binghamton,13.57
2022-05-22,Towson,13.44
2022-05-22,Marist,13.4
2022-05-22,LIU,13.33
2022-05-22,Brown,13.31
2022-05-22,Quinnipiac,13.31
2022-05-22,Richmond,13.19
2022-05-22,Colgate,13.15
2022-05-22,Bryant,13.07
2022-05-22,North Carolina,13.0
2022-05-22,Rutgers,13.0
2022-05-22,Marquette,12.93
2022-05-22,Robert Morris,12.88
2022-05-22,Mercer,12.8
2022-05-22,Georgetown,12.71
2022-05-22,Mount St. Mary's,12.67
2022-05-22,Fairfield,12.64
2022-05-22,Drexel,12.57
2022-05-22,St. John's,12.57
2022-05-22,Massachusetts,12.5
2022-05-22,Michigan,12.4
2022-05-22,Harvard,12.38
2022-05-22,Air Force,12.27
2022-05-22,Army West Point,12.25
2022-05-22,Maryland,12.25
2022-05-22,Boston U.,12.24
2022-05-22,Hofstra,12.13
2022-05-22,VMI,12.13
2022-05-22,Villanova,12.13
2022-05-22,Ohio St.,12.0
2022-05-22,Cornell,11.94
2022-05-22,Denver,11.93
2022-05-22,Stony Brook,11.79
2022-05-22,High Point,11.73
2022-05-22,Lehigh,11.67
2022-05-22,Bellarmine,11.65
2022-05-22,Jacksonville,11.65
2022-05-22,Providence,11.57
2022-05-22,Virginia,11.5
2022-05-22,Delaware,11.42
2022-05-22,Navy,11.33
2022-05-22,Saint Joseph's,11.17
2022-05-22,Bucknell,11.07
2022-05-22,Vermont,11.05
2022-05-22,Johns Hopkins,11.0
2022-05-22,Hobart,10.85
2022-05-22,Loyola Maryland,10.75
2022-05-22,UMass Lowell,10.69
2022-05-22,Manhattan,10.6
2022-05-22,UAlbany,10.6
2022-05-22,UMBC,10.54
2022-05-22,Utah,10.36
2022-05-22,Syracuse,10.07
2022-05-22,Lafayette,9.47
2022-05-22,Merrimack,13.67
2022-05-21,Hampton,18.7
2022-05-21,St. Bonaventure,17.47
2022-05-21,Penn St.,14.5
2022-05-21,Wagner,14.33
2022-05-21,Notre Dame,14.25
2022-05-21,NJIT,14.23
2022-05-21,Penn,14.19
2022-05-21,Detroit Mercy,14.18
2022-05-21,Yale,14.18
2022-05-21,Cleveland St.,14.15
2022-05-21,Princeton,14.13
2022-05-21,Siena,14.13
2022-05-21,Sacred Heart,14.0
2022-05-21,Holy Cross,13.79
2022-05-21,Monmouth,13.75
2022-05-21,Canisius,13.64
2022-05-21,Dartmouth,13.62
2022-05-21,Duke,13.59
2022-05-21,Binghamton,13.57
2022-05-21,Towson,13.44
2022-05-21,Marist,13.4
2022-05-21,LIU,13.33
2022-05-21,Brown,13.31
2022-05-21,Quinnipiac,13.31
2022-05-21,Richmond,13.19
2022-05-21,Colgate,13.15
2022-05-21,Bryant,13.07
2022-05-21,North Carolina,13.0
2022-05-21,Rutgers,13.0
2022-05-21,Marquette,12.93
2022-05-21,Robert Morris,12.88
2022-05-21,Mercer,12.8
2022-05-21,Georgetown,12.71
2022-05-21,Mount St. Mary's,12.67
2022-05-21,Fairfield,12.64
2022-05-21,Drexel,12.57
2022-05-21,St. John's,12.57
2022-05-21,Massachusetts,12.5
2022-05-21,Michigan,12.4
2022-05-21,Harvard,12.38
2022-05-21,Air Force,12.27
2022-05-21,Army West Point,12.25
2022-05-21,Boston U.,12.24
2022-05-21,Hofstra,12.13
2022-05-21,VMI,12.13
2022-05-21,Villanova,12.13
2022-05-21,Maryland,12.07
2022-05-21,Ohio St.,12.0
2022-05-21,Denver,11.93
2022-05-21,Stony Brook,11.79
2022-05-21,Cornell,11.75
2022-05-21,High Point,11.73
2022-05-21,Lehigh,11.67
2022-05-21,Bellarmine,11.65
2022-05-21,Jacksonville,11.65
2022-05-21,Providence,11.57
2022-05-21,Virginia,11.53
2022-05-21,Delaware,11.39
2022-05-21,Navy,11.33
2022-05-21,Saint Joseph's,11.17
2022-05-21,Bucknell,11.07
2022-05-21,Vermont,11.05
2022-05-21,Johns Hopkins,11.0
2022-05-21,Hobart,10.85
2022-05-21,Loyola Maryland,10.75
2022-05-21,UMass Lowell,10.69
2022-05-21,Manhattan,10.6
2022-05-21,UAlbany,10.6
2022-05-21,UMBC,10.54
2022-05-21,Utah,10.36
2022-05-21,Syracuse,10.07
2022-05-21,Lafayette,9.47
2022-05-21,Merrimack,13.67
2022-05-15,Hampton,18.7
2022-05-15,St. Bonaventure,17.47
2022-05-15,Penn St.,14.5
2022-05-15,Wagner,14.33
2022-05-15,Notre Dame,14.25
2022-05-15,NJIT,14.23
2022-05-15,Penn,14.2
2022-05-15,Detroit Mercy,14.18
2022-05-15,Cleveland St.,14.15
2022-05-15,Siena,14.13
2022-05-15,Sacred Heart,14.0
2022-05-15,Princeton,13.93
2022-05-15,Yale,13.81
2022-05-15,Holy Cross,13.79
2022-05-15,Monmouth,13.75
2022-05-15,Canisius,13.64
2022-05-15,Dartmouth,13.62
2022-05-15,Duke,13.59
2022-05-15,Binghamton,13.57
2022-05-15,Towson,13.44
2022-05-15,Marist,13.4
2022-05-15,LIU,13.33
2022-05-15,Brown,13.31
2022-05-15,Quinnipiac,13.31
2022-05-15,Richmond,13.19
2022-05-15,Colgate,13.15
2022-05-15,Bryant,13.07
2022-05-15,North Carolina,13.0
2022-05-15,Marquette,12.93
2022-05-15,Robert Morris,12.88
2022-05-15,Mercer,12.8
2022-05-15,Georgetown,12.71
2022-05-15,Rutgers,12.71
2022-05-15,Mount St. Mary's,12.67
2022-05-15,Fairfield,12.64
2022-05-15,Drexel,12.57
2022-05-15,St. John's,12.57
2022-05-15,Massachusetts,12.5
2022-05-15,Michigan,12.4
2022-05-15,Harvard,12.38
2022-05-15,Air Force,12.27
2022-05-15,Army West Point,12.25
2022-05-15,Boston U.,12.24
2022-05-15,Hofstra,12.13
2022-05-15,VMI,12.13
2022-05-15,Villanova,12.13
2022-05-15,Maryland,12.07
2022-05-15,Ohio St.,12.0
2022-05-15,Denver,11.93
2022-05-15,Stony Brook,11.79
2022-05-15,Cornell,11.75
2022-05-15,High Point,11.73
2022-05-15,Lehigh,11.67
2022-05-15,Bellarmine,11.65
2022-05-15,Jacksonville,11.65
2022-05-15,Providence,11.57
2022-05-15,Virginia,11.53
2022-05-15,Delaware,11.39
2022-05-15,Navy,11.33
2022-05-15,Saint Joseph's,11.17
2022-05-15,Bucknell,11.07
2022-05-15,Vermont,11.05
2022-05-15,Johns Hopkins,11.0
2022-05-15,Hobart,10.85
2022-05-15,Loyola Maryland,10.75
2022-05-15,UMass Lowell,10.69
2022-05-15,Manhattan,10.6
2022-05-15,UAlbany,10.6
2022-05-15,UMBC,10.54
2022-05-15,Utah,10.36
2022-05-15,Syracuse,10.07
2022-05-15,Lafayette,9.47
2022-05-15,Merrimack,13.67
2022-05-11,Hampton,18.7
2022-05-11,St. Bonaventure,17.47
2022-05-11,Penn St.,14.5
2022-05-11,Wagner,14.33
2022-05-11,Notre Dame,14.25
2022-05-11,NJIT,14.23
2022-05-11,Detroit Mercy,14.18
2022-05-11,Cleveland St.,14.15
2022-05-11,Penn,14.14
2022-05-11,Siena,14.13
2022-05-11,Sacred Heart,14.0
2022-05-11,Princeton,13.85
2022-05-11,Holy Cross,13.79
2022-05-11,Monmouth,13.75
2022-05-11,Yale,13.67
2022-05-11,Canisius,13.64
2022-05-11,Dartmouth,13.62
2022-05-11,Brown,13.6
2022-05-11,Duke,13.59
2022-05-11,Binghamton,13.57
2022-05-11,Towson,13.44
2022-05-11,Marist,13.4
2022-05-11,LIU,13.33
2022-05-11,Richmond,13.33
2022-05-11,Quinnipiac,13.31
2022-05-11,Colgate,13.15
2022-05-11,Bryant,13.07
2022-05-11,North Carolina,13.0
2022-05-11,Marquette,12.93
2022-05-11,Robert Morris,12.88
2022-05-11,Mercer,12.8
2022-05-11,Georgetown,12.75
2022-05-11,Mount St. Mary's,12.67
2022-05-11,Fairfield,12.64
2022-05-11,Drexel,12.57
2022-05-11,St. John's,12.57
2022-05-11,Massachusetts,12.5
2022-05-11,Boston U.,12.44
2022-05-11,Rutgers,12.44
2022-05-11,Michigan,12.4
2022-05-11,Harvard,12.33
2022-05-11,Air Force,12.27
2022-05-11,Army West Point,12.25
2022-05-11,Hofstra,12.13
2022-05-11,VMI,12.13
2022-05-11,Villanova,12.13
2022-05-11,Denver,11.93
2022-05-11,Ohio St.,11.87
2022-05-11,Stony Brook,11.79
2022-05-11,High Point,11.73
2022-05-11,Maryland,11.71
2022-05-11,Cornell,11.67
2022-05-11,Lehigh,11.67
2022-05-11,Bellarmine,11.65
2022-05-11,Jacksonville,11.65
2022-05-11,Providence,11.57
2022-05-11,Navy,11.33
2022-05-11,Saint Joseph's,11.29
2022-05-11,Delaware,11.24
2022-05-11,Virginia,11.21
2022-05-11,Bucknell,11.07
2022-05-11,Johns Hopkins,11.0
2022-05-11,Vermont,11.0
2022-05-11,Hobart,10.85
2022-05-11,Loyola Maryland,10.75
2022-05-11,UMass Lowell,10.69
2022-05-11,Manhattan,10.6
2022-05-11,UAlbany,10.6
2022-05-11,UMBC,10.54
2022-05-11,Utah,10.36
2022-05-11,Syracuse,10.07
2022-05-11,Lafayette,9.47
2022-05-11,Merrimack,13.67
2022-05-08,Hampton,18.7
2022-05-08,St. Bonaventure,17.47
2022-05-08,Penn St.,14.5
2022-05-08,Wagner,14.33
2022-05-08,Notre Dame,14.25
2022-05-08,NJIT,14.23
2022-05-08,Detroit Mercy,14.18
2022-05-08,Cleveland St.,14.15
2022-05-08,Penn,14.14
2022-05-08,Siena,14.13
2022-05-08,Sacred Heart,14.0
2022-05-08,Princeton,13.85
2022-05-08,Holy Cross,13.79
2022-05-08,Monmouth,13.75
2022-05-08,Yale,13.67
2022-05-08,Canisius,13.64
2022-05-08,Dartmouth,13.62
2022-05-08,Brown,13.6
2022-05-08,Duke,13.59
2022-05-08,Binghamton,13.57
2022-05-08,Towson,13.44
2022-05-08,Marist,13.4
2022-05-08,LIU,13.33
2022-05-08,Richmond,13.33
2022-05-08,Quinnipiac,13.31
2022-05-08,Colgate,13.15
2022-05-08,Bryant,13.07
2022-05-08,North Carolina,13.0
2022-05-08,Marquette,12.93
2022-05-08,Robert Morris,12.87
2022-05-08,Mercer,12.8
2022-05-08,Georgetown,12.75
2022-05-08,Mount St. Mary's,12.67
2022-05-08,Fairfield,12.64
2022-05-08,Drexel,12.57
2022-05-08,St. John's,12.57
2022-05-08,Massachusetts,12.5
2022-05-08,Boston U.,12.44
2022-05-08,Rutgers,12.44
2022-05-08,Michigan,12.4
2022-05-08,Harvard,12.33
2022-05-08,Air Force,12.27
2022-05-08,Army West Point,12.25
2022-05-08,Hofstra,12.13
2022-05-08,VMI,12.13
2022-05-08,Villanova,12.13
2022-05-08,Denver,11.93
2022-05-08,Ohio St.,11.87
2022-05-08,Stony Brook,11.79
2022-05-08,High Point,11.73
2022-05-08,Maryland,11.71
2022-05-08,Cornell,11.67
2022-05-08,Lehigh,11.67
2022-05-08,Bellarmine,11.65
2022-05-08,Jacksonville,11.65
2022-05-08,Providence,11.57
2022-05-08,Delaware,11.38
2022-05-08,Navy,11.33
2022-05-08,Saint Joseph's,11.29
2022-05-08,Virginia,11.21
2022-05-08,Bucknell,11.07
2022-05-08,Johns Hopkins,11.0
2022-05-08,Vermont,10.88
2022-05-08,Hobart,10.85
2022-05-08,Loyola Maryland,10.75
2022-05-08,UMass Lowell,10.69
2022-05-08,UAlbany,10.6
2022-05-08,UMBC,10.54
2022-05-08,Manhattan,10.36
2022-05-08,Utah,10.36
2022-05-08,Syracuse,10.07
2022-05-08,Lafayette,9.47
2022-05-08,Merrimack,13.67
2022-05-05,Hampton,18.7
2022-05-05,St. Bonaventure,18.07
2022-05-05,Penn St.,14.5
2022-05-05,Notre Dame,14.45
2022-05-05,Wagner,14.33
2022-05-05,NJIT,14.23
2022-05-05,Detroit Mercy,14.18
2022-05-05,Cleveland St.,14.15
2022-05-05,Siena,14.13
2022-05-05,Sacred Heart,14.0
2022-05-05,Brown,13.93
2022-05-05,Princeton,13.85
2022-05-05,Yale,13.85
2022-05-05,Holy Cross,13.79
2022-05-05,Monmouth,13.75
2022-05-05,Canisius,13.64
2022-05-05,Dartmouth,13.62
2022-05-05,Penn,13.5
2022-05-05,Marist,13.4
2022-05-05,Duke,13.38
2022-05-05,LIU,13.33
2022-05-05,Towson,13.33
2022-05-05,Quinnipiac,13.31
2022-05-05,Colgate,13.15
2022-05-05,Robert Morris,13.07
2022-05-05,Bryant,13.07
2022-05-05,North Carolina,13.0
2022-05-05,Marquette,12.93
2022-05-05,Binghamton,12.93
2022-05-05,Mercer,12.8
2022-05-05,Mount St. Mary's,12.67
2022-05-05,Fairfield,12.64
2022-05-05,Drexel,12.57
2022-05-05,St. John's,12.57
2022-05-05,Army West Point,12.5
2022-05-05,Massachusetts,12.5
2022-05-05,Richmond,12.5
2022-05-05,Georgetown,12.47
2022-05-05,Rutgers,12.47
2022-05-05,Michigan,12.4
2022-05-05,Boston U.,12.36
2022-05-05,Harvard,12.33
2022-05-05,Air Force,12.27
2022-05-05,Hofstra,12.13
2022-05-05,VMI,12.13
2022-05-05,Denver,11.93
2022-05-05,Ohio St.,11.87
2022-05-05,Stony Brook,11.79
2022-05-05,Villanova,11.79
2022-05-05,Maryland,11.77
2022-05-05,Delaware,11.73
2022-05-05,Bellarmine,11.71
2022-05-05,Jacksonville,11.69
2022-05-05,Cornell,11.57
2022-05-05,Providence,11.57
2022-05-05,Lehigh,11.43
2022-05-05,Navy,11.33
2022-05-05,Virginia,11.21
2022-05-05,High Point,11.2
2022-05-05,Bucknell,11.07
2022-05-05,Johns Hopkins,11.0
2022-05-05,Saint Joseph's,11.0
2022-05-05,Hobart,10.92
2022-05-05,Vermont,10.81
2022-05-05,Manhattan,10.77
2022-05-05,UMass Lowell,10.69
2022-05-05,UAlbany,10.6
2022-05-05,Loyola Maryland,10.53
2022-05-05,Utah,10.23
2022-05-05,Syracuse,10.07
2022-05-05,UMBC,9.83
2022-05-05,Lafayette,9.47
2022-05-05,Merrimack,13.67
2022-05-03,Hampton,18.7
2022-05-03,St. Bonaventure,17.38
2022-05-03,Siena,14.57
2022-05-03,Penn St.,14.5
2022-05-03,Notre Dame,14.45
2022-05-03,Wagner,14.33
2022-05-03,NJIT,14.23
2022-05-03,Detroit Mercy,14.18
2022-05-03,Cleveland St.,14.15
2022-05-03,Sacred Heart,14.0
2022-05-03,Brown,13.93
2022-05-03,Binghamton,13.92
2022-05-03,Princeton,13.85
2022-05-03,Yale,13.85
2022-05-03,Holy Cross,13.79
2022-05-03,Marist,13.79
2022-05-03,Monmouth,13.75
2022-05-03,Towson,13.71
2022-05-03,Canisius,13.64
2022-05-03,LIU,13.64
2022-05-03,Dartmouth,13.62
2022-05-03,Penn,13.5
2022-05-03,Richmond,13.46
2022-05-03,Duke,13.38
2022-05-03,Quinnipiac,13.31
2022-05-03,Colgate,13.15
2022-05-03,Marquette,13.0
2022-05-03,North Carolina,13.0
2022-05-03,Robert Morris,13.0
2022-05-03,Mercer,12.8
2022-05-03,Bryant,12.79
2022-05-03,Mount St. Mary's,12.67
2022-05-03,Fairfield,12.64
2022-05-03,St. John's,12.57
2022-05-03,Army West Point,12.5
2022-05-03,Georgetown,12.5
2022-05-03,Rutgers,12.5
2022-05-03,Michigan,12.4
2022-05-03,Air Force,12.36
2022-05-03,Boston U.,12.36
2022-05-03,Harvard,12.33
2022-05-03,Massachusetts,12.31
2022-05-03,Hofstra,12.13
2022-05-03,Denver,12.07
2022-05-03,High Point,12.0
2022-05-03,VMI,12.0
2022-05-03,Drexel,11.85
2022-05-03,Jacksonville,11.8
2022-05-03,Stony Brook,11.79
2022-05-03,Villanova,11.69
2022-05-03,Bellarmine,11.63
2022-05-03,Maryland,11.58
2022-05-03,Cornell,11.57
2022-05-03,Providence,11.57
2022-05-03,Lehigh,11.43
2022-05-03,Navy,11.33
2022-05-03,Delaware,11.29
2022-05-03,Ohio St.,11.21
2022-05-03,Virginia,11.21
2022-05-03,Johns Hopkins,11.13
2022-05-03,Bucknell,11.07
2022-05-03,Saint Joseph's,11.0
2022-05-03,Manhattan,10.92
2022-05-03,Hobart,10.73
2022-05-03,UMBC,10.73
2022-05-03,UAlbany,10.71
2022-05-03,UMass Lowell,10.69
2022-05-03,Vermont,10.67
2022-05-03,Loyola Maryland,10.53
2022-05-03,Utah,10.25
2022-05-03,Syracuse,10.07
2022-05-03,Lafayette,9.47
2022-05-03,Merrimack,13.67
2022-05-01,Hampton,18.7
2022-05-01,St. Bonaventure,17.38
2022-05-01,Siena,14.57
2022-05-01,Penn St.,14.5
2022-05-01,Notre Dame,14.45
2022-05-01,Wagner,14.33
2022-05-01,NJIT,14.23
2022-05-01,Detroit Mercy,14.18
2022-05-01,Cleveland St.,14.15
2022-05-01,Sacred Heart,14.0
2022-05-01,Brown,13.93
2022-05-01,Binghamton,13.92
2022-05-01,Princeton,13.85
2022-05-01,Yale,13.85
2022-05-01,Holy Cross,13.79
2022-05-01,Marist,13.79
2022-05-01,Monmouth,13.75
2022-05-01,Towson,13.71
2022-05-01,Canisius,13.64
2022-05-01,LIU,13.64
2022-05-01,Dartmouth,13.62
2022-05-01,Penn,13.5
2022-05-01,Richmond,13.46
2022-05-01,Duke,13.38
2022-05-01,Quinnipiac,13.31
2022-05-01,Colgate,13.15
2022-05-01,Marquette,13.0
2022-05-01,North Carolina,13.0
2022-05-01,Robert Morris,13.0
2022-05-01,Mercer,12.8
2022-05-01,Bryant,12.79
2022-05-01,Mount St. Mary's,12.67
2022-05-01,Fairfield,12.64
2022-05-01,St. John's,12.57
2022-05-01,Army West Point,12.5
2022-05-01,Georgetown,12.5
2022-05-01,Rutgers,12.5
2022-05-01,Michigan,12.4
2022-05-01,Air Force,12.36
2022-05-01,Boston U.,12.36
2022-05-01,Harvard,12.33
2022-05-01,Massachusetts,12.31
2022-05-01,Hofstra,12.13
2022-05-01,Denver,12.07
2022-05-01,High Point,12.0
2022-05-01,VMI,12.0
2022-05-01,Drexel,11.85
2022-05-01,Jacksonville,11.8
2022-05-01,Stony Brook,11.79
2022-05-01,Villanova,11.69
2022-05-01,Bellarmine,11.63
2022-05-01,Maryland,11.58
2022-05-01,Cornell,11.57
2022-05-01,Providence,11.57
2022-05-01,Navy,11.43
2022-05-01,Delaware,11.29
2022-05-01,Lehigh,11.23
2022-05-01,Ohio St.,11.21
2022-05-01,Virginia,11.21
2022-05-01,Johns Hopkins,11.13
2022-05-01,Saint Joseph's,11.0
2022-05-01,Manhattan,10.92
2022-05-01,Hobart,10.73
2022-05-01,UMBC,10.73
2022-05-01,Bucknell,10.71
2022-05-01,UAlbany,10.71
2022-05-01,UMass Lowell,10.69
2022-05-01,Vermont,10.67
2022-05-01,Loyola Maryland,10.36
2022-05-01,Utah,10.25
2022-05-01,Syracuse,10.07
2022-05-01,Lafayette,9.47
2022-05-01,Merrimack,13.67
2022-04-28,Hampton,18.7
2022-04-28,St. Bonaventure,17.5
2022-04-28,NJIT,14.75
2022-04-28,Siena,14.54
2022-04-28,Penn St.,14.31
2022-04-28,Detroit Mercy,14.3
2022-04-28,Cleveland St.,14.17
2022-04-28,Brown,14.15
2022-04-28,Canisius,14.08
2022-04-28,Binghamton,14.0
2022-04-28,Princeton,14.0
2022-04-28,Yale,14.0
2022-04-28,LIU,13.92
2022-04-28,Marist,13.92
2022-04-28,Towson,13.92
2022-04-28,Richmond,13.92
2022-04-28,Sacred Heart,13.75
2022-04-28,Monmouth,13.73
2022-04-28,Notre Dame,13.7
2022-04-28,Penn,13.64
2022-04-28,Holy Cross,13.54
2022-04-28,Dartmouth,13.5
2022-04-28,Duke,13.47
2022-04-28,Colgate,13.42
2022-04-28,Quinnipiac,13.33
2022-04-28,Wagner,13.27
2022-04-28,Fairfield,13.08
2022-04-28,North Carolina,13.08
2022-04-28,Army West Point,13.0
2022-04-28,St. John's,12.92
2022-04-28,Massachusetts,12.83
2022-04-28,Marquette,12.77
2022-04-28,Mercer,12.71
2022-04-28,Bryant,12.69
2022-04-28,Drexel,12.67
2022-04-28,Air Force,12.62
2022-04-28,Georgetown,12.62
2022-04-28,Michigan,12.5
2022-04-28,Rutgers,12.5
2022-04-28,Hofstra,12.43
2022-04-28,Harvard,12.36
2022-04-28,Robert Morris,12.25
2022-04-28,Boston U.,12.08
2022-04-28,Denver,12.08
2022-04-28,Stony Brook,12.08
2022-04-28,Mount St. Mary's,12.0
2022-04-28,VMI,12.0
2022-04-28,High Point,11.92
2022-04-28,Bellarmine,11.8
2022-04-28,Jacksonville,11.8
2022-04-28,Providence,11.77
2022-04-28,Cornell,11.69
2022-04-28,Maryland,11.58
2022-04-28,Delaware,11.38
2022-04-28,Villanova,11.33
2022-04-28,Virginia,11.21
2022-04-28,Navy,11.08
2022-04-28,UAlbany,11.08
2022-04-28,Ohio St.,11.0
2022-04-28,UMBC,11.0
2022-04-28,Johns Hopkins,10.93
2022-04-28,Vermont,10.93
2022-04-28,Lehigh,10.92
2022-04-28,Manhattan,10.92
2022-04-28,Saint Joseph's,10.86
2022-04-28,Hobart,10.8
2022-04-28,Bucknell,10.62
2022-04-28,UMass Lowell,10.58
2022-04-28,Loyola Maryland,10.54
2022-04-28,Utah,10.27
2022-04-28,Syracuse,10.0
2022-04-28,Lafayette,9.4
2022-04-28,Merrimack,14.0
2022-04-26,Hampton,18.7
2022-04-26,St. Bonaventure,17.5
2022-04-26,NJIT,14.75
2022-04-26,Siena,14.54
2022-04-26,Penn St.,14.31
2022-04-26,Detroit Mercy,14.3
2022-04-26,Cleveland St.,14.17
2022-04-26,Brown,14.15
2022-04-26,Canisius,14.08
2022-04-26,Binghamton,14.0
2022-04-26,Princeton,14.0
2022-04-26,Yale,14.0
2022-04-26,LIU,13.92
2022-04-26,Marist,13.92
2022-04-26,Towson,13.92
2022-04-26,Richmond,13.92
2022-04-26,Sacred Heart,13.75
2022-04-26,Monmouth,13.73
2022-04-26,Notre Dame,13.7
2022-04-26,Penn,13.64
2022-04-26,Holy Cross,13.54
2022-04-26,Dartmouth,13.5
2022-04-26,Duke,13.47
2022-04-26,Colgate,13.42
2022-04-26,Quinnipiac,13.33
2022-04-26,Wagner,13.27
2022-04-26,Fairfield,13.08
2022-04-26,North Carolina,13.08
2022-04-26,Army West Point,13.0
2022-04-26,St. John's,12.92
2022-04-26,Marquette,12.85
2022-04-26,Massachusetts,12.83
2022-04-26,Mercer,12.71
2022-04-26,Bryant,12.69
2022-04-26,Drexel,12.67
2022-04-26,Air Force,12.62
2022-04-26,Georgetown,12.62
2022-04-26,Michigan,12.5
2022-04-26,Rutgers,12.5
2022-04-26,Hofstra,12.43
2022-04-26,Harvard,12.36
2022-04-26,Robert Morris,12.25
2022-04-26,Boston U.,12.08
2022-04-26,Denver,12.08
2022-04-26,Stony Brook,12.08
2022-04-26,Mount St. Mary's,12.0
2022-04-26,VMI,12.0
2022-04-26,High Point,11.92
2022-04-26,Bellarmine,11.8
2022-04-26,Jacksonville,11.8
2022-04-26,Providence,11.77
2022-04-26,Cornell,11.69
2022-04-26,Maryland,11.58
2022-04-26,Delaware,11.38
2022-04-26,Villanova,11.33
2022-04-26,Navy,11.08
2022-04-26,UAlbany,11.08
2022-04-26,Ohio St.,11.0
2022-04-26,UMBC,11.0
2022-04-26,Virginia,11.0
2022-04-26,Johns Hopkins,10.93
2022-04-26,Vermont,10.93
2022-04-26,Lehigh,10.92
2022-04-26,Manhattan,10.92
2022-04-26,Saint Joseph's,10.86
2022-04-26,Hobart,10.8
2022-04-26,Bucknell,10.62
2022-04-26,UMass Lowell,10.58
2022-04-26,Loyola Maryland,10.54
2022-04-26,Utah,10.27
2022-04-26,Syracuse,10.0
2022-04-26,Lafayette,9.07
2022-04-26,Merrimack,14.0
2022-04-24,Hampton,18.7
2022-04-24,St. Bonaventure,17.5
2022-04-24,NJIT,14.75
2022-04-24,Siena,14.54
2022-04-24,Penn St.,14.31
2022-04-24,Detroit Mercy,14.3
2022-04-24,Yale,14.27
2022-04-24,Penn,14.2
2022-04-24,Cleveland St.,14.17
2022-04-24,Canisius,14.08
2022-04-24,Binghamton,14.0
2022-04-24,Princeton,14.0
2022-04-24,LIU,13.92
2022-04-24,Marist,13.92
2022-04-24,Richmond,13.92
2022-04-24,Towson,13.85
2022-04-24,Brown,13.75
2022-04-24,Sacred Heart,13.75
2022-04-24,Monmouth,13.73
2022-04-24,Notre Dame,13.6
2022-04-24,Holy Cross,13.54
2022-04-24,Dartmouth,13.5
2022-04-24,Duke,13.47
2022-04-24,Colgate,13.42
2022-04-24,Wagner,13.27
2022-04-24,Fairfield,13.08
2022-04-24,North Carolina,13.08
2022-04-24,Army West Point,13.0
2022-04-24,St. John's,12.92
2022-04-24,Marquette,12.85
2022-04-24,Massachusetts,12.83
2022-04-24,Quinnipiac,12.82
2022-04-24,Bryant,12.75
2022-04-24,Mercer,12.71
2022-04-24,Drexel,12.67
