Date,Team,Groundballs per Game
2015-04-25,Cornell,36.0
2015-04-25,Vermont,35.47
2015-04-25,Syracuse,34.17
2015-04-25,Stony Brook,33.69
2015-04-25,Rutgers,32.47
2015-04-25,Virginia,32.21
2015-04-25,Navy,32.0
2015-04-25,Dartmouth,31.85
2015-04-25,Hartford,31.5
2015-04-25,Richmond,31.29
2015-04-25,Boston U.,31.15
2015-04-25,Georgetown,31.07
2015-04-25,Loyola Maryland,31.0
2015-04-25,Bryant,31.0
2015-04-25,Saint Joseph's,31.0
2015-04-25,Harvard,30.93
2015-04-25,High Point,30.86
2015-04-25,Notre Dame,30.36
2015-04-25,St. John's,30.21
2015-04-25,Denver,30.17
2015-04-25,Johns Hopkins,29.62
2015-04-25,Lehigh,29.44
2015-04-25,Siena,29.36
2015-04-25,Army West Point,29.0
2015-04-25,Ohio St.,28.93
2015-04-25,Penn,28.92
2015-04-25,Marist,28.71
2015-04-25,Fairfield,28.64
2015-04-25,Penn St.,28.25
2015-04-25,Drexel,28.21
2015-04-25,Sacred Heart,28.15
2015-04-25,Michigan,28.08
2015-04-25,Quinnipiac,28.08
2015-04-25,Yale,28.0
2015-04-25,Hofstra,27.86
2015-04-25,Massachusetts,27.77
2015-04-25,Detroit Mercy,27.69
2015-04-25,Maryland,27.43
2015-04-25,Princeton,27.0
2015-04-25,Mercer,27.0
2015-04-25,Lafayette,26.79
2015-04-25,Bellarmine,26.67
2015-04-25,Robert Morris,26.64
2015-04-25,Providence,26.64
2015-04-25,Bucknell,26.6
2015-04-25,Jacksonville,26.58
2015-04-25,Towson,26.57
2015-04-25,Colgate,26.54
2015-04-25,Mount St. Mary's,26.5
2015-04-25,Delaware,26.27
2015-04-25,Air Force,26.07
2015-04-25,Binghamton,25.85
2015-04-25,Holy Cross,25.69
2015-04-25,Marquette,25.43
2015-04-25,VMI,25.36
2015-04-25,Canisius,25.27
2015-04-25,UMBC,24.54
2015-04-25,Villanova,23.08
2015-04-25,Monmouth,22.77
2015-04-25,Hobart,22.69
2015-04-25,NJIT,22.5
2015-04-25,Manhattan,22.47
2015-04-25,Wagner,22.31
2015-04-25,Furman,21.67
2015-04-25,UMass Lowell,26.23
2015-04-24,Brown,39.93
2015-04-24,UAlbany,39.57
2015-04-24,North Carolina,38.13
2015-04-24,Duke,37.8
2015-04-24,Cornell,35.85
2015-04-24,Vermont,35.21
2015-04-24,Syracuse,34.17
2015-04-24,Stony Brook,33.69
2015-04-24,Harvard,32.08
2015-04-24,Navy,32.0
2015-04-24,Rutgers,31.86
2015-04-24,Virginia,31.69
2015-04-24,Hartford,31.5
2015-04-24,Saint Joseph's,31.43
2015-04-24,Richmond,31.23
2015-04-24,Boston U.,31.15
2015-04-24,Dartmouth,31.0
2015-04-24,Georgetown,31.0
2015-04-24,Loyola Maryland,31.0
2015-04-24,Bryant,31.0
2015-04-24,High Point,30.92
2015-04-24,Notre Dame,30.36
2015-04-24,Denver,30.17
2015-04-24,Lehigh,29.44
2015-04-24,Penn,29.42
2015-04-24,Siena,29.38
2015-04-24,Johns Hopkins,29.25
2015-04-24,St. John's,29.23
2015-04-24,Yale,29.08
2015-04-24,Army West Point,29.0
2015-04-24,Ohio St.,28.64
2015-04-24,Fairfield,28.64
2015-04-24,Marist,28.54
2015-04-24,Sacred Heart,28.5
2015-04-24,Penn St.,28.25
2015-04-24,Drexel,28.23
2015-04-24,Michigan,28.08
2015-04-24,Quinnipiac,28.08
2015-04-24,Hofstra,27.86
2015-04-24,Massachusetts,27.77
2015-04-24,Maryland,27.38
2015-04-24,Providence,27.31
2015-04-24,Princeton,27.25
2015-04-24,Bellarmine,27.09
2015-04-24,Detroit Mercy,27.0
2015-04-24,Jacksonville,26.91
2015-04-24,Mercer,26.82
2015-04-24,Lafayette,26.79
2015-04-24,Towson,26.77
2015-04-24,Bucknell,26.6
2015-04-24,Colgate,26.54
2015-04-24,Delaware,26.27
2015-04-24,Air Force,26.07
2015-04-24,Robert Morris,25.69
2015-04-24,Holy Cross,25.69
2015-04-24,Binghamton,25.67
2015-04-24,Mount St. Mary's,25.46
2015-04-24,Marquette,25.43
2015-04-24,VMI,25.36
2015-04-24,Canisius,25.29
2015-04-24,UMBC,24.33
2015-04-24,Villanova,23.0
2015-04-24,Hobart,22.83
2015-04-24,Manhattan,22.79
2015-04-24,NJIT,22.5
2015-04-24,Monmouth,22.25
2015-04-24,Wagner,22.17
2015-04-24,Furman,21.64
2015-04-24,UMass Lowell,26.23
2015-04-23,Brown,39.93
2015-04-23,UAlbany,39.57
2015-04-23,North Carolina,39.07
2015-04-23,Duke,37.36
2015-04-23,Cornell,35.85
2015-04-23,Syracuse,35.36
2015-04-23,Vermont,35.21
2015-04-23,Stony Brook,34.2
2015-04-23,Navy,32.75
2015-04-23,Harvard,32.08
2015-04-23,Rutgers,31.86
2015-04-23,Virginia,31.69
2015-04-23,Hartford,31.69
2015-04-23,Saint Joseph's,31.43
2015-04-23,Richmond,31.23
2015-04-23,Boston U.,31.15
2015-04-23,Loyola Maryland,31.0
2015-04-23,Georgetown,31.0
2015-04-23,Dartmouth,31.0
2015-04-23,Bryant,31.0
2015-04-23,High Point,30.92
2015-04-23,Notre Dame,30.4
2015-04-23,Denver,30.17
2015-04-23,Lehigh,29.44
2015-04-23,Army West Point,29.43
2015-04-23,Penn,29.42
2015-04-23,Siena,29.38
2015-04-23,Fairfield,29.31
2015-04-23,Johns Hopkins,29.25
2015-04-23,St. John's,29.23
2015-04-23,Yale,29.08
2015-04-23,Ohio St.,28.64
2015-04-23,Marist,28.54
2015-04-23,Sacred Heart,28.5
2015-04-23,Penn St.,28.25
2015-04-23,Hofstra,28.23
2015-04-23,Drexel,28.23
2015-04-23,Michigan,28.08
2015-04-23,Quinnipiac,28.08
2015-04-23,Maryland,27.38
2015-04-23,Providence,27.31
2015-04-23,Princeton,27.25
2015-04-23,Massachusetts,27.17
2015-04-23,Bellarmine,27.09
2015-04-23,Detroit Mercy,27.0
2015-04-23,Jacksonville,26.91
2015-04-23,Mercer,26.82
2015-04-23,Lafayette,26.79
2015-04-23,Towson,26.77
2015-04-23,Colgate,26.67
2015-04-23,Bucknell,26.5
2015-04-23,Delaware,26.14
2015-04-23,Air Force,26.07
2015-04-23,Holy Cross,25.69
2015-04-23,Robert Morris,25.69
2015-04-23,Binghamton,25.67
2015-04-23,Mount St. Mary's,25.46
2015-04-23,Marquette,25.43
2015-04-23,VMI,25.36
2015-04-23,Canisius,25.29
2015-04-23,UMBC,24.33
2015-04-23,Villanova,23.0
2015-04-23,Hobart,22.83
2015-04-23,Manhattan,22.79
2015-04-23,NJIT,22.5
2015-04-23,Monmouth,22.25
2015-04-23,Wagner,22.17
2015-04-23,Furman,21.64
2015-04-23,UMass Lowell,26.23
2015-04-21,Brown,39.93
2015-04-21,UAlbany,39.57
2015-04-21,North Carolina,39.07
2015-04-21,Duke,37.36
2015-04-21,Cornell,35.85
2015-04-21,Syracuse,35.36
2015-04-21,Vermont,35.21
2015-04-21,Stony Brook,34.2
2015-04-21,Navy,32.75
2015-04-21,Harvard,32.08
2015-04-21,Rutgers,31.86
2015-04-21,Hartford,31.69
2015-04-21,Virginia,31.69
2015-04-21,Saint Joseph's,31.43
2015-04-21,Richmond,31.23
2015-04-21,Boston U.,31.15
2015-04-21,Georgetown,31.0
2015-04-21,Bryant,31.0
2015-04-21,Loyola Maryland,31.0
2015-04-21,High Point,30.92
2015-04-21,Dartmouth,30.92
2015-04-21,Notre Dame,30.4
2015-04-21,Denver,30.17
2015-04-21,Lehigh,29.44
2015-04-21,Army West Point,29.43
2015-04-21,Penn,29.42
2015-04-21,Siena,29.38
2015-04-21,Fairfield,29.31
2015-04-21,Johns Hopkins,29.25
2015-04-21,St. John's,29.23
2015-04-21,Yale,29.08
2015-04-21,Ohio St.,28.64
2015-04-21,Marist,28.54
2015-04-21,Sacred Heart,28.5
2015-04-21,Penn St.,28.25
2015-04-21,Drexel,28.23
2015-04-21,Hofstra,28.23
2015-04-21,Michigan,28.08
2015-04-21,Maryland,27.38
2015-04-21,Providence,27.31
2015-04-21,Princeton,27.25
2015-04-21,Quinnipiac,27.17
2015-04-21,Massachusetts,27.17
2015-04-21,Bellarmine,27.09
2015-04-21,Detroit Mercy,27.0
2015-04-21,Jacksonville,26.91
2015-04-21,Mercer,26.82
2015-04-21,Lafayette,26.79
2015-04-21,Towson,26.77
2015-04-21,Colgate,26.67
2015-04-21,Bucknell,26.5
2015-04-21,Delaware,26.14
2015-04-21,Air Force,25.77
2015-04-21,Robert Morris,25.69
2015-04-21,Holy Cross,25.69
2015-04-21,Binghamton,25.67
2015-04-21,Mount St. Mary's,25.46
2015-04-21,Marquette,25.43
2015-04-21,VMI,25.36
2015-04-21,Canisius,25.29
2015-04-21,UMBC,24.33
2015-04-21,Villanova,23.0
2015-04-21,Hobart,22.83
2015-04-21,Manhattan,22.79
2015-04-21,NJIT,22.5
2015-04-21,Monmouth,22.25
2015-04-21,Wagner,22.17
2015-04-21,Furman,21.64
2015-04-21,UMass Lowell,26.31
2015-04-19,Brown,41.0
2015-04-19,UAlbany,39.46
2015-04-19,North Carolina,39.07
2015-04-19,Duke,37.36
2015-04-19,Cornell,35.85
2015-04-19,Syracuse,35.36
2015-04-19,Vermont,35.21
2015-04-19,Stony Brook,34.2
2015-04-19,Navy,32.75
2015-04-19,Harvard,32.08
2015-04-19,Rutgers,31.86
2015-04-19,Hartford,31.69
2015-04-19,Virginia,31.69
2015-04-19,Saint Joseph's,31.43
2015-04-19,Richmond,31.23
2015-04-19,Boston U.,31.15
2015-04-19,Georgetown,31.0
2015-04-19,Bryant,30.93
2015-04-19,High Point,30.92
2015-04-19,Loyola Maryland,30.79
2015-04-19,Notre Dame,30.4
2015-04-19,Denver,30.17
2015-04-19,Army West Point,29.77
2015-04-19,Penn,29.42
2015-04-19,Fairfield,29.31
2015-04-19,Lehigh,29.27
2015-04-19,Johns Hopkins,29.25
2015-04-19,St. John's,29.23
2015-04-19,Yale,29.08
2015-04-19,Ohio St.,28.64
2015-04-19,Sacred Heart,28.5
2015-04-19,Dartmouth,28.45
2015-04-19,Siena,28.33
2015-04-19,Penn St.,28.25
2015-04-19,Hofstra,28.23
2015-04-19,Drexel,28.23
2015-04-19,Michigan,28.08
2015-04-19,Marist,27.69
2015-04-19,Maryland,27.38
2015-04-19,Providence,27.31
2015-04-19,Princeton,27.25
2015-04-19,Massachusetts,27.17
2015-04-19,Quinnipiac,27.17
2015-04-19,Bellarmine,27.09
2015-04-19,Detroit Mercy,27.0
2015-04-19,Jacksonville,26.91
2015-04-19,Mercer,26.82
2015-04-19,Lafayette,26.79
2015-04-19,Towson,26.77
2015-04-19,Colgate,26.67
2015-04-19,Bucknell,26.46
2015-04-19,Delaware,26.14
2015-04-19,UMass Lowell,25.83
2015-04-19,Air Force,25.77
2015-04-19,Holy Cross,25.69
2015-04-19,Robert Morris,25.69
2015-04-19,Binghamton,25.67
2015-04-19,Mount St. Mary's,25.46
2015-04-19,Marquette,25.43
2015-04-19,VMI,25.36
2015-04-19,Canisius,25.29
2015-04-19,UMBC,24.33
2015-04-19,Villanova,23.0
2015-04-19,Hobart,22.83
2015-04-19,Manhattan,22.5
2015-04-19,NJIT,22.5
2015-04-19,Monmouth,22.25
2015-04-19,Wagner,22.17
2015-04-19,Furman,21.64
2015-04-18,Brown,41.0
2015-04-18,UAlbany,39.46
2015-04-18,North Carolina,39.07
2015-04-18,Duke,37.36
2015-04-18,Cornell,35.85
2015-04-18,Syracuse,35.36
2015-04-18,Vermont,35.21
2015-04-18,Stony Brook,34.14
2015-04-18,Navy,32.75
2015-04-18,Harvard,32.08
2015-04-18,Rutgers,32.08
2015-04-18,Hartford,31.69
2015-04-18,Virginia,31.69
2015-04-18,Saint Joseph's,31.43
2015-04-18,Richmond,31.23
2015-04-18,Boston U.,31.15
2015-04-18,Georgetown,31.0
2015-04-18,Bryant,31.0
2015-04-18,High Point,30.92
2015-04-18,Loyola Maryland,30.79
2015-04-18,Notre Dame,30.4
2015-04-18,Denver,30.17
2015-04-18,Army West Point,29.77
2015-04-18,Penn,29.42
2015-04-18,Fairfield,29.31
2015-04-18,Lehigh,29.27
2015-04-18,Johns Hopkins,29.25
2015-04-18,St. John's,29.23
2015-04-18,Yale,29.08
2015-04-18,Ohio St.,28.64
2015-04-18,Sacred Heart,28.5
2015-04-18,Dartmouth,28.45
2015-04-18,Drexel,28.23
2015-04-18,Hofstra,28.23
2015-04-18,Michigan,28.08
2015-04-18,Siena,28.0
2015-04-18,Penn St.,27.73
2015-04-18,Marist,27.69
2015-04-18,Maryland,27.38
2015-04-18,Providence,27.31
2015-04-18,Princeton,27.25
2015-04-18,Quinnipiac,27.17
2015-04-18,Massachusetts,27.17
2015-04-18,Bellarmine,27.09
2015-04-18,Jacksonville,26.91
2015-04-18,Mercer,26.82
2015-04-18,Lafayette,26.79
2015-04-18,Towson,26.77
2015-04-18,Colgate,26.67
2015-04-18,Bucknell,26.46
2015-04-18,Detroit Mercy,26.27
2015-04-18,Delaware,26.14
2015-04-18,UMass Lowell,25.83
2015-04-18,Robert Morris,25.75
2015-04-18,Holy Cross,25.69
2015-04-18,Binghamton,25.55
2015-04-18,VMI,25.54
2015-04-18,Marquette,25.43
2015-04-18,Mount St. Mary's,25.42
2015-04-18,Air Force,25.08
2015-04-18,UMBC,24.33
2015-04-18,Canisius,24.23
2015-04-18,Villanova,23.0
2015-04-18,Hobart,22.83
2015-04-18,Manhattan,22.5
2015-04-18,NJIT,22.5
2015-04-18,Monmouth,22.25
2015-04-18,Wagner,22.17
2015-04-18,Furman,21.64
2015-04-17,Brown,41.08
2015-04-17,UAlbany,41.0
2015-04-17,North Carolina,38.85
2015-04-17,Duke,38.0
2015-04-17,Cornell,36.08
2015-04-17,Syracuse,35.36
2015-04-17,Vermont,34.69
2015-04-17,Stony Brook,34.14
2015-04-17,Navy,32.75
2015-04-17,Harvard,32.08
2015-04-17,Rutgers,32.08
2015-04-17,Virginia,31.5
2015-04-17,Richmond,31.17
2015-04-17,Boston U.,31.15
2015-04-17,Saint Joseph's,31.15
2015-04-17,Bryant,31.0
2015-04-17,Georgetown,31.0
2015-04-17,High Point,30.92
2015-04-17,Hartford,30.92
2015-04-17,Notre Dame,30.89
2015-04-17,Loyola Maryland,30.79
2015-04-17,St. John's,29.92
2015-04-17,Army West Point,29.77
2015-04-17,Denver,29.55
2015-04-17,Penn,29.45
2015-04-17,Sacred Heart,29.27
2015-04-17,Lehigh,29.27
2015-04-17,Johns Hopkins,29.18
2015-04-17,Ohio St.,29.08
2015-04-17,Yale,28.91
2015-04-17,Hofstra,28.83
2015-04-17,Providence,28.5
2015-04-17,Fairfield,28.42
2015-04-17,Drexel,28.17
2015-04-17,Michigan,28.0
2015-04-17,Siena,28.0
2015-04-17,Jacksonville,27.9
2015-04-17,Bellarmine,27.9
2015-04-17,Maryland,27.83
2015-04-17,Dartmouth,27.8
2015-04-17,Massachusetts,27.73
2015-04-17,Penn St.,27.73
2015-04-17,Marist,27.42
2015-04-17,Princeton,27.25
2015-04-17,Towson,27.25
2015-04-17,Mercer,27.2
2015-04-17,Quinnipiac,26.82
2015-04-17,Lafayette,26.79
2015-04-17,Colgate,26.67
2015-04-17,Bucknell,26.46
2015-04-17,Delaware,26.31
2015-04-17,Detroit Mercy,26.27
2015-04-17,UMass Lowell,26.0
2015-04-17,Marquette,25.85
2015-04-17,Robert Morris,25.75
2015-04-17,Holy Cross,25.69
2015-04-17,Binghamton,25.55
2015-04-17,VMI,25.54
2015-04-17,Mount St. Mary's,25.42
2015-04-17,Air Force,25.08
2015-04-17,Canisius,24.23
2015-04-17,UMBC,23.73
2015-04-17,Hobart,23.36
2015-04-17,Manhattan,22.69
2015-04-17,Villanova,22.64
2015-04-17,NJIT,22.5
2015-04-17,Monmouth,22.0
2015-04-17,Furman,21.64
2015-04-17,Wagner,21.64
2015-04-15,Brown,41.08
2015-04-15,UAlbany,41.0
2015-04-15,North Carolina,38.85
2015-04-15,Duke,38.0
2015-04-15,Cornell,36.08
2015-04-15,Syracuse,35.36
2015-04-15,Vermont,34.69
2015-04-15,Stony Brook,34.14
2015-04-15,Navy,32.75
2015-04-15,Rutgers,32.08
2015-04-15,Harvard,32.0
2015-04-15,Boston U.,31.75
2015-04-15,Virginia,31.5
2015-04-15,Loyola Maryland,31.46
2015-04-15,Richmond,31.17
2015-04-15,Saint Joseph's,31.15
2015-04-15,Georgetown,31.0
2015-04-15,Bryant,31.0
2015-04-15,Hartford,30.92
2015-04-15,Notre Dame,30.89
2015-04-15,High Point,30.83
2015-04-15,Army West Point,30.33
2015-04-15,St. John's,29.92
2015-04-15,Denver,29.55
2015-04-15,Penn,29.45
2015-04-15,Lehigh,29.36
2015-04-15,Sacred Heart,29.27
2015-04-15,Johns Hopkins,29.18
2015-04-15,Ohio St.,29.08
2015-04-15,Yale,28.91
2015-04-15,Hofstra,28.83
2015-04-15,Providence,28.5
2015-04-15,Fairfield,28.42
2015-04-15,Drexel,28.17
2015-04-15,Siena,28.0
2015-04-15,Michigan,28.0
2015-04-15,Jacksonville,27.9
2015-04-15,Bellarmine,27.9
2015-04-15,Maryland,27.83
2015-04-15,Dartmouth,27.8
2015-04-15,Massachusetts,27.73
2015-04-15,Penn St.,27.73
2015-04-15,Princeton,27.55
2015-04-15,Marist,27.42
2015-04-15,Towson,27.25
2015-04-15,Mercer,27.2
2015-04-15,Colgate,27.09
2015-04-15,Quinnipiac,26.82
2015-04-15,Lafayette,26.62
2015-04-15,Bucknell,26.33
2015-04-15,Delaware,26.31
2015-04-15,Detroit Mercy,26.27
2015-04-15,UMass Lowell,26.0
2015-04-15,Marquette,25.85
2015-04-15,Robert Morris,25.75
2015-04-15,VMI,25.67
2015-04-15,Binghamton,25.55
2015-04-15,Holy Cross,25.42
2015-04-15,Mount St. Mary's,25.42
2015-04-15,Air Force,25.08
2015-04-15,Canisius,24.23
2015-04-15,UMBC,23.73
2015-04-15,Hobart,23.36
2015-04-15,Manhattan,22.69
2015-04-15,Villanova,22.64
2015-04-15,NJIT,22.5
2015-04-15,Monmouth,22.0
2015-04-15,Furman,21.64
2015-04-15,Wagner,21.64
2015-04-14,Brown,41.08
2015-04-14,UAlbany,41.0
2015-04-14,North Carolina,38.85
2015-04-14,Duke,37.5
2015-04-14,Cornell,36.08
2015-04-14,Syracuse,35.36
2015-04-14,Stony Brook,34.92
2015-04-14,Vermont,34.69
2015-04-14,Navy,32.75
2015-04-14,Rutgers,32.08
2015-04-14,Harvard,32.0
2015-04-14,Boston U.,31.75
2015-04-14,Virginia,31.5
2015-04-14,Loyola Maryland,31.46
2015-04-14,Richmond,31.17
2015-04-14,Saint Joseph's,31.15
2015-04-14,Georgetown,31.0
2015-04-14,Bryant,31.0
2015-04-14,Hartford,30.92
2015-04-14,Notre Dame,30.89
2015-04-14,High Point,30.83
2015-04-14,Army West Point,30.33
2015-04-14,St. John's,29.92
2015-04-14,Denver,29.55
2015-04-14,Penn,29.45
2015-04-14,Lehigh,29.36
2015-04-14,Sacred Heart,29.27
2015-04-14,Johns Hopkins,29.18
2015-04-14,Ohio St.,29.08
2015-04-14,Yale,28.91
2015-04-14,Hofstra,28.83
2015-04-14,Providence,28.5
2015-04-14,Fairfield,28.42
2015-04-14,Drexel,28.17
2015-04-14,Siena,28.0
2015-04-14,Michigan,28.0
2015-04-14,Jacksonville,27.9
2015-04-14,Bellarmine,27.9
2015-04-14,Maryland,27.83
2015-04-14,Dartmouth,27.8
2015-04-14,Massachusetts,27.73
2015-04-14,Penn St.,27.73
2015-04-14,Princeton,27.55
2015-04-14,Marist,27.42
2015-04-14,Towson,27.25
2015-04-14,Mercer,27.2
2015-04-14,Colgate,27.09
2015-04-14,Quinnipiac,26.82
2015-04-14,Lafayette,26.62
2015-04-14,Bucknell,26.33
2015-04-14,Delaware,26.31
2015-04-14,Detroit Mercy,26.27
2015-04-14,UMass Lowell,26.0
2015-04-14,Marquette,25.85
2015-04-14,Robert Morris,25.75
2015-04-14,VMI,25.67
2015-04-14,Binghamton,25.55
2015-04-14,Holy Cross,25.42
2015-04-14,Mount St. Mary's,25.42
2015-04-14,Air Force,25.08
2015-04-14,Canisius,24.23
2015-04-14,UMBC,23.73
2015-04-14,Hobart,23.36
2015-04-14,Manhattan,22.69
2015-04-14,Villanova,22.64
2015-04-14,NJIT,22.5
2015-04-14,Monmouth,22.0
2015-04-14,Furman,21.64
2015-04-14,Wagner,21.64
2015-04-12,UAlbany,41.82
2015-04-12,Brown,41.82
2015-04-12,North Carolina,38.85
2015-04-12,Duke,37.5
2015-04-12,Cornell,36.08
2015-04-12,Syracuse,35.9
2015-04-12,Stony Brook,34.92
2015-04-12,Vermont,34.69
2015-04-12,Navy,32.75
2015-04-12,Rutgers,32.08
2015-04-12,Harvard,32.0
2015-04-12,Boston U.,31.75
2015-04-12,Virginia,31.5
2015-04-12,Loyola Maryland,31.46
2015-04-12,Hartford,31.45
2015-04-12,Richmond,31.17
2015-04-12,Saint Joseph's,31.15
2015-04-12,Georgetown,31.0
2015-04-12,Notre Dame,30.89
2015-04-12,High Point,30.83
2015-04-12,Bryant,30.42
2015-04-12,Army West Point,30.33
2015-04-12,St. John's,29.92
2015-04-12,Sacred Heart,29.7
2015-04-12,Denver,29.55
2015-04-12,Penn,29.45
2015-04-12,Lehigh,29.36
2015-04-12,Johns Hopkins,29.18
2015-04-12,Ohio St.,29.08
2015-04-12,Yale,28.91
2015-04-12,Hofstra,28.83
2015-04-12,Providence,28.45
2015-04-12,Fairfield,28.42
2015-04-12,Drexel,28.17
2015-04-12,Dartmouth,28.11
2015-04-12,Siena,28.0
2015-04-12,Michigan,28.0
2015-04-12,Jacksonville,27.9
2015-04-12,Bellarmine,27.9
2015-04-12,Maryland,27.83
2015-04-12,Massachusetts,27.73
2015-04-12,Penn St.,27.73
2015-04-12,Princeton,27.55
2015-04-12,Marist,27.42
2015-04-12,Towson,27.25
2015-04-12,Mercer,27.2
2015-04-12,Colgate,27.09
2015-04-12,Quinnipiac,26.82
2015-04-12,Lafayette,26.62
2015-04-12,Bucknell,26.33
2015-04-12,Delaware,26.31
2015-04-12,Detroit Mercy,26.27
2015-04-12,UMass Lowell,26.0
2015-04-12,Marquette,25.85
2015-04-12,Binghamton,25.8
2015-04-12,Robert Morris,25.75
2015-04-12,VMI,25.67
2015-04-12,Mount St. Mary's,25.42
2015-04-12,Holy Cross,25.42
2015-04-12,Air Force,25.08
2015-04-12,Canisius,24.33
2015-04-12,Hobart,23.9
2015-04-12,UMBC,23.73
2015-04-12,Manhattan,22.69
2015-04-12,Villanova,22.64
2015-04-12,NJIT,22.36
2015-04-12,Monmouth,22.0
2015-04-12,Furman,21.64
2015-04-12,Wagner,21.64
2015-04-10,UAlbany,42.9
2015-04-10,Brown,42.3
2015-04-10,North Carolina,39.75
2015-04-10,Duke,37.18
2015-04-10,Cornell,36.45
2015-04-10,Syracuse,36.0
2015-04-10,Vermont,35.33
2015-04-10,Stony Brook,35.25
2015-04-10,Rutgers,32.75
2015-04-10,Navy,32.45
2015-04-10,Virginia,32.27
2015-04-10,Loyola Maryland,32.08
2015-04-10,Boston U.,31.82
2015-04-10,Harvard,31.64
2015-04-10,Richmond,31.27
2015-04-10,Georgetown,31.09
2015-04-10,High Point,31.09
2015-04-10,Army West Point,31.0
2015-04-10,Hartford,31.0
2015-04-10,Notre Dame,30.89
2015-04-10,Bryant,30.73
2015-04-10,St. John's,30.55
2015-04-10,Denver,30.1
2015-04-10,Saint Joseph's,30.0
2015-04-10,Hofstra,29.91
2015-04-10,Penn,29.8
2015-04-10,Sacred Heart,29.7
2015-04-10,Lehigh,29.23
2015-04-10,Jacksonville,29.22
2015-04-10,Johns Hopkins,29.2
2015-04-10,Fairfield,29.09
2015-04-10,Providence,28.7
2015-04-10,Maryland,28.55
2015-04-10,Ohio St.,28.5
2015-04-10,Massachusetts,28.5
2015-04-10,Yale,28.4
2015-04-10,Bellarmine,28.11
2015-04-10,Dartmouth,28.0
2015-04-10,Michigan,28.0
2015-04-10,Drexel,27.91
2015-04-10,Penn St.,27.7
2015-04-10,Towson,27.55
2015-04-10,Colgate,27.4
2015-04-10,Siena,27.3
2015-04-10,Princeton,27.3
2015-04-10,Marist,27.18
2015-04-10,Mercer,27.0
2015-04-10,Delaware,26.83
2015-04-10,Lafayette,26.67
2015-04-10,Quinnipiac,26.3
2015-04-10,Marquette,26.0
2015-04-10,UMass Lowell,26.0
2015-04-10,Bucknell,25.82
2015-04-10,Mount St. Mary's,25.45
2015-04-10,Binghamton,25.44
2015-04-10,Robert Morris,25.36
2015-04-10,Air Force,25.36
2015-04-10,Holy Cross,25.18
2015-04-10,Detroit Mercy,25.1
2015-04-10,VMI,24.91
2015-04-10,Canisius,24.45
2015-04-10,Hobart,23.44
2015-04-10,NJIT,23.2
2015-04-10,UMBC,23.0
2015-04-10,Manhattan,22.75
2015-04-10,Wagner,21.5
2015-04-10,Villanova,21.4
2015-04-10,Monmouth,21.4
2015-04-10,Furman,20.9
2015-04-09,UAlbany,42.9
2015-04-09,Brown,42.3
2015-04-09,North Carolina,39.75
2015-04-09,Duke,37.18
2015-04-09,Cornell,36.45
2015-04-09,Syracuse,36.0
2015-04-09,Vermont,35.33
2015-04-09,Stony Brook,34.18
2015-04-09,Rutgers,32.75
2015-04-09,Navy,32.45
2015-04-09,Virginia,32.27
2015-04-09,Loyola Maryland,32.08
2015-04-09,Boston U.,31.82
2015-04-09,Harvard,31.64
2015-04-09,Richmond,31.27
2015-04-09,Georgetown,31.09
2015-04-09,High Point,31.09
2015-04-09,Army West Point,31.0
2015-04-09,Hartford,31.0
2015-04-09,Notre Dame,30.89
2015-04-09,Bryant,30.73
2015-04-09,St. John's,30.55
2015-04-09,Denver,30.1
2015-04-09,Saint Joseph's,30.0
2015-04-09,Hofstra,29.91
2015-04-09,Penn,29.8
2015-04-09,Sacred Heart,29.7
2015-04-09,Lehigh,29.23
2015-04-09,Jacksonville,29.22
2015-04-09,Johns Hopkins,29.2
2015-04-09,Fairfield,29.09
2015-04-09,Providence,28.7
2015-04-09,Maryland,28.55
2015-04-09,Ohio St.,28.5
2015-04-09,Massachusetts,28.5
2015-04-09,Yale,28.4
2015-04-09,Bellarmine,28.11
2015-04-09,Dartmouth,28.0
2015-04-09,Michigan,28.0
2015-04-09,Drexel,27.91
2015-04-09,Penn St.,27.7
2015-04-09,Towson,27.55
2015-04-09,Colgate,27.4
2015-04-09,Siena,27.3
2015-04-09,Princeton,27.3
2015-04-09,Marist,27.18
2015-04-09,Mercer,27.0
2015-04-09,Delaware,26.83
2015-04-09,Lafayette,26.67
2015-04-09,Quinnipiac,26.3
2015-04-09,Marquette,26.0
2015-04-09,Bucknell,25.82
2015-04-09,UMass Lowell,25.6
2015-04-09,Mount St. Mary's,25.45
2015-04-09,Binghamton,25.44
2015-04-09,Robert Morris,25.36
2015-04-09,Air Force,25.36
2015-04-09,Holy Cross,25.18
2015-04-09,Detroit Mercy,25.1
2015-04-09,VMI,24.91
2015-04-09,Canisius,24.45
2015-04-09,Hobart,23.44
2015-04-09,NJIT,23.2
2015-04-09,UMBC,23.0
2015-04-09,Manhattan,22.75
2015-04-09,Wagner,21.5
2015-04-09,Villanova,21.4
2015-04-09,Monmouth,21.4
2015-04-09,Furman,20.9
2015-04-08,UAlbany,42.9
2015-04-08,Brown,42.3
2015-04-08,North Carolina,39.75
2015-04-08,Duke,37.18
2015-04-08,Cornell,36.45
2015-04-08,Syracuse,36.0
2015-04-08,Vermont,35.33
2015-04-08,Stony Brook,34.18
2015-04-08,Rutgers,32.75
2015-04-08,Navy,32.45
2015-04-08,Virginia,32.27
