Date,Year,Team 1,Score 1,Team 2,Score 2,Winner
2019-02-18,2019,High Point,14,Virginia,13,High Point
2019-02-19,2019,Drexel,17,Michigan,16,Drexel
2019-02-19,2019,Marist,4,Army West Point,10,Army West Point
2019-02-19,2019,Lafayette,13,Manhattan,5,Lafayette
2019-02-19,2019,Boston U.,16,Sacred Heart,11,Boston U.
2019-02-19,2019,Canisius,10,Furman,12,Furman
2019-02-19,2019,Colgate,6,Maryland,11,Maryland
2019-02-19,2019,Holy Cross,12,UMass Lowell,7,Holy Cross
2019-02-19,2019,UMBC,12,Richmond,17,Richmond
2019-02-22,2019,Cornell,19,Hobart,16,Cornell
2019-02-23,2019,Albany,13,Drexel,12,Albany
2019-02-23,2019,Hartford,12,Canisius,16,Canisius
2019-02-23,2019,Detroit Mercy,15,Marquette,12,Detroit Mercy
2019-02-23,2019,Johns Hopkins,11,North Carolina,10,Johns Hopkins
2019-02-23,2019,Hofstra,9,Villanova,10,Villanova
2019-02-23,2019,Michigan,11,Jacksonville,10,Michigan
2019-02-23,2019,Towson,14,Georgetown,8,Towson
2019-02-23,2019,NJIT,8,VMI,15,VMI
2019-02-23,2019,Virginia,12,Princeton,11,Virginia
2019-02-23,2019,Bellarmine,7,Robert Morris,15,Robert Morris
2019-02-23,2019,St. Bonaventure,12,Manhattan,15,Manhattan
2019-02-23,2019,Siena,16,UMass Lowell,15,Siena
2019-02-23,2019,Notre Dame,8,Richmond,9,Richmond
2019-02-23,2019,Providence,14,Saint Joseph's,5,Providence
2019-02-23,2019,Fairfield,12,Sacred Heart,11,Fairfield
2019-02-23,2019,St. John's,10,High Point,9,St. John's
2019-02-23,2019,Mount St. Mary's,10,UMBC,13,UMBC
2019-02-23,2019,Massachusetts,12,Harvard,9,Massachusetts
2019-02-23,2019,Quinnipiac,10,Vermont,20,Vermont
2019-02-23,2019,Maryland,14,Navy,9,Maryland
2019-02-23,2019,Utah,6,Denver,15,Denver
2019-02-23,2019,Binghamton,12,Lafayette,13,Lafayette
2019-02-23,2019,Cleveland State,8,Air Force,11,Air Force
2019-02-23,2019,Loyola (Md.),13,Rutgers,7,Loyola (Md.)
2019-02-23,2019,Monmouth,4,Delaware,8,Delaware
2019-02-23,2019,Stony Brook,13,Brown,11,Stony Brook
2019-02-23,2019,Bucknell,13,Ohio St.,16,Ohio St.
2019-02-23,2019,Penn,7,Duke,17,Duke
2019-02-23,2019,Penn St.,13,Yale,14,Yale
2019-02-23,2019,Dartmouth,5,Bryant,6,Bryant
2019-02-24,2019,Cleveland State,8,Denver,16,Denver
2019-02-24,2019,Hampton,6,Furman,26,Furman
2019-02-24,2019,Army West Point,8,Syracuse,10,Syracuse
2019-02-24,2019,Lehigh,9,Cornell,14,Cornell
2019-02-24,2019,Utah,6,Air Force,5,Utah
2019-02-26,2019,Holy Cross,11,Harvard,10,Holy Cross
2019-02-26,2019,Georgetown,13,Mount St. Mary's,11,Georgetown
2019-02-26,2019,Stony Brook,11,Hofstra,10,Stony Brook
2019-02-26,2019,Bryant,9,Boston U.,14,Boston U.
2019-02-26,2019,Saint Joseph's,6,Delaware,14,Delaware
2019-02-26,2019,Wagner,7,Monmouth,9,Monmouth
2019-02-26,2019,Marist,14,Hartford,13,Marist
2019-02-27,2019,Loyola (Md.),10,Towson,12,Towson
2019-03-01,2019,Duke,11,Richmond,7,Duke
2019-03-02,2019,Virginia,15,Syracuse,14,Virginia
2019-03-02,2019,Lehigh,10,Colgate,8,Lehigh
2019-03-02,2019,Utah,8,Furman,7,Utah
2019-03-02,2019,Vermont,4,Boston U.,12,Boston U.
2019-03-02,2019,Quinnipiac,16,NJIT,14,Quinnipiac
2019-03-02,2019,Denver,12,North Carolina,10,Denver
2019-03-02,2019,Delaware,9,Villanova,17,Villanova
2019-03-02,2019,Penn,14,Penn St.,15,Penn St.
2019-03-02,2019,Drexel,12,Jacksonville,19,Jacksonville
2019-03-02,2019,Michigan,16,St. John's,11,Michigan
2019-03-02,2019,Mount St. Mary's,12,VMI,6,Mount St. Mary's
2019-03-02,2019,Johns Hopkins,14,Princeton,12,Johns Hopkins
2019-03-02,2019,Albany,16,Cornell,17,Cornell
2019-03-02,2019,Monmouth,6,Saint Joseph's,8,Saint Joseph's
2019-03-02,2019,Harvard,16,Hartford,9,Harvard
2019-03-02,2019,Rutgers,8,Fairfield,4,Rutgers
2019-03-02,2019,Robert Morris,15,High Point,16,High Point
2019-03-02,2019,Cleveland State,12,Mercer,8,Cleveland State
2019-03-02,2019,Brown,14,UMBC,13,Brown
2019-03-02,2019,Bucknell,8,Navy,14,Navy
2019-03-02,2019,Detroit Mercy,15,Bellarmine,14,Detroit Mercy
2019-03-02,2019,Dartmouth,11,Wagner,4,Dartmouth
2019-03-02,2019,Georgetown,14,Hofstra,6,Georgetown
2019-03-02,2019,Lafayette,5,Army West Point,12,Army West Point
2019-03-02,2019,Holy Cross,15,Loyola (Md.),19,Loyola (Md.)
2019-03-02,2019,Hobart,16,Binghamton,7,Hobart
2019-03-02,2019,Marquette,9,Ohio St.,13,Ohio St.
2019-03-02,2019,Sacred Heart,17,Providence,16,Sacred Heart
2019-03-02,2019,Marist,10,Stony Brook,5,Marist
2019-03-02,2019,Massachusetts,11,Yale,12,Yale
2019-03-02,2019,Manhattan,9,Bryant,8,Manhattan
2019-03-02,2019,Air Force,0,Canisius,0,Canisius
2019-03-03,2019,Maryland,13,Notre Dame,14,Notre Dame
2019-03-05,2019,Princeton,19,Navy,11,Princeton
2019-03-05,2019,Furman,6,Georgetown,18,Georgetown
2019-03-05,2019,Mount St. Mary's,12,Richmond,11,Mount St. Mary's
2019-03-05,2019,UMass Lowell,13,Dartmouth,8,UMass Lowell
2019-03-05,2019,Siena,15,Fairfield,21,Fairfield
2019-03-05,2019,Sacred Heart,12,Stony Brook,11,Sacred Heart
2019-03-05,2019,Monmouth,5,NJIT,8,NJIT
2019-03-05,2019,Hartford,8,Manhattan,11,Manhattan
2019-03-05,2019,VMI,15,Wagner,10,VMI
2019-03-05,2019,Massachusetts,14,Albany,8,Massachusetts
2019-03-06,2019,Mercer,9,Delaware,10,Delaware
2019-03-06,2019,Detroit Mercy,9,Air Force,19,Air Force
2019-03-07,2019,Loyola (Md.),7,Duke,12,Duke
2019-03-08,2019,Jacksonville,13,Towson,15,Towson
2019-03-08,2019,Mercer,8,Mount St. Mary's,9,Mount St. Mary's
2019-03-08,2019,Saint Joseph's,7,Drexel,10,Drexel
2019-03-08,2019,Penn,13,Villanova,11,Penn
2019-03-08,2019,Marist,5,North Carolina,17,North Carolina
2019-03-08,2019,Cornell,13,Penn St.,19,Penn St.
2019-03-09,2019,Johns Hopkins,10,Syracuse,14,Syracuse
2019-03-09,2019,St. John's,10,Siena,18,Siena
2019-03-09,2019,Detroit Mercy,16,St. Bonaventure,8,Detroit Mercy
2019-03-09,2019,UMBC,13,High Point,22,High Point
2019-03-09,2019,Massachusetts,19,NJIT,7,Massachusetts
2019-03-09,2019,Cleveland State,7,Marquette,5,Cleveland State
2019-03-09,2019,Army West Point,8,Lehigh,11,Lehigh
2019-03-09,2019,Canisius,12,Robert Morris,8,Canisius
2019-03-09,2019,UMass Lowell,8,Manhattan,5,UMass Lowell
2019-03-09,2019,VMI,4,Richmond,17,Richmond
2019-03-09,2019,Sacred Heart,16,Hartford,12,Sacred Heart
2019-03-09,2019,Boston U.,7,Colgate,9,Colgate
2019-03-09,2019,Providence,8,Harvard,9,Harvard
2019-03-09,2019,Bellarmine,9,Utah,10,Utah
2019-03-09,2019,Vermont,11,Hobart,17,Hobart
2019-03-09,2019,Notre Dame,10,Denver,7,Notre Dame
2019-03-09,2019,Quinnipiac,7,Wagner,6,Quinnipiac
2019-03-09,2019,Navy,12,Lafayette,7,Navy
2019-03-09,2019,Ohio St.,14,Hofstra,8,Ohio St.
2019-03-09,2019,Princeton,8,Rutgers,9,Rutgers
2019-03-09,2019,Maryland,14,Albany,9,Maryland
2019-03-09,2019,Binghamton,6,Delaware,10,Delaware
2019-03-09,2019,Holy Cross,7,Bucknell,10,Bucknell
2019-03-09,2019,Bryant,8,Stony Brook,9,Stony Brook
2019-03-09,2019,Georgetown,19,Fairfield,6,Georgetown
2019-03-10,2019,Villanova,10,Drexel,15,Drexel
2019-03-10,2019,Yale,17,Michigan,11,Yale
2019-03-10,2019,Penn St.,24,Jacksonville,11,Penn St.
2019-03-10,2019,Saint Joseph's,6,Penn,13,Penn
2019-03-10,2019,Towson,11,Cornell,18,Cornell
2019-03-10,2019,Brown,13,Virginia,14,Virginia
2019-03-12,2019,Cleveland State,10,Lafayette,9,Cleveland State
2019-03-12,2019,Army West Point,15,Binghamton,6,Army West Point
2019-03-12,2019,Bucknell,7,North Carolina,12,North Carolina
2019-03-12,2019,Utah,11,Duke,17,Duke
2019-03-12,2019,St. Bonaventure,10,Siena,17,Siena
2019-03-12,2019,Lehigh,13,Rutgers,10,Lehigh
2019-03-12,2019,Fairfield,12,Bryant,11,Fairfield
2019-03-12,2019,St. John's,7,Hofstra,9,Hofstra
2019-03-12,2019,UMass Lowell,4,Massachusetts,14,Massachusetts
2019-03-12,2019,Mount St. Mary's,4,Johns Hopkins,11,Johns Hopkins
2019-03-12,2019,Marquette,17,Robert Morris,15,Marquette
2019-03-15,2019,Utah,9,Fairfield,10,Fairfield
2019-03-15,2019,High Point,18,VMI,9,High Point
2019-03-16,2019,Binghamton,7,Dartmouth,11,Dartmouth
2019-03-16,2019,Air Force,20,Mercer,8,Air Force
2019-03-16,2019,Michigan,13,Marquette,16,Marquette
2019-03-16,2019,Notre Dame,11,Virginia,13,Virginia
2019-03-16,2019,Villanova,7,Maryland,17,Maryland
2019-03-16,2019,Drexel,10,Georgetown,13,Georgetown
2019-03-16,2019,Army West Point,7,Holy Cross,6,Army West Point
2019-03-16,2019,Furman,8,Richmond,13,Richmond
2019-03-16,2019,NJIT,11,Saint Joseph's,15,Saint Joseph's
2019-03-16,2019,Stony Brook,11,Hartford,12,Hartford
2019-03-16,2019,Colgate,6,Canisius,8,Canisius
2019-03-16,2019,Manhattan,7,Siena,14,Siena
2019-03-16,2019,Robert Morris,16,Sacred Heart,18,Sacred Heart
2019-03-16,2019,Vermont,12,UMBC,11,Vermont
2019-03-16,2019,Bucknell,9,Boston U.,13,Boston U.
2019-03-16,2019,Delaware,10,Johns Hopkins,12,Johns Hopkins
2019-03-16,2019,Jacksonville,11,Bellarmine,8,Jacksonville
2019-03-16,2019,Wagner,7,Hobart,13,Hobart
2019-03-16,2019,Providence,11,Hofstra,10,Providence
2019-03-16,2019,Bryant,7,Mount St. Mary's,10,Mount St. Mary's
2019-03-16,2019,UMass Lowell,11,Albany,17,Albany
2019-03-16,2019,Monmouth,7,Marist,10,Marist
2019-03-16,2019,Navy,5,Loyola (Md.),18,Loyola (Md.)
2019-03-16,2019,Harvard,14,Brown,16,Brown
2019-03-16,2019,Towson,10,Duke,12,Duke
2019-03-16,2019,Detroit Mercy,9,Quinnipiac,12,Quinnipiac
2019-03-16,2019,Cornell,11,Yale,16,Yale
2019-03-16,2019,Princeton,0,Penn,0,Penn
2019-03-16,2019,Rutgers,0,Syracuse,0,Syracuse
2019-03-17,2019,Lafayette,7,Lehigh,15,Lehigh
2019-03-17,2019,Utah,2,Massachusetts,16,Massachusetts
2019-03-17,2019,Cleveland State,9,North Carolina,15,North Carolina
2019-03-19,2019,Fairfield,18,NJIT,5,Fairfield
2019-03-19,2019,Dartmouth,8,St. John's,15,St. John's
2019-03-19,2019,Providence,14,UMass Lowell,4,Providence
2019-03-19,2019,Notre Dame,12,Michigan,9,Notre Dame
2019-03-19,2019,St. Bonaventure,3,Cornell,18,Cornell
2019-03-19,2019,Harvard,12,Boston U.,11,Harvard
2019-03-19,2019,Hartford,16,Quinnipiac,17,Quinnipiac
2019-03-19,2019,Holy Cross,11,Brown,10,Holy Cross
2019-03-19,2019,Hobart,12,Colgate,6,Hobart
2019-03-20,2019,Hampton,9,Westmin. (Pa.),8,Hampton
2019-03-23,2019,Villanova,12,Fairfield,8,Villanova
2019-03-23,2019,Hobart,10,Sacred Heart,9,Hobart
2019-03-23,2019,Lafayette,9,Boston U.,17,Boston U.
2019-03-23,2019,Penn St.,15,Cleveland State,11,Penn St.
2019-03-23,2019,Wagner,14,NJIT,11,Wagner
2019-03-23,2019,North Carolina,9,Maryland,16,Maryland
2019-03-23,2019,High Point,10,Jacksonville,12,Jacksonville
2019-03-23,2019,Marquette,9,Georgetown,8,Marquette
2019-03-23,2019,UMass Lowell,13,St. John's,15,St. John's
2019-03-23,2019,Mercer,16,VMI,8,Mercer
2019-03-23,2019,Yale,15,Princeton,10,Yale
2019-03-23,2019,Penn,16,Cornell,15,Penn
2019-03-23,2019,Mount St. Mary's,14,Robert Morris,11,Mount St. Mary's
2019-03-23,2019,Marist,6,Manhattan,5,Marist
2019-03-23,2019,Delaware,16,Michigan,13,Delaware
2019-03-23,2019,Siena,9,Canisius,8,Siena
2019-03-23,2019,Virginia,16,Johns Hopkins,11,Virginia
2019-03-23,2019,Air Force,11,Furman,7,Air Force
2019-03-23,2019,Hartford,6,Vermont,15,Vermont
2019-03-23,2019,Lehigh,15,Navy,8,Lehigh
2019-03-23,2019,Richmond,16,Bellarmine,9,Richmond
2019-03-23,2019,Ohio St.,11,Notre Dame,10,Ohio St.
2019-03-23,2019,Colgate,8,Army West Point,13,Army West Point
2019-03-23,2019,Denver,7,Towson,6,Denver
2019-03-23,2019,Hofstra,7,Rutgers,10,Rutgers
2019-03-23,2019,Albany,12,Binghamton,7,Albany
2019-03-23,2019,Loyola (Md.),12,Bucknell,7,Loyola (Md.)
2019-03-23,2019,UMBC,7,Stony Brook,14,Stony Brook
2019-03-23,2019,St. Bonaventure,7,Quinnipiac,12,Quinnipiac
2019-03-23,2019,Saint Joseph's,11,Bryant,6,Saint Joseph's
2019-03-23,2019,Monmouth,4,Detroit Mercy,6,Detroit Mercy
2019-03-23,2019,Harvard,12,Dartmouth,9,Harvard
2019-03-23,2019,Brown,7,Massachusetts,14,Massachusetts
2019-03-24,2019,Duke,8,Syracuse,9,Syracuse
2019-03-24,2019,Drexel,15,Providence,9,Drexel
2019-03-25,2019,Villanova,10,Brown,9,Villanova
2019-03-26,2019,Denver,13,Princeton,14,Princeton
2019-03-26,2019,Air Force,6,Yale,13,Yale
2019-03-27,2019,St. Bonaventure,8,Hobart,18,Hobart
2019-03-27,2019,Albany,12,Harvard,13,Harvard
2019-03-29,2019,Richmond,7,Virginia,16,Virginia
2019-03-29,2019,Binghamton,6,Stony Brook,13,Stony Brook
2019-03-30,2019,Delaware,15,Fairfield,7,Delaware
2019-03-30,2019,Johns Hopkins,14,Michigan,8,Johns Hopkins
2019-03-30,2019,Furman,10,High Point,17,High Point
2019-03-30,2019,Canisius,12,Monmouth,2,Canisius
2019-03-30,2019,Duke,8,North Carolina,10,North Carolina
2019-03-30,2019,Marquette,11,Villanova,15,Villanova
2019-03-30,2019,Yale,12,Penn,13,Penn
2019-03-30,2019,Boston U.,8,Lehigh,10,Lehigh
2019-03-30,2019,Providence,8,St. John's,7,Providence
2019-03-30,2019,Brown,14,Princeton,10,Brown
2019-03-30,2019,Dartmouth,5,Cornell,15,Cornell
2019-03-30,2019,Navy,9,Holy Cross,12,Holy Cross
2019-03-30,2019,NJIT,10,Manhattan,11,Manhattan
2019-03-30,2019,Vermont,4,UMass Lowell,8,UMass Lowell
2019-03-30,2019,Robert Morris,15,Saint Joseph's,9,Robert Morris
2019-03-30,2019,VMI,23,Hampton,9,VMI
2019-03-30,2019,Quinnipiac,13,Siena,10,Quinnipiac
2019-03-30,2019,Bellarmine,16,Mercer,13,Bellarmine
2019-03-30,2019,Lafayette,8,UMBC,19,UMBC
2019-03-30,2019,Georgetown,9,Denver,16,Denver
2019-03-30,2019,Bryant,13,Wagner,4,Bryant
2019-03-30,2019,Syracuse,10,Notre Dame,13,Notre Dame
2019-03-30,2019,Jacksonville,7,Air Force,14,Air Force
2019-03-30,2019,Hofstra,9,Towson,10,Towson
2019-03-30,2019,Sacred Heart,10,Mount St. Mary's,14,Mount St. Mary's
2019-03-30,2019,Hartford,10,Albany,14,Albany
2019-03-30,2019,Detroit Mercy,12,Marist,11,Detroit Mercy
2019-03-30,2019,Colgate,7,Loyola (Md.),21,Loyola (Md.)
2019-03-30,2019,Army West Point,15,Bucknell,13,Army West Point
2019-03-30,2019,Drexel,9,Massachusetts,10,Massachusetts
2019-03-31,2019,Utah,6,Virginia,17,Virginia
2019-03-31,2019,Rutgers,14,Ohio St.,6,Rutgers
2019-03-31,2019,Penn St.,13,Maryland,10,Penn St.
2019-04-02,2019,Stony Brook,12,St. John's,11,Stony Brook
2019-04-02,2019,Canisius,10,Cleveland State,19,Cleveland State
2019-04-02,2019,Syracuse,17,Hobart,5,Syracuse
2019-04-02,2019,Bucknell,10,Marist,7,Bucknell
2019-04-02,2019,Monmouth,7,St. Bonaventure,5,Monmouth
2019-04-06,2019,Towson,14,Fairfield,7,Towson
2019-04-06,2019,Rutgers,13,Johns Hopkins,15,Johns Hopkins
2019-04-06,2019,Mount St. Mary's,16,Utah,15,Mount St. Mary's
2019-04-06,2019,Air Force,9,High Point,13,High Point
2019-04-06,2019,Mercer,14,Furman,15,Furman
2019-04-06,2019,St. Bonaventure,5,Cleveland State,18,Cleveland State
2019-04-06,2019,St. John's,8,Marquette,12,Marquette
2019-04-06,2019,North Carolina,10,Virginia,11,Virginia
2019-04-06,2019,Michigan,12,Maryland,16,Maryland
2019-04-06,2019,Richmond,14,Jacksonville,8,Richmond
2019-04-06,2019,Wagner,6,Robert Morris,17,Robert Morris
2019-04-06,2019,Hobart,11,Saint Joseph's,12,Saint Joseph's
2019-04-06,2019,UMass Lowell,11,Hartford,14,Hartford
2019-04-06,2019,Navy,16,Colgate,11,Navy
2019-04-06,2019,Quinnipiac,7,Canisius,10,Canisius
2019-04-06,2019,Binghamton,6,UMBC,13,UMBC
2019-04-06,2019,Cornell,19,Harvard,11,Cornell
2019-04-06,2019,NJIT,26,Hampton,9,NJIT
2019-04-06,2019,Penn,16,Brown,9,Penn
2019-04-06,2019,Delaware,15,Drexel,13,Delaware
2019-04-06,2019,Sacred Heart,11,Bryant,8,Sacred Heart
2019-04-06,2019,Dartmouth,8,Yale,20,Yale
2019-04-06,2019,Princeton,14,Stony Brook,4,Princeton
2019-04-06,2019,Georgetown,17,Providence,15,Georgetown
2019-04-06,2019,Notre Dame,8,Duke,14,Duke
2019-04-06,2019,Lehigh,9,Loyola (Md.),15,Loyola (Md.)
2019-04-06,2019,Albany,9,Vermont,10,Vermont
2019-04-06,2019,Siena,11,Marist,13,Marist
2019-04-06,2019,Boston U.,15,Army West Point,13,Boston U.
2019-04-06,2019,Massachusetts,9,Hofstra,10,Hofstra
2019-04-06,2019,Holy Cross,16,Lafayette,4,Holy Cross
2019-04-06,2019,Villanova,12,Denver,11,Villanova
2019-04-06,2019,VMI,12,Bellarmine,13,Bellarmine
2019-04-06,2019,Manhattan,5,Detroit Mercy,10,Detroit Mercy
2019-04-07,2019,Ohio St.,8,Penn St.,13,Penn St.
2019-04-09,2019,Siena,10,Princeton,19,Princeton
2019-04-09,2019,Canisius,16,St. Bonaventure,8,Canisius
2019-04-09,2019,Georgetown,14,Loyola (Md.),16,Loyola (Md.)
2019-04-09,2019,Cornell,8,Syracuse,13,Syracuse
2019-04-09,2019,Hartford,12,Dartmouth,11,Hartford
2019-04-10,2019,Marquette,6,Notre Dame,13,Notre Dame
2019-04-10,2019,Robert Morris,13,Lehigh,12,Robert Morris
2019-04-13,2019,Princeton,13,Dartmouth,4,Princeton
2019-04-13,2019,High Point,17,Mercer,16,High Point
2019-04-13,2019,Loyola (Md.),11,Boston U.,18,Boston U.
2019-04-13,2019,Robert Morris,13,Cleveland State,8,Robert Morris
2019-04-13,2019,Manhattan,6,Monmouth,11,Monmouth
2019-04-13,2019,Syracuse,12,North Carolina,9,Syracuse
2019-04-13,2019,St. Bonaventure,3,Lehigh,17,Lehigh
2019-04-13,2019,Denver,15,St. John's,12,Denver
2019-04-13,2019,Jacksonville,19,VMI,9,Jacksonville
2019-04-13,2019,Colgate,5,Holy Cross,11,Holy Cross
2019-04-13,2019,Stony Brook,15,UMass Lowell,12,Stony Brook
2019-04-13,2019,Penn St.,17,Michigan,7,Penn St.
2019-04-13,2019,Utah,12,Hartford,14,Hartford
2019-04-13,2019,NJIT,18,Siena,20,Siena
2019-04-13,2019,Saint Joseph's,4,Sacred Heart,19,Sacred Heart
2019-04-13,2019,Penn,26,Harvard,13,Penn
2019-04-13,2019,Bellarmine,15,Furman,12,Bellarmine
2019-04-13,2019,Army West Point,9,Navy,8,Army West Point
2019-04-13,2019,Bryant,11,Hobart,12,Hobart
2019-04-13,2019,Mount St. Mary's,12,Wagner,8,Mount St. Mary's
2019-04-13,2019,Bucknell,17,Lafayette,4,Bucknell
2019-04-13,2019,Richmond,7,Air Force,14,Air Force
2019-04-13,2019,Massachusetts,14,Towson,10,Massachusetts
2019-04-13,2019,UMBC,7,Albany,9,Albany
2019-04-13,2019,Hofstra,7,Delaware,13,Delaware
2019-04-13,2019,Vermont,14,Binghamton,6,Vermont
2019-04-13,2019,Virginia,7,Duke,12,Duke
2019-04-13,2019,Marquette,8,Providence,15,Providence
2019-04-13,2019,Marist,12,Quinnipiac,8,Marist
2019-04-13,2019,Brown,12,Yale,17,Yale
2019-04-13,2019,Fairfield,9,Drexel,21,Drexel
2019-04-13,2019,Canisius,11,Detroit Mercy,8,Canisius
2019-04-14,2019,Ohio St.,14,Johns Hopkins,13,Ohio St.
2019-04-14,2019,Villanova,13,Georgetown,16,Georgetown
2019-04-14,2019,Maryland,16,Rutgers,13,Maryland
2019-04-14,2019,Cornell,11,Notre Dame,9,Cornell
2019-04-16,2019,Binghamton,9,Sacred Heart,17,Sacred Heart
2019-04-16,2019,St. Bonaventure,5,Marist,11,Marist
2019-04-16,2019,VMI,5,Virginia,24,Virginia
2019-04-16,2019,Brown,9,Providence,7,Brown
2019-04-17,2019,Hampton,0,Chowan,0,Chowan
2019-04-19,2019,Canisius,6,Manhattan,7,Manhattan
2019-04-19,2019,Yale,10,Albany,5,Yale
2019-04-20,2019,Fairfield,8,Massachusetts,17,Massachusetts
2019-04-20,2019,Detroit Mercy,13,Siena,10,Detroit Mercy
2019-04-20,2019,Holy Cross,11,Boston U.,15,Boston U.
2019-04-20,2019,Georgetown,23,NJIT,7,Georgetown
2019-04-20,2019,Duke,10,Marquette,9,Duke
2019-04-20,2019,Marist,6,Virginia,22,Virginia
2019-04-20,2019,St. John's,5,Villanova,16,Villanova
2019-04-20,2019,Dartmouth,6,Penn,22,Penn
2019-04-20,2019,Bucknell,12,Lehigh,10,Bucknell
2019-04-20,2019,Furman,10,Jacksonville,11,Jacksonville
2019-04-20,2019,Air Force,12,VMI,5,Air Force
2019-04-20,2019,Harvard,15,Princeton,19,Princeton
2019-04-20,2019,Mercer,9,Richmond,15,Richmond
2019-04-20,2019,Wagner,6,Saint Joseph's,14,Saint Joseph's
2019-04-20,2019,Lafayette,7,Colgate,16,Colgate
2019-04-20,2019,UMass Lowell,13,UMBC,12,UMass Lowell
2019-04-20,2019,Cleveland State,17,Utah,8,Cleveland State
2019-04-20,2019,Stony Brook,10,Vermont,9,Stony Brook
2019-04-20,2019,Syracuse,18,Navy,9,Syracuse
2019-04-20,2019,High Point,16,Bellarmine,15,High Point
2019-04-20,2019,Mount St. Mary's,8,Hobart,11,Hobart
2019-04-20,2019,Providence,8,Denver,14,Denver
2019-04-20,2019,North Carolina,10,Notre Dame,12,Notre Dame
2019-04-20,2019,Drexel,13,Hofstra,12,Drexel
2019-04-20,2019,Loyola (Md.),13,Army West Point,9,Loyola (Md.)
2019-04-20,2019,Michigan,9,Rutgers,11,Rutgers
2019-04-20,2019,Towson,14,Delaware,12,Towson
2019-04-20,2019,Cornell,12,Brown,9,Cornell
2019-04-20,2019,Hartford,12,Binghamton,15,Binghamton
2019-04-20,2019,Maryland,10,Ohio St.,9,Maryland
2019-04-20,2019,Monmouth,9,Quinnipiac,10,Quinnipiac
2019-04-20,2019,Robert Morris,20,Bryant,16,Robert Morris
2019-04-21,2019,Johns Hopkins,9,Penn St.,20,Penn St.
2019-04-23,2019,Brown,17,Bryant,7,Brown
2019-04-23,2019,Quinnipiac,8,Yale,24,Yale
2019-04-24,2019,Detroit Mercy,9,Cleveland State,11,Cleveland State
2019-04-25,2019,Syracuse,10,North Carolina,11,North Carolina
2019-04-26,2019,Hofstra,11,Fairfield,9,Hofstra
2019-04-26,2019,Delaware,9,Massachusetts,11,Massachusetts
2019-04-26,2019,Albany,10,Stony Brook,12,Stony Brook
2019-04-26,2019,Colgate,8,Bucknell,10,Bucknell
2019-04-26,2019,Loyola (Md.),15,Lafayette,4,Loyola (Md.)
2019-04-26,2019,Army West Point,19,NJIT,6,Army West Point
2019-04-26,2019,Marist,10,Canisius,8,Marist
2019-04-26,2019,Ohio St.,10,Michigan,13,Michigan
2019-04-26,2019,Binghamton,9,UMass Lowell,7,Binghamton
2019-04-26,2019,Lehigh,7,Holy Cross,12,Holy Cross
2019-04-26,2019,Denver,9,Marquette,8,Denver
2019-04-26,2019,Boston U.,12,Navy,13,Navy
2019-04-27,2019,Quinnipiac,15,Manhattan,9,Quinnipiac
2019-04-27,2019,Jacksonville,20,Mercer,12,Jacksonville
2019-04-27,2019,Towson,11,Drexel,9,Towson
2019-04-27,2019,Saint Joseph's,6,Mount St. Mary's,7,Mount St. Mary's
2019-04-27,2019,Villanova,8,Providence,9,Providence
2019-04-27,2019,Vermont,10,Penn,12,Penn
2019-04-27,2019,St. John's,10,Georgetown,14,Georgetown
2019-04-27,2019,Johns Hopkins,16,Maryland,11,Johns Hopkins
2019-04-27,2019,UMBC,11,Hartford,9,UMBC
2019-04-27,2019,Bellarmine,6,Air Force,13,Air Force
2019-04-27,2019,Brown,11,Dartmouth,7,Brown
2019-04-27,2019,Yale,22,Harvard,11,Yale
2019-04-27,2019,Hobart,15,Robert Morris,16,Robert Morris
2019-04-27,2019,VMI,6,Furman,20,Furman
2019-04-27,2019,Richmond,14,High Point,15,High Point
2019-04-27,2019,Detroit Mercy,10,Utah,16,Utah
2019-04-27,2019,Notre Dame,12,Duke,10,Notre Dame
2019-04-27,2019,Siena,6,Monmouth,12,Monmouth
2019-04-27,2019,Princeton,13,Cornell,14,Cornell
2019-04-27,2019,Virginia,14,North Carolina,13,Virginia
2019-04-27,2019,Rutgers,13,Penn St.,14,Penn St.
2019-04-27,2019,Sacred Heart,17,Wagner,5,Sacred Heart
2019-04-30,2019,Holy Cross,5,Army West Point,14,Army West Point
2019-04-30,2019,Bucknell,8,Boston U.,14,Boston U.
2019-05-02,2019,Drexel,15,Massachusetts,12,Drexel
2019-05-02,2019,Detroit Mercy,10,Quinnipiac,19,Quinnipiac
2019-05-02,2019,UMBC,14,Stony Brook,8,UMBC
2019-05-02,2019,Canisius,10,Marist,11,Marist
2019-05-02,2019,Robert Morris,13,Mount St. Mary's,12,Robert Morris
2019-05-02,2019,Delaware,11,Towson,18,Towson
2019-05-02,2019,Jacksonville,3,High Point,17,High Point
2019-05-02,2019,Villanova,11,Denver,17,Denver
2019-05-02,2019,Sacred Heart,13,Hobart,14,Hobart
2019-05-02,2019,Albany,9,Vermont,13,Vermont
2019-05-02,2019,Maryland,7,Johns Hopkins,12,Johns Hopkins
2019-05-02,2019,Providence,12,Georgetown,13,Georgetown
2019-05-02,2019,Rutgers,6,Penn St.,18,Penn St.
2019-05-02,2019,Richmond,7,Air Force,6,Richmond
2019-05-03,2019,Cornell,10,Yale,15,Yale
2019-05-03,2019,Brown,12,Penn,13,Penn
