Date,Year,Team 1,Score 1,Team 2,Score 2,Winner
2020-04-18,2020,Marquette,,Duke,,Duke
2020-04-18,2020,Delaware,,Towson,,Towson
2020-04-18,2020,Loyola Maryland,,Colgate,,Colgate
2020-04-18,2020,Brown,,Cornell,,Cornell
2020-04-18,2020,Boston U.,,Lehigh,,Lehigh
2020-04-18,2020,Quinnipiac,,Detroit Mercy,,Detroit Mercy
2020-04-18,2020,Bryant,,Robert Morris,,Robert Morris
2020-04-18,2020,Manhattan,,Marist,,Marist
2020-04-21,2020,Quinnipiac,,Yale,,Yale
2020-04-21,2020,Bryant,,Brown,,Brown
2020-04-24,2020,Marist,,St. Bonaventure,,St. Bonaventure
2020-04-24,2020,Manhattan,,Quinnipiac,,Quinnipiac
2020-04-24,2020,Bucknell,,Navy,,Navy
2020-04-24,2020,Marquette,,Denver,,Denver
2020-04-24,2020,Colgate,,Holy Cross,,Holy Cross
2020-04-24,2020,Vermont,,Penn,,Penn
2020-04-24,2020,Massachusetts,,Delaware,,Delaware
2020-04-24,2020,Army West Point,,Boston U.,,Boston U.
2020-04-24,2020,Detroit Mercy,,Monmouth,,Monmouth
2020-04-24,2020,Lafayette,,Cleveland St.,,Cleveland St.
2020-04-24,2020,UMass Lowell,,Binghamton,,Binghamton
2020-04-24,2020,Hartford,,UMBC,,UMBC
2020-04-24,2020,Lehigh,,Loyola Maryland,,Loyola Maryland
2020-04-25,2020,Maryland,,Johns Hopkins,,Johns Hopkins
2020-04-25,2020,Canisius,,Siena,,Siena
2020-04-25,2020,Harvard,,Yale,,Yale
2020-04-25,2020,LIU,,Saint Joseph's,,Saint Joseph's
2020-04-25,2020,Sacred Heart,,Merrimack,,Merrimack
2020-04-25,2020,Providence,,Villanova,,Villanova
2020-04-25,2020,NJIT,,Bryant,,Bryant
2020-04-25,2020,Hobart,,Wagner,,Wagner
2020-04-25,2020,Jacksonville,,High Point,,High Point
2020-04-25,2020,Michigan,,Ohio St.,,Ohio St.
2020-04-25,2020,Cornell,,Princeton,,Princeton
2020-04-25,2020,Stony Brook,,Albany (NY),,Albany (NY)
2020-04-25,2020,Drexel,,Towson,,Towson
2020-04-25,2020,Furman,,VMI,,VMI
2020-04-25,2020,Georgetown,,St. John's (NY),,St. John's (NY)
2020-04-25,2020,Dartmouth,,Brown,,Brown
2020-04-25,2020,Mercer,,Bellarmine,,Bellarmine
2020-04-25,2020,Penn St.,,Rutgers,,Rutgers
2020-04-25,2020,Air Force,,Richmond,,Richmond
2020-04-25,2020,Fairfield,,Hofstra,,Hofstra
2020-04-26,2020,Robert Morris,,Mount St. Mary's,,Mount St. Mary's
2020-05-03,2020,Utah,,Duke,,Duke
2021-02-10,2021,Bellarmine,8,Jacksonville,19,Jacksonville
2021-02-13,2021,Denver,15,Air Force,6,Denver
2021-02-13,2021,St. John's (NY),19,Hofstra,18,St. John's (NY)
2021-02-13,2021,Robert Morris,15,High Point,21,High Point
2021-02-13,2021,Mercer,8,Duke,17,Duke
2021-02-13,2021,Saint Joseph's,7,Towson,8,Towson
2021-02-13,2021,Sacred Heart,8,Stony Brook,20,Stony Brook
2021-02-13,2021,Jacksonville,7,North Carolina,18,North Carolina
2021-02-13,2021,Providence,8,Bryant,9,Bryant
2021-02-14,2021,Loyola Maryland,8,Richmond,7,Loyola Maryland
2021-02-14,2021,Army West Point,9,Virginia,14,Virginia
2021-02-16,2021,High Point,15,North Carolina,17,North Carolina
2021-02-17,2021,Delaware,7,Mount St. Mary's,10,Mount St. Mary's
2021-02-20,2021,Boston U.,15,Merrimack,12,Boston U.
2021-02-20,2021,Denver,10,Marquette,9,Denver
2021-02-20,2021,Mount St. Mary's,5,Navy,8,Navy
2021-02-20,2021,Duke,19,Towson,7,Duke
2021-02-20,2021,Delaware,15,NJIT,4,Delaware
2021-02-20,2021,Utah,9,Air Force,10,Air Force
2021-02-20,2021,Bryant,8,Stony Brook,14,Stony Brook
2021-02-20,2021,Virginia,15,Loyola Maryland,12,Virginia
2021-02-20,2021,Mercer,11,Jacksonville,12,Jacksonville
2021-02-20,2021,Ohio St.,14,Johns Hopkins,8,Ohio St.
2021-02-20,2021,Hofstra,13,Sacred Heart,6,Hofstra
2021-02-20,2021,Penn St.,9,Rutgers,11,Rutgers
2021-02-20,2021,Michigan,9,Maryland,20,Maryland
2021-02-21,2021,Georgetown,16,Villanova,1,Georgetown
2021-02-21,2021,Providence,16,St. John's (NY),8,Providence
2021-02-21,2021,Army West Point,18,Syracuse,11,Army West Point
2021-02-21,2021,North Carolina,14,Richmond,9,North Carolina
2021-02-21,2021,Robert Morris,17,Colgate,14,Robert Morris
2021-02-23,2021,Saint Joseph's,13,Delaware,16,Delaware
2021-02-23,2021,Bellarmine,,Robert Morris,,Robert Morris
2021-02-24,2021,Towson,11,Mount St. Mary's,5,Towson
2021-02-24,2021,LIU,10,Sacred Heart,12,Sacred Heart
2021-02-26,2021,Maryland,13,Penn St.,7,Maryland
2021-02-27,2021,Villanova,16,Marquette,14,Villanova
2021-02-27,2021,Stony Brook,17,Hofstra,20,Hofstra
2021-02-27,2021,Pace,2,Boston U.,15,Boston U.
2021-02-27,2021,Colgate,9,Albany (NY),15,Albany (NY)
2021-02-27,2021,Sacred Heart,10,Holy Cross,11,Holy Cross
2021-02-27,2021,Johns Hopkins,14,Michigan,7,Johns Hopkins
2021-02-27,2021,NJIT,10,Lehigh,24,Lehigh
2021-02-27,2021,Rutgers,22,Ohio St.,12,Rutgers
2021-02-27,2021,Wagner,8,LIU,19,LIU
2021-02-27,2021,High Point,12,North Carolina,27,North Carolina
2021-02-27,2021,Robert Morris,7,Notre Dame,19,Notre Dame
2021-02-27,2021,Providence,10,Denver,23,Denver
2021-02-27,2021,Saint Joseph's,5,Army West Point,13,Army West Point
2021-02-27,2021,Utah,8,Loyola Maryland,20,Loyola Maryland
2021-02-27,2021,Virginia,10,Syracuse,20,Syracuse
2021-02-27,2021,St. John's (NY),1,Georgetown,19,Georgetown
2021-02-27,2021,Merrimack,16,UMass Lowell,8,Merrimack
2021-02-27,2021,Towson,10,Richmond,11,Richmond
2021-02-27,2021,Vermont,12,Bryant,15,Bryant
2021-02-27,2021,Air Force,7,Duke,17,Duke
2021-02-27,2021,Mount St. Mary's,7,UMBC,8,UMBC
2021-02-28,2021,Bellarmine,11,Delaware,14,Delaware
2021-02-28,2021,Jacksonville,6,Navy,13,Navy
2021-02-28,2021,Cleveland St.,9,Mercer,10,Mercer
2021-03-02,2021,Bellarmine,8,Robert Morris,17,Robert Morris
2021-03-02,2021,Georgetown,17,Mount St. Mary's,5,Georgetown
2021-03-02,2021,Wagner,6,Hofstra,18,Hofstra
2021-03-03,2021,High Point,11,Virginia,12,Virginia
2021-03-03,2021,UMass Lowell,7,Vermont,21,Vermont
2021-03-03,2021,Fairfield,17,Providence,18,Providence
2021-03-05,2021,Duke,,Richmond,,Richmond
2021-03-06,2021,Detroit Mercy,11,Marist,15,Marist
2021-03-06,2021,Stony Brook,12,UMBC,13,UMBC
2021-03-06,2021,St. Bonaventure,13,Quinnipiac,6,St. Bonaventure
2021-03-06,2021,Albany (NY),16,Hartford,6,Albany (NY)
2021-03-06,2021,Binghamton,11,NJIT,5,Binghamton
2021-03-06,2021,LIU,13,Sacred Heart,10,LIU
2021-03-06,2021,Johns Hopkins,10,Maryland,18,Maryland
2021-03-06,2021,Michigan,12,Rutgers,22,Rutgers
2021-03-06,2021,Holy Cross,11,Colgate,12,Colgate
2021-03-06,2021,Ohio St.,13,Penn St.,15,Penn St.
2021-03-06,2021,Army West Point,12,Boston U.,10,Army West Point
2021-03-06,2021,Merrimack,8,Bryant,20,Bryant
2021-03-06,2021,VMI,13,Lafayette,12,VMI
2021-03-06,2021,Loyola Maryland,6,Lehigh,10,Lehigh
2021-03-06,2021,Jacksonville,8,Utah,3,Jacksonville
2021-03-06,2021,Mercer,8,North Carolina,16,North Carolina
2021-03-06,2021,Denver,20,St. John's (NY),6,Denver
2021-03-06,2021,Mount St. Mary's,9,Hobart,13,Hobart
2021-03-06,2021,Vermont,13,Syracuse,17,Syracuse
2021-03-06,2021,Manhattan,5,Monmouth,8,Monmouth
2021-03-06,2021,Air Force,4,Virginia,20,Virginia
2021-03-06,2021,Canisius,8,Siena,7,Canisius
2021-03-06,2021,Delaware,17,Fairfield,9,Delaware
2021-03-06,2021,Towson,10,Drexel,12,Drexel
2021-03-06,2021,Marquette,13,Georgetown,20,Georgetown
2021-03-06,2021,Bellarmine,6,Notre Dame,12,Notre Dame
2021-03-06,2021,Bucknell,,Navy,,Navy
2021-03-07,2021,Duke,13,Richmond,6,Duke
2021-03-07,2021,Cleveland St.,9,Bucknell,15,Bucknell
2021-03-07,2021,Villanova,11,Providence,8,Villanova
2021-03-08,2021,Saint Joseph's,17,Wagner,5,Saint Joseph's
2021-03-09,2021,VMI,8,Bellarmine,12,Bellarmine
2021-03-10,2021,Lafayette,11,Fairfield,13,Fairfield
2021-03-10,2021,High Point,8,Duke,27,Duke
2021-03-11,2021,North Carolina,16,Virginia,13,North Carolina
2021-03-12,2021,Stony Brook,9,Syracuse,17,Syracuse
2021-03-12,2021,Boston U.,16,Holy Cross,6,Boston U.
2021-03-13,2021,Hartford,10,UMass Lowell,12,UMass Lowell
2021-03-13,2021,Vermont,14,Albany (NY),12,Vermont
2021-03-13,2021,Robert Morris,14,Air Force,13,Robert Morris
2021-03-13,2021,Cleveland St.,8,Bellarmine,1,Cleveland St.
2021-03-13,2021,Penn St.,6,Johns Hopkins,13,Johns Hopkins
2021-03-13,2021,Rutgers,12,Maryland,19,Maryland
2021-03-13,2021,Wagner,5,Merrimack,11,Merrimack
2021-03-13,2021,Richmond,23,VMI,6,Richmond
2021-03-13,2021,Saint Joseph's,13,Sacred Heart,9,Saint Joseph's
2021-03-13,2021,Westminster (UT),5,Utah,18,Utah
2021-03-13,2021,Hobart,12,LIU,14,LIU
2021-03-13,2021,Lafayette,6,Loyola Maryland,16,Loyola Maryland
2021-03-13,2021,Monmouth,7,Siena,6,Monmouth
2021-03-13,2021,Delaware,0,Drexel,0,Delaware
2021-03-13,2021,Manhattan,10,Canisius,7,Manhattan
2021-03-13,2021,Providence,12,Marquette,8,Providence
2021-03-13,2021,St. Bonaventure,7,Detroit Mercy,11,Detroit Mercy
2021-03-14,2021,Lehigh,18,Bucknell,6,Lehigh
2021-03-14,2021,Duke,17,Jacksonville,6,Duke
2021-03-14,2021,St. John's (NY),8,Villanova,20,Villanova
2021-03-14,2021,NJIT,4,Stony Brook,13,Stony Brook
2021-03-14,2021,Michigan,10,Ohio St.,13,Ohio St.
2021-03-14,2021,Fairfield,9,Massachusetts,13,Massachusetts
2021-03-16,2021,Georgetown,7,Denver,13,Denver
2021-03-17,2021,Sacred Heart,8,Fairfield,14,Fairfield
2021-03-17,2021,Marquette,3,Notre Dame,10,Notre Dame
2021-03-19,2021,High Point,20,VMI,12,High Point
2021-03-20,2021,Towson,12,Delaware,13,Delaware
2021-03-20,2021,Colgate,11,Boston U.,16,Boston U.
2021-03-20,2021,Richmond,17,Bellarmine,5,Richmond
2021-03-20,2021,Georgetown,14,Providence,9,Georgetown
2021-03-20,2021,Canisius,12,Siena,10,Canisius
2021-03-20,2021,Holy Cross,6,Syracuse,15,Syracuse
2021-03-20,2021,Sacred Heart,8,LIU,13,LIU
2021-03-20,2021,UMBC,13,Hartford,10,UMBC
2021-03-20,2021,Penn St.,12,Michigan,14,Michigan
2021-03-20,2021,Drexel,7,Massachusetts,13,Massachusetts
2021-03-20,2021,Rutgers,15,Johns Hopkins,9,Rutgers
2021-03-20,2021,Maryland,16,Ohio St.,8,Maryland
2021-03-20,2021,Stony Brook,16,UMass Lowell,9,Stony Brook
2021-03-20,2021,Cleveland St.,5,Notre Dame,19,Notre Dame
2021-03-20,2021,St. Bonaventure,12,Monmouth,13,Monmouth
2021-03-20,2021,Vermont,17,NJIT,2,Vermont
2021-03-20,2021,Air Force,5,North Carolina,15,North Carolina
2021-03-20,2021,Albany (NY),19,Binghamton,7,Albany (NY)
2021-03-20,2021,Hobart,13,Mount St. Mary's,9,Hobart
2021-03-20,2021,Bucknell,10,Loyola Maryland,24,Loyola Maryland
2021-03-20,2021,Robert Morris,12,Virginia,14,Virginia
2021-03-20,2021,Merrimack,7,Saint Joseph's,9,Saint Joseph's
2021-03-20,2021,Detroit Mercy,7,Manhattan,11,Manhattan
2021-03-21,2021,Bryant,18,Wagner,5,Bryant
2021-03-21,2021,Jacksonville,16,Mercer,6,Jacksonville
2021-03-21,2021,Denver,,Villanova,,Villanova
2021-03-23,2021,Massachusetts,12,Albany (NY),13,Albany (NY)
2021-03-24,2021,Lafayette,8,Drexel,24,Drexel
2021-03-24,2021,UMBC,7,Binghamton,8,Binghamton
2021-03-25,2021,Syracuse,14,Duke,15,Duke
2021-03-26,2021,Monmouth,8,Manhattan,9,Manhattan
2021-03-26,2021,Hofstra,15,Fairfield,7,Hofstra
2021-03-26,2021,High Point,10,Richmond,17,Richmond
2021-03-27,2021,Albany (NY),10,Stony Brook,16,Stony Brook
2021-03-27,2021,LIU,18,Wagner,13,LIU
2021-03-27,2021,Denver,19,Providence,11,Denver
2021-03-27,2021,Siena,9,Detroit Mercy,11,Detroit Mercy
2021-03-27,2021,Holy Cross,3,Army West Point,13,Army West Point
2021-03-27,2021,Cleveland St.,5,Marquette,10,Marquette
2021-03-27,2021,Boston U.,13,Lafayette,9,Boston U.
2021-03-27,2021,Robert Morris,13,Drexel,19,Drexel
2021-03-27,2021,Ohio St.,14,Michigan,6,Ohio St.
2021-03-27,2021,Binghamton,6,UMBC,7,UMBC
2021-03-27,2021,Bryant,11,Merrimack,10,Bryant
2021-03-27,2021,Utah,10,Mercer,15,Mercer
2021-03-27,2021,Virginia,12,Notre Dame,11,Virginia
2021-03-27,2021,Mount St. Mary's,13,Saint Joseph's,14,Saint Joseph's
2021-03-27,2021,NJIT,14,UMass Lowell,10,NJIT
2021-03-27,2021,Quinnipiac,5,St. Bonaventure,4,Quinnipiac
2021-03-27,2021,Villanova,7,Georgetown,8,Georgetown
2021-03-27,2021,Loyola Maryland,6,Towson,7,Towson
2021-03-27,2021,VMI,12,Jacksonville,18,Jacksonville
2021-03-27,2021,Hartford,9,Vermont,14,Vermont
2021-03-27,2021,Air Force,8,Bellarmine,6,Air Force
2021-03-28,2021,Bucknell,10,Navy,13,Navy
2021-03-28,2021,Lehigh,15,Colgate,10,Lehigh
2021-03-28,2021,Johns Hopkins,8,Penn St.,11,Penn St.
2021-03-28,2021,Maryland,13,Rutgers,9,Maryland
2021-03-30,2021,Massachusetts,16,Hofstra,10,Massachusetts
2021-04-01,2021,North Carolina,11,Duke,12,Duke
2021-04-01,2021,Fairfield,11,Delaware,16,Delaware
2021-04-02,2021,Detroit Mercy,13,Canisius,5,Detroit Mercy
2021-04-02,2021,Manhattan,8,St. Bonaventure,9,St. Bonaventure
2021-04-03,2021,Colgate,10,Bucknell,9,Colgate
2021-04-03,2021,VMI,4,Cleveland St.,16,Cleveland St.
2021-04-03,2021,Quinnipiac,8,Monmouth,10,Monmouth
2021-04-03,2021,Bellarmine,5,High Point,13,High Point
2021-04-03,2021,Penn St.,10,Maryland,17,Maryland
2021-04-03,2021,Ohio St.,9,Rutgers,10,Rutgers
2021-04-03,2021,NJIT,9,Binghamton,11,Binghamton
2021-04-03,2021,LIU,10,Merrimack,14,Merrimack
2021-04-03,2021,Massachusetts,11,Drexel,12,Drexel
2021-04-03,2021,Army West Point,12,Lehigh,13,Lehigh
2021-04-03,2021,Richmond,10,Virginia,18,Virginia
2021-04-03,2021,Stony Brook,17,Hartford,6,Stony Brook
2021-04-03,2021,Loyola Maryland,14,Navy,10,Loyola Maryland
2021-04-03,2021,Vermont,8,UMBC,10,UMBC
2021-04-03,2021,Utah,11,Boston U.,10,Utah
2021-04-03,2021,Georgetown,20,St. John's (NY),7,Georgetown
2021-04-03,2021,Hobart,11,Bryant,10,Hobart
2021-04-03,2021,Notre Dame,18,Syracuse,11,Notre Dame
2021-04-03,2021,Mercer,15,Air Force,13,Mercer
2021-04-03,2021,UMass Lowell,6,Albany (NY),17,Albany (NY)
2021-04-03,2021,Towson,7,Hofstra,8,Hofstra
2021-04-03,2021,Providence,6,Villanova,13,Villanova
2021-04-03,2021,Marquette,6,Denver,16,Denver
2021-04-03,2021,Robert Morris,16,Jacksonville,15,Robert Morris
2021-04-04,2021,Lafayette,7,Holy Cross,10,Holy Cross
2021-04-04,2021,Michigan,13,Johns Hopkins,10,Michigan
2021-04-06,2021,St. Bonaventure,9,Canisius,11,Canisius
2021-04-07,2021,Mount St. Mary's,16,VMI,9,Mount St. Mary's
2021-04-07,2021,Siena,5,Quinnipiac,7,Quinnipiac
2021-04-08,2021,Albany (NY),8,Syracuse,13,Syracuse
2021-04-09,2021,Hofstra,12,Massachusetts,11,Hofstra
2021-04-09,2021,Detroit Mercy,7,Monmouth,9,Monmouth
2021-04-10,2021,Georgetown,10,Marquette,8,Georgetown
2021-04-10,2021,Stony Brook,12,NJIT,8,Stony Brook
2021-04-10,2021,Bellarmine,11,VMI,9,Bellarmine
2021-04-10,2021,Manhattan,12,Quinnipiac,13,Quinnipiac
2021-04-10,2021,Maryland,18,Michigan,12,Maryland
2021-04-10,2021,Rutgers,22,Penn St.,10,Rutgers
2021-04-10,2021,Johns Hopkins,12,Ohio St.,14,Ohio St.
2021-04-10,2021,Hartford,8,Binghamton,7,Hartford
2021-04-10,2021,Merrimack,12,Mount St. Mary's,11,Merrimack
2021-04-10,2021,Boston U.,14,Colgate,10,Boston U.
2021-04-10,2021,Virginia,18,North Carolina,16,Virginia
2021-04-10,2021,Navy,7,Lehigh,13,Lehigh
2021-04-10,2021,Cleveland St.,7,Robert Morris,15,Robert Morris
2021-04-10,2021,Army West Point,12,Loyola Maryland,7,Army West Point
2021-04-10,2021,Saint Joseph's,13,Hobart,12,Saint Joseph's
2021-04-10,2021,Vermont,16,UMass Lowell,5,Vermont
2021-04-10,2021,Drexel,12,Delaware,9,Drexel
2021-04-10,2021,Fairfield,11,Towson,12,Towson
2021-04-10,2021,Air Force,5,Jacksonville,11,Jacksonville
2021-04-10,2021,Duke,8,Notre Dame,13,Notre Dame
2021-04-10,2021,Villanova,10,Denver,17,Denver
2021-04-10,2021,Lafayette,6,Bucknell,14,Bucknell
2021-04-10,2021,St. John's (NY),9,Providence,19,Providence
2021-04-11,2021,UMBC,9,Albany (NY),14,Albany (NY)
2021-04-11,2021,Canisius,11,St. Bonaventure,12,St. Bonaventure
2021-04-13,2021,Hofstra,8,Towson,10,Towson
2021-04-14,2021,Sacred Heart,12,Mount St. Mary's,14,Mount St. Mary's
2021-04-14,2021,St. John's (NY),8,Marquette,9,Marquette
2021-04-15,2021,Duke,13,Virginia,12,Duke
2021-04-16,2021,Binghamton,8,Stony Brook,22,Stony Brook
2021-04-16,2021,Lehigh,18,Lafayette,11,Lehigh
2021-04-16,2021,Michigan,13,Penn St.,14,Penn St.
2021-04-16,2021,Robert Morris,8,Bucknell,7,Robert Morris
2021-04-17,2021,Sacred Heart,10,Merrimack,14,Merrimack
2021-04-17,2021,Saint Joseph's,13,Bryant,5,Saint Joseph's
2021-04-17,2021,Canisius,12,Quinnipiac,16,Quinnipiac
2021-04-17,2021,Marquette,7,Providence,6,Marquette
2021-04-17,2021,Johns Hopkins,11,Rutgers,17,Rutgers
2021-04-17,2021,NJIT,9,Hartford,14,Hartford
2021-04-17,2021,Drexel,19,Fairfield,7,Drexel
2021-04-17,2021,Mount St. Mary's,15,LIU,17,LIU
2021-04-17,2021,Boston U.,8,Army West Point,14,Army West Point
2021-04-17,2021,UMass Lowell,7,UMBC,12,UMBC
2021-04-17,2021,Mercer,10,High Point,16,High Point
2021-04-17,2021,Jacksonville,7,Richmond,14,Richmond
2021-04-17,2021,Navy,14,Loyola Maryland,12,Navy
2021-04-17,2021,North Carolina,21,Syracuse,9,North Carolina
2021-04-17,2021,Siena,12,Manhattan,13,Manhattan
2021-04-17,2021,Denver,10,Georgetown,11,Georgetown
2021-04-17,2021,Utah,11,Virginia,18,Virginia
2021-04-17,2021,VMI,4,Air Force,18,Air Force
2021-04-17,2021,Villanova,23,St. John's (NY),8,Villanova
2021-04-17,2021,Delaware,14,Hofstra,13,Delaware
2021-04-17,2021,Towson,9,Massachusetts,6,Towson
2021-04-17,2021,Cleveland St.,4,Bellarmine,11,Bellarmine
2021-04-18,2021,Lafayette,11,Lehigh,14,Lehigh
2021-04-18,2021,Ohio St.,8,Maryland,18,Maryland
2021-04-20,2021,Quinnipiac,9,Marist,14,Marist
2021-04-22,2021,Notre Dame,12,Duke,13,Duke
2021-04-23,2021,Monmouth,7,Canisius,8,Canisius
2021-04-23,2021,Penn,23,Cabrini,9,Penn
2021-04-23,2021,Brown,12,Boston U.,5,Brown
2021-04-24,2021,UMBC,14,Stony Brook,13,UMBC
2021-04-24,2021,Manhattan,7,Marist,14,Marist
2021-04-24,2021,Maryland,14,Johns Hopkins,13,Maryland
2021-04-24,2021,Penn St.,10,Ohio St.,9,Penn St.
2021-04-24,2021,Massachusetts,21,Fairfield,14,Massachusetts
2021-04-24,2021,Hofstra,8,Drexel,12,Drexel
2021-04-24,2021,Bryant,20,Sacred Heart,12,Bryant
2021-04-24,2021,Bucknell,12,Lehigh,18,Lehigh
2021-04-24,2021,Loyola Maryland,11,Lafayette,7,Loyola Maryland
2021-04-24,2021,Utah,11,Cleveland St.,9,Utah
2021-04-24,2021,Vermont,7,Binghamton,10,Binghamton
2021-04-24,2021,Merrimack,10,Hobart,14,Hobart
2021-04-24,2021,Army West Point,4,Navy,9,Navy
2021-04-24,2021,Syracuse,13,Virginia,11,Syracuse
2021-04-24,2021,LIU,13,Saint Joseph's,14,Saint Joseph's
2021-04-24,2021,High Point,13,Air Force,8,High Point
2021-04-24,2021,Siena,6,St. Bonaventure,11,St. Bonaventure
2021-04-24,2021,NJIT,8,Albany (NY),18,Albany (NY)
2021-04-24,2021,Delaware,16,Towson,8,Delaware
2021-04-24,2021,Providence,5,Georgetown,14,Georgetown
2021-04-24,2021,Marquette,8,Villanova,19,Villanova
2021-04-24,2021,VMI,9,Mercer,17,Mercer
2021-04-24,2021,St. John's (NY),11,Denver,19,Denver
2021-04-24,2021,Bellarmine,7,Jacksonville,8,Jacksonville
2021-04-25,2021,Notre Dame,10,North Carolina,12,North Carolina
2021-04-25,2021,Rutgers,13,Michigan,12,Rutgers
2021-04-25,2021,Tufts,15,Dartmouth,9,Tufts
2021-04-25,2021,Richmond,21,Mercer,8,Richmond
2021-04-27,2021,Bryant,20,LIU,17,Bryant
2021-04-27,2021,Hobart,9,Wagner,8,Hobart
2021-04-28,2021,Denver,11,Villanova,10,Denver
2021-04-28,2021,Albany (NY),14,Vermont,16,Vermont
2021-04-29,2021,Georgetown,9,Loyola Maryland,11,Loyola Maryland
2021-04-30,2021,Massachusetts,6,Delaware,9,Delaware
2021-04-30,2021,Fairfield,14,Hofstra,18,Hofstra
2021-04-30,2021,Marquette,15,St. John's (NY),14,Marquette
2021-04-30,2021,Wagner,7,Saint Joseph's,14,Saint Joseph's
2021-04-30,2021,Siena,11,Monmouth,12,Monmouth
2021-04-30,2021,Detroit Mercy,8,St. Bonaventure,11,St. Bonaventure
2021-04-30,2021,Marist,13,Canisius,14,Canisius
2021-04-30,2021,Colgate,11,Army West Point,13,Army West Point
2021-05-01,2021,Stony Brook,13,Vermont,14,Vermont
2021-05-01,2021,Jacksonville,11,High Point,16,High Point
2021-05-01,2021,Drexel,12,Towson,11,Drexel
2021-05-01,2021,Lehigh,8,Villanova,16,Villanova
2021-05-01,2021,Air Force,9,Richmond,8,Air Force
2021-05-01,2021,Syracuse,8,Notre Dame,22,Notre Dame
2021-05-01,2021,Cleveland St.,14,VMI,11,Cleveland St.
2021-05-01,2021,UMBC,14,NJIT,6,UMBC
2021-05-01,2021,Navy,14,Lafayette,10,Navy
2021-05-01,2021,Sacred Heart,12,Hobart,14,Hobart
2021-05-01,2021,Michigan,15,Ohio St.,11,Michigan
2021-05-01,2021,Johns Hopkins,15,Penn St.,7,Johns Hopkins
2021-05-01,2021,Mercer,8,Bellarmine,11,Bellarmine
2021-05-01,2021,Robert Morris,16,Utah,12,Robert Morris
2021-05-02,2021,Binghamton,11,UMass Lowell,9,Binghamton
2021-05-02,2021,Duke,12,North Carolina,15,North Carolina
2021-05-04,2021,Colgate,11,Boston U.,8,Colgate
2021-05-04,2021,Navy,9,Loyola Maryland,16,Loyola Maryland
2021-05-05,2021,Canisius,5,Manhattan,10,Manhattan
2021-05-05,2021,St. Bonaventure,5,Monmouth,12,Monmouth
2021-05-05,2021,LIU,11,Saint Joseph's,19,Saint Joseph's
2021-05-05,2021,Bryant,14,Hobart,12,Bryant
2021-05-05,2021,Air Force,6,Richmond,11,Richmond
2021-05-05,2021,Jacksonville,9,High Point,11,High Point
2021-05-06,2021,Michigan,8,Maryland,16,Maryland
2021-05-06,2021,Johns Hopkins,12,Rutgers,10,Johns Hopkins
2021-05-06,2021,Albany (NY),14,UMBC,12,Albany (NY)
2021-05-06,2021,Vermont,10,Stony Brook,7,Vermont
2021-05-06,2021,Denver,14,Providence,5,Denver
2021-05-06,2021,Villanova,12,Georgetown,14,Georgetown
2021-05-06,2021,Delaware,9,Hofstra,10,Hofstra
2021-05-06,2021,Massachusetts,8,Drexel,13,Drexel
2021-05-07,2021,Wagner,6,Mount St. Mary's,20,Mount St. Mary's
2021-05-07,2021,Robert Morris,14,Syracuse,21,Syracuse
2021-05-07,2021,Loyola Maryland,11,Army West Point,10,Loyola Maryland
2021-05-07,2021,Colgate,9,Lehigh,13,Lehigh
2021-05-07,2021,High Point,11,Richmond,8,High Point
2021-05-08,2021,Bryant,16,Saint Joseph's,10,Bryant
2021-05-08,2021,Monmouth,14,Manhattan,9,Monmouth
2021-05-08,2021,Albany (NY),10,Vermont,15,Vermont
2021-05-08,2021,Drexel,15,Hofstra,11,Drexel
2021-05-08,2021,Johns Hopkins,10,Maryland,12,Maryland
2021-05-08,2021,Georgetown,10,Denver,9,Georgetown
2021-05-15,2021,Monmouth,4,North Carolina,16,North Carolina
2021-05-15,2021,Rutgers,12,Lehigh,5,Rutgers
2021-05-15,2021,Drexel,8,Notre Dame,10,Notre Dame
2021-05-15,2021,Syracuse,8,Georgetown,18,Georgetown
2021-05-16,2021,Bryant,11,Virginia,13,Virginia
2021-05-16,2021,Vermont,11,Maryland,17,Maryland
2021-05-16,2021,High Point,10,Duke,16,Duke
2021-05-16,2021,Loyola Maryland,14,Denver,13,Loyola Maryland
2021-05-22,2021,Georgetown,3,Virginia,14,Virginia
2021-05-22,2021,Rutgers,11,North Carolina,12,North Carolina
2021-05-23,2021,Loyola Maryland,9,Duke,10,Duke
2021-05-23,2021,Notre Dame,13,Maryland,14,Maryland
2021-05-29,2021,Virginia,12,North Carolina,11,Virginia
2021-05-29,2021,Maryland,14,Duke,5,Maryland
2022-02-04,2022,Robert Morris,12,Duke,21,Duke
2022-02-05,2022,High Point,13,Maryland,21,Maryland
2022-02-05,2022,NJIT,9,Delaware,19,Delaware
2022-02-05,2022,Jacksonville,8,Johns Hopkins,11,Johns Hopkins
2022-02-05,2022,LIU,6,Rutgers,15,Rutgers
2022-02-05,2022,Providence,16,Holy Cross,9,Providence
2022-02-05,2022,Detroit Mercy,,Ohio St.,,Ohio St.
2022-02-05,2022,Air Force,,Virginia,,Virginia
2022-02-05,2022,Bucknell,,Mercer,,Mercer
2022-02-05,2022,Mount St. Mary's,,Navy,,Navy
2022-02-05,2022,Bellarmine,,Michigan,,Michigan
2022-02-05,2022,Lafayette,,Penn St.,,Penn St.
2022-02-05,2022,Merrimack,,Hofstra,,Hofstra
