Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game,Team 1 RPI,Team 2 RPI,Team 1 Save Percent,Team 2 Save Percent,Team 1 Games Played,Team 2 Games Played,Team 1 Assists per Game Total,Team 1 Caused Turnovers per Game Total,Team 1 Clearing Percent Total,Team 1 Faceoff Percent Total,Team 1 Groundballs per Game Total,Team 1 Man Down Defense Percent Total,Team 1 Man Up Offense Percent Total,Team 1 Opponent Clear Percent Total,Team 1 Goals per Game Total,Team 1 Goals Allowed per Game Total,Team 1 Average Margin Total,Team 1 Shot Percent Total,Team 1 Turnovers per Game Total,Team 1 Save Percent Total,Team 1 RPI Total,Team 2 Assists per Game Total,Team 2 Caused Turnovers per Game Total,Team 2 Clearing Percent Total,Team 2 Faceoff Percent Total,Team 2 Groundballs per Game Total,Team 2 Man Down Defense Percent Total,Team 2 Man Up Offense Percent Total,Team 2 Opponent Clear Percent Total,Team 2 Goals per Game Total,Team 2 Goals Allowed per Game Total,Team 2 Average Margin Total,Team 2 Shot Percent Total,Team 2 Turnovers per Game Total,Team 2 Save Percent Total,Team 2 RPI Total,Team 1 Assists per Game RollingAvg_3,Team 1 Caused Turnovers per Game RollingAvg_3,Team 1 Clearing Percent RollingAvg_3,Team 1 Faceoff Percent RollingAvg_3,Team 1 Groundballs per Game RollingAvg_3,Team 1 Man Down Defense Percent RollingAvg_3,Team 1 Man Up Offense Percent RollingAvg_3,Team 1 Opponent Clear Percent RollingAvg_3,Team 1 Goals per Game RollingAvg_3,Team 1 Goals Allowed per Game RollingAvg_3,Team 1 Average Margin RollingAvg_3,Team 1 Shot Percent RollingAvg_3,Team 1 Turnovers per Game RollingAvg_3,Team 1 Save Percent RollingAvg_3,Team 1 RPI RollingAvg_3,Team 2 Assists per Game RollingAvg_3,Team 2 Caused Turnovers per Game RollingAvg_3,Team 2 Clearing Percent RollingAvg_3,Team 2 Faceoff Percent RollingAvg_3,Team 2 Groundballs per Game RollingAvg_3,Team 2 Man Down Defense Percent RollingAvg_3,Team 2 Man Up Offense Percent RollingAvg_3,Team 2 Opponent Clear Percent RollingAvg_3,Team 2 Goals per Game RollingAvg_3,Team 2 Goals Allowed per Game RollingAvg_3,Team 2 Average Margin RollingAvg_3,Team 2 Shot Percent RollingAvg_3,Team 2 Turnovers per Game RollingAvg_3,Team 2 Save Percent RollingAvg_3,Team 2 RPI RollingAvg_3
2017-04-15,2017,brown,12.0,yale,18.0,yale,8.0,8.6,8.22,5.9,0.851,0.857,0.586,0.618,37.78,33.0,0.667,0.533,0.355,0.214,,,14.44,13.6,13.89,8.9,13.78,9.9,0.67,3.7,0.313,0.352,18.0,13.3,0.52053,0.5349,0.5019877123238164,0.4734042553191489,9,10,72.0,73.98,7.659,5.274,340.02,6.003,3.195,,129.96,124.02,6.03,2.817,162.0,4.517889410914348,4.68477,86.0,59.0,8.57,6.18,330.0,5.33,2.14,,136.0,99.0,37.0,3.5199999999999996,133.0,4.73404255319149,5.349,6.0,6.320000000000003,0.8149999999999998,0.586,35.339999999999996,0.6210000000000001,0.0129999999999999,,10.660000000000005,12.679999999999998,-1.99,0.2470000000000002,15.659999999999997,0.6015288862069234,0.54473,10.326666666666666,7.323333333333333,0.7986666666666666,0.6973333333333332,38.669999999999995,0.75,0.13000000000000003,,16.656666666666666,8.336666666666664,8.343333333333334,0.40333333333333315,14.326666666666668,0.5427510265024263,0.5846933333333334
2017-04-15,2017,princeton,16.0,dartmouth,6.0,princeton,9.0,4.3,7.64,10.5,0.804,0.793,0.467,0.391,32.82,30.6,0.757,0.75,0.459,0.214,,,14.55,7.7,13.36,12.1,11.0,12.1,3.55,-4.4,0.373,0.228,13.18,18.14,0.55968,0.38112,0.548440065681445,0.5,9,10,81.0,68.75999999999999,7.236000000000001,4.203,295.38,6.813,4.131,,130.95000000000002,99.0,31.95,3.357,118.62,4.935960591133005,5.03712,43.0,105.0,7.930000000000001,3.91,306.0,7.5,2.14,,77.0,121.0,-44.0,2.2800000000000002,181.4,5.0,3.8112000000000004,8.5,7.159999999999997,0.8840000000000003,0.4990000000000001,34.19999999999999,0.9069999999999997,0.33900000000000013,,14.650000000000006,12.0,2.65,0.34500000000000003,12.040000000000001,0.5203201970443351,0.5832,5.326666666666667,10.336666666666664,0.7346666666666669,0.3326666666666667,29.99333333333334,1.016,0.26533333333333337,,8.33,11.656666666666666,-3.3266666666666658,0.2816666666666668,18.14,0.5720662347012239,0.36572000000000005
2017-04-15,2017,penn,14.0,harvard,10.0,penn,5.11,6.0,5.56,8.3,0.858,0.884,0.415,0.38,25.11,27.1,0.85,0.769,0.238,0.333,,,10.56,11.4,9.89,11.9,11.33,11.0,-0.78,0.4,0.287,0.323,12.0,15.1,0.52548,0.47656,0.4660697455230915,0.5196506550218342,9,8,45.99,50.04,7.7219999999999995,3.735,225.99,7.6499999999999995,2.142,,95.04,101.97,-7.0200000000000005,2.5829999999999997,108.0,4.194627709707824,4.7293199999999995,48.0,66.4,7.072,3.04,216.8,6.152,2.664,,91.2,88.0,3.2,2.584,120.8,4.157205240174673,3.81248,4.330000000000001,5.019999999999999,0.8399999999999999,0.409,24.99,1.0959999999999999,0.15799999999999992,,10.020000000000001,11.329999999999998,-1.34,0.2749999999999999,13.0,0.46056272930251413,0.4107599999999998,5.45,8.516666666666667,0.8523333333333332,0.3166666666666667,23.933333333333337,0.8606666666666668,0.38800000000000007,,10.950000000000001,11.833333333333334,-0.8833333333333332,0.333,12.766666666666666,0.4637492644553875,0.3887766666666666
2017-04-15,2017,richmond,13.0,bellarmine,6.0,richmond,7.27,4.5,10.0,5.8,0.877,0.822,0.581,0.38,30.45,19.8,0.846,0.592,0.289,0.333,,,10.45,8.3,12.64,10.7,6.0,13.3,4.45,-5.0,0.311,0.264,13.64,13.5,0.55155,0.41664,0.6781115879828327,0.4458333333333333,10,10,72.69999999999999,100.0,8.77,5.81,304.5,8.459999999999999,2.8899999999999997,,104.5,60.0,44.5,3.11,136.4,6.781115879828326,5.515499999999999,45.0,58.0,8.219999999999999,3.8,198.0,5.92,3.33,,83.0,133.0,-50.0,2.64,135.0,4.458333333333333,4.1664,5.566666666666663,10.0,0.8583333333333331,0.6183333333333333,32.083333333333336,0.7316666666666661,0.25633333333333325,,10.333333333333334,6.863333333333334,3.4466666666666677,0.3133333333333333,14.829999999999998,0.6464617737434327,0.43262,3.659999999999999,5.659999999999999,0.8569999999999997,0.429,18.00333333333333,0.5966666666666667,0.23500000000000001,,7.343333333333331,10.99,-3.6699999999999995,0.2803333333333334,14.339999999999998,0.4639587975706732,0.5113733333333336
2017-04-15,2017,furman,13.0,high point,8.0,furman,6.36,4.45,6.73,7.18,0.899,0.855,0.496,0.329,25.09,23.36,0.538,0.5,0.206,0.268,,,10.09,8.45,9.82,13.09,9.0,10.82,1.09,-2.36,0.299,0.255,11.64,16.0,0.50892,0.42575,0.5217853347502657,0.5474696779590129,8,11,50.88,53.84,7.192,3.968,200.72,4.304,1.648,,80.72,72.0,8.72,2.392,93.12,4.174282678002125,4.07136,48.95,78.97999999999999,9.405,3.619,256.96,5.5,2.9480000000000004,,92.94999999999999,119.02000000000001,-25.959999999999997,2.805,176.0,6.022166457549142,4.68325,7.793333333333334,6.896666666666668,0.9323333333333336,0.45599999999999996,23.573333333333334,0.6563333333333334,0.11766666666666666,,10.856666666666664,8.783333333333331,2.0733333333333337,0.3289999999999999,10.206666666666669,0.5640695891189288,0.5504866666666667,2.636666666666668,6.99333333333333,0.8336666666666664,0.3316666666666667,16.98666666666666,0.5,0.2093333333333335,,6.98333333333333,10.660000000000002,-3.6399999999999992,0.21233333333333335,15.653333333333336,0.5366551011286367,0.3566566666666667
2017-04-15,2017,jacksonville,13.0,mercer,7.0,jacksonville,5.7,5.5,4.8,8.5,0.858,0.862,0.52,0.571,27.5,26.0,0.594,0.658,0.31,0.444,,,8.1,8.6,12.5,10.2,13.4,10.8,-5.3,-2.2,0.308,0.257,14.8,15.6,0.41453,0.42948,0.48262548262548266,0.48571428571428565,9,10,51.300000000000004,43.199999999999996,7.7219999999999995,4.68,247.5,5.346,2.79,,72.89999999999999,120.60000000000001,-47.699999999999996,2.772,133.20000000000002,4.343629343629344,3.73077,55.0,85.0,8.62,5.709999999999999,260.0,6.58,4.44,,86.0,108.0,-22.0,2.5700000000000003,156.0,4.857142857142857,4.2947999999999995,8.520000000000001,3.819999999999998,0.9319999999999998,0.5299999999999999,30.5,0.8220000000000001,0.33000000000000007,,10.879999999999997,11.920000000000002,-1.0399999999999991,0.3979999999999999,11.820000000000007,0.4788644172530428,0.36357,7.669999999999999,8.663333333333334,0.9156666666666666,0.5336666666666664,27.656666666666666,0.8260000000000002,0.5676666666666668,,10.676666666666668,11.663333333333336,-1.0100000000000005,0.30133333333333345,13.336666666666664,0.46882885385559164,0.4147333333333331
2017-04-15,2017,air force,14.0,vmi,4.0,air force,5.67,5.45,6.25,6.55,0.903,0.868,0.551,0.472,25.67,27.0,0.607,0.724,0.378,0.238,,,10.67,8.36,7.17,12.09,7.83,12.45,2.83,-4.09,0.279,0.224,12.42,14.36,0.49134,0.34488,0.478,0.49266503667481665,10,11,56.7,62.5,9.030000000000001,5.510000000000001,256.70000000000005,6.07,3.7800000000000002,,106.7,78.3,28.3,2.79,124.2,4.779999999999999,4.9134,59.95,72.05,9.548,5.192,297.0,7.9639999999999995,2.618,,91.96,136.95,-44.989999999999995,2.464,157.95999999999998,5.419315403422983,3.79368,6.206666666666666,5.013333333333333,0.8960000000000002,0.6420000000000002,21.54000000000001,0.6233333333333334,0.38500000000000006,,10.926666666666668,6.126666666666665,4.766666666666667,0.3093333333333333,13.656666666666666,0.5297605424878151,0.4186799999999999,7.636666666666668,5.669999999999999,0.916,0.5413333333333333,20.333333333333332,0.49466666666666637,0.46199999999999997,,10.65333333333333,10.636666666666661,0.01666666666666809,0.2213333333333333,14.973333333333324,0.4731051344743277,0.27674666666666675
2017-04-15,2017,marquette,7.0,providence,9.0,providence,4.5,5.91,5.5,7.91,0.874,0.877,0.55,0.539,27.2,28.18,0.774,0.776,0.361,0.394,,,10.1,10.45,10.8,10.82,8.1,7.09,2.0,3.36,0.287,0.27,11.9,13.36,0.52541,0.50108,0.5714285714285715,0.6041317699609157,10,10,45.0,55.0,8.74,5.5,272.0,7.74,3.61,,101.0,81.0,20.0,2.8699999999999997,119.0,5.714285714285715,5.2541,59.1,79.1,8.77,5.390000000000001,281.8,7.76,3.9400000000000004,,104.5,70.9,33.6,2.7,133.6,6.041317699609157,5.0108,4.989999999999999,3.6566666666666663,0.9253333333333336,0.6993333333333333,29.67333333333333,0.7530000000000001,0.26999999999999985,,11.99,9.99,2.0,0.3033333333333332,10.663333333333336,0.4219285714285717,0.42393333333333355,7.030000000000001,8.703333333333331,0.8699999999999998,0.48533333333333345,26.593333333333344,0.8203333333333331,0.6040000000000001,,12.50333333333333,5.9700000000000015,6.533333333333334,0.3236666666666667,9.533333333333331,0.7280865246225857,0.45931333333333324
2017-04-15,2017,denver,18.0,st. john's,12.0,denver,7.7,4.64,3.6,4.64,0.897,0.822,0.74,0.45,31.4,24.18,0.5,0.543,0.395,0.37,,,13.4,7.27,8.1,10.36,9.3,13.36,4.1,-6.09,0.324,0.237,11.4,13.64,0.61997,0.40545,0.4655172413793104,0.43676222596964587,8,11,61.6,28.8,7.176,5.92,251.2,4.0,3.16,,107.2,74.4,32.8,2.592,91.2,3.724137931034483,4.95976,51.04,51.04,9.042,4.95,265.98,5.973000000000001,4.07,,79.97,146.95999999999998,-66.99,2.6069999999999998,150.04000000000002,4.804384485666104,4.45995,7.75,2.1,0.8370000000000001,0.7466666666666667,29.01666666666667,0.6466666666666666,0.2833333333333334,,13.783333333333337,12.583333333333336,1.2166666666666661,0.35900000000000004,12.616666666666667,0.41724137931034494,0.5238866666666667,4.666666666666667,3.6799999999999997,0.79,0.3006666666666667,17.99333333333334,0.6070000000000002,0.31400000000000006,,7.323333333333333,18.319999999999993,-10.996666666666664,0.27966666666666656,12.680000000000007,0.3130719821134205,0.41577000000000003
2017-04-15,2017,villanova,17.0,georgetown,12.0,villanova,7.73,5.18,6.55,6.27,0.894,0.86,0.469,0.454,28.0,24.55,0.606,0.606,0.367,0.263,,,12.73,9.55,9.18,10.82,12.73,11.55,0.0,-2.0,0.278,0.257,10.91,11.82,0.58354,0.49924,0.4189867640346873,0.4836835046937863,10,10,77.30000000000001,65.5,8.94,4.6899999999999995,280.0,6.06,3.67,,127.30000000000001,127.30000000000001,0.0,2.7800000000000002,109.1,4.189867640346873,5.8354,51.8,62.699999999999996,8.6,4.54,245.5,6.06,2.63,,95.5,115.5,-20.0,2.5700000000000003,118.2,4.836835046937863,4.9924,6.773333333333336,6.503333333333333,0.9196666666666665,0.35699999999999976,25.666666666666668,0.8533333333333332,0.19433333333333325,,13.103333333333333,9.766666666666671,3.3366666666666664,0.313,5.7066666666666634,0.5288193465430209,0.7197366666666666,5.296666666666667,6.899999999999999,0.9113333333333333,0.37700000000000006,22.916666666666668,0.5033333333333333,0.20933333333333337,,9.36333333333333,14.279999999999996,-4.916666666666667,0.24066666666666672,6.733333333333334,0.3733869496721634,0.3851166666666666
2017-04-15,2017,bucknell,11.0,lafayette,7.0,bucknell,6.82,4.5,7.0,7.33,0.813,0.85,0.49,0.486,27.73,29.17,0.707,0.6,0.414,0.289,,,9.91,7.42,11.27,10.08,11.09,12.83,-1.18,-5.42,0.263,0.228,13.55,14.75,0.47489,0.43099,0.5040250447227191,0.4399825403753819,11,12,75.02000000000001,77.0,8.943,5.39,305.03000000000003,7.776999999999999,4.553999999999999,,109.01,121.99,-12.979999999999999,2.8930000000000002,149.05,5.544275491949911,5.22379,54.0,87.96000000000001,10.2,5.832,350.04,7.199999999999999,3.468,,89.03999999999999,153.96,-65.03999999999999,2.736,177.0,5.279790484504583,5.17188,7.326666666666671,9.32,0.8156666666666664,0.4419999999999999,29.676666666666677,0.6883333333333331,0.6299999999999998,,9.670000000000002,10.316666666666663,-0.6466666666666665,0.26833333333333337,15.336666666666668,0.5002720421522158,0.5651833333333335,5.010000000000001,8.650000000000004,0.8859999999999998,0.5609999999999999,33.01000000000001,0.7919999999999998,0.18400000000000002,,8.349999999999996,9.980000000000004,-1.669999999999997,0.231,14.330000000000004,0.4356496588667487,0.34041999999999994
2017-04-15,2017,army west point,6.0,navy,10.0,navy,6.09,5.83,7.82,6.67,0.884,0.879,0.641,0.648,35.36,31.42,0.577,0.656,0.4,0.35,,,12.18,9.58,8.55,8.67,7.09,9.75,5.09,-0.17,0.296,0.31,12.64,16.0,0.58633,0.45784,0.5466751918158568,0.4706840390879478,11,10,66.99,86.02000000000001,9.724,7.051,388.96,6.3469999999999995,4.4,,133.98,77.99,55.989999999999995,3.256,139.04000000000002,6.013427109974424,6.44963,58.3,66.7,8.79,6.48,314.20000000000005,6.5600000000000005,3.5,,95.8,97.5,-1.7000000000000002,3.1,160.0,4.706840390879478,4.5784,5.663333333333331,5.660000000000001,0.868,0.5983333333333333,31.97333333333332,0.38233333333333314,0.18666666666666684,,10.659999999999997,9.329999999999998,1.3299999999999983,0.2746666666666666,11.01333333333334,0.47702070218559633,0.5909433333333333,7.463333333333334,7.066666666666667,0.9489999999999998,0.7366666666666669,33.26333333333335,0.6606666666666667,0.38966666666666666,,10.046666666666662,6.833333333333333,3.236666666666667,0.3193333333333334,18.333333333333332,0.4950181087033654,0.46141000000000015
2017-04-15,2017,colgate,11.0,holy cross,12.0,holy cross,5.91,4.18,4.55,9.0,0.881,0.869,0.548,0.354,27.09,26.55,0.708,0.667,0.333,0.294,,,9.18,8.27,12.0,9.27,10.91,10.82,-1.73,-2.55,0.253,0.254,15.09,14.91,0.45972,0.45999,0.5237887385421214,0.461423593827775,10,9,59.1,45.5,8.81,5.48,270.9,7.08,3.33,,91.8,109.1,-17.3,2.5300000000000002,150.9,5.237887385421214,4.5972,37.62,81.0,7.821,3.186,238.95000000000002,6.003,2.646,,74.42999999999999,97.38,-22.95,2.286,134.19,4.152812344449975,4.13991,5.7,6.113333333333333,0.8786666666666667,0.42900000000000027,25.549999999999994,0.9343333333333333,0.333,,7.849999999999999,8.949999999999998,-1.1000000000000003,0.2273333333333334,12.663333333333336,0.6177573336019431,0.5877033333333332,4.539999999999999,7.280000000000001,0.907,0.336,26.51,0.6669999999999998,0.48199999999999993,,8.229999999999999,10.179999999999998,-1.9299999999999997,0.22999999999999998,13.87,0.4982707814833252,0.4493900000000002
2017-04-15,2017,stony brook,10.0,vermont,9.0,stony brook,6.6,6.82,5.7,7.91,0.869,0.827,0.412,0.506,27.0,27.0,0.591,0.721,0.333,0.245,,,11.7,10.18,9.3,12.27,12.0,11.36,-0.3,-1.18,0.327,0.339,12.8,18.27,0.5334,0.45829,0.4366197183098592,0.5192551840880237,9,10,59.4,51.300000000000004,7.821,3.7079999999999997,243.0,5.319,2.9970000000000003,,105.3,108.0,-2.6999999999999997,2.943,115.2,3.9295774647887325,4.8006,68.2,79.1,8.27,5.0600000000000005,270.0,7.21,2.45,,101.8,113.6,-11.799999999999999,3.39,182.7,5.192551840880237,4.5828999999999995,5.139999999999998,4.44,0.9349999999999999,0.3599999999999999,24.0,0.501,0.18700000000000014,,10.76,13.339999999999998,-2.56,0.31099999999999994,9.060000000000002,0.4624532546243893,0.4965600000000001,5.513333333333335,7.396666666666664,0.8456666666666667,0.47333333333333344,28.166666666666668,0.6883333333333335,0.20299999999999999,,10.016666666666666,11.313333333333327,-1.2966666666666666,0.3459999999999999,13.346666666666664,0.5455213154569808,0.4738299999999998
2017-04-15,2017,loyola maryland,11.0,boston u.,12.0,boston u.,9.27,7.0,9.0,7.25,0.919,0.879,0.6,0.524,35.36,30.67,0.72,0.583,0.4,0.366,,,13.0,11.17,9.91,12.83,9.27,8.08,3.73,3.08,0.314,0.321,12.45,14.08,0.53229,0.5468,0.5166840458811262,0.6135820181731229,10,12,92.69999999999999,90.0,9.190000000000001,6.0,353.6,7.199999999999999,4.0,,130.0,92.69999999999999,37.3,3.14,124.5,5.1668404588112615,5.322900000000001,84.0,87.0,10.548,6.288,368.04,6.9959999999999996,4.3919999999999995,,134.04,96.96000000000001,36.96,3.8520000000000003,168.96,7.362984218077474,6.561599999999999,7.84666666666666,11.613333333333335,0.8816666666666672,0.6466666666666668,34.73,0.6499999999999998,0.351,,11.529999999999996,6.679999999999993,4.849999999999999,0.27199999999999996,12.61333333333333,0.5556134862704205,0.5142766666666669,6.010000000000001,9.32,0.8969999999999999,0.5900000000000002,32.68000000000001,0.8319999999999999,0.49499999999999983,,10.36,9.310000000000002,0.9800000000000016,0.30600000000000005,15.64,0.5675356198623028,0.4804099999999997
2017-04-15,2017,penn st.,11.0,johns hopkins,13.0,johns hopkins,8.18,6.2,5.27,6.5,0.901,0.929,0.635,0.431,32.64,26.2,0.5,0.625,0.382,0.567,,,14.36,11.8,11.0,9.6,10.73,10.6,3.64,1.2,0.367,0.306,13.45,10.0,0.61599,0.64067,0.5062126092959043,0.4752475247524752,10,8,81.8,52.699999999999996,9.01,6.35,326.4,5.0,3.8200000000000003,,143.6,107.30000000000001,36.4,3.67,134.5,5.062126092959042,6.1599,49.6,52.0,7.432,3.448,209.6,5.0,4.536,,94.4,84.8,9.6,2.448,80.0,3.801980198019802,5.12536,3.6066666666666642,6.9033333333333315,0.8613333333333332,0.49033333333333334,26.806666666666654,0.5886666666666667,0.2373333333333334,,9.856666666666664,8.093333333333339,1.7966666666666669,0.2736666666666667,13.49666666666667,0.5878063347461929,0.5636066666666668,6.25,5.95,0.9573333333333333,0.48266666666666663,27.650000000000002,0.6416666666666666,0.6786666666666665,,11.466666666666669,11.049999999999999,0.4166666666666667,0.27599999999999997,10.833333333333334,0.46887321107299823,0.7032366666666664
2017-04-15,2017,virginia,11.0,duke,20.0,duke,9.69,7.92,9.77,5.67,0.905,0.874,0.542,0.536,45.23,28.42,0.66,0.727,0.489,0.452,,,14.92,12.5,11.54,9.17,12.46,8.0,2.46,4.5,0.316,0.343,15.38,11.83,0.56612,0.60062,0.4808333333333333,0.5340710541642399,11,9,106.58999999999999,107.47,9.955,5.962000000000001,497.53,7.260000000000001,5.379,,164.12,137.06,27.06,3.476,169.18,5.289166666666666,6.22732,71.28,51.03,7.866,4.824,255.78000000000003,6.543,4.0680000000000005,,112.5,72.0,40.5,3.087,106.47,4.80663948747816,5.4055800000000005,7.98333333333333,10.943333333333333,0.969,0.5073333333333334,40.80333333333332,0.7853333333333335,0.38233333333333314,,12.920000000000002,8.353333333333333,4.566666666666666,0.28133333333333327,13.433333333333337,0.6378147077713546,0.6549200000000001,7.260000000000001,4.75,0.866,0.5819999999999999,28.50000000000001,0.7650000000000002,0.266,,11.5,8.74,2.7399999999999998,0.309,13.229999999999999,0.4863383073362888,0.56666
2017-04-15,2017,lehigh,11.0,cornell,16.0,cornell,7.09,6.3,8.64,8.4,0.865,0.899,0.494,0.399,31.55,32.2,0.714,0.658,0.444,0.286,,,10.27,10.8,10.82,11.5,9.82,13.4,0.45,-2.6,0.302,0.29,14.27,14.8,0.4816,0.49568,0.5242248062015504,0.46184738955823296,11,10,77.99,95.04,9.515,5.434,347.05,7.853999999999999,4.884,,112.97,108.02000000000001,4.95,3.322,156.97,5.766472868217055,5.2976,63.0,84.0,8.99,3.99,322.0,6.58,2.86,,108.0,134.0,-26.0,2.9,148.0,4.61847389558233,4.9568,6.983333333333332,8.666666666666666,0.9343333333333336,0.3259999999999999,27.01666666666667,0.5726666666666663,0.5613333333333334,,9.976666666666665,10.00666666666667,-0.029999999999999954,0.33933333333333343,12.99,0.6061403067217023,0.6901066666666668,8.656666666666666,12.343333333333334,0.8826666666666666,0.45966666666666683,35.67666666666667,0.5273333333333335,0.3046666666666666,,11.336666666666664,9.666666666666666,1.6699999999999993,0.2806666666666667,16.34,0.4821331748186088,0.6133033333333334
2017-04-15,2017,umass lowell,12.0,hartford,11.0,mass.-lowell,5.77,6.9,7.38,5.2,0.785,0.882,0.443,0.574,35.31,26.8,0.535,0.676,0.25,0.5,,,9.0,10.7,10.77,9.3,12.23,10.6,-3.23,0.1,0.24,0.301,15.77,11.9,0.38355,0.45555,0.4682608695652174,0.4673366834170855,12,9,69.24,88.56,9.42,5.316,423.72,6.42,3.0,,108.0,146.76,-38.76,2.88,189.24,5.619130434782608,4.6026,62.1,46.800000000000004,7.938,5.1659999999999995,241.20000000000002,6.0840000000000005,4.5,,96.3,95.39999999999999,0.9,2.709,107.10000000000001,4.20603015075377,4.09995,5.079999999999998,6.12,0.7909999999999998,0.48199999999999993,36.24000000000001,0.5049999999999999,0.07600000000000007,,8.4,12.019999999999996,-3.6199999999999988,0.19199999999999987,15.98000000000001,0.42346364632809647,0.2680799999999999,6.7,5.600000000000001,0.8759999999999998,0.578,23.400000000000006,0.8520000000000003,0.4339999999999999,,10.439999999999998,9.459999999999999,0.96,0.3030000000000001,11.360000000000005,0.48280347066731855,0.6690900000000001
2017-04-15,2017,ohio st.,18.0,michigan,7.0,ohio st.,5.67,6.45,5.08,6.82,0.902,0.87,0.631,0.504,29.17,27.82,0.705,0.709,0.465,0.48,,,11.17,10.82,9.0,11.45,7.5,9.45,3.67,1.36,0.307,0.308,12.83,14.36,0.57001,0.55462,0.5454545454545454,0.5478468899521531,8,9,45.36,40.64,7.216,5.048,233.36,5.64,3.72,,89.36,60.0,29.36,2.456,102.64,4.363636363636363,4.56008,58.050000000000004,61.38,7.83,4.536,250.38,6.380999999999999,4.32,,97.38,85.05,12.24,2.772,129.24,4.930622009569378,4.99158,5.12,5.763333333333333,0.9503333333333334,0.626,28.07000000000001,0.7966666666666665,0.40666666666666673,,8.67,7.216666666666666,1.4533333333333331,0.26533333333333325,15.046666666666667,0.5702125292088572,0.6371766666666666,5.090000000000001,7.960000000000001,0.9039999999999999,0.39599999999999974,28.7,0.7789999999999996,0.4400000000000001,,8.959999999999999,11.35,-2.42,0.26799999999999996,12.820000000000002,0.4675833261821986,0.5850799999999999
2017-04-15,2017,fairfield,8.0,massachusetts,12.0,massachusetts,4.0,5.6,5.64,7.3,0.88,0.914,0.522,0.537,27.55,25.7,0.609,0.621,0.29,0.429,,,8.27,8.3,11.09,11.4,10.73,9.9,-2.45,-1.6,0.225,0.239,11.82,12.3,0.46639,0.54447,0.5082493125572869,0.5352112676056338,11,9,44.0,62.04,9.68,5.742,303.05,6.699,3.19,,90.97,118.03,-26.950000000000003,2.475,130.02,5.590742438130156,5.1302900000000005,50.4,65.7,8.226,4.833,231.29999999999998,5.589,3.8609999999999998,,74.7,89.10000000000001,-14.4,2.151,110.7,4.816901408450704,4.9002300000000005,4.0,5.0,0.8639999999999999,0.6206666666666667,28.670000000000005,0.39833333333333343,0.4286666666666667,,8.99,13.663333333333332,-4.636666666666668,0.225,11.340000000000003,0.3907774654297172,0.3748700000000002,7.38,7.620000000000002,0.9660000000000002,0.5790000000000001,32.24,0.751,0.34500000000000003,,8.62,9.120000000000005,-0.5200000000000001,0.24099999999999996,14.9,0.5786834482069724,0.5375700000000002
2017-04-15,2017,drexel,13.0,hofstra,12.0,drexel,4.9,6.9,6.6,4.0,0.822,0.911,0.373,0.493,25.9,26.3,0.6,0.721,0.4,0.441,,,9.8,11.5,11.9,12.4,11.2,7.9,-1.4,3.6,0.317,0.346,14.0,10.1,0.49817,0.61264,0.5151515151515151,0.6108374384236454,9,10,44.1,59.4,7.398,3.357,233.1,5.3999999999999995,3.6,,88.2,100.8,-12.6,2.853,126.0,4.636363636363637,4.48353,69.0,40.0,9.11,4.93,263.0,7.21,4.41,,115.0,79.0,36.0,3.46,101.0,6.108374384236454,6.126399999999999,4.36,5.460000000000001,0.8099999999999999,0.375,23.7,0.6339999999999999,0.324,,9.060000000000002,8.26,0.8000000000000002,0.3190000000000001,14.339999999999998,0.616007988631563,0.56153,6.666666666666667,4.0,0.934333333333333,0.44866666666666655,23.01,0.6533333333333333,0.4013333333333334,,10.006666666666666,6.990000000000002,2.9933333333333336,0.35766666666666663,9.00333333333333,0.5933685025416784,0.5176733333333331
