Date,Year,Team 1,Score 1,Team 2,Score 2,Winner,Team 1 Assists per Game,Team 2 Assists per Game,Team 1 Caused Turnovers per Game,Team 2 Caused Turnovers per Game,Team 1 Clearing Percent,Team 2 Clearing Percent,Team 1 Faceoff Percent,Team 2 Faceoff Percent,Team 1 Groundballs per Game,Team 2 Groundballs per Game,Team 1 Man Down Defense Percent,Team 2 Man Down Defense Percent,Team 1 Man Up Offense Percent,Team 2 Man Up Offense Percent,Team 1 Opponent Clear Percent,Team 2 Opponent Clear Percent,Team 1 Goals per Game,Team 2 Goals per Game,Team 1 Saves per Game,Team 2 Saves per Game,Team 1 Goals Allowed per Game,Team 2 Goals Allowed per Game,Team 1 Average Margin,Team 2 Average Margin,Team 1 Shot Percent,Team 2 Shot Percent,Team 1 Turnovers per Game,Team 2 Turnovers per Game
2017-02-28,2017,delaware,15.0,vmi,9.0,delaware,6.0,2.5,5.0,6.5,0.851,0.879,0.505,0.42,27.5,31.5,0.727,0.667,0.462,0.5,,,11.75,7.0,11.0,12.0,10.0,14.0,1.75,-7.0,0.348,0.189,13.0,10.0
2017-02-28,2017,wagner,5.0,rutgers,12.0,rutgers,6.0,4.67,7.33,8.0,0.857,0.905,0.373,0.448,27.0,30.33,0.667,0.778,0.167,0.5,,,10.0,12.0,13.33,11.33,10.67,7.0,-0.67,5.0,0.248,0.281,14.33,12.33
2017-02-28,2017,fairfield,8.0,umass lowell,7.0,fairfield,4.33,8.67,5.33,7.33,0.906,0.736,0.484,0.477,28.0,41.33,0.6,0.571,0.143,0.333,,,6.33,11.67,14.67,13.67,11.67,15.0,-5.33,-3.33,0.216,0.28,13.67,15.0
2017-02-28,2017,manhattan,14.0,hartford,13.0,manhattan,6.67,5.5,4.0,2.5,0.857,0.833,0.624,0.615,35.67,29.5,0.667,0.5,0.25,0.333,,,10.67,8.0,15.33,8.0,16.0,14.5,-5.33,-6.5,0.305,0.219,23.0,14.5
2017-02-28,2017,bryant,9.0,boston u.,12.0,boston u.,8.25,8.25,8.75,5.75,0.882,0.844,0.388,0.529,26.25,30.25,0.75,0.538,0.6,0.3,,,12.0,11.5,11.0,16.0,9.25,6.75,2.75,4.75,0.35,0.313,14.25,15.0
2017-03-01,2017,loyola maryland,11.0,towson,7.0,loyola maryland,10.0,6.5,8.67,10.5,0.952,0.775,0.576,0.791,39.67,38.5,0.8,0.778,0.333,0.286,,,15.33,12.0,11.67,10.0,11.67,7.5,3.67,4.5,0.336,0.296,15.33,18.5
2017-03-01,2017,massachusetts,8.0,ualbany,17.0,albany (ny),3.67,8.0,8.0,4.5,0.94,0.95,0.473,0.519,20.0,33.0,0.7,0.75,0.333,0.25,,,5.33,14.0,11.0,16.0,9.33,9.0,-4.0,5.0,0.182,0.341,11.67,10.0
2017-03-01,2017,saint joseph's,8.0,st. john's,5.0,saint joseph's,2.5,3.67,3.67,4.33,0.804,0.804,0.397,0.583,19.5,27.67,0.375,0.4,0.143,0.333,,,5.33,6.33,11.67,12.33,14.0,15.0,-8.67,-8.67,0.19,0.196,12.67,17.0
2017-03-01,2017,high point,12.0,virginia,18.0,virginia,4.25,10.5,8.25,10.0,0.909,0.874,0.329,0.541,22.5,47.5,0.667,0.636,0.286,0.462,,,8.5,16.0,12.25,10.25,9.5,13.25,-1.0,2.75,0.276,0.327,14.0,17.0
2017-03-02,2017,michigan,11.0,mercer,6.0,michigan,8.0,4.67,6.0,10.0,0.881,0.891,0.591,0.597,28.4,24.0,0.667,0.5,0.4,0.375,,,12.6,8.67,13.0,11.33,9.0,12.0,3.6,-3.33,0.33,0.245,14.0,16.67
2017-03-03,2017,detroit mercy,13.0,bellarmine,10.0,detroit,5.0,4.67,6.0,7.67,0.887,0.891,0.452,0.4,25.6,22.33,0.533,0.714,0.35,0.444,,,8.8,9.0,11.4,11.67,13.0,12.0,-4.2,-3.0,0.259,0.237,16.4,13.0
2017-03-03,2017,ohio st.,12.0,marquette,6.0,ohio st.,5.0,4.0,5.0,9.5,0.848,0.868,0.565,0.543,29.0,31.5,0.545,0.8,0.5,0.6,,,12.5,9.5,9.25,13.5,7.25,5.0,5.25,4.5,0.327,0.288,11.5,13.5
2017-03-03,2017,johns hopkins,7.0,princeton,18.0,princeton,7.0,8.67,7.75,7.67,0.918,0.902,0.412,0.521,27.75,33.33,0.7,0.556,0.667,0.429,,,14.25,13.33,9.0,13.33,7.75,8.0,6.5,5.33,0.363,0.377,8.75,10.67
2017-03-04,2017,holy cross,9.0,loyola maryland,16.0,loyola maryland,4.0,9.75,11.0,9.0,0.914,0.927,0.394,0.544,26.25,37.0,0.706,0.857,0.286,0.4,,,8.75,14.25,8.75,12.75,11.0,10.5,-2.25,3.75,0.269,0.343,14.5,14.75
2017-03-04,2017,quinnipiac,11.0,njit,8.0,quinnipiac,9.0,3.0,8.0,4.0,0.767,0.778,0.478,0.193,35.5,19.0,0.333,,0.364,0.357,,,11.0,6.25,15.0,12.25,19.5,16.5,-8.5,-8.33,0.265,0.263,33.0,12.75
2017-03-04,2017,maryland,4.0,notre dame,5.0,notre dame,9.25,8.0,6.5,8.0,0.9,0.871,0.545,0.574,32.25,26.0,0.625,0.333,0.667,0.3,,,15.5,16.0,11.25,7.5,9.0,7.5,6.5,8.5,0.392,0.314,12.5,10.0
2017-03-04,2017,hofstra,11.0,georgetown,9.0,hofstra,7.67,3.67,3.67,6.33,0.898,0.804,0.609,0.397,31.33,24.67,0.625,0.75,0.5,0.333,,,13.67,7.67,9.33,10.67,7.0,12.0,6.67,-4.33,0.369,0.232,9.67,15.67
2017-03-04,2017,delaware,13.0,villanova,10.0,delaware,6.2,8.0,6.0,7.25,0.876,0.893,0.524,0.546,29.4,29.0,0.769,0.5,0.375,0.5,,,12.4,12.0,10.4,7.5,9.8,14.5,2.6,-2.5,0.33,0.255,13.4,11.75
2017-03-04,2017,fairfield,6.0,stony brook,9.0,stony brook,4.0,9.67,6.5,7.67,0.919,0.909,0.542,0.457,31.0,34.33,0.5,0.571,0.133,0.526,,,6.75,17.0,13.5,8.33,10.5,11.0,-3.75,6.0,0.208,0.364,13.5,13.0
2017-03-04,2017,towson,8.0,umbc,6.0,towson,5.33,4.75,8.0,6.75,0.804,0.838,0.723,0.446,35.67,22.5,0.692,0.5,0.222,0.222,,,10.33,7.75,8.33,10.25,8.67,11.5,1.67,-3.75,0.25,0.27,17.33,13.5
2017-03-04,2017,drexel,7.0,marist,11.0,marist,6.0,7.25,6.67,4.5,0.797,0.815,0.378,0.543,31.0,22.25,0.429,0.938,0.5,0.857,,,11.67,9.75,10.67,11.25,17.33,7.5,-5.67,2.25,0.33,0.342,14.33,14.75
2017-03-04,2017,sacred heart,10.0,providence,8.0,sacred heart,6.75,5.75,10.5,7.0,0.922,0.849,0.449,0.535,28.75,28.5,0.667,0.81,0.278,0.286,,,12.25,8.0,10.75,9.75,9.5,6.0,2.75,2.0,0.345,0.224,15.0,17.25
2017-03-04,2017,saint joseph's,18.0,manhattan,6.0,saint joseph's,3.0,6.25,4.0,3.75,0.838,0.859,0.447,0.561,20.75,32.5,0.455,0.692,0.182,0.25,,,6.0,11.5,11.75,14.5,11.75,15.25,-5.75,-3.75,0.194,0.315,12.25,19.0
2017-03-04,2017,canisius,17.0,cleveland st.,7.0,canisius,5.33,4.17,5.0,6.83,0.824,0.784,0.406,0.39,23.33,24.83,0.632,0.5,0.667,0.273,,,7.67,7.83,9.33,11.83,11.67,13.33,-4.0,-5.5,0.319,0.307,13.33,16.67
2017-03-04,2017,michigan,7.0,furman,5.0,michigan,8.17,4.6,6.33,6.4,0.869,0.854,0.592,0.555,26.5,24.4,0.73,0.4,0.538,0.211,,,12.33,8.6,12.67,8.8,8.5,9.6,3.83,-1.0,0.341,0.251,15.17,14.2
2017-03-04,2017,north carolina,13.0,denver,9.0,north carolina,5.0,8.5,6.25,5.75,0.925,0.938,0.667,0.761,32.0,35.75,0.706,0.25,0.2,0.353,,,11.0,14.75,9.5,7.33,7.5,5.25,3.5,9.5,0.278,0.326,14.75,11.25
2017-03-04,2017,vermont,10.0,harvard,13.0,harvard,8.4,7.33,8.8,6.0,0.816,0.92,0.472,0.486,26.2,32.33,0.72,0.6,0.348,0.2,,,11.0,12.33,10.8,13.67,10.2,8.33,0.8,4.0,0.372,0.33,20.6,15.0
2017-03-04,2017,umass lowell,6.0,monmouth,7.0,monmouth,7.75,4.75,7.0,7.5,0.756,0.862,0.439,0.495,37.25,24.25,0.6,0.556,0.375,0.308,,,10.5,10.25,14.25,8.5,13.25,10.0,-2.75,0.25,0.269,0.273,15.25,11.25
2017-03-04,2017,dartmouth,6.0,wagner,7.0,wagner,4.33,5.25,12.33,8.0,0.852,0.833,0.405,0.365,34.33,26.0,0.727,0.7,0.2,0.231,,,9.0,8.75,13.0,13.5,12.33,11.0,-3.33,-2.25,0.214,0.25,18.67,16.5
2017-03-04,2017,brown,11.0,rutgers,13.0,rutgers,12.5,5.75,9.5,10.0,0.808,0.874,0.602,0.5,45.5,31.25,0.692,0.7,0.625,0.4,,,21.0,12.0,11.0,10.25,17.0,6.5,4.0,5.5,0.4,0.282,21.0,14.25
2017-03-04,2017,penn,13.0,penn st.,14.0,penn st.,5.0,12.25,5.0,4.25,0.868,0.945,0.439,0.672,23.5,36.5,1.0,0.5,0.375,0.444,,,10.5,18.25,15.5,11.25,7.5,12.0,3.0,6.25,0.284,0.427,10.0,12.75
2017-03-04,2017,air force,6.0,boston u.,8.0,boston u.,5.4,8.4,6.0,6.0,0.892,0.862,0.496,0.509,27.2,29.6,0.538,0.474,0.438,0.381,,,10.4,11.6,7.8,15.2,9.2,7.2,1.2,4.4,0.286,0.315,11.4,14.0
2017-03-04,2017,jacksonville,3.0,hartford,15.0,hartford,5.75,5.67,5.5,3.67,0.866,0.86,0.49,0.622,26.0,30.67,0.4,0.6,0.25,0.286,,,8.0,9.67,12.75,9.67,14.5,14.33,-6.5,-4.67,0.283,0.246,14.75,13.0
2017-03-04,2017,lafayette,4.0,army west point,14.0,army,4.5,4.5,7.25,6.75,0.842,0.923,0.52,0.64,27.25,35.75,0.636,0.444,0.368,0.308,,,7.25,13.25,13.25,8.25,14.5,8.0,-7.25,5.25,0.206,0.294,15.25,12.0
2017-03-04,2017,bucknell,7.0,navy,13.0,navy,7.5,5.5,8.25,8.75,0.826,0.828,0.485,0.652,31.0,31.25,0.625,0.5,0.412,0.5,,,11.25,9.5,10.75,10.0,12.25,10.75,-1.0,-1.25,0.245,0.297,10.75,15.5
2017-03-05,2017,virginia,13.0,syracuse,14.0,syracuse,11.6,10.33,11.0,5.67,0.875,0.93,0.584,0.6,48.8,33.33,0.625,0.667,0.556,0.667,,,16.4,14.0,10.6,10.33,13.0,9.67,3.4,4.33,0.332,0.323,19.2,9.0
2017-03-05,2017,detroit mercy,6.0,marquette,8.0,marquette,5.0,4.0,6.0,9.5,0.887,0.868,0.452,0.543,25.6,31.5,0.533,0.8,0.35,0.6,,,8.8,9.5,11.4,13.5,13.0,5.0,-4.2,4.5,0.259,0.288,16.4,13.5
2017-03-05,2017,duke,9.0,richmond,8.0,duke,8.2,8.5,6.2,7.75,0.859,0.929,0.54,0.603,29.8,29.5,0.706,0.929,0.563,0.308,,,13.4,11.0,9.4,12.75,8.0,4.25,5.4,6.75,0.362,0.324,11.4,12.75
2017-03-05,2017,robert morris,9.0,high point,7.0,robert morris,8.75,5.4,9.25,8.6,0.877,0.866,0.402,0.305,28.75,26.0,0.667,0.55,0.571,0.316,,,13.5,9.2,12.0,13.6,9.25,11.2,4.25,-2.0,0.344,0.28,13.75,15.8
2017-03-05,2017,bellarmine,11.0,ohio st.,14.0,ohio st.,4.67,5.0,7.67,5.0,0.891,0.848,0.4,0.565,22.33,29.0,0.714,0.545,0.444,0.5,,,9.0,12.5,11.67,9.25,12.0,7.25,-3.0,5.25,0.237,0.327,13.0,11.5
2017-03-05,2017,ualbany,17.0,cornell,6.0,albany (ny),9.67,2.5,4.0,5.5,0.95,0.909,0.58,0.317,32.0,27.0,0.8,0.778,0.2,0.25,,,15.0,9.0,15.67,12.5,8.67,18.0,6.33,-9.0,0.344,0.237,10.33,13.5
2017-03-05,2017,hobart,6.0,binghamton,12.0,binghamton,6.33,4.5,3.33,7.5,0.877,0.886,0.459,0.419,23.33,22.0,0.545,1.0,0.1,,,,15.67,9.5,12.67,11.0,14.67,9.5,1.0,0.0,0.376,0.279,10.67,10.5
2017-03-05,2017,bryant,9.0,yale,6.0,bryant,7.6,8.0,7.4,3.5,0.86,0.967,0.423,0.466,25.4,24.0,0.692,0.375,0.625,0.5,,,11.4,13.5,10.4,12.5,9.8,11.5,1.6,2.0,0.329,0.403,13.8,12.0
2017-03-05,2017,st. john's,13.0,siena,12.0,st. john's (ny),3.25,7.0,4.25,6.0,0.838,0.741,0.539,0.403,25.75,31.25,0.5,0.615,0.333,0.533,,,6.0,11.75,12.5,11.5,13.25,18.25,-7.25,-6.5,0.196,0.273,15.25,13.0
2017-03-05,2017,lehigh,11.0,colgate,5.0,lehigh,7.5,6.67,7.5,4.0,0.879,0.885,0.636,0.6,33.75,27.0,0.842,0.545,0.308,0.455,,,11.0,10.33,9.75,13.0,11.5,11.0,-0.5,-0.67,0.275,0.248,14.5,16.0
2017-03-07,2017,navy,9.0,penn,11.0,penn,6.4,5.0,7.4,4.67,0.825,0.897,0.621,0.347,30.6,24.67,0.583,0.75,0.571,0.375,,,10.2,11.33,9.6,13.33,10.0,9.67,0.2,1.67,0.321,0.321,15.6,10.33
2017-03-07,2017,villanova,17.0,brown,15.0,villanova,7.6,9.67,6.6,8.67,0.91,0.797,0.562,0.577,29.2,42.33,0.5,0.688,0.481,0.5,,,11.6,17.67,8.8,13.67,14.2,15.67,-2.6,2.0,0.248,0.353,11.8,21.33
2017-03-07,2017,furman,10.0,penn st.,12.0,penn st.,4.5,11.2,6.5,4.4,0.867,0.955,0.54,0.691,24.67,35.8,0.455,0.5,0.238,0.455,,,8.0,17.4,9.5,10.2,9.17,12.2,-1.17,5.2,0.239,0.414,13.33,12.6
2017-03-07,2017,vmi,8.0,wagner,11.0,wagner,3.33,5.2,7.67,8.0,0.885,0.861,0.416,0.384,31.67,26.2,0.833,0.727,0.25,0.286,,,7.67,8.4,13.67,12.6,14.33,10.0,-6.67,-1.6,0.232,0.246,12.33,16.8
2017-03-07,2017,massachusetts,11.0,yale,9.0,massachusetts,3.5,7.0,7.5,5.0,0.955,0.898,0.417,0.442,20.0,24.67,0.727,0.545,0.3,0.5,,,6.0,11.0,12.0,10.67,11.25,10.67,-5.25,0.33,0.188,0.333,10.5,13.0
2017-03-07,2017,manhattan,9.0,delaware,12.0,delaware,5.4,6.17,4.2,5.5,0.859,0.867,0.533,0.497,31.2,29.0,0.733,0.7,0.217,0.389,,,10.4,12.5,13.4,11.17,15.8,9.83,-5.4,2.67,0.294,0.332,18.0,12.33
2017-03-07,2017,quinnipiac,13.0,princeton,17.0,princeton,8.0,8.75,7.33,6.75,0.774,0.823,0.571,0.545,32.67,33.75,0.25,0.692,0.462,0.5,,,11.0,14.5,12.0,14.0,15.67,7.75,-4.67,6.75,0.266,0.369,33.0,11.75
2017-03-07,2017,robert morris,7.0,georgetown,12.0,georgetown,7.8,3.5,8.8,6.0,0.881,0.822,0.429,0.478,29.2,24.75,0.667,0.667,0.636,0.25,,,12.6,8.0,12.2,10.25,8.8,11.75,3.8,-3.75,0.325,0.225,14.6,14.5
2017-03-07,2017,binghamton,10.0,siena,5.0,binghamton,5.0,7.0,5.67,6.6,0.904,0.772,0.492,0.414,22.67,30.4,0.8,0.529,,0.556,,,10.33,11.8,11.67,10.0,8.33,17.2,2.0,-5.4,0.295,0.274,11.0,11.8
2017-03-10,2017,mercer,10.0,njit,7.0,mercer,4.25,2.8,10.5,4.2,0.853,0.783,0.565,0.193,23.5,19.2,0.385,,0.267,0.471,,,8.0,6.6,9.5,11.8,11.75,15.4,-3.75,-8.8,0.229,0.273,17.25,13.4
2017-03-10,2017,stony brook,4.0,rutgers,17.0,rutgers,8.5,6.6,6.5,10.8,0.883,0.881,0.473,0.5,31.5,35.0,0.571,0.75,0.478,0.375,,,15.0,12.2,7.75,9.8,9.75,7.4,5.25,4.8,0.368,0.281,14.0,14.6
2017-03-10,2017,bryant,5.0,drexel,7.0,drexel,7.33,5.5,7.5,6.25,0.847,0.81,0.451,0.381,25.67,28.5,0.692,0.471,0.526,0.4,,,11.0,10.5,10.67,10.25,9.17,15.75,1.83,-5.25,0.314,0.321,13.83,13.25
2017-03-10,2017,monmouth,5.0,saint joseph's,6.0,saint joseph's,4.4,4.0,8.2,4.2,0.844,0.828,0.5,0.482,24.4,23.6,0.545,0.611,0.313,0.154,,,9.6,8.4,9.0,11.4,9.2,10.6,0.4,-2.2,0.264,0.256,12.4,12.4
2017-03-10,2017,hampton,3.0,wagner,10.0,wagner,5.0,4.83,10.33,7.67,0.911,0.867,0.354,0.403,20.0,27.5,0.435,0.714,0.545,0.222,,,10.0,8.83,11.67,12.67,14.67,9.67,-4.67,-0.83,0.33,0.249,19.0,15.83
2017-03-11,2017,loyola maryland,7.0,duke,15.0,duke,11.0,8.0,8.6,5.83,0.922,0.86,0.577,0.549,38.0,28.67,0.818,0.739,0.455,0.588,,,14.6,12.67,11.6,9.5,10.2,8.0,4.4,4.67,0.354,0.36,14.4,11.67
2017-03-11,2017,umbc,6.0,marist,4.0,umbc,4.4,7.4,6.4,5.0,0.852,0.842,0.444,0.554,21.8,22.6,0.5,0.944,0.273,0.7,,,7.4,10.0,9.4,12.0,10.8,7.4,-3.4,2.6,0.274,0.355,13.2,14.4
2017-03-11,2017,johns hopkins,8.0,towson,13.0,towson,6.8,4.5,7.4,6.5,0.909,0.826,0.408,0.691,26.4,32.75,0.583,0.667,0.5,0.273,,,12.8,9.75,9.2,8.0,9.8,8.0,3.0,1.75,0.322,0.269,9.2,16.5
2017-03-11,2017,fairfield,10.0,yale,11.0,yale,3.8,6.75,5.4,5.0,0.931,0.917,0.525,0.436,28.6,22.5,0.6,0.4,0.133,0.333,,,6.6,10.5,11.8,9.75,10.2,10.75,-3.6,-0.25,0.206,0.307,13.2,11.75
2017-03-11,2017,hofstra,11.0,north carolina,9.0,hofstra,7.5,5.2,3.67,5.6,0.923,0.926,0.527,0.613,31.0,29.4,0.7,0.65,0.5,0.214,,,13.0,11.4,11.25,11.0,7.5,7.8,5.5,3.6,0.359,0.297,9.75,13.4
2017-03-11,2017,mount st. mary's,18.0,bellarmine,7.0,mt. st. mary's,2.5,5.4,5.75,6.0,0.76,0.844,0.297,0.346,23.75,21.2,0.682,0.607,0.143,0.381,,,6.0,9.6,9.0,11.6,13.75,12.6,-7.75,-3.0,0.216,0.271,16.0,12.2
2017-03-11,2017,detroit mercy,8.0,air force,13.0,air force,5.71,5.0,5.86,6.33,0.878,0.892,0.485,0.511,25.14,28.0,0.577,0.6,0.343,0.444,,,9.0,9.67,10.86,7.17,11.86,9.0,-2.86,0.67,0.267,0.269,15.29,12.0
2017-03-11,2017,cleveland st.,4.0,ohio st.,12.0,ohio st.,4.29,6.0,6.57,4.67,0.784,0.873,0.397,0.634,26.43,29.83,0.5,0.65,0.308,0.5,,,7.71,12.67,12.0,8.67,13.86,7.67,-6.14,5.0,0.297,0.332,16.71,11.5
2017-03-11,2017,syracuse,9.0,st. john's,8.0,syracuse,10.25,4.2,5.75,4.4,0.92,0.809,0.559,0.538,31.75,25.8,0.692,0.471,0.538,0.462,,,14.0,7.4,10.75,13.0,10.5,13.0,3.5,-5.6,0.316,0.231,9.5,15.4
2017-03-11,2017,hartford,11.0,quinnipiac,9.0,hartford,7.0,7.5,5.75,7.5,0.873,0.806,0.615,0.565,29.75,31.75,0.545,0.214,0.375,0.467,,,11.0,11.5,8.25,11.75,11.5,16.0,-0.5,-4.5,0.267,0.28,11.5,20.25
2017-03-11,2017,umass lowell,13.0,manhattan,6.0,mass.-lowell,7.0,5.67,7.2,4.33,0.765,0.845,0.444,0.537,36.0,30.83,0.611,0.765,0.389,0.241,,,9.6,10.17,13.2,13.83,12.0,15.17,-2.4,-5.0,0.267,0.288,16.2,18.17
2017-03-11,2017,vermont,11.0,sacred heart,10.0,vermont,8.0,6.4,8.83,9.8,0.814,0.892,0.5,0.467,27.17,29.8,0.692,0.68,0.31,0.333,,,10.83,11.8,10.17,12.0,10.67,9.2,0.17,2.6,0.351,0.33,21.0,17.2
2017-03-11,2017,penn st.,15.0,harvard,12.0,penn st.,10.67,7.0,4.17,7.75,0.962,0.919,0.689,0.455,35.5,30.75,0.455,0.688,0.478,0.333,,,16.5,12.5,9.83,13.75,11.83,8.75,4.67,3.75,0.407,0.345,12.33,15.0
2017-03-11,2017,binghamton,13.0,delaware,9.0,binghamton,5.0,5.71,5.75,6.0,0.9,0.872,0.488,0.489,23.75,28.86,0.8,0.692,0.2,0.35,,,10.25,12.43,10.5,10.86,7.5,9.71,2.75,2.71,0.299,0.315,11.25,11.71
2017-03-11,2017,cornell,18.0,virginia,19.0,virginia,2.67,10.67,6.0,9.83,0.923,0.882,0.326,0.579,28.33,47.83,0.769,0.65,0.167,0.5,,,8.0,15.83,11.67,10.17,18.0,13.17,-9.0,2.67,0.238,0.33,15.0,17.83
2017-03-11,2017,penn,12.0,michigan,13.0,michigan,5.25,7.43,5.25,5.86,0.888,0.857,0.316,0.584,23.0,26.14,0.75,0.692,0.273,0.5,,,11.25,11.57,11.25,12.57,9.5,8.0,1.75,3.57,0.321,0.315,10.0,15.0
2017-03-11,2017,high point,8.0,providence,17.0,providence,5.33,5.2,7.5,7.8,0.858,0.853,0.321,0.516,26.0,29.0,0.5,0.75,0.318,0.267,,,8.83,8.0,13.17,10.2,10.83,6.8,-2.0,1.2,0.26,0.216,15.67,17.4
2017-03-11,2017,vmi,8.0,richmond,13.0,richmond,4.0,8.0,7.25,8.4,0.914,0.939,0.434,0.559,30.75,29.8,0.9,0.867,0.286,0.263,,,7.75,10.4,13.75,11.8,13.5,5.2,-5.75,5.2,0.238,0.317,12.0,12.6
2017-03-11,2017,marquette,14.0,robert morris,7.0,marquette,3.5,7.17,7.5,8.5,0.877,0.904,0.467,0.409,25.5,29.0,0.786,0.647,0.385,0.636,,,8.25,11.67,14.5,12.33,7.0,9.33,1.25,2.33,0.264,0.313,11.75,14.33
2017-03-11,2017,georgetown,16.0,hobart,6.0,georgetown,4.2,5.0,6.4,4.2,0.828,0.835,0.522,0.448,26.0,20.6,0.667,0.5,0.278,0.154,,,8.8,11.8,10.6,11.2,10.8,13.8,-2.0,-2.0,0.244,0.33,15.2,11.8
2017-03-11,2017,army west point,6.0,lehigh,4.0,army,5.4,7.0,6.2,7.8,0.934,0.865,0.639,0.664,34.8,33.0,0.5,0.864,0.389,0.267,,,13.4,11.0,8.6,9.6,7.2,10.2,6.2,0.8,0.296,0.279,11.8,14.8
2017-03-11,2017,navy,8.0,lafayette,9.0,lafayette,5.83,4.0,6.67,7.0,0.849,0.837,0.647,0.492,29.5,28.2,0.667,0.563,0.571,0.375,,,10.0,6.6,9.67,13.6,10.17,14.4,-0.17,-7.8,0.33,0.199,16.17,15.0
2017-03-11,2017,holy cross,10.0,bucknell,8.0,holy cross,4.2,6.6,9.8,7.6,0.864,0.817,0.369,0.488,27.2,30.0,0.667,0.588,0.278,0.368,,,8.8,10.4,9.0,10.6,12.0,12.4,-3.2,-2.0,0.268,0.245,15.4,11.2
2017-03-12,2017,mercer,6.0,wagner,5.0,mercer,4.25,4.83,10.5,7.67,0.853,0.867,0.565,0.403,23.5,27.5,0.385,0.714,0.267,0.222,,,8.0,8.83,9.5,12.67,11.75,9.67,-3.75,-0.83,0.229,0.249,17.25,15.83
2017-03-12,2017,saint joseph's,8.0,drexel,12.0,drexel,4.0,5.5,4.2,6.25,0.828,0.81,0.482,0.381,23.6,28.5,0.611,0.471,0.154,0.4,,,8.4,10.5,11.4,10.25,10.6,15.75,-2.2,-5.25,0.256,0.321,12.4,13.25
2017-03-12,2017,notre dame,10.0,denver,11.0,denver,5.67,7.8,9.67,5.0,0.875,0.945,0.597,0.724,27.67,33.6,0.4,0.417,0.231,0.4,,,12.33,13.6,7.0,7.33,6.33,6.8,6.0,6.8,0.278,0.304,12.33,10.2
2017-03-13,2017,boston u.,18.0,colgate,7.0,boston u.,7.83,6.2,6.5,4.6,0.855,0.893,0.492,0.517,30.0,25.8,0.476,0.643,0.348,0.357,,,11.0,9.8,15.5,11.6,7.0,10.0,4.0,-0.2,0.32,0.257,14.67,15.2
2017-03-13,2017,jacksonville,6.0,duke,13.0,duke,5.0,8.14,4.8,5.29,0.867,0.874,0.475,0.529,24.4,27.57,0.375,0.739,0.294,0.6,,,7.0,13.0,13.4,10.14,14.6,7.86,-7.6,5.14,0.282,0.368,15.4,11.29
2017-03-13,2017,richmond,6.0,north carolina,5.0,richmond,8.17,5.0,9.67,5.67,0.92,0.921,0.598,0.619,31.67,28.33,0.882,0.591,0.28,0.214,,,10.83,11.0,11.83,11.0,5.67,8.33,5.17,2.67,0.304,0.281,12.5,14.0
2017-03-13,2017,njit,6.0,army west point,19.0,army,2.8,5.0,4.67,7.0,0.773,0.895,0.193,0.647,19.83,35.17,,0.533,0.476,0.45,,,6.6,12.17,12.17,9.17,14.5,6.67,-8.8,5.5,0.268,0.289,14.0,12.5
2017-03-13,2017,siena,13.0,bryant,18.0,bryant,6.0,6.57,6.67,7.86,0.785,0.854,0.425,0.481,29.5,25.86,0.55,0.733,0.526,0.524,,,10.67,10.14,10.0,10.43,16.0,8.86,-5.33,1.29,0.26,0.286,12.5,14.86
2017-03-14,2017,canisius,11.0,hobart,18.0,hobart,7.25,4.83,5.0,4.0,0.831,0.822,0.454,0.47,26.75,21.83,0.609,0.533,0.571,0.188,,,10.0,10.83,10.0,11.5,10.5,14.17,-0.5,-3.33,0.313,0.305,12.75,12.33
2017-03-17,2017,high point,11.0,vmi,5.0,high point,5.29,4.4,7.0,6.6,0.844,0.88,0.313,0.398,25.29,30.4,0.483,0.813,0.31,0.222,,,8.71,7.8,13.71,15.6,11.71,13.4,-3.0,-5.6,0.264,0.255,16.29,13.2
2017-03-17,2017,rutgers,10.0,njit,6.0,rutgers,7.86,2.8,11.71,5.14,0.879,0.773,0.544,0.193,35.57,21.0,0.783,,0.308,0.455,,,13.43,6.6,10.14,12.29,7.43,15.14,6.0,-8.8,0.309,0.282,14.71,15.43
2017-03-17,2017,fairfield,8.0,penn st.,9.0,penn st.,3.67,10.14,5.67,4.57,0.888,0.918,0.46,0.697,26.5,35.14,0.636,0.462,0.211,0.444,,,7.17,16.29,12.17,10.57,10.33,11.86,-3.17,4.43,0.216,0.407,12.33,13.43
2017-03-18,2017,navy,7.0,loyola maryland,18.0,loyola maryland,5.29,9.33,6.57,7.67,0.845,0.924,0.644,0.577,30.71,35.83,0.7,0.714,0.4,0.455,,,9.71,13.33,9.71,11.17,10.0,11.0,-0.29,2.33,0.311,0.327,15.57,13.5
2017-03-18,2017,ualbany,17.0,vermont,6.0,albany (ny),10.25,8.0,4.5,8.14,0.925,0.822,0.598,0.538,33.75,27.14,0.857,0.7,0.222,0.278,,,15.5,10.86,14.25,10.86,8.0,10.57,7.5,0.29,0.35,0.358,11.75,20.71
2017-03-18,2017,massachusetts,12.0,hartford,10.0,massachusetts,4.33,6.8,6.83,5.8,0.876,0.896,0.473,0.633,20.83,30.6,0.769,0.533,0.533,0.3,,,7.5,11.0,11.83,8.2,10.33,11.0,-2.83,0.0,0.231,0.291,11.5,12.2
